k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.112916614859769, 0.2159932653949369, 0.2961657229467793, 0.0076520814688236, 1.6510334711689354, 0.0052631112723779, 1.3427805600882017, -0.2465876720095175, 0.0342453651205747, 0.0359536666623258, 0.1262059624047464, 0.2585077185294425, 0.0735488761060097, 0.0548943206679192, 0.219725708201043, -0.1483188422343382, 1.430693664985771, -0.0287913708011179, 1.1518703535285488, -0.0899522224199555, 0.162763381798163, 0.054076043378631, 0.1721022274311798, 0.0502852512652633, 0.2914144285931344, 0.1669388384690057, 0.2924522215415656, 0.1843268855703117, -0.053457407994975, -0.0738144801685851, 0.8061588918699965, -0.0717910137607213, 0.0862817475352272, 0.1296342347608815, 0.1890432417192069, -0.1572734153911227, 0.1265740933636259, -0.0733285018808225, -0.0763465080341739, 0.0441429265140415, -0.0526867828954964, 0.0334296260692354, 0.2975978337306168, 0.1162861227378981, 0.4382638662171313, 0.1033336462530084, 0.3600308729400291, 0.1453098412465539, 0.1381490344609513, 0.0471637556518927, 0.1167459389081523, -0.1131146859211721, 0.1975619686599701, 0.0041114342608616, 0.2356720630859798, 0.143712667605051, 0.2370937933648785, 0.1039868702737771, 0.2524699838010614, -0.0673346537220018, -0.0692626826956811, -0.173621874039183, 0.0734508978230852, -0.0292038568172253, 0.3823025529067624, -0.0034830681969665]|138764.1250000000000000|      2.00000000|[29, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[4.1587565882020945, 0.526819305751907, 0.7882727717701381, 0.1347868506897471, 1.5025249287270404, -0.483210536718772, 1.2437673134389156, -0.3727171558940831, 0.131787982848858, 0.2215622458998661, -0.0185911416942473, 0.0875894690861954, -0.0987218293143665, 0.3653228292766183, 0.1806033880288386, -0.4494346987903445, 1.3085937497412796, -0.390108552903544, 0.6332216745670688, -0.2537282912797357, 0.4770921053203157, 0.0854263207424273, -0.1415348397087927, -0.0980854468967717, 0.3565395492660177, 0.3115168748898615, 0.6471351763468722, 0.2684097771523127, 0.4962964474769559, -0.1817583514593777, 0.7302869194237176, -0.0697159461861511, 0.4313908177339204, -0.3601376279697258, 0.3085766371756872, 0.0263638667132098, -0.3597224830798401, -0.0980887213232596, -0.2526382654766972, -0.190956883079405, -0.2426549321026485, -0.091348780741483, -0.0318999273530293, -0.0425859576523938, 0.3675005425877681, -0.0348372947423738, 0.5419813220445365, -0.1642286171615588, 0.1453133456008369, 0.3489463871843734, -0.0038755473024918, -0.6495526738122979, 0.1921310543442274, 0.0077682870739286, 0.4510752031742512, 0.359460483798974, 0.0021376572290057, -0.1043310859509681, 0.2715452873032469, -0.0786085823825483, -0.3969162848518236, -0.1119332594293979, 0.2788284723547405, 0.278357008643084, 0.3716470230272154, -0.0544702796574383]|7836.0708007812500000|      4.00000000|[85, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | iterate success | actual_k=2
       3|[4.1587565882020945, 0.526819305751907, 0.7882727717701381, 0.1347868506897471, 1.5025249287270404, -0.483210536718772, 1.2437673134389156, -0.3727171558940831, 0.131787982848858, 0.2215622458998661, -0.0185911416942473, 0.0875894690861954, -0.0987218293143665, 0.3653228292766183, 0.1806033880288386, -0.4494346987903445, 1.3085937497412796, -0.390108552903544, 0.6332216745670688, -0.2537282912797357, 0.4770921053203157, 0.0854263207424273, -0.1415348397087927, -0.0980854468967717, 0.3565395492660177, 0.3115168748898615, 0.6471351763468722, 0.2684097771523127, 0.4962964474769559, -0.1817583514593777, 0.7302869194237176, -0.0697159461861511, 0.4313908177339204, -0.3601376279697258, 0.3085766371756872, 0.0263638667132098, -0.3597224830798401, -0.0980887213232596, -0.2526382654766972, -0.190956883079405, -0.2426549321026485, -0.091348780741483, -0.0318999273530293, -0.0425859576523938, 0.3675005425877681, -0.0348372947423738, 0.5419813220445365, -0.1642286171615588, 0.1453133456008369, 0.3489463871843734, -0.0038755473024918, -0.6495526738122979, 0.1921310543442274, 0.0077682870739286, 0.4510752031742512, 0.359460483798974, 0.0021376572290057, -0.1043310859509681, 0.2715452873032469, -0.0786085823825483, -0.3969162848518236, -0.1119332594293979, 0.2788284723547405, 0.278357008643084, 0.3716470230272154, -0.0544702796574383]|7836.0708007812500000|      2.00000000|[169, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[4.1587565882020945, 0.526819305751907, 0.7882727717701381, 0.1347868506897471, 1.5025249287270404, -0.483210536718772, 1.2437673134389156, -0.3727171558940831, 0.131787982848858, 0.2215622458998661, -0.0185911416942473, 0.0875894690861954, -0.0987218293143665, 0.3653228292766183, 0.1806033880288386, -0.4494346987903445, 1.3085937497412796, -0.390108552903544, 0.6332216745670688, -0.2537282912797357, 0.4770921053203157, 0.0854263207424273, -0.1415348397087927, -0.0980854468967717, 0.3565395492660177, 0.3115168748898615, 0.6471351763468722, 0.2684097771523127, 0.4962964474769559, -0.1817583514593777, 0.7302869194237176, -0.0697159461861511, 0.4313908177339204, -0.3601376279697258, 0.3085766371756872, 0.0263638667132098, -0.3597224830798401, -0.0980887213232596, -0.2526382654766972, -0.190956883079405, -0.2426549321026485, -0.091348780741483, -0.0318999273530293, -0.0425859576523938, 0.3675005425877681, -0.0348372947423738, 0.5419813220445365, -0.1642286171615588, 0.1453133456008369, 0.3489463871843734, -0.0038755473024918, -0.6495526738122979, 0.1921310543442274, 0.0077682870739286, 0.4510752031742512, 0.359460483798974, 0.0021376572290057, -0.1043310859509681, 0.2715452873032469, -0.0786085823825483, -0.3969162848518236, -0.1119332594293979, 0.2788284723547405, 0.278357008643084, 0.3716470230272154, -0.0544702796574383]|7836.0708007812500000|      1.00000000|[253, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[4.1587565882020945, 0.526819305751907, 0.7882727717701381, 0.1347868506897471, 1.5025249287270404, -0.483210536718772, 1.2437673134389156, -0.3727171558940831, 0.131787982848858, 0.2215622458998661, -0.0185911416942473, 0.0875894690861954, -0.0987218293143665, 0.3653228292766183, 0.1806033880288386, -0.4494346987903445, 1.3085937497412796, -0.390108552903544, 0.6332216745670688, -0.2537282912797357, 0.4770921053203157, 0.0854263207424273, -0.1415348397087927, -0.0980854468967717, 0.3565395492660177, 0.3115168748898615, 0.6471351763468722, 0.2684097771523127, 0.4962964474769559, -0.1817583514593777, 0.7302869194237176, -0.0697159461861511, 0.4313908177339204, -0.3601376279697258, 0.3085766371756872, 0.0263638667132098, -0.3597224830798401, -0.0980887213232596, -0.2526382654766972, -0.190956883079405, -0.2426549321026485, -0.091348780741483, -0.0318999273530293, -0.0425859576523938, 0.3675005425877681, -0.0348372947423738, 0.5419813220445365, -0.1642286171615588, 0.1453133456008369, 0.3489463871843734, -0.0038755473024918, -0.6495526738122979, 0.1921310543442274, 0.0077682870739286, 0.4510752031742512, 0.359460483798974, 0.0021376572290057, -0.1043310859509681, 0.2715452873032469, -0.0786085823825483, -0.3969162848518236, -0.1119332594293979, 0.2788284723547405, 0.278357008643084, 0.3716470230272154, -0.0544702796574383]|7836.0708007812500000|      0.50000000|[337, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[4.1587565882020945, 0.526819305751907, 0.7882727717701381, 0.1347868506897471, 1.5025249287270404, -0.483210536718772, 1.2437673134389156, -0.3727171558940831, 0.131787982848858, 0.2215622458998661, -0.0185911416942473, 0.0875894690861954, -0.0987218293143665, 0.3653228292766183, 0.1806033880288386, -0.4494346987903445, 1.3085937497412796, -0.390108552903544, 0.6332216745670688, -0.2537282912797357, 0.4770921053203157, 0.0854263207424273, -0.1415348397087927, -0.0980854468967717, 0.3565395492660177, 0.3115168748898615, 0.6471351763468722, 0.2684097771523127, 0.4962964474769559, -0.1817583514593777, 0.7302869194237176, -0.0697159461861511, 0.4313908177339204, -0.3601376279697258, 0.3085766371756872, 0.0263638667132098, -0.3597224830798401, -0.0980887213232596, -0.2526382654766972, -0.190956883079405, -0.2426549321026485, -0.091348780741483, -0.0318999273530293, -0.0425859576523938, 0.3675005425877681, -0.0348372947423738, 0.5419813220445365, -0.1642286171615588, 0.1453133456008369, 0.3489463871843734, -0.0038755473024918, -0.6495526738122979, 0.1921310543442274, 0.0077682870739286, 0.4510752031742512, 0.359460483798974, 0.0021376572290057, -0.1043310859509681, 0.2715452873032469, -0.0786085823825483, -0.3969162848518236, -0.1119332594293979, 0.2788284723547405, 0.278357008643084, 0.3716470230272154, -0.0544702796574383]|7836.0708007812500000|      0.25000000|[421, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[4.1587565882020945, 0.526819305751907, 0.7882727717701381, 0.1347868506897471, 1.5025249287270404, -0.483210536718772, 1.2437673134389156, -0.3727171558940831, 0.131787982848858, 0.2215622458998661, -0.0185911416942473, 0.0875894690861954, -0.0987218293143665, 0.3653228292766183, 0.1806033880288386, -0.4494346987903445, 1.3085937497412796, -0.390108552903544, 0.6332216745670688, -0.2537282912797357, 0.4770921053203157, 0.0854263207424273, -0.1415348397087927, -0.0980854468967717, 0.3565395492660177, 0.3115168748898615, 0.6471351763468722, 0.2684097771523127, 0.4962964474769559, -0.1817583514593777, 0.7302869194237176, -0.0697159461861511, 0.4313908177339204, -0.3601376279697258, 0.3085766371756872, 0.0263638667132098, -0.3597224830798401, -0.0980887213232596, -0.2526382654766972, -0.190956883079405, -0.2426549321026485, -0.091348780741483, -0.0318999273530293, -0.0425859576523938, 0.3675005425877681, -0.0348372947423738, 0.5419813220445365, -0.1642286171615588, 0.1453133456008369, 0.3489463871843734, -0.0038755473024918, -0.6495526738122979, 0.1921310543442274, 0.0077682870739286, 0.4510752031742512, 0.359460483798974, 0.0021376572290057, -0.1043310859509681, 0.2715452873032469, -0.0786085823825483, -0.3969162848518236, -0.1119332594293979, 0.2788284723547405, 0.278357008643084, 0.3716470230272154, -0.0544702796574383]|7836.0708007812500000|      0.12500000|[505, 72, 0, 36]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[4.1587565882020945, 0.526819305751907, 0.7882727717701381, 0.1347868506897471, 1.5025249287270404, -0.483210536718772, 1.2437673134389156, -0.3727171558940831, 0.131787982848858, 0.2215622458998661, -0.0185911416942473, 0.0875894690861954, -0.0987218293143665, 0.3653228292766183, 0.1806033880288386, -0.4494346987903445, 1.3085937497412796, -0.390108552903544, 0.6332216745670688, -0.2537282912797357, 0.4770921053203157, 0.0854263207424273, -0.1415348397087927, -0.0980854468967717, 0.3565395492660177, 0.3115168748898615, 0.6471351763468722, 0.2684097771523127, 0.4962964474769559, -0.1817583514593777, 0.7302869194237176, -0.0697159461861511, 0.4313908177339204, -0.3601376279697258, 0.3085766371756872, 0.0263638667132098, -0.3597224830798401, -0.0980887213232596, -0.2526382654766972, -0.190956883079405, -0.2426549321026485, -0.091348780741483, -0.0318999273530293, -0.0425859576523938, 0.3675005425877681, -0.0348372947423738, 0.5419813220445365, -0.1642286171615588, 0.1453133456008369, 0.3489463871843734, -0.0038755473024918, -0.6495526738122979, 0.1921310543442274, 0.0077682870739286, 0.4510752031742512, 0.359460483798974, 0.0021376572290057, -0.1043310859509681, 0.2715452873032469, -0.0786085823825483, -0.3969162848518236, -0.1119332594293979, 0.2788284723547405, 0.278357008643084, 0.3716470230272154, -0.0544702796574383]|7836.0708007812500000|      0.06250000|[589, 84, 0, 42]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[4.159661875660276, 0.5340799029803609, 0.7991397145501519, 0.1458768127260576, 1.5045438147804269, -0.4750990631505754, 1.2422045594813087, -0.3694646125287292, 0.1350103922779962, 0.2148536367877952, -0.003455133306401, 0.0839561956345095, -0.0882446770676526, 0.3631680969197382, 0.1851846150657293, -0.4470498516574309, 1.3146712125573574, -0.382533739309603, 0.6232535701027889, -0.2483797585925023, 0.4711695614824915, 0.1069857874987794, -0.1327726678619635, -0.093694580400058, 0.3665206013562889, 0.3108752763382543, 0.6517659108000524, 0.2674202646035168, 0.4998233623795314, -0.1793624433881648, 0.7350069255964926, -0.0700617232925437, 0.4290709886192474, -0.354179602893191, 0.3047858116953105, 0.028503505124756, -0.3526247512241514, -0.1108498012801975, -0.2589141016717154, -0.197522464191156, -0.2394525791272252, -0.0840727299880639, -0.0339867476369124, -0.0435239785730501, 0.363016768074608, -0.0447784301070477, 0.5330569420398126, -0.1624807653894579, 0.1572948947243763, 0.3510888100830686, -0.0051415921536443, -0.6453036995790297, 0.1835021419782752, 0.0170676934568084, 0.4568307085749479, 0.3528294334878118, 0.0098490599826231, -0.0973660220536892, 0.2803117771270618, -0.068160701432234, -0.3893120442224215, -0.1075064935865518, 0.2805751811491802, 0.2974081924388854, 0.3879697767098824, -0.0630391231758315]|6752.3901367187500000|      0.12500000|[631, 90, 0, 45]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | iterate success | actual_k=2
      10|[4.164073634583222, 0.5307912978788963, 0.7924551415203549, 0.1432703493364548, 1.4955148274550885, -0.469826322044599, 1.2597307751252702, -0.3629756302554034, 0.1472370964535705, 0.2211225737180714, -0.0062088047753012, 0.0920202111949685, -0.0855053391608648, 0.3643144039105231, 0.2049211777090705, -0.4526710883492752, 1.3123268990171824, -0.3946637213627004, 0.6134330615900626, -0.2306892834008848, 0.4828263349588995, 0.1208339018907111, -0.1317881362202559, -0.0873453365179239, 0.3686683642525558, 0.2890102223270274, 0.6386574737389745, 0.2771984432788315, 0.4864542654215189, -0.149125636700149, 0.7214832742414623, -0.0983792169438318, 0.4348103452100193, -0.3576817634757056, 0.3045228796777795, 0.0528644640473231, -0.3237729578712211, -0.1047405442842495, -0.2606558592353064, -0.2094158507798619, -0.2246860616234118, -0.071117495196594, -0.056656742250457, -0.0338564152361139, 0.3226522117248184, -0.0434754178606003, 0.5155394144651213, -0.1872056941655116, 0.1536988773590784, 0.3189219098708255, 0.0180345886014852, -0.6465806102684274, 0.176894092584249, 0.0423189839450331, 0.4514184418809904, 0.3453651902716998, -0.0141918990061769, -0.1007357933544213, 0.2950039584567686, -0.0907019405950634, -0.4156788393557376, -0.1109080480074038, 0.2495025249824248, 0.2940959078376453, 0.3974230122271886, -0.0624219407303667]|5360.5620117187500000|      0.25000000|[673, 96, 0, 48]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | iterate success | actual_k=2
