k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      0.50000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.8512633515965345, -1.1043385249894364, -1.3057272409260101, -1.0640019841819655, -1.0582659012730553, -1.0991789615932328, -1.1844122549081966, -0.9181124238345287, -1.2548004537744304, -0.9763912305877052]|  1.4185638427734375|      1.00000000|[57, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       3|[0.8512633515965345, -1.1043385249894364, -1.3057272409260101, -1.0640019841819655, -1.0582659012730553, -1.0991789615932328, -1.1844122549081966, -0.9181124238345287, -1.2548004537744304, -0.9763912305877052]|  1.4185638427734375|      0.50000000|[85, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.0297672364863228, -1.216669688896247, -0.9631539579021378, -1.2079886171870435, -1.0642383437246807, -1.0670873031573338, -1.2856336161419621, -1.0338349606321282, -1.0760132299155718, -1.08012927785413]|  0.2497692704200745|      1.00000000|[113, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | iterate success | actual_k=1
       5|[1.0297672364863228, -1.216669688896247, -0.9631539579021378, -1.2079886171870435, -1.0642383437246807, -1.0670873031573338, -1.2856336161419621, -1.0338349606321282, -1.0760132299155718, -1.08012927785413]|  0.2497692704200745|      0.50000000|[141, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.0297672364863228, -1.216669688896247, -0.9631539579021378, -1.2079886171870435, -1.0642383437246807, -1.0670873031573338, -1.2856336161419621, -1.0338349606321282, -1.0760132299155718, -1.08012927785413]|  0.2497692704200745|      0.25000000|[170, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[1.0297672364863228, -1.216669688896247, -0.9631539579021378, -1.2079886171870435, -1.0642383437246807, -1.0670873031573338, -1.2856336161419621, -1.0338349606321282, -1.0760132299155718, -1.08012927785413]|  0.2497692704200745|      0.12500000|[199, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[1.0400944170025352, -1.2280711000406992, -0.997895075679749, -1.2199030372915083, -1.099420665109707, -1.0881841667229757, -1.2761663317735585, -1.0981163803266738, -1.151097620578721, -1.13010115987568]|  0.0479381233453751|      0.25000000|[227, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       9|[1.0400944170025352, -1.2280711000406992, -0.997895075679749, -1.2199030372915083, -1.099420665109707, -1.0881841667229757, -1.2761663317735585, -1.0981163803266738, -1.151097620578721, -1.13010115987568]|  0.0479381233453751|      0.12500000|[256, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[1.0400944170025352, -1.2280711000406992, -0.997895075679749, -1.2199030372915083, -1.099420665109707, -1.0881841667229757, -1.2761663317735585, -1.0981163803266738, -1.151097620578721, -1.13010115987568]|  0.0479381233453751|      0.06250000|[284, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[1.0106212487122754, -1.2228806860275523, -1.00792022637587, -1.2159184780146504, -1.1147686701747448, -1.0848542054852275, -1.2259362365391633, -1.0905843004149391, -1.1431154301841913, -1.132126409076743]|  0.0097072189673781|      0.12500000|[312, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      12|[1.0106212487122754, -1.2228806860275523, -1.00792022637587, -1.2159184780146504, -1.1147686701747448, -1.0848542054852275, -1.2259362365391633, -1.0905843004149391, -1.1431154301841913, -1.132126409076743]|  0.0097072189673781|      0.06250000|[341, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[1.0106212487122754, -1.2228806860275523, -1.00792022637587, -1.2159184780146504, -1.1147686701747448, -1.0848542054852275, -1.2259362365391633, -1.0905843004149391, -1.1431154301841913, -1.132126409076743]|  0.0097072189673781|      0.03125000|[369, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[1.0107128678233417, -1.229381769819576, -1.0089456376508354, -1.2076951271084322, -1.126780060968867, -1.1079548028241604, -1.2143412209126743, -1.0890314400089376, -1.1361353641159297, -1.1306680347431228]|  0.0062632602639496|      0.06250000|[397, 28, 0, 28]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      15|[1.0107128678233417, -1.229381769819576, -1.0089456376508354, -1.2076951271084322, -1.126780060968867, -1.1079548028241604, -1.2143412209126743, -1.0890314400089376, -1.1361353641159297, -1.1306680347431228]|  0.0062632602639496|      0.03125000|[425, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
