k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.1214400492674312, 0.0472671148478039, -0.106417792689269, 0.0320215210050533, 0.4044231850884222, -0.0032224938919038, 0.8445272037158664, -0.2084762337705493, 0.1713385098553843, -0.1814162896520475, 2.546424983565503, -0.0355532972315359, 0.8692512896817476, -0.0396997766826107, 2.291065715530491, 0.1027805345949526, 14.259201212077478, 0.0376574430874559, 12.327363201692766, 0.0245272241246537, 0.4803121340670742, -0.1175036962073954, 0.2954127072498378, 0.1818989672037309, 1.2404866744507537, -0.07625922363112, 0.1840109929106066, 0.2038055314317132, 0.1487533569850484, -0.0520062961608184, 3.7302009071175646, 0.149497962300075, 0.8470993632348197, 0.0540635087146143, 0.0365520031820412, -0.1573190366132072, 0.2574953064845802, 0.0064255048289347, 1.0098155836633849, 0.0464746419910802, 0.2889944936448504, 0.0430980699762305, 2.0250781322375078, -0.0223199900296858, 1.882587605219453, 0.0286926831729033, 1.7017257027047066, 0.4192457589496509, 0.5077482514566721, -0.0734695715762814, 0.6689702821048346, 0.2287132605683489, 0.2543099214338979, 0.0082554825189472, 0.8977097862358805, 0.0257176267256573, 0.5210495062648741, 0.2159086268170604, 0.6505699047403621, 0.3608267587468872, 1.0024536680812082, 0.0133124637786393, 0.1327357078749354, -0.1814855205342888, 0.316628193277289, -0.0697586305673378]|2263222.5000000000000000|      2.00000000|[31, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       2|[0.8627343633133315, 0.389261790963526, 0.2598844965645162, 0.2947231852886367, 0.3071118815770101, -0.16652222418015, 0.9431551754983029, 0.1226962850480965, -0.1830892085134637, -0.2968488057990955, 2.6057445537682624, 0.4089010842773405, 0.6620036154971567, 0.2436387511153229, 2.192851706244637, 0.1154911800053189, 14.170889779939307, 0.1445275594511236, 12.349134632696593, -0.1481554506238343, 0.1332600138237253, -0.2434442368778894, 0.2011654123097804, -0.1359351486980639, 0.678504652480186, 0.2045412053243141, 0.9149274779933602, 0.2947996218203528, 0.0452040562413259, -0.4015140102985438, 3.6771354683262185, -0.0539831185128873, 0.750895432385836, 0.2119174066383392, -0.0112017598391646, -0.2835577568872147, 0.319565340423101, 0.1909199858470023, 1.3124653201466006, 0.1622896863796221, 0.3244013360447452, 0.5126701422376186, 1.993974126594025, 0.3130171169540129, 1.7223423799721376, -0.0176766495262828, 2.0146402335823397, 0.4233579174871891, 0.3163570152595859, -0.0772194797022618, 0.3240920270778292, 0.0247677471628375, 0.3575549554077188, 0.1109189910868862, 0.8469444506198526, 0.2166723663361548, 0.4294434303627692, 0.1211945932431748, 1.0650174548697189, 0.1240374121080247, 1.2302789662667168, -0.5008498043053408, 0.2512424557426417, -0.050810807422514, 0.2338884406361867, -0.3172604814237295]|337542.2187500000000000|      4.00000000|[89, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | iterate success | actual_k=0
       3|[0.8627343633133315, 0.389261790963526, 0.2598844965645162, 0.2947231852886367, 0.3071118815770101, -0.16652222418015, 0.9431551754983029, 0.1226962850480965, -0.1830892085134637, -0.2968488057990955, 2.6057445537682624, 0.4089010842773405, 0.6620036154971567, 0.2436387511153229, 2.192851706244637, 0.1154911800053189, 14.170889779939307, 0.1445275594511236, 12.349134632696593, -0.1481554506238343, 0.1332600138237253, -0.2434442368778894, 0.2011654123097804, -0.1359351486980639, 0.678504652480186, 0.2045412053243141, 0.9149274779933602, 0.2947996218203528, 0.0452040562413259, -0.4015140102985438, 3.6771354683262185, -0.0539831185128873, 0.750895432385836, 0.2119174066383392, -0.0112017598391646, -0.2835577568872147, 0.319565340423101, 0.1909199858470023, 1.3124653201466006, 0.1622896863796221, 0.3244013360447452, 0.5126701422376186, 1.993974126594025, 0.3130171169540129, 1.7223423799721376, -0.0176766495262828, 2.0146402335823397, 0.4233579174871891, 0.3163570152595859, -0.0772194797022618, 0.3240920270778292, 0.0247677471628375, 0.3575549554077188, 0.1109189910868862, 0.8469444506198526, 0.2166723663361548, 0.4294434303627692, 0.1211945932431748, 1.0650174548697189, 0.1240374121080247, 1.2302789662667168, -0.5008498043053408, 0.2512424557426417, -0.050810807422514, 0.2338884406361867, -0.3172604814237295]|337542.2187500000000000|      2.00000000|[175, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.8627343633133315, 0.389261790963526, 0.2598844965645162, 0.2947231852886367, 0.3071118815770101, -0.16652222418015, 0.9431551754983029, 0.1226962850480965, -0.1830892085134637, -0.2968488057990955, 2.6057445537682624, 0.4089010842773405, 0.6620036154971567, 0.2436387511153229, 2.192851706244637, 0.1154911800053189, 14.170889779939307, 0.1445275594511236, 12.349134632696593, -0.1481554506238343, 0.1332600138237253, -0.2434442368778894, 0.2011654123097804, -0.1359351486980639, 0.678504652480186, 0.2045412053243141, 0.9149274779933602, 0.2947996218203528, 0.0452040562413259, -0.4015140102985438, 3.6771354683262185, -0.0539831185128873, 0.750895432385836, 0.2119174066383392, -0.0112017598391646, -0.2835577568872147, 0.319565340423101, 0.1909199858470023, 1.3124653201466006, 0.1622896863796221, 0.3244013360447452, 0.5126701422376186, 1.993974126594025, 0.3130171169540129, 1.7223423799721376, -0.0176766495262828, 2.0146402335823397, 0.4233579174871891, 0.3163570152595859, -0.0772194797022618, 0.3240920270778292, 0.0247677471628375, 0.3575549554077188, 0.1109189910868862, 0.8469444506198526, 0.2166723663361548, 0.4294434303627692, 0.1211945932431748, 1.0650174548697189, 0.1240374121080247, 1.2302789662667168, -0.5008498043053408, 0.2512424557426417, -0.050810807422514, 0.2338884406361867, -0.3172604814237295]|337542.2187500000000000|      1.00000000|[261, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[0.8627343633133315, 0.389261790963526, 0.2598844965645162, 0.2947231852886367, 0.3071118815770101, -0.16652222418015, 0.9431551754983029, 0.1226962850480965, -0.1830892085134637, -0.2968488057990955, 2.6057445537682624, 0.4089010842773405, 0.6620036154971567, 0.2436387511153229, 2.192851706244637, 0.1154911800053189, 14.170889779939307, 0.1445275594511236, 12.349134632696593, -0.1481554506238343, 0.1332600138237253, -0.2434442368778894, 0.2011654123097804, -0.1359351486980639, 0.678504652480186, 0.2045412053243141, 0.9149274779933602, 0.2947996218203528, 0.0452040562413259, -0.4015140102985438, 3.6771354683262185, -0.0539831185128873, 0.750895432385836, 0.2119174066383392, -0.0112017598391646, -0.2835577568872147, 0.319565340423101, 0.1909199858470023, 1.3124653201466006, 0.1622896863796221, 0.3244013360447452, 0.5126701422376186, 1.993974126594025, 0.3130171169540129, 1.7223423799721376, -0.0176766495262828, 2.0146402335823397, 0.4233579174871891, 0.3163570152595859, -0.0772194797022618, 0.3240920270778292, 0.0247677471628375, 0.3575549554077188, 0.1109189910868862, 0.8469444506198526, 0.2166723663361548, 0.4294434303627692, 0.1211945932431748, 1.0650174548697189, 0.1240374121080247, 1.2302789662667168, -0.5008498043053408, 0.2512424557426417, -0.050810807422514, 0.2338884406361867, -0.3172604814237295]|337542.2187500000000000|      0.50000000|[347, 0, 0, 24]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.8627343633133315, 0.389261790963526, 0.2598844965645162, 0.2947231852886367, 0.3071118815770101, -0.16652222418015, 0.9431551754983029, 0.1226962850480965, -0.1830892085134637, -0.2968488057990955, 2.6057445537682624, 0.4089010842773405, 0.6620036154971567, 0.2436387511153229, 2.192851706244637, 0.1154911800053189, 14.170889779939307, 0.1445275594511236, 12.349134632696593, -0.1481554506238343, 0.1332600138237253, -0.2434442368778894, 0.2011654123097804, -0.1359351486980639, 0.678504652480186, 0.2045412053243141, 0.9149274779933602, 0.2947996218203528, 0.0452040562413259, -0.4015140102985438, 3.6771354683262185, -0.0539831185128873, 0.750895432385836, 0.2119174066383392, -0.0112017598391646, -0.2835577568872147, 0.319565340423101, 0.1909199858470023, 1.3124653201466006, 0.1622896863796221, 0.3244013360447452, 0.5126701422376186, 1.993974126594025, 0.3130171169540129, 1.7223423799721376, -0.0176766495262828, 2.0146402335823397, 0.4233579174871891, 0.3163570152595859, -0.0772194797022618, 0.3240920270778292, 0.0247677471628375, 0.3575549554077188, 0.1109189910868862, 0.8469444506198526, 0.2166723663361548, 0.4294434303627692, 0.1211945932431748, 1.0650174548697189, 0.1240374121080247, 1.2302789662667168, -0.5008498043053408, 0.2512424557426417, -0.050810807422514, 0.2338884406361867, -0.3172604814237295]|337542.2187500000000000|      0.25000000|[433, 0, 0, 30]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[0.8627343633133315, 0.389261790963526, 0.2598844965645162, 0.2947231852886367, 0.3071118815770101, -0.16652222418015, 0.9431551754983029, 0.1226962850480965, -0.1830892085134637, -0.2968488057990955, 2.6057445537682624, 0.4089010842773405, 0.6620036154971567, 0.2436387511153229, 2.192851706244637, 0.1154911800053189, 14.170889779939307, 0.1445275594511236, 12.349134632696593, -0.1481554506238343, 0.1332600138237253, -0.2434442368778894, 0.2011654123097804, -0.1359351486980639, 0.678504652480186, 0.2045412053243141, 0.9149274779933602, 0.2947996218203528, 0.0452040562413259, -0.4015140102985438, 3.6771354683262185, -0.0539831185128873, 0.750895432385836, 0.2119174066383392, -0.0112017598391646, -0.2835577568872147, 0.319565340423101, 0.1909199858470023, 1.3124653201466006, 0.1622896863796221, 0.3244013360447452, 0.5126701422376186, 1.993974126594025, 0.3130171169540129, 1.7223423799721376, -0.0176766495262828, 2.0146402335823397, 0.4233579174871891, 0.3163570152595859, -0.0772194797022618, 0.3240920270778292, 0.0247677471628375, 0.3575549554077188, 0.1109189910868862, 0.8469444506198526, 0.2166723663361548, 0.4294434303627692, 0.1211945932431748, 1.0650174548697189, 0.1240374121080247, 1.2302789662667168, -0.5008498043053408, 0.2512424557426417, -0.050810807422514, 0.2338884406361867, -0.3172604814237295]|337542.2187500000000000|      0.12500000|[519, 0, 0, 36]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.8961307767106563, 0.3826914276724128, 0.27351292284072, 0.2804117532085383, 0.3366094294123998, -0.1656963312826024, 0.9401986000951599, 0.1107585149856284, -0.1869375799882951, -0.3094410647279046, 2.597136710589748, 0.4152593326888396, 0.6666334978106441, 0.2399454042797377, 2.2046578318432193, 0.1054358328756278, 14.166435728593896, 0.1573520489742762, 12.339714902628858, -0.1820564765088027, 0.1320254134672797, -0.2522962080933579, 0.2142586787198142, -0.1368458226514208, 0.6633862784955802, 0.2232100757063522, 0.9104249948008348, 0.2976859043422648, 0.0466300478712508, -0.3996440014445205, 3.661775637265613, -0.0931161431751875, 0.7499270762083634, 0.2170931893484221, -0.0125660560950816, -0.3037386171989869, 0.3200600897991084, 0.205205769778892, 1.3201179914062764, 0.1778934839130653, 0.3044358126201508, 0.4970538481822523, 1.9914621635987089, 0.3229585856449965, 1.7237814167164012, -0.0627259194881137, 1.9984048527091418, 0.4124406653113117, 0.3163429359933619, -0.0914106340490765, 0.3077673377538606, 0.0189530746242804, 0.3708594326823234, 0.1475376319847168, 0.8498669109066594, 0.1978145169164997, 0.4466304731067182, 0.1051142862675511, 1.0718222293702542, 0.1519027479127992, 1.244258564906506, -0.4884659462545095, 0.254342756071433, -0.0389067012233879, 0.2280831769938033, -0.3110996778968204]|247186.4375000000000000|      0.25000000|[563, 0, 0, 39]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | iterate success | actual_k=0
       9|[0.8870762720254355, 0.4165578412713866, 0.309299043938281, 0.2587087738591868, 0.3408340445708491, -0.1123428468209947, 0.929213915177783, 0.073943634911897, -0.2074082101301324, -0.3064691820618705, 2.614946686624429, 0.354609288585115, 0.6554132394322371, 0.2220375428002584, 2.220188476147341, 0.1099620392259047, 14.164642934085553, 0.2589706765720662, 12.334715098477362, -0.2829707164778418, 0.1376148110391023, -0.2352627093157475, 0.1872825153246558, -0.1235253216954914, 0.6208943950039821, 0.2797876230392099, 0.8891685991910941, 0.3165540667981377, 0.037816633101338, -0.3656001835004387, 3.6642796364168566, -0.1353226636787548, 0.7585831123005428, 0.1895110552677098, -0.0727313424735456, -0.3172924371635494, 0.3496257898526078, 0.2376297674444547, 1.3332312913112103, 0.1496628286499956, 0.3400803689843091, 0.5097860019530793, 2.018946038135453, 0.3357862796393107, 1.7355769402505836, -0.093768768030503, 2.0087244733890244, 0.4025976127965682, 0.3112952812046238, -0.1082729535541976, 0.3379022676749885, 0.0103908045640829, 0.3392138915478572, 0.1621872065604364, 0.8595049360396128, 0.1904907681403687, 0.474015076206578, 0.0912568907161588, 1.1066899177598348, 0.1320294390059049, 1.2386894508465562, -0.4758073469137047, 0.2906442457061052, -0.0673218621317812, 0.2119646881341193, -0.289453266814075]|143785.4843750000000000|      0.50000000|[593, 0, 0, 41]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      10|[0.8870762720254355, 0.4165578412713866, 0.309299043938281, 0.2587087738591868, 0.3408340445708491, -0.1123428468209947, 0.929213915177783, 0.073943634911897, -0.2074082101301324, -0.3064691820618705, 2.614946686624429, 0.354609288585115, 0.6554132394322371, 0.2220375428002584, 2.220188476147341, 0.1099620392259047, 14.164642934085553, 0.2589706765720662, 12.334715098477362, -0.2829707164778418, 0.1376148110391023, -0.2352627093157475, 0.1872825153246558, -0.1235253216954914, 0.6208943950039821, 0.2797876230392099, 0.8891685991910941, 0.3165540667981377, 0.037816633101338, -0.3656001835004387, 3.6642796364168566, -0.1353226636787548, 0.7585831123005428, 0.1895110552677098, -0.0727313424735456, -0.3172924371635494, 0.3496257898526078, 0.2376297674444547, 1.3332312913112103, 0.1496628286499956, 0.3400803689843091, 0.5097860019530793, 2.018946038135453, 0.3357862796393107, 1.7355769402505836, -0.093768768030503, 2.0087244733890244, 0.4025976127965682, 0.3112952812046238, -0.1082729535541976, 0.3379022676749885, 0.0103908045640829, 0.3392138915478572, 0.1621872065604364, 0.8595049360396128, 0.1904907681403687, 0.474015076206578, 0.0912568907161588, 1.1066899177598348, 0.1320294390059049, 1.2386894508465562, -0.4758073469137047, 0.2906442457061052, -0.0673218621317812, 0.2119646881341193, -0.289453266814075]|143785.4843750000000000|      0.25000000|[679, 0, 0, 47]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
