k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|4165.1544172546082336|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.631823711401373, 1.1408788835184829, 0.946613855391139, 0.7631717728626461, 0.8601015906809901, 0.6245762822398613, 0.9921155284796994, 0.8122413265903399, 0.878236692471121, 0.8640393794643925, 1.0094792492515636, 1.0947547763019834, 0.9741212374895561, 0.9976263763370576, 0.9862248346853991, 0.6526087311939588, 1.0035165862679527, 0.9851054809538357, 0.9393515165077093, 1.0319376017686608, 1.104074291987412, 0.9533235145285465, 1.1036370267464546, 0.8665828131629819, 0.943998476219543, 0.9404768064491439, 0.9313887986198358, 1.0419319496585848, 0.9247214781505007, 1.0414319815931805, 0.8590254904234872, 0.9922104815482871, 0.9307401007128018, 1.0168784645612166, 0.9811491959855043, 1.0942913474542544, 0.9079070218207355, 0.9246345021436327, 1.0700531346397772, 0.9946346027030595, 0.8406102237054198, 1.144191388558379, 0.8886693486723878, 1.1573179509857698, 1.2859779554179829, 0.8949118759989776, 1.1531230240428858, 1.0147691972609418, 0.9706704715814429, 1.2981907230742418, 0.8951747089636239, 0.9819599616890103, 1.0658808843562375, 0.9835412466640958]|2982.0895996093750000|      2.00000000|[33, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       2|[-0.5508597181841737, 1.3027731815691832, 1.1908328558011458, 0.6987775867918288, 0.7761675085839298, 0.4893383775442577, 0.5112851780512826, 0.8470603460015204, 1.1857336560169611, 0.2574997218936843, 0.8583064979853777, 0.8778757560330415, 1.3246986904291556, 0.6993274961038387, 0.7773897003980789, 0.5678826703970947, 1.1693667971270514, 0.9401863764117414, 0.8733645481405633, 1.3615182831005113, 1.1918863194025022, 0.5544482052961007, 0.7078775752043955, 0.6599997200317924, 0.7940252426326176, 0.9210159061974136, 1.2039496558735223, 1.1373628555127933, 0.8199846600483374, 0.8583214711426113, 1.043094833808742, 1.031910057589176, 0.6811388048864484, 1.2865670809063894, 0.9239294699334569, 1.2750969989818537, 0.8974995696028231, 0.7509273406154884, 0.9218164066405703, 0.9295575939914766, 1.087084098201729, 1.0732068142990814, 0.9503511868533167, 1.0068699628571625, 1.0088955491481226, 0.7806729632873383, 0.832265995752424, 0.7694360621450962, 0.9499716866753811, 1.5634353405632322, 1.0261084283967667, 1.1630173743332002, 1.0608758434116077, 1.2485903812230044]|460.3703002929687500|      4.00000000|[65, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       3|[-0.5508597181841737, 1.3027731815691832, 1.1908328558011458, 0.6987775867918288, 0.7761675085839298, 0.4893383775442577, 0.5112851780512826, 0.8470603460015204, 1.1857336560169611, 0.2574997218936843, 0.8583064979853777, 0.8778757560330415, 1.3246986904291556, 0.6993274961038387, 0.7773897003980789, 0.5678826703970947, 1.1693667971270514, 0.9401863764117414, 0.8733645481405633, 1.3615182831005113, 1.1918863194025022, 0.5544482052961007, 0.7078775752043955, 0.6599997200317924, 0.7940252426326176, 0.9210159061974136, 1.2039496558735223, 1.1373628555127933, 0.8199846600483374, 0.8583214711426113, 1.043094833808742, 1.031910057589176, 0.6811388048864484, 1.2865670809063894, 0.9239294699334569, 1.2750969989818537, 0.8974995696028231, 0.7509273406154884, 0.9218164066405703, 0.9295575939914766, 1.087084098201729, 1.0732068142990814, 0.9503511868533167, 1.0068699628571625, 1.0088955491481226, 0.7806729632873383, 0.832265995752424, 0.7694360621450962, 0.9499716866753811, 1.5634353405632322, 1.0261084283967667, 1.1630173743332002, 1.0608758434116077, 1.2485903812230044]|460.3703002929687500|      2.00000000|[129, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[-0.5508597181841737, 1.3027731815691832, 1.1908328558011458, 0.6987775867918288, 0.7761675085839298, 0.4893383775442577, 0.5112851780512826, 0.8470603460015204, 1.1857336560169611, 0.2574997218936843, 0.8583064979853777, 0.8778757560330415, 1.3246986904291556, 0.6993274961038387, 0.7773897003980789, 0.5678826703970947, 1.1693667971270514, 0.9401863764117414, 0.8733645481405633, 1.3615182831005113, 1.1918863194025022, 0.5544482052961007, 0.7078775752043955, 0.6599997200317924, 0.7940252426326176, 0.9210159061974136, 1.2039496558735223, 1.1373628555127933, 0.8199846600483374, 0.8583214711426113, 1.043094833808742, 1.031910057589176, 0.6811388048864484, 1.2865670809063894, 0.9239294699334569, 1.2750969989818537, 0.8974995696028231, 0.7509273406154884, 0.9218164066405703, 0.9295575939914766, 1.087084098201729, 1.0732068142990814, 0.9503511868533167, 1.0068699628571625, 1.0088955491481226, 0.7806729632873383, 0.832265995752424, 0.7694360621450962, 0.9499716866753811, 1.5634353405632322, 1.0261084283967667, 1.1630173743332002, 1.0608758434116077, 1.2485903812230044]|460.3703002929687500|      1.00000000|[193, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[-0.7256941352846646, 1.4254497665629773, 1.2577237266755834, 0.6145572913218332, 0.8007317909267965, 0.1092650899659618, 0.4031144873147608, 0.8580311910481521, 1.2702513758650804, 0.2157260814835004, 0.933198498751115, 0.8966800759050153, 1.1140545658015504, 0.9980345909318442, 0.6509109353957224, 0.4117759156058213, 1.2562455536769812, 0.8673119044315207, 0.778819763477364, 1.2860427461929858, 1.2303997175339583, 0.5534329379975361, 0.6470152868876411, 0.5091882961258685, 0.9297933917306607, 0.8157047088175831, 1.471195588588066, 1.179954172166316, 0.926971816854223, 1.0701568049808685, 1.1324575474121432, 1.0172580591636213, 0.8614914873246894, 1.230369944948607, 1.0294062184624295, 1.3839668825198852, 0.9987890638410493, 0.6164641129473937, 1.1518210891171516, 0.8811471709252241, 1.2290773510200057, 1.0317219893658045, 0.9454108792972585, 0.9670647498151254, 0.7600157325405357, 0.8387969778286948, 0.6468256998003278, 0.6133934542493039, 0.7494115087967186, 1.6367323192252496, 1.1457690512781278, 1.0221410180078678, 1.0931043174858879, 1.1867959283443923]|266.9288635253906250|      2.00000000|[241, 0, 0, 15]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | iterate success | actual_k=0
       6|[-0.7256941352846646, 1.4254497665629773, 1.2577237266755834, 0.6145572913218332, 0.8007317909267965, 0.1092650899659618, 0.4031144873147608, 0.8580311910481521, 1.2702513758650804, 0.2157260814835004, 0.933198498751115, 0.8966800759050153, 1.1140545658015504, 0.9980345909318442, 0.6509109353957224, 0.4117759156058213, 1.2562455536769812, 0.8673119044315207, 0.778819763477364, 1.2860427461929858, 1.2303997175339583, 0.5534329379975361, 0.6470152868876411, 0.5091882961258685, 0.9297933917306607, 0.8157047088175831, 1.471195588588066, 1.179954172166316, 0.926971816854223, 1.0701568049808685, 1.1324575474121432, 1.0172580591636213, 0.8614914873246894, 1.230369944948607, 1.0294062184624295, 1.3839668825198852, 0.9987890638410493, 0.6164641129473937, 1.1518210891171516, 0.8811471709252241, 1.2290773510200057, 1.0317219893658045, 0.9454108792972585, 0.9670647498151254, 0.7600157325405357, 0.8387969778286948, 0.6468256998003278, 0.6133934542493039, 0.7494115087967186, 1.6367323192252496, 1.1457690512781278, 1.0221410180078678, 1.0931043174858879, 1.1867959283443923]|266.9288635253906250|      1.00000000|[305, 0, 0, 19]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[-0.7256941352846646, 1.4254497665629773, 1.2577237266755834, 0.6145572913218332, 0.8007317909267965, 0.1092650899659618, 0.4031144873147608, 0.8580311910481521, 1.2702513758650804, 0.2157260814835004, 0.933198498751115, 0.8966800759050153, 1.1140545658015504, 0.9980345909318442, 0.6509109353957224, 0.4117759156058213, 1.2562455536769812, 0.8673119044315207, 0.778819763477364, 1.2860427461929858, 1.2303997175339583, 0.5534329379975361, 0.6470152868876411, 0.5091882961258685, 0.9297933917306607, 0.8157047088175831, 1.471195588588066, 1.179954172166316, 0.926971816854223, 1.0701568049808685, 1.1324575474121432, 1.0172580591636213, 0.8614914873246894, 1.230369944948607, 1.0294062184624295, 1.3839668825198852, 0.9987890638410493, 0.6164641129473937, 1.1518210891171516, 0.8811471709252241, 1.2290773510200057, 1.0317219893658045, 0.9454108792972585, 0.9670647498151254, 0.7600157325405357, 0.8387969778286948, 0.6468256998003278, 0.6133934542493039, 0.7494115087967186, 1.6367323192252496, 1.1457690512781278, 1.0221410180078678, 1.0931043174858879, 1.1867959283443923]|266.9288635253906250|      0.50000000|[369, 0, 0, 23]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[-0.565926949124666, 1.4176246276924405, 1.1685897429315149, 0.69938490538854, 0.8221343192570457, 0.1658151026778186, 0.48197844016719, 0.8145533866769994, 1.3050785992013452, 0.3477902463337476, 0.8375310948146232, 0.9079002584952688, 1.1891142459252342, 0.9533693444624048, 0.5412557210880311, 0.4342200896419839, 1.216272159700462, 0.7630676866814669, 0.7710324838952766, 1.3051360782353523, 1.256566897256805, 0.5062874638571792, 0.6597452294972712, 0.4858560438756209, 0.9852290390241475, 0.8328617788949749, 1.4611481897286878, 1.2211986155923396, 0.9483785778863442, 1.0694966336689893, 1.2331508094664003, 1.01258843475983, 0.9007786193877593, 1.2319787277356864, 1.0139649229310534, 1.4265188805334545, 0.7832489086585659, 0.7430364931348429, 1.1195592665737488, 0.9767859331030602, 1.2334993644099204, 0.9829727905804017, 0.890482889049127, 0.9417978024396217, 0.7331372331860107, 0.8069618731445407, 0.7234297109923001, 0.6709728714392482, 0.7478034855134307, 1.6161050285491534, 1.2349576001366507, 1.0901282031485147, 1.1855419781060443, 1.2352037576604369]|207.6998138427734375|      1.00000000|[401, 0, 0, 25]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       9|[-0.565926949124666, 1.4176246276924405, 1.1685897429315149, 0.69938490538854, 0.8221343192570457, 0.1658151026778186, 0.48197844016719, 0.8145533866769994, 1.3050785992013452, 0.3477902463337476, 0.8375310948146232, 0.9079002584952688, 1.1891142459252342, 0.9533693444624048, 0.5412557210880311, 0.4342200896419839, 1.216272159700462, 0.7630676866814669, 0.7710324838952766, 1.3051360782353523, 1.256566897256805, 0.5062874638571792, 0.6597452294972712, 0.4858560438756209, 0.9852290390241475, 0.8328617788949749, 1.4611481897286878, 1.2211986155923396, 0.9483785778863442, 1.0694966336689893, 1.2331508094664003, 1.01258843475983, 0.9007786193877593, 1.2319787277356864, 1.0139649229310534, 1.4265188805334545, 0.7832489086585659, 0.7430364931348429, 1.1195592665737488, 0.9767859331030602, 1.2334993644099204, 0.9829727905804017, 0.890482889049127, 0.9417978024396217, 0.7331372331860107, 0.8069618731445407, 0.7234297109923001, 0.6709728714392482, 0.7478034855134307, 1.6161050285491534, 1.2349576001366507, 1.0901282031485147, 1.1855419781060443, 1.2352037576604369]|207.6998138427734375|      0.50000000|[465, 0, 0, 29]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[-0.565926949124666, 1.4176246276924405, 1.1685897429315149, 0.69938490538854, 0.8221343192570457, 0.1658151026778186, 0.48197844016719, 0.8145533866769994, 1.3050785992013452, 0.3477902463337476, 0.8375310948146232, 0.9079002584952688, 1.1891142459252342, 0.9533693444624048, 0.5412557210880311, 0.4342200896419839, 1.216272159700462, 0.7630676866814669, 0.7710324838952766, 1.3051360782353523, 1.256566897256805, 0.5062874638571792, 0.6597452294972712, 0.4858560438756209, 0.9852290390241475, 0.8328617788949749, 1.4611481897286878, 1.2211986155923396, 0.9483785778863442, 1.0694966336689893, 1.2331508094664003, 1.01258843475983, 0.9007786193877593, 1.2319787277356864, 1.0139649229310534, 1.4265188805334545, 0.7832489086585659, 0.7430364931348429, 1.1195592665737488, 0.9767859331030602, 1.2334993644099204, 0.9829727905804017, 0.890482889049127, 0.9417978024396217, 0.7331372331860107, 0.8069618731445407, 0.7234297109923001, 0.6709728714392482, 0.7478034855134307, 1.6161050285491534, 1.2349576001366507, 1.0901282031485147, 1.1855419781060443, 1.2352037576604369]|207.6998138427734375|      0.25000000|[529, 0, 0, 33]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
