k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.50000000|[61, 20, 1, 6]                                                             |  | used linear model with 81 points | iterate failure | actual_k=4
       2|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.25000000|[122, 40, 2, 12]                                                           |  | used linear model with 81 points | iterate failure | actual_k=4
       3|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.12500000|[183, 60, 3, 18]                                                           |  | used linear model with 81 points | iterate failure | actual_k=4
       4|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.06250000|[244, 80, 4, 24]                                                           |  | used linear model with 81 points | iterate failure | actual_k=4
       5|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.03125000|[305, 100, 5, 30]                                                          |  | used linear model with 81 points | iterate failure | actual_k=4
       6|[4.139290066770043, 0.0382825117664902, 0.1746339933564612, 0.0230208713582272, 1.6555786262360799, 0.0177729802091357, 1.194606824119283, 0.0171357488794656, 0.2979025422924993, 0.0257367456451365, 0.3231362443621443, 0.0159826578040785, 0.0793858438902325, 0.0219731879149125, 0.2559184360146108, 0.0209049979748491, 1.397184008204248, 0.0166485862456691, 1.1755360102361239, 0.0240585241354488, 0.0963167131762671, 0.0249727076749009, 0.1286077168922885, 0.0249410939464793, 0.3012341884243961, 0.0174853533320932, 0.1053714960607468, 0.0201489447519644, 0.11853928311976, 0.0198984115695064, 0.5482891275457823, 0.0247163849064466, 0.0109517097137803, 0.020471991320629, 0.0891737258093948, 0.0192728622773415, 0.1052041225117039, 0.0220314004001936, 0.039382950476186, 0.0176626847897203, 0.1023327691251535, 0.0210256988230288, 0.2831864326438192, 0.0203004062671211, 0.421656198350157, 0.0151915869315548, 0.1593497080888989, 0.0187342676018114, 0.0702866630046422, 0.0194649663281385, 0.3102822950948247, 0.0216164266327251, 0.1394515546152335, 0.0264187890952744, 0.2823462699252518, 0.0253727848717894, 0.0656198827965478, 0.0218409206090572, 0.1499946555954243, 0.0174551669470798, 0.1923373781448353, 0.0137380671677, 0.1520494179810722, 0.0254438983895377, 0.3906450975247291, 0.0182396927742016]|199507.3181573681649752|      0.06250000|[366, 120, 6, 36]                                                          |  | used linear model with 81 points | iterate success | actual_k=4
       7|[4.139290066770043, 0.0382825117664902, 0.1746339933564612, 0.0230208713582272, 1.6555786262360799, 0.0177729802091357, 1.194606824119283, 0.0171357488794656, 0.2979025422924993, 0.0257367456451365, 0.3231362443621443, 0.0159826578040785, 0.0793858438902325, 0.0219731879149125, 0.2559184360146108, 0.0209049979748491, 1.397184008204248, 0.0166485862456691, 1.1755360102361239, 0.0240585241354488, 0.0963167131762671, 0.0249727076749009, 0.1286077168922885, 0.0249410939464793, 0.3012341884243961, 0.0174853533320932, 0.1053714960607468, 0.0201489447519644, 0.11853928311976, 0.0198984115695064, 0.5482891275457823, 0.0247163849064466, 0.0109517097137803, 0.020471991320629, 0.0891737258093948, 0.0192728622773415, 0.1052041225117039, 0.0220314004001936, 0.039382950476186, 0.0176626847897203, 0.1023327691251535, 0.0210256988230288, 0.2831864326438192, 0.0203004062671211, 0.421656198350157, 0.0151915869315548, 0.1593497080888989, 0.0187342676018114, 0.0702866630046422, 0.0194649663281385, 0.3102822950948247, 0.0216164266327251, 0.1394515546152335, 0.0264187890952744, 0.2823462699252518, 0.0253727848717894, 0.0656198827965478, 0.0218409206090572, 0.1499946555954243, 0.0174551669470798, 0.1923373781448353, 0.0137380671677, 0.1520494179810722, 0.0254438983895377, 0.3906450975247291, 0.0182396927742016]|199507.3181573681649752|      0.03125000|[427, 140, 7, 42]                                                          |  | used linear model with 81 points | iterate failure | actual_k=4
       8|[4.139290066770043, 0.0382825117664902, 0.1746339933564612, 0.0230208713582272, 1.6555786262360799, 0.0177729802091357, 1.194606824119283, 0.0171357488794656, 0.2979025422924993, 0.0257367456451365, 0.3231362443621443, 0.0159826578040785, 0.0793858438902325, 0.0219731879149125, 0.2559184360146108, 0.0209049979748491, 1.397184008204248, 0.0166485862456691, 1.1755360102361239, 0.0240585241354488, 0.0963167131762671, 0.0249727076749009, 0.1286077168922885, 0.0249410939464793, 0.3012341884243961, 0.0174853533320932, 0.1053714960607468, 0.0201489447519644, 0.11853928311976, 0.0198984115695064, 0.5482891275457823, 0.0247163849064466, 0.0109517097137803, 0.020471991320629, 0.0891737258093948, 0.0192728622773415, 0.1052041225117039, 0.0220314004001936, 0.039382950476186, 0.0176626847897203, 0.1023327691251535, 0.0210256988230288, 0.2831864326438192, 0.0203004062671211, 0.421656198350157, 0.0151915869315548, 0.1593497080888989, 0.0187342676018114, 0.0702866630046422, 0.0194649663281385, 0.3102822950948247, 0.0216164266327251, 0.1394515546152335, 0.0264187890952744, 0.2823462699252518, 0.0253727848717894, 0.0656198827965478, 0.0218409206090572, 0.1499946555954243, 0.0174551669470798, 0.1923373781448353, 0.0137380671677, 0.1520494179810722, 0.0254438983895377, 0.3906450975247291, 0.0182396927742016]|199507.3181573681649752|      0.01562500|[488, 160, 8, 48]                                                          |  | used linear model with 81 points | iterate failure | actual_k=4
       9|[4.138658968738359, 0.0477262567625398, 0.1737008992866619, 0.0236237743641503, 1.6563579675767517, 0.0229285514394843, 1.194748926574868, 0.0219370338740351, 0.2987017104379514, 0.0268025136617909, 0.3227189581126362, 0.0160156513183726, 0.0771401982313773, 0.0238777423315207, 0.2581110559015716, 0.020667377617695, 1.397163084529982, 0.0215263810317216, 1.1742790218762198, 0.0255121858608524, 0.096424335404881, 0.0243482936913932, 0.1288962036954534, 0.0271693297185574, 0.3023972898282992, 0.0170852988224414, 0.106280036668033, 0.0214069331568133, 0.1185856069496485, 0.0201992890234607, 0.5476169408303363, 0.0249993267911055, 0.0096792626899903, 0.0212942639527181, 0.0871218857252856, 0.0207070920859203, 0.1048877441289574, 0.0220451780870235, 0.040492424956234, 0.0181336377458488, 0.1015876621188744, 0.0192539122436801, 0.2833051873172844, 0.019165703891162, 0.4202062407061987, 0.0181350243253863, 0.1593678442782456, 0.0166464032510696, 0.0696462698900626, 0.0173154994221099, 0.3095724399661726, 0.0221491625611257, 0.1397617055148595, 0.0273370251587052, 0.2817311958242309, 0.0241186754943609, 0.0659818621663643, 0.0196955379164416, 0.150828128281827, 0.0164236631042053, 0.1919315687218144, 0.0148762017789401, 0.1511154226218709, 0.0255674795343002, 0.391720728574566, 0.0193147834900747]|172791.2747982278233394|      0.03125000|[549, 180, 9, 54]                                                          |  | used linear model with 81 points | iterate success | actual_k=4
      10|[4.141842303159609, 0.0610293749914831, 0.1759021313352334, 0.0208488785612414, 1.6565579648855846, 0.0329793549244679, 1.1974888924525946, 0.0284168848956628, 0.3005514192538308, 0.0289047813121139, 0.3222068252922259, 0.0116237535342816, 0.0754186643925752, 0.0274549300892511, 0.2551633557364463, 0.0241535987416249, 1.397627152849942, 0.0316990004983777, 1.1767451026448632, 0.0306817119997323, 0.0965579922702483, 0.0218078144373075, 0.1315162806128221, 0.0294175679430016, 0.3046470795421881, 0.0181620076597583, 0.109776490299832, 0.0237938830272362, 0.1189557676275819, 0.0222468494942749, 0.5514271968584438, 0.0286812617858219, 0.0114756974183846, 0.0209355897922827, 0.0842234287147924, 0.0192542382544446, 0.1060586352135997, 0.0203113434891493, 0.0365283008884005, 0.009351003401784, 0.1009265237937836, 0.0175756462882834, 0.2774185194482155, 0.0189194069393614, 0.4142849362124359, 0.0212524025418336, 0.1567353950659022, 0.0147947282175159, 0.0733109025340424, 0.0210170229061754, 0.3111433901228111, 0.0208711955627374, 0.1353493559931665, 0.028812685834812, 0.2808657458119929, 0.0263638210655208, 0.0669827935101798, 0.0206542883903578, 0.1465292135475486, 0.0159635266985355, 0.1914394189619065, 0.0209962245013268, 0.153389249483439, 0.0269192854455266, 0.3909221402947725, 0.0240164889346331]|147088.0140424411220010|      0.06250000|[610, 200, 10, 60]                                                         |  | used linear model with 81 points | iterate success | actual_k=4
      11|[4.141842303159609, 0.0610293749914831, 0.1759021313352334, 0.0208488785612414, 1.6565579648855846, 0.0329793549244679, 1.1974888924525946, 0.0284168848956628, 0.3005514192538308, 0.0289047813121139, 0.3222068252922259, 0.0116237535342816, 0.0754186643925752, 0.0274549300892511, 0.2551633557364463, 0.0241535987416249, 1.397627152849942, 0.0316990004983777, 1.1767451026448632, 0.0306817119997323, 0.0965579922702483, 0.0218078144373075, 0.1315162806128221, 0.0294175679430016, 0.3046470795421881, 0.0181620076597583, 0.109776490299832, 0.0237938830272362, 0.1189557676275819, 0.0222468494942749, 0.5514271968584438, 0.0286812617858219, 0.0114756974183846, 0.0209355897922827, 0.0842234287147924, 0.0192542382544446, 0.1060586352135997, 0.0203113434891493, 0.0365283008884005, 0.009351003401784, 0.1009265237937836, 0.0175756462882834, 0.2774185194482155, 0.0189194069393614, 0.4142849362124359, 0.0212524025418336, 0.1567353950659022, 0.0147947282175159, 0.0733109025340424, 0.0210170229061754, 0.3111433901228111, 0.0208711955627374, 0.1353493559931665, 0.028812685834812, 0.2808657458119929, 0.0263638210655208, 0.0669827935101798, 0.0206542883903578, 0.1465292135475486, 0.0159635266985355, 0.1914394189619065, 0.0209962245013268, 0.153389249483439, 0.0269192854455266, 0.3909221402947725, 0.0240164889346331]|147088.0140424411220010|      0.03125000|[671, 220, 11, 66]                                                         |  | used linear model with 81 points | iterate failure | actual_k=4
      12|[4.1447422177226665, 0.0679285965095948, 0.1760569156073091, 0.0207484298743615, 1.6545029624761889, 0.0414519299280904, 1.19569450775095, 0.0368847795102585, 0.3005833927201354, 0.033161109240743, 0.3219281229323137, 0.0163462530693387, 0.0725938483172234, 0.02746159601989, 0.2562535437417336, 0.0232461560628394, 1.4022527517523447, 0.031599046351289, 1.1787163433917378, 0.0372314348454398, 0.100887289687417, 0.0180525244623203, 0.1308930301066948, 0.0304122669197581, 0.3043783475329742, 0.0145459598556827, 0.1169430003705586, 0.0240388701393142, 0.1273973836136358, 0.0186401324251143, 0.5536311593557778, 0.0263277956328146, 0.0078936782189097, 0.0254053685497254, 0.0816945017982228, 0.0138001956906526, 0.1042869323219948, 0.0185344286351371, 0.0405837396179507, 0.013600544462058, 0.1051988887773036, 0.015552721421258, 0.2726251691811616, 0.0184262890055741, 0.4207668675242726, 0.0235468902500938, 0.1602571350044381, 0.0142839630549525, 0.0749419012396998, 0.0197747815857756, 0.3163422205632146, 0.0189853706208405, 0.1329900727576522, 0.0275332207185423, 0.2762319360836771, 0.0315191317536443, 0.0704532929086433, 0.0211814319151714, 0.1495842466562668, 0.015272509144281, 0.1913512766246533, 0.0222797677068591, 0.1534468845186878, 0.0352885073196491, 0.3859819271763036, 0.0298396575951448]|136637.1933680819056462|      0.06250000|[732, 240, 12, 72]                                                         |  | used linear model with 81 points | iterate success | actual_k=4
      13|[4.1447422177226665, 0.0679285965095948, 0.1760569156073091, 0.0207484298743615, 1.6545029624761889, 0.0414519299280904, 1.19569450775095, 0.0368847795102585, 0.3005833927201354, 0.033161109240743, 0.3219281229323137, 0.0163462530693387, 0.0725938483172234, 0.02746159601989, 0.2562535437417336, 0.0232461560628394, 1.4022527517523447, 0.031599046351289, 1.1787163433917378, 0.0372314348454398, 0.100887289687417, 0.0180525244623203, 0.1308930301066948, 0.0304122669197581, 0.3043783475329742, 0.0145459598556827, 0.1169430003705586, 0.0240388701393142, 0.1273973836136358, 0.0186401324251143, 0.5536311593557778, 0.0263277956328146, 0.0078936782189097, 0.0254053685497254, 0.0816945017982228, 0.0138001956906526, 0.1042869323219948, 0.0185344286351371, 0.0405837396179507, 0.013600544462058, 0.1051988887773036, 0.015552721421258, 0.2726251691811616, 0.0184262890055741, 0.4207668675242726, 0.0235468902500938, 0.1602571350044381, 0.0142839630549525, 0.0749419012396998, 0.0197747815857756, 0.3163422205632146, 0.0189853706208405, 0.1329900727576522, 0.0275332207185423, 0.2762319360836771, 0.0315191317536443, 0.0704532929086433, 0.0211814319151714, 0.1495842466562668, 0.015272509144281, 0.1913512766246533, 0.0222797677068591, 0.1534468845186878, 0.0352885073196491, 0.3859819271763036, 0.0298396575951448]|136637.1933680819056462|      0.03125000|[793, 260, 13, 78]                                                         |  | used linear model with 81 points | iterate failure | actual_k=4
