k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[25, 8, 1, 3]                                                              |  | used linear model with 33 points | iterate failure | actual_k=4
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[50, 16, 2, 6]                                                             |  | used linear model with 33 points | iterate failure | actual_k=4
       3|[100.00506221031449, 0.0882962896746831, 0.1890518992155361, 0.9309563985236676, 99.95769313791838, 0.002854927536469, 0.1336550986498006, 0.8070410325619011, 100.01858773951443, 0.022061897166958, 0.2494225620089044, 0.7649213041318462, 99.98433889008679, 0.17978575695168, 0.3012231673684249, 0.5973498658827262, 99.99435722749713, 0.1887302597257575, 0.4562564703102107, 0.3107413205596165, 99.95847955714375, 0.6533436519507572, 0.6708105760473331, 0.080890676909049, 299.95846565809876, 299.9775391829812, 299.9739965604559, 300.03049000266117, 300.0375837326578]|442.6051950143059344|      0.50000000|[75, 24, 3, 9]                                                             |  | used linear model with 33 points | iterate success | actual_k=4
       4|[100.00506221031449, 0.0882962896746831, 0.1890518992155361, 0.9309563985236676, 99.95769313791838, 0.002854927536469, 0.1336550986498006, 0.8070410325619011, 100.01858773951443, 0.022061897166958, 0.2494225620089044, 0.7649213041318462, 99.98433889008679, 0.17978575695168, 0.3012231673684249, 0.5973498658827262, 99.99435722749713, 0.1887302597257575, 0.4562564703102107, 0.3107413205596165, 99.95847955714375, 0.6533436519507572, 0.6708105760473331, 0.080890676909049, 299.95846565809876, 299.9775391829812, 299.9739965604559, 300.03049000266117, 300.0375837326578]|442.6051950143059344|      0.25000000|[100, 32, 4, 12]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       5|[100.00506221031449, 0.0882962896746831, 0.1890518992155361, 0.9309563985236676, 99.95769313791838, 0.002854927536469, 0.1336550986498006, 0.8070410325619011, 100.01858773951443, 0.022061897166958, 0.2494225620089044, 0.7649213041318462, 99.98433889008679, 0.17978575695168, 0.3012231673684249, 0.5973498658827262, 99.99435722749713, 0.1887302597257575, 0.4562564703102107, 0.3107413205596165, 99.95847955714375, 0.6533436519507572, 0.6708105760473331, 0.080890676909049, 299.95846565809876, 299.9775391829812, 299.9739965604559, 300.03049000266117, 300.0375837326578]|442.6051950143059344|      0.12500000|[125, 40, 5, 15]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       6|[100.01069911679888, 0.0947348909076142, 0.1903987431857026, 0.9201873793184572, 99.95352997816256, 0.035264478313373, 0.1430643620013818, 0.8165200741802581, 100.01760030539349, 0.0330766813426013, 0.2497430850171178, 0.7889049162704204, 99.97013435547584, 0.0863268510927573, 0.2811792275326333, 0.6129289478499088, 100.00988306637922, 0.2237466796652445, 0.4664172034663986, 0.2887187535531892, 99.93407613740753, 0.6392311360222872, 0.6741984341061319, 0.0608548799622014, 299.95737668744994, 299.98758396878117, 299.9866089634442, 300.04984075501096, 300.0342939670118]|347.5546981237336581|      0.25000000|[150, 48, 6, 18]                                                           |  | used linear model with 33 points | iterate success | actual_k=4
       7|[99.94992723368283, 0.2279426380916457, 0.2436750583690325, 0.9170398206199479, 99.9853727752502, 0.0865255233778288, 0.1952708945803263, 0.8622315440400995, 100.02171646941522, 0.0124182289406374, 0.18420989025909, 0.8002145978159902, 99.91949098962507, 0.1108773515200567, 0.2490195931089845, 0.6607301634439103, 100.02610361812906, 0.1688427487771629, 0.3812810733400788, 0.2264627915666562, 99.9203633753529, 0.6819911176946493, 0.6710325700861312, 0.0633789330544646, 299.9400051340739, 299.94927329235566, 299.97273875336776, 300.04772527087215, 300.03232318064187]|261.6662403462993893|      0.50000000|[175, 56, 7, 21]                                                           |  | used linear model with 33 points | iterate success | actual_k=4
       8|[99.94992723368283, 0.2279426380916457, 0.2436750583690325, 0.9170398206199479, 99.9853727752502, 0.0865255233778288, 0.1952708945803263, 0.8622315440400995, 100.02171646941522, 0.0124182289406374, 0.18420989025909, 0.8002145978159902, 99.91949098962507, 0.1108773515200567, 0.2490195931089845, 0.6607301634439103, 100.02610361812906, 0.1688427487771629, 0.3812810733400788, 0.2264627915666562, 99.9203633753529, 0.6819911176946493, 0.6710325700861312, 0.0633789330544646, 299.9400051340739, 299.94927329235566, 299.97273875336776, 300.04772527087215, 300.03232318064187]|261.6662403462993893|      0.25000000|[200, 64, 8, 24]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       9|[99.94992723368283, 0.2279426380916457, 0.2436750583690325, 0.9170398206199479, 99.9853727752502, 0.0865255233778288, 0.1952708945803263, 0.8622315440400995, 100.02171646941522, 0.0124182289406374, 0.18420989025909, 0.8002145978159902, 99.91949098962507, 0.1108773515200567, 0.2490195931089845, 0.6607301634439103, 100.02610361812906, 0.1688427487771629, 0.3812810733400788, 0.2264627915666562, 99.9203633753529, 0.6819911176946493, 0.6710325700861312, 0.0633789330544646, 299.9400051340739, 299.94927329235566, 299.97273875336776, 300.04772527087215, 300.03232318064187]|261.6662403462993893|      0.12500000|[225, 72, 9, 27]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
      10|[99.92397785722481, 0.234885884432543, 0.2707980879426667, 0.9286950102547036, 99.98274124035359, 0.0975863119715828, 0.2199089666170815, 0.8534647211614712, 100.00786300813574, 0.0717486746929542, 0.2295457695396298, 0.829483252069395, 99.9018227924799, 0.0783896575404007, 0.2133274739358912, 0.6809213782897257, 100.02636801981915, 0.1994073091667506, 0.3790601248383768, 0.2331324441291957, 99.90566565209396, 0.6757512470881126, 0.6571023151685118, 0.067126693545056, 299.91818876233685, 299.93097564571906, 299.98960230947796, 300.05993240173893, 300.0030891326287]|155.9630417696562574|      0.25000000|[250, 80, 10, 30]                                                          |  | used linear model with 33 points | iterate success | actual_k=4
      11|[99.92397785722481, 0.234885884432543, 0.2707980879426667, 0.9286950102547036, 99.98274124035359, 0.0975863119715828, 0.2199089666170815, 0.8534647211614712, 100.00786300813574, 0.0717486746929542, 0.2295457695396298, 0.829483252069395, 99.9018227924799, 0.0783896575404007, 0.2133274739358912, 0.6809213782897257, 100.02636801981915, 0.1994073091667506, 0.3790601248383768, 0.2331324441291957, 99.90566565209396, 0.6757512470881126, 0.6571023151685118, 0.067126693545056, 299.91818876233685, 299.93097564571906, 299.98960230947796, 300.05993240173893, 300.0030891326287]|155.9630417696562574|      0.12500000|[275, 88, 11, 33]                                                          |  | used linear model with 33 points | iterate failure | actual_k=4
