k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.003621080611296, 149.9406666905013, -100.06087689311859, 99.99999022325707, 199.99838408837596]|84511.8107342347939266|      2.00000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       2|[47.011605420321594, 149.81392796473648, -100.18632573305945, 100.00786743558311, 200.00176678486852]|78035.9086559305287665|      4.00000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       3|[43.02848837607143, 149.53956708940464, -100.41254579667341, 100.04351239743318, 200.08578250604134]|65879.5435824048618088|      8.00000000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       4|[35.04900523216402, 149.19291406984954, -100.86734244250256, 100.0615449276875, 200.10848226212138]|44735.1091434255577042|     16.00000000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       5|[19.12181025284096, 148.02188898085672, -101.68947391771944, 99.85993602607971, 199.62205239068484]|15125.0580702488587121|     32.00000000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate success | actual_k=1
       6|[-11.48718419790308, 146.3033274446586, -108.4307706746917, 94.489547817471, 196.48360476743332]|5347.0883266983819340|     64.00000000|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate success | actual_k=1
       7|[-11.48718419790308, 146.3033274446586, -108.4307706746917, 94.489547817471, 196.48360476743332]|5347.0883266983819340|     32.00000000|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       8|[-11.48718419790308, 146.3033274446586, -108.4307706746917, 94.489547817471, 196.48360476743332]|5347.0883266983819340|     16.00000000|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       9|[3.0216987659532, 140.93930736609582, -106.98739827229136, 92.27658904225217, 193.3628527258467]|1490.4560774634401241|     32.00000000|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
      10|[3.0216987659532, 140.93930736609582, -106.98739827229136, 92.27658904225217, 193.3628527258467]|1490.4560774634401241|     16.00000000|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      11|[3.0216987659532, 140.93930736609582, -106.98739827229136, 92.27658904225217, 193.3628527258467]|1490.4560774634401241|      8.00000000|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
