k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |16002.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.8676413551104158, 4.008798108797712]                                         |4244.7709960937500000|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[0.3111034119665717, 2.087791727277541]                                         |133.7040405273437500|      4.00000000|[11, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[0.3111034119665717, 2.087791727277541]                                         |133.7040405273437500|      2.00000000|[16, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.3111034119665717, 2.087791727277541]                                         |133.7040405273437500|      1.00000000|[21, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.3111034119665717, 2.087791727277541]                                         |133.7040405273437500|      0.50000000|[25, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.2309015651539174, 1.5942659794509058]                                        | 97.2776565551757812|      1.00000000|[29, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[0.2309015651539174, 1.5942659794509058]                                        | 97.2776565551757812|      0.50000000|[34, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.2309015651539174, 1.5942659794509058]                                        | 97.2776565551757812|      0.25000000|[39, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.2309015651539174, 1.5942659794509058]                                        | 97.2776565551757812|      0.12500000|[44, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.3558817774430133, 1.5964900604234649]                                        | 95.4910202026367188|      0.25000000|[49, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
