k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       2|[0.9160916396410981, -1.1862591659969248, -1.156445916870237, -1.0892364285750544, -1.0204440310063876, -1.287014562800846, -1.2087680738570417, -0.8963493614716438, -1.040201240004024, -1.192586147381071]|  2.1234992426103672|      1.00000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       3|[0.9160916396410981, -1.1862591659969248, -1.156445916870237, -1.0892364285750544, -1.0204440310063876, -1.287014562800846, -1.2087680738570417, -0.8963493614716438, -1.040201240004024, -1.192586147381071]|  2.1234992426103672|      0.50000000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       4|[0.9160916396410981, -1.1862591659969248, -1.156445916870237, -1.0892364285750544, -1.0204440310063876, -1.287014562800846, -1.2087680738570417, -0.8963493614716438, -1.040201240004024, -1.192586147381071]|  2.1234992426103672|      0.25000000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       5|[0.9146684010500918, -1.2494541601926281, -1.1047265400459787, -1.0935710437975878, -1.0181600151051897, -1.1216144442329967, -1.1437548397143942, -0.9932896474459766, -1.1615808910250751, -1.1830410449226783]|  0.2653557430297278|      0.50000000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate success | actual_k=2
       6|[0.9146684010500918, -1.2494541601926281, -1.1047265400459787, -1.0935710437975878, -1.0181600151051897, -1.1216144442329967, -1.1437548397143942, -0.9932896474459766, -1.1615808910250751, -1.1830410449226783]|  0.2653557430297278|      0.25000000|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       7|[0.9146684010500918, -1.2494541601926281, -1.1047265400459787, -1.0935710437975878, -1.0181600151051897, -1.1216144442329967, -1.1437548397143942, -0.9932896474459766, -1.1615808910250751, -1.1830410449226783]|  0.2653557430297278|      0.12500000|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       8|[0.9146684010500918, -1.2494541601926281, -1.1047265400459787, -1.0935710437975878, -1.0181600151051897, -1.1216144442329967, -1.1437548397143942, -0.9932896474459766, -1.1615808910250751, -1.1830410449226783]|  0.2653557430297278|      0.06250000|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       9|[0.9078448688819813, -1.2295855070095967, -1.1338935005216901, -1.1285821906385292, -1.044891782345045, -1.1191252642481149, -1.1453813364012078, -1.0066362754416054, -1.1797572592272545, -1.1955507337606726]|  0.1349530794774097|      0.12500000|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
      10|[0.9078448688819813, -1.2295855070095967, -1.1338935005216901, -1.1285821906385292, -1.044891782345045, -1.1191252642481149, -1.1453813364012078, -1.0066362754416054, -1.1797572592272545, -1.1955507337606726]|  0.1349530794774097|      0.06250000|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      11|[0.9078448688819813, -1.2295855070095967, -1.1338935005216901, -1.1285821906385292, -1.044891782345045, -1.1191252642481149, -1.1453813364012078, -1.0066362754416054, -1.1797572592272545, -1.1955507337606726]|  0.1349530794774097|      0.03125000|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[0.9267503116418428, -1.233425032176309, -1.1280030616124526, -1.1279120826443259, -1.0613247234808418, -1.1188827276331736, -1.1544927381142243, -1.018903623147702, -1.176770130906699, -1.2030826452296541]|  0.0837994878465250|      0.06250000|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      13|[0.9422764744775775, -1.255035188019513, -1.1133549932804774, -1.1261832294512797, -1.0780902232111758, -1.1326811984654739, -1.1862478595856432, -1.0500637159177548, -1.1540063392517026, -1.1996730290229896]|  0.0351833811414533|      0.12500000|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      14|[0.9422764744775775, -1.255035188019513, -1.1133549932804774, -1.1261832294512797, -1.0780902232111758, -1.1326811984654739, -1.1862478595856432, -1.0500637159177548, -1.1540063392517026, -1.1996730290229896]|  0.0351833811414533|      0.06250000|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
