k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.50000000|[80, 20, 1, 3]                                                             |  | used linear model with 100 points | iterate failure | actual_k=16
       2|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.25000000|[158, 42, 2, 6]                                                            |  | used linear model with 100 points | iterate failure | actual_k=16
       3|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.12500000|[234, 66, 3, 9]                                                            |  | used linear model with 100 points | iterate failure | actual_k=16
       4|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.06250000|[308, 92, 4, 12]                                                           |  | used linear model with 100 points | iterate failure | actual_k=16
       5|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.03125000|[382, 118, 5, 15]                                                          |  | used linear model with 100 points | iterate failure | actual_k=16
       6|[0.5949643197719399, 0.0185911491880624, 1.8874689053402849, 0.6535047093032419, 0.0192923261665599, 2.0022747375520535, 1.2979594538569104, 0.0206118985824795, 2.115761603227609, -0.0227849959279309, 0.0194740432932261, 2.1614524446124093, 1.2337541463001964, 0.0186686124527157, 2.2153439540921966, 0.2206113702907421, 0.0202805786276979, 2.283053563986603, 1.3340558826523674, 0.0198346019760076, 2.391015770635154, 4.50374567804188, 0.0329786585865437, 2.489425542616353, 0.6578831420892638, 0.021657540551445, 2.55976218201056, 4.388463406870939, 0.0370947921399108, 2.7063939183716745, 0.2284472859479248, 0.0180746669696147, 2.9417879375336993, 0.234403611986024, 0.0167207691126189, 2.9686545993554656, 0.7037920634447594, 0.0203125185710255, 3.1324123079055997, 0.2074222427566379, 0.0210642753044982, 3.2278969716108397, -0.0617614120093649, 0.0200597019241317, 3.2573511470333365, 1.382909113077699, 0.0240067875014271, 3.3770699144203493, 0.2418141268430132, 0.0167479268529447, 3.670194866684292, 0.0580035092651575, 0.0231279833729971, 3.7239891776233915, 0.0146415681388888, 0.0254405258092636, 3.833172484524207, 0.4189186749440065, 0.0207570979534896, 3.9576098972129565, 0.2608372609295598, 0.0216851086706342, 4.051257005126863, 0.8205695795656096, 0.0238419991118348, 4.171848212791615, 0.9633899581028977, 0.0201965217737121, 4.4327844913045125, 0.74252305169894, 0.0221160602944789, 4.5616120585251325, 0.2131226839580468, 0.019710538388474, 4.600024894367138, 0.5039489917382858, 0.0198489808823543, 4.700957120170224, 0.0491713826452288, 0.0197618893300605, 4.800995010136058, 0.3698927554227778, 0.0193136097750704, 4.968014140098856, 0.1649059104150042, 0.0198680537193033, 5.391891923921701, 0.2889146255366065, 0.0230082591346407, 5.424239132473446, 0.0974965914389064, 0.0208026195006384, 2.5815901575492406, 0.000837206271712, 0.0189393709618102, 3.8590730723753754, 0.1612609656707951, 0.0192119465202578, 5.199194239442106]|358001.0497178399236873|      0.06250000|[457, 143, 6, 18]                                                          |  | used linear model with 100 points | iterate success | actual_k=16
       7|[0.5900603033705646, 0.0244547411344885, 1.8928133880861886, 0.6526608792244065, 0.0185519872831123, 2.002542221066822, 1.2995607142786938, 0.0313814623597434, 2.119703112981922, -0.0221140482512445, 0.0177063164636457, 2.168854181131832, 1.2282865752505499, 0.0283414453883821, 2.2151917980883526, 0.2161440316754851, 0.0217097394937271, 2.287899050930703, 1.326400672723929, 0.0290612493542834, 2.3984966397910035, 4.5122154057435, 0.0592703095905416, 2.4922577089984017, 0.6576623575249329, 0.0204473009445738, 2.5643078752506883, 4.383338133417144, 0.0527492058977644, 2.7179550929924274, 0.2270028566660356, 0.0131361194140399, 2.9468468924422977, 0.2333032477290604, -0.001639851903924, 2.9669260881517947, 0.7050187139322703, 0.0301612613257818, 3.1306138475399305, 0.2072860166525547, 0.0269320401425027, 3.2364896628978093, -0.0682292755679269, 0.0242537279374083, 3.2602158300793476, 1.387015402156983, 0.0354006976658645, 3.3871761272057683, 0.2489042779712748, 0.0162194618338126, 3.6659223926775697, 0.060618129629277, 0.0248664161314478, 3.723995481614094, 0.0112088361135791, 0.0251378003935001, 3.8385934042613132, 0.41486598546579, 0.0194349907764232, 3.9491462153706984, 0.2602846555363629, 0.0201150978071903, 4.042614879847618, 0.8165609750440489, 0.0236759582255625, 4.1833897324649705, 0.9628075116239154, 0.0346030380241183, 4.434871617062089, 0.7472639856834007, 0.0144817870313215, 4.567722659205931, 0.2086491469062446, 0.0210864637458113, 4.599969094091017, 0.5052998655542473, 0.0190086501972849, 4.69755462173723, 0.0555676735166998, 0.0181536191188125, 4.8006236876555715, 0.3718401205548884, 0.0193618039917698, 4.972466024562709, 0.1747189573352318, 0.0144814098094325, 5.398381785383501, 0.2874687445084207, 0.0265123624411486, 5.423082759366426, 0.1041901473191804, 0.0233094481731128, 2.5827993401596063, -0.000874867369153, 0.0135677599789941, 3.8599296077338128, 0.161249360997032, 0.0192568337641576, 5.198490859399212]|293002.8878251627902500|      0.12500000|[531, 169, 7, 21]                                                          |  | used linear model with 100 points | iterate success | actual_k=16
       8|[0.5900603033705646, 0.0244547411344885, 1.8928133880861886, 0.6526608792244065, 0.0185519872831123, 2.002542221066822, 1.2995607142786938, 0.0313814623597434, 2.119703112981922, -0.0221140482512445, 0.0177063164636457, 2.168854181131832, 1.2282865752505499, 0.0283414453883821, 2.2151917980883526, 0.2161440316754851, 0.0217097394937271, 2.287899050930703, 1.326400672723929, 0.0290612493542834, 2.3984966397910035, 4.5122154057435, 0.0592703095905416, 2.4922577089984017, 0.6576623575249329, 0.0204473009445738, 2.5643078752506883, 4.383338133417144, 0.0527492058977644, 2.7179550929924274, 0.2270028566660356, 0.0131361194140399, 2.9468468924422977, 0.2333032477290604, -0.001639851903924, 2.9669260881517947, 0.7050187139322703, 0.0301612613257818, 3.1306138475399305, 0.2072860166525547, 0.0269320401425027, 3.2364896628978093, -0.0682292755679269, 0.0242537279374083, 3.2602158300793476, 1.387015402156983, 0.0354006976658645, 3.3871761272057683, 0.2489042779712748, 0.0162194618338126, 3.6659223926775697, 0.060618129629277, 0.0248664161314478, 3.723995481614094, 0.0112088361135791, 0.0251378003935001, 3.8385934042613132, 0.41486598546579, 0.0194349907764232, 3.9491462153706984, 0.2602846555363629, 0.0201150978071903, 4.042614879847618, 0.8165609750440489, 0.0236759582255625, 4.1833897324649705, 0.9628075116239154, 0.0346030380241183, 4.434871617062089, 0.7472639856834007, 0.0144817870313215, 4.567722659205931, 0.2086491469062446, 0.0210864637458113, 4.599969094091017, 0.5052998655542473, 0.0190086501972849, 4.69755462173723, 0.0555676735166998, 0.0181536191188125, 4.8006236876555715, 0.3718401205548884, 0.0193618039917698, 4.972466024562709, 0.1747189573352318, 0.0144814098094325, 5.398381785383501, 0.2874687445084207, 0.0265123624411486, 5.423082759366426, 0.1041901473191804, 0.0233094481731128, 2.5827993401596063, -0.000874867369153, 0.0135677599789941, 3.8599296077338128, 0.161249360997032, 0.0192568337641576, 5.198490859399212]|293002.8878251627902500|      0.06250000|[605, 195, 8, 24]                                                          |  | used linear model with 100 points | iterate failure | actual_k=16
       9|[0.5900603033705646, 0.0244547411344885, 1.8928133880861886, 0.6526608792244065, 0.0185519872831123, 2.002542221066822, 1.2995607142786938, 0.0313814623597434, 2.119703112981922, -0.0221140482512445, 0.0177063164636457, 2.168854181131832, 1.2282865752505499, 0.0283414453883821, 2.2151917980883526, 0.2161440316754851, 0.0217097394937271, 2.287899050930703, 1.326400672723929, 0.0290612493542834, 2.3984966397910035, 4.5122154057435, 0.0592703095905416, 2.4922577089984017, 0.6576623575249329, 0.0204473009445738, 2.5643078752506883, 4.383338133417144, 0.0527492058977644, 2.7179550929924274, 0.2270028566660356, 0.0131361194140399, 2.9468468924422977, 0.2333032477290604, -0.001639851903924, 2.9669260881517947, 0.7050187139322703, 0.0301612613257818, 3.1306138475399305, 0.2072860166525547, 0.0269320401425027, 3.2364896628978093, -0.0682292755679269, 0.0242537279374083, 3.2602158300793476, 1.387015402156983, 0.0354006976658645, 3.3871761272057683, 0.2489042779712748, 0.0162194618338126, 3.6659223926775697, 0.060618129629277, 0.0248664161314478, 3.723995481614094, 0.0112088361135791, 0.0251378003935001, 3.8385934042613132, 0.41486598546579, 0.0194349907764232, 3.9491462153706984, 0.2602846555363629, 0.0201150978071903, 4.042614879847618, 0.8165609750440489, 0.0236759582255625, 4.1833897324649705, 0.9628075116239154, 0.0346030380241183, 4.434871617062089, 0.7472639856834007, 0.0144817870313215, 4.567722659205931, 0.2086491469062446, 0.0210864637458113, 4.599969094091017, 0.5052998655542473, 0.0190086501972849, 4.69755462173723, 0.0555676735166998, 0.0181536191188125, 4.8006236876555715, 0.3718401205548884, 0.0193618039917698, 4.972466024562709, 0.1747189573352318, 0.0144814098094325, 5.398381785383501, 0.2874687445084207, 0.0265123624411486, 5.423082759366426, 0.1041901473191804, 0.0233094481731128, 2.5827993401596063, -0.000874867369153, 0.0135677599789941, 3.8599296077338128, 0.161249360997032, 0.0192568337641576, 5.198490859399212]|293002.8878251627902500|      0.03125000|[681, 219, 9, 27]                                                          |  | used linear model with 100 points | iterate failure | actual_k=16
      10|[0.5900603033705646, 0.0244547411344885, 1.8928133880861886, 0.6526608792244065, 0.0185519872831123, 2.002542221066822, 1.2995607142786938, 0.0313814623597434, 2.119703112981922, -0.0221140482512445, 0.0177063164636457, 2.168854181131832, 1.2282865752505499, 0.0283414453883821, 2.2151917980883526, 0.2161440316754851, 0.0217097394937271, 2.287899050930703, 1.326400672723929, 0.0290612493542834, 2.3984966397910035, 4.5122154057435, 0.0592703095905416, 2.4922577089984017, 0.6576623575249329, 0.0204473009445738, 2.5643078752506883, 4.383338133417144, 0.0527492058977644, 2.7179550929924274, 0.2270028566660356, 0.0131361194140399, 2.9468468924422977, 0.2333032477290604, -0.001639851903924, 2.9669260881517947, 0.7050187139322703, 0.0301612613257818, 3.1306138475399305, 0.2072860166525547, 0.0269320401425027, 3.2364896628978093, -0.0682292755679269, 0.0242537279374083, 3.2602158300793476, 1.387015402156983, 0.0354006976658645, 3.3871761272057683, 0.2489042779712748, 0.0162194618338126, 3.6659223926775697, 0.060618129629277, 0.0248664161314478, 3.723995481614094, 0.0112088361135791, 0.0251378003935001, 3.8385934042613132, 0.41486598546579, 0.0194349907764232, 3.9491462153706984, 0.2602846555363629, 0.0201150978071903, 4.042614879847618, 0.8165609750440489, 0.0236759582255625, 4.1833897324649705, 0.9628075116239154, 0.0346030380241183, 4.434871617062089, 0.7472639856834007, 0.0144817870313215, 4.567722659205931, 0.2086491469062446, 0.0210864637458113, 4.599969094091017, 0.5052998655542473, 0.0190086501972849, 4.69755462173723, 0.0555676735166998, 0.0181536191188125, 4.8006236876555715, 0.3718401205548884, 0.0193618039917698, 4.972466024562709, 0.1747189573352318, 0.0144814098094325, 5.398381785383501, 0.2874687445084207, 0.0265123624411486, 5.423082759366426, 0.1041901473191804, 0.0233094481731128, 2.5827993401596063, -0.000874867369153, 0.0135677599789941, 3.8599296077338128, 0.161249360997032, 0.0192568337641576, 5.198490859399212]|293002.8878251627902500|      0.01562500|[756, 244, 10, 30]                                                         |  | used linear model with 100 points | iterate failure | actual_k=16
      11|[0.5900603033705646, 0.0244547411344885, 1.8928133880861886, 0.6526608792244065, 0.0185519872831123, 2.002542221066822, 1.2995607142786938, 0.0313814623597434, 2.119703112981922, -0.0221140482512445, 0.0177063164636457, 2.168854181131832, 1.2282865752505499, 0.0283414453883821, 2.2151917980883526, 0.2161440316754851, 0.0217097394937271, 2.287899050930703, 1.326400672723929, 0.0290612493542834, 2.3984966397910035, 4.5122154057435, 0.0592703095905416, 2.4922577089984017, 0.6576623575249329, 0.0204473009445738, 2.5643078752506883, 4.383338133417144, 0.0527492058977644, 2.7179550929924274, 0.2270028566660356, 0.0131361194140399, 2.9468468924422977, 0.2333032477290604, -0.001639851903924, 2.9669260881517947, 0.7050187139322703, 0.0301612613257818, 3.1306138475399305, 0.2072860166525547, 0.0269320401425027, 3.2364896628978093, -0.0682292755679269, 0.0242537279374083, 3.2602158300793476, 1.387015402156983, 0.0354006976658645, 3.3871761272057683, 0.2489042779712748, 0.0162194618338126, 3.6659223926775697, 0.060618129629277, 0.0248664161314478, 3.723995481614094, 0.0112088361135791, 0.0251378003935001, 3.8385934042613132, 0.41486598546579, 0.0194349907764232, 3.9491462153706984, 0.2602846555363629, 0.0201150978071903, 4.042614879847618, 0.8165609750440489, 0.0236759582255625, 4.1833897324649705, 0.9628075116239154, 0.0346030380241183, 4.434871617062089, 0.7472639856834007, 0.0144817870313215, 4.567722659205931, 0.2086491469062446, 0.0210864637458113, 4.599969094091017, 0.5052998655542473, 0.0190086501972849, 4.69755462173723, 0.0555676735166998, 0.0181536191188125, 4.8006236876555715, 0.3718401205548884, 0.0193618039917698, 4.972466024562709, 0.1747189573352318, 0.0144814098094325, 5.398381785383501, 0.2874687445084207, 0.0265123624411486, 5.423082759366426, 0.1041901473191804, 0.0233094481731128, 2.5827993401596063, -0.000874867369153, 0.0135677599789941, 3.8599296077338128, 0.161249360997032, 0.0192568337641576, 5.198490859399212]|293002.8878251627902500|      0.00781250|[829, 271, 11, 33]                                                         |  | used linear model with 100 points | iterate failure | actual_k=16
