k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.7423827262871028, -0.1155913206437986, 0.7470034369382014, 0.1341828733629734, 0.856554806080623, 0.1225554987828041, 1.2077257707074511, -0.0713163376795188, 0.0843728059683289, -0.0996164595100014, 1.2458034584544935, -0.1990359778802508, 0.1523066855385558, -0.1030134567003968, 1.1099128970677272, -0.0179954077288117, 4.499219922607978, -0.0937685907974977, 4.7263330111379815, 0.1434716694397687, 0.0007771515231892, 0.1130756650700453, 0.2354341806038356, 0.0918330290478298, 0.6519292181222601, 0.0235924511823292, 0.2249859905281772, -0.269123588282265, -0.0434913704277658, -0.0616459154087585, 1.4537564624803823, -0.1579120906284381, 0.0974372867569135, 0.0818353726098942, -0.0099498166614637, 0.0513064346094475, -0.1905303732761554, 0.022090620319159, 0.5016762637393719, 0.0235197790042586, 0.3251917440722811, 0.0791302108390555, 0.8442800611895427, 0.1051005997615555, 1.1721684293369146, 0.0870002290001778, 0.8840623538666565, 0.1051653305742114, 0.0649601275674471, 0.1494296266318075, 0.4223465961775648, -0.1055409859624066, 0.0465988959813386, -0.1515751948040394, 0.5517951208215327, -0.166843923472193, 0.2333478867345593, -0.0485837200701377, 0.1812970281493089, -0.2865948479639333, 0.1999225445827052, 0.0004454066819517, -0.0816269493594391, -0.0234901030056436, 0.033974375801035, 0.1080755322015281]|118318.4062500000000000|      2.00000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[0.7423827262871028, -0.1155913206437986, 0.7470034369382014, 0.1341828733629734, 0.856554806080623, 0.1225554987828041, 1.2077257707074511, -0.0713163376795188, 0.0843728059683289, -0.0996164595100014, 1.2458034584544935, -0.1990359778802508, 0.1523066855385558, -0.1030134567003968, 1.1099128970677272, -0.0179954077288117, 4.499219922607978, -0.0937685907974977, 4.7263330111379815, 0.1434716694397687, 0.0007771515231892, 0.1130756650700453, 0.2354341806038356, 0.0918330290478298, 0.6519292181222601, 0.0235924511823292, 0.2249859905281772, -0.269123588282265, -0.0434913704277658, -0.0616459154087585, 1.4537564624803823, -0.1579120906284381, 0.0974372867569135, 0.0818353726098942, -0.0099498166614637, 0.0513064346094475, -0.1905303732761554, 0.022090620319159, 0.5016762637393719, 0.0235197790042586, 0.3251917440722811, 0.0791302108390555, 0.8442800611895427, 0.1051005997615555, 1.1721684293369146, 0.0870002290001778, 0.8840623538666565, 0.1051653305742114, 0.0649601275674471, 0.1494296266318075, 0.4223465961775648, -0.1055409859624066, 0.0465988959813386, -0.1515751948040394, 0.5517951208215327, -0.166843923472193, 0.2333478867345593, -0.0485837200701377, 0.1812970281493089, -0.2865948479639333, 0.1999225445827052, 0.0004454066819517, -0.0816269493594391, -0.0234901030056436, 0.033974375801035, 0.1080755322015281]|118318.4062500000000000|      1.00000000|[118, 18, 0, 9]                                                            |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 41 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 54 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 79 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[0.814186819836034, 0.0039959213321222, 0.9359142641482003, 0.2228114249680503, 0.7089757630445175, 0.2828693097023582, 1.3236198055149646, 0.0807418360343853, 0.0153630188936405, -0.1582771307048159, 1.23047315200055, -0.1951670489718701, 0.0650630546862148, -0.0500347477228664, 0.9422394103688194, 0.0456738766651089, 4.429948071305192, -0.3168617371603629, 4.7276383037655565, 0.3268648587942019, 0.0822116405071575, -0.041976828011823, 0.1435891866016365, 0.0767402103425994, 0.5791234630483812, 0.0782747931034275, 0.2340028808924995, -0.3694058986590586, -0.1409390735080086, -0.1595282884757516, 1.1928334013656259, -0.3041900221131362, 0.0449767543679629, 0.0475814162136116, -0.0236585738015837, 0.1216977547050952, -0.250025329761999, 0.2908169628623972, 0.6146592293920926, 0.0415583011067752, 0.3047063880528714, 0.4046801165600417, 0.6333476173844069, -0.0596704824746658, 1.1744189237360223, 0.1083163625322284, 0.800319536712429, 0.1035811887199535, -0.0671880796967829, 0.177786032892238, 0.4305086172025536, -0.3194308038285522, 0.0491952838808563, -0.0095760405395787, 0.4273166187847766, -0.2683677090469228, 0.2452177616449517, -0.1729760769208327, 0.1766788211506332, -0.4472312660882228, 0.3673197629557804, -0.0580651425767139, -0.3479116519708076, -0.1138146193383854, -0.0102312001355516, 0.1115311745602958]|44818.0507812500000000|      2.00000000|[170, 26, 0, 13]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | iterate success | actual_k=2
       4|[0.814186819836034, 0.0039959213321222, 0.9359142641482003, 0.2228114249680503, 0.7089757630445175, 0.2828693097023582, 1.3236198055149646, 0.0807418360343853, 0.0153630188936405, -0.1582771307048159, 1.23047315200055, -0.1951670489718701, 0.0650630546862148, -0.0500347477228664, 0.9422394103688194, 0.0456738766651089, 4.429948071305192, -0.3168617371603629, 4.7276383037655565, 0.3268648587942019, 0.0822116405071575, -0.041976828011823, 0.1435891866016365, 0.0767402103425994, 0.5791234630483812, 0.0782747931034275, 0.2340028808924995, -0.3694058986590586, -0.1409390735080086, -0.1595282884757516, 1.1928334013656259, -0.3041900221131362, 0.0449767543679629, 0.0475814162136116, -0.0236585738015837, 0.1216977547050952, -0.250025329761999, 0.2908169628623972, 0.6146592293920926, 0.0415583011067752, 0.3047063880528714, 0.4046801165600417, 0.6333476173844069, -0.0596704824746658, 1.1744189237360223, 0.1083163625322284, 0.800319536712429, 0.1035811887199535, -0.0671880796967829, 0.177786032892238, 0.4305086172025536, -0.3194308038285522, 0.0491952838808563, -0.0095760405395787, 0.4273166187847766, -0.2683677090469228, 0.2452177616449517, -0.1729760769208327, 0.1766788211506332, -0.4472312660882228, 0.3673197629557804, -0.0580651425767139, -0.3479116519708076, -0.1138146193383854, -0.0102312001355516, 0.1115311745602958]|44818.0507812500000000|      1.00000000|[259, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[0.814186819836034, 0.0039959213321222, 0.9359142641482003, 0.2228114249680503, 0.7089757630445175, 0.2828693097023582, 1.3236198055149646, 0.0807418360343853, 0.0153630188936405, -0.1582771307048159, 1.23047315200055, -0.1951670489718701, 0.0650630546862148, -0.0500347477228664, 0.9422394103688194, 0.0456738766651089, 4.429948071305192, -0.3168617371603629, 4.7276383037655565, 0.3268648587942019, 0.0822116405071575, -0.041976828011823, 0.1435891866016365, 0.0767402103425994, 0.5791234630483812, 0.0782747931034275, 0.2340028808924995, -0.3694058986590586, -0.1409390735080086, -0.1595282884757516, 1.1928334013656259, -0.3041900221131362, 0.0449767543679629, 0.0475814162136116, -0.0236585738015837, 0.1216977547050952, -0.250025329761999, 0.2908169628623972, 0.6146592293920926, 0.0415583011067752, 0.3047063880528714, 0.4046801165600417, 0.6333476173844069, -0.0596704824746658, 1.1744189237360223, 0.1083163625322284, 0.800319536712429, 0.1035811887199535, -0.0671880796967829, 0.177786032892238, 0.4305086172025536, -0.3194308038285522, 0.0491952838808563, -0.0095760405395787, 0.4273166187847766, -0.2683677090469228, 0.2452177616449517, -0.1729760769208327, 0.1766788211506332, -0.4472312660882228, 0.3673197629557804, -0.0580651425767139, -0.3479116519708076, -0.1138146193383854, -0.0102312001355516, 0.1115311745602958]|44818.0507812500000000|      0.50000000|[346, 54, 0, 27]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[0.814186819836034, 0.0039959213321222, 0.9359142641482003, 0.2228114249680503, 0.7089757630445175, 0.2828693097023582, 1.3236198055149646, 0.0807418360343853, 0.0153630188936405, -0.1582771307048159, 1.23047315200055, -0.1951670489718701, 0.0650630546862148, -0.0500347477228664, 0.9422394103688194, 0.0456738766651089, 4.429948071305192, -0.3168617371603629, 4.7276383037655565, 0.3268648587942019, 0.0822116405071575, -0.041976828011823, 0.1435891866016365, 0.0767402103425994, 0.5791234630483812, 0.0782747931034275, 0.2340028808924995, -0.3694058986590586, -0.1409390735080086, -0.1595282884757516, 1.1928334013656259, -0.3041900221131362, 0.0449767543679629, 0.0475814162136116, -0.0236585738015837, 0.1216977547050952, -0.250025329761999, 0.2908169628623972, 0.6146592293920926, 0.0415583011067752, 0.3047063880528714, 0.4046801165600417, 0.6333476173844069, -0.0596704824746658, 1.1744189237360223, 0.1083163625322284, 0.800319536712429, 0.1035811887199535, -0.0671880796967829, 0.177786032892238, 0.4305086172025536, -0.3194308038285522, 0.0491952838808563, -0.0095760405395787, 0.4273166187847766, -0.2683677090469228, 0.2452177616449517, -0.1729760769208327, 0.1766788211506332, -0.4472312660882228, 0.3673197629557804, -0.0580651425767139, -0.3479116519708076, -0.1138146193383854, -0.0102312001355516, 0.1115311745602958]|44818.0507812500000000|      0.25000000|[433, 68, 0, 34]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[0.8024706574786036, 0.0302842968763856, 0.9897346832040314, 0.2305488373221297, 0.734194145896327, 0.2787832207187107, 1.3456065297899118, 0.1140499717788495, 0.0431641750887372, -0.1575197646039427, 1.2169813218429133, -0.2008073856960025, 0.0510789585223301, -0.0651758571920652, 0.9696714565955092, 0.0124795025428094, 4.428861368007436, -0.3209607511537571, 4.787322756550169, 0.3508103346086971, 0.1258506819993638, -0.0624664331707483, 0.1576132276608033, 0.0739165987266079, 0.5927981545362565, 0.0700826627118108, 0.2814479425101848, -0.4055545568252325, -0.1055315157223026, -0.1599621921847012, 1.1819489770503613, -0.3270220568370572, 0.0302310707286796, 0.0569025603431786, -0.0237826854916217, 0.1413878023580852, -0.3266064537367666, 0.2765944053222921, 0.6447486193284111, 0.0774981516882466, 0.3544482021893323, 0.3694946434819786, 0.6872245140836514, -0.040775217580993, 1.1595206329164425, 0.1277072409103847, 0.7312890202742249, 0.0905259596635788, -0.1367313341775435, 0.1703397447407609, 0.3874589714184024, -0.280222257325307, 0.0665060166505318, 0.0256366446074573, 0.4348094872224085, -0.2462083763887752, 0.2370267123251266, -0.1838663906222937, 0.1359528163003627, -0.4117483429482177, 0.3441147794996856, -0.0728299952537509, -0.3626206471562017, -0.0592973802155865, -0.0525448656737343, 0.0994607370889935]|26899.5000000000000000|      0.50000000|[459, 72, 0, 36]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       8|[0.8024706574786036, 0.0302842968763856, 0.9897346832040314, 0.2305488373221297, 0.734194145896327, 0.2787832207187107, 1.3456065297899118, 0.1140499717788495, 0.0431641750887372, -0.1575197646039427, 1.2169813218429133, -0.2008073856960025, 0.0510789585223301, -0.0651758571920652, 0.9696714565955092, 0.0124795025428094, 4.428861368007436, -0.3209607511537571, 4.787322756550169, 0.3508103346086971, 0.1258506819993638, -0.0624664331707483, 0.1576132276608033, 0.0739165987266079, 0.5927981545362565, 0.0700826627118108, 0.2814479425101848, -0.4055545568252325, -0.1055315157223026, -0.1599621921847012, 1.1819489770503613, -0.3270220568370572, 0.0302310707286796, 0.0569025603431786, -0.0237826854916217, 0.1413878023580852, -0.3266064537367666, 0.2765944053222921, 0.6447486193284111, 0.0774981516882466, 0.3544482021893323, 0.3694946434819786, 0.6872245140836514, -0.040775217580993, 1.1595206329164425, 0.1277072409103847, 0.7312890202742249, 0.0905259596635788, -0.1367313341775435, 0.1703397447407609, 0.3874589714184024, -0.280222257325307, 0.0665060166505318, 0.0256366446074573, 0.4348094872224085, -0.2462083763887752, 0.2370267123251266, -0.1838663906222937, 0.1359528163003627, -0.4117483429482177, 0.3441147794996856, -0.0728299952537509, -0.3626206471562017, -0.0592973802155865, -0.0525448656737343, 0.0994607370889935]|26899.5000000000000000|      0.25000000|[546, 86, 0, 43]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[0.8024706574786036, 0.0302842968763856, 0.9897346832040314, 0.2305488373221297, 0.734194145896327, 0.2787832207187107, 1.3456065297899118, 0.1140499717788495, 0.0431641750887372, -0.1575197646039427, 1.2169813218429133, -0.2008073856960025, 0.0510789585223301, -0.0651758571920652, 0.9696714565955092, 0.0124795025428094, 4.428861368007436, -0.3209607511537571, 4.787322756550169, 0.3508103346086971, 0.1258506819993638, -0.0624664331707483, 0.1576132276608033, 0.0739165987266079, 0.5927981545362565, 0.0700826627118108, 0.2814479425101848, -0.4055545568252325, -0.1055315157223026, -0.1599621921847012, 1.1819489770503613, -0.3270220568370572, 0.0302310707286796, 0.0569025603431786, -0.0237826854916217, 0.1413878023580852, -0.3266064537367666, 0.2765944053222921, 0.6447486193284111, 0.0774981516882466, 0.3544482021893323, 0.3694946434819786, 0.6872245140836514, -0.040775217580993, 1.1595206329164425, 0.1277072409103847, 0.7312890202742249, 0.0905259596635788, -0.1367313341775435, 0.1703397447407609, 0.3874589714184024, -0.280222257325307, 0.0665060166505318, 0.0256366446074573, 0.4348094872224085, -0.2462083763887752, 0.2370267123251266, -0.1838663906222937, 0.1359528163003627, -0.4117483429482177, 0.3441147794996856, -0.0728299952537509, -0.3626206471562017, -0.0592973802155865, -0.0525448656737343, 0.0994607370889935]|26899.5000000000000000|      0.12500000|[633, 100, 0, 50]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[0.8024706574786036, 0.0302842968763856, 0.9897346832040314, 0.2305488373221297, 0.734194145896327, 0.2787832207187107, 1.3456065297899118, 0.1140499717788495, 0.0431641750887372, -0.1575197646039427, 1.2169813218429133, -0.2008073856960025, 0.0510789585223301, -0.0651758571920652, 0.9696714565955092, 0.0124795025428094, 4.428861368007436, -0.3209607511537571, 4.787322756550169, 0.3508103346086971, 0.1258506819993638, -0.0624664331707483, 0.1576132276608033, 0.0739165987266079, 0.5927981545362565, 0.0700826627118108, 0.2814479425101848, -0.4055545568252325, -0.1055315157223026, -0.1599621921847012, 1.1819489770503613, -0.3270220568370572, 0.0302310707286796, 0.0569025603431786, -0.0237826854916217, 0.1413878023580852, -0.3266064537367666, 0.2765944053222921, 0.6447486193284111, 0.0774981516882466, 0.3544482021893323, 0.3694946434819786, 0.6872245140836514, -0.040775217580993, 1.1595206329164425, 0.1277072409103847, 0.7312890202742249, 0.0905259596635788, -0.1367313341775435, 0.1703397447407609, 0.3874589714184024, -0.280222257325307, 0.0665060166505318, 0.0256366446074573, 0.4348094872224085, -0.2462083763887752, 0.2370267123251266, -0.1838663906222937, 0.1359528163003627, -0.4117483429482177, 0.3441147794996856, -0.0728299952537509, -0.3626206471562017, -0.0592973802155865, -0.0525448656737343, 0.0994607370889935]|26899.5000000000000000|      0.06250000|[723, 114, 0, 57]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 41 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 54 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
