k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.50000000|[4426, 632, 1, 81]                                                         |  | used quadratic model with 5058 points | iterate failure | actual_k=8
       2|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.25000000|[8852, 1264, 2, 162]                                                       |  | used quadratic model with 5058 points | iterate failure | actual_k=8
       3|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.12500000|[13278, 1896, 3, 243]                                                      |  | used quadratic model with 5058 points | iterate failure | actual_k=8
       4|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.06250000|[17704, 2528, 4, 324]                                                      |  | used quadratic model with 5058 points | iterate failure | actual_k=8
       5|[0.5986718548283768, 0.0225166209093691, 1.8904576160465614, 0.651578867865178, 0.0208805139589153, 2.003976584231065, 1.2985862409881797, 0.0216068614600738, 2.118419786093422, -0.0235852852404215, 0.0206709310990988, 2.1644221032061317, 1.2302558544292488, 0.023749558215867, 2.2187954744076586, 0.2175176716797704, 0.0215757178018959, 2.280723948448844, 1.3332650663110743, 0.0252437791440727, 2.3914567973934835, 4.504816136778321, 0.063945270221969, 2.4886350092001335, 0.6603718699418113, 0.0184204571319625, 2.5590262700712967, 4.3883475482440515, 0.0610559472444648, 2.70375142016376, 0.2289731927386776, 0.019892617020935, 2.9377023131547055, 0.2374196826493522, 0.0192862099976021, 2.965880149160066, 0.7126356782365377, 0.0220266203723304, 3.1312204899354925, 0.2044971258144375, 0.0213953485524796, 3.2264200046505094, -0.0672176136492174, 0.0211062360630088, 3.254442418018554, 1.380499589481683, 0.0223657981421236, 3.3772825863206117, 0.241877213125344, 0.0204625723913995, 3.6688478042326524, 0.058233386439357, 0.0192968686884902, 3.7223919160137253, 0.0186414008650934, 0.0203487527611983, 3.8326624601036867, 0.41562262740027, 0.0201284815362069, 3.958020318300104, 0.2614496403698272, 0.0210097090152456, 4.0532575245320235, 0.8201900085323002, 0.0235177005060284, 4.175802724753889, 0.96447339412974, 0.0183724942538284, 4.428964877065455, 0.7435530290940873, 0.0213884109364256, 4.56022171904709, 0.2148586244075745, 0.0217666301853254, 4.605485906194348, 0.5043448914157459, 0.0225122762667747, 4.7024110092007145, 0.0482738255035398, 0.0176069238503252, 4.803632739983971, 0.3639633039963526, 0.0204079859026253, 4.965037429133398, 0.1600819441466687, 0.0199651760237527, 5.394710566537645, 0.2882915066783185, 0.0215756688250239, 5.418464792814539, 0.0966940250257404, 0.0189369985611383, 2.5851155436135995, -0.0013214053029981, 0.0179895695142054, 3.862737333660616, 0.1550307667214423, 0.0230869538905502, 5.197620326982296]|295920.8064720089314505|      0.12500000|[22129, 3161, 5, 405]                                                      |  | used quadratic model with 5058 points | iterate success | actual_k=8
       6|[0.5986718548283768, 0.0225166209093691, 1.8904576160465614, 0.651578867865178, 0.0208805139589153, 2.003976584231065, 1.2985862409881797, 0.0216068614600738, 2.118419786093422, -0.0235852852404215, 0.0206709310990988, 2.1644221032061317, 1.2302558544292488, 0.023749558215867, 2.2187954744076586, 0.2175176716797704, 0.0215757178018959, 2.280723948448844, 1.3332650663110743, 0.0252437791440727, 2.3914567973934835, 4.504816136778321, 0.063945270221969, 2.4886350092001335, 0.6603718699418113, 0.0184204571319625, 2.5590262700712967, 4.3883475482440515, 0.0610559472444648, 2.70375142016376, 0.2289731927386776, 0.019892617020935, 2.9377023131547055, 0.2374196826493522, 0.0192862099976021, 2.965880149160066, 0.7126356782365377, 0.0220266203723304, 3.1312204899354925, 0.2044971258144375, 0.0213953485524796, 3.2264200046505094, -0.0672176136492174, 0.0211062360630088, 3.254442418018554, 1.380499589481683, 0.0223657981421236, 3.3772825863206117, 0.241877213125344, 0.0204625723913995, 3.6688478042326524, 0.058233386439357, 0.0192968686884902, 3.7223919160137253, 0.0186414008650934, 0.0203487527611983, 3.8326624601036867, 0.41562262740027, 0.0201284815362069, 3.958020318300104, 0.2614496403698272, 0.0210097090152456, 4.0532575245320235, 0.8201900085323002, 0.0235177005060284, 4.175802724753889, 0.96447339412974, 0.0183724942538284, 4.428964877065455, 0.7435530290940873, 0.0213884109364256, 4.56022171904709, 0.2148586244075745, 0.0217666301853254, 4.605485906194348, 0.5043448914157459, 0.0225122762667747, 4.7024110092007145, 0.0482738255035398, 0.0176069238503252, 4.803632739983971, 0.3639633039963526, 0.0204079859026253, 4.965037429133398, 0.1600819441466687, 0.0199651760237527, 5.394710566537645, 0.2882915066783185, 0.0215756688250239, 5.418464792814539, 0.0966940250257404, 0.0189369985611383, 2.5851155436135995, -0.0013214053029981, 0.0179895695142054, 3.862737333660616, 0.1550307667214423, 0.0230869538905502, 5.197620326982296]|295920.8064720089314505|      0.06250000|[26555, 3793, 6, 486]                                                      |  | used quadratic model with 5058 points | iterate failure | actual_k=8
       7|[0.597849582855403, 0.0267631543090936, 1.8902267426526933, 0.655730106527337, 0.0209951961976726, 2.001811508243626, 1.3008302521552244, 0.0443793282247676, 2.1139733270330465, -0.0220187107770015, 0.0240409640008596, 2.1623696593813966, 1.2268258320121734, 0.0378191097993264, 2.212607439951413, 0.220151971775058, 0.0196717658325334, 2.2792413635774826, 1.3355132979477593, 0.0402099367917213, 2.3861241675593696, 4.501584388885075, 0.0831581758010256, 2.4828884181678528, 0.6580072880931492, 0.031894126200603, 2.560557971535021, 4.387725229070441, 0.0743401972579153, 2.7096904727120696, 0.2286808638839291, 0.017280835608559, 2.9426917014928526, 0.2402940184223344, 0.0178388482159135, 2.9677000671585536, 0.712788534676431, 0.0253395640241029, 3.1358679486953083, 0.2016127139739195, 0.0181098981848237, 3.229443448155534, -0.067821324378164, 0.0191630029289059, 3.2522710842731195, 1.3794040121139208, 0.047414341098433, 3.375523925157254, 0.2404668177665251, 0.0200293333435554, 3.671437726464823, 0.0533532941904988, 0.01777881321992, 3.7242604611360846, 0.0187095128284746, 0.0192046238805156, 3.8374515018434496, 0.4158586189288001, 0.0215102445301643, 3.9610296823610396, 0.2607445900657613, 0.024073136881426, 4.0510827388698445, 0.8201651490459112, 0.0306921474238362, 4.1743786682537465, 0.9644103725256616, 0.0477151302818306, 4.42711898908376, 0.7435562550162254, 0.0286345097948723, 4.559178111240401, 0.2147333086132079, 0.0222541138096847, 4.606817091704148, 0.5036559030287271, 0.0206009021891396, 4.703097117341506, 0.0445089588065546, 0.0131776133816906, 4.8064082789589895, 0.3614117012809125, 0.0228767693099956, 4.968061367180734, 0.1626789280364457, 0.0224479751538054, 5.395959969734884, 0.2870748426388566, 0.0257020801355494, 5.420397530969112, 0.093102685764304, 0.0233058745032217, 2.585956709090944, 0.0009525264692048, 0.0176289769702124, 3.86195864241219, 0.1580119397515662, 0.0262770314308349, 5.1968105942615175]|253413.0852972644497640|      0.12500000|[30981, 4425, 7, 567]                                                      |  | used quadratic model with 5058 points | iterate success | actual_k=8
       8|[0.597849582855403, 0.0267631543090936, 1.8902267426526933, 0.655730106527337, 0.0209951961976726, 2.001811508243626, 1.3008302521552244, 0.0443793282247676, 2.1139733270330465, -0.0220187107770015, 0.0240409640008596, 2.1623696593813966, 1.2268258320121734, 0.0378191097993264, 2.212607439951413, 0.220151971775058, 0.0196717658325334, 2.2792413635774826, 1.3355132979477593, 0.0402099367917213, 2.3861241675593696, 4.501584388885075, 0.0831581758010256, 2.4828884181678528, 0.6580072880931492, 0.031894126200603, 2.560557971535021, 4.387725229070441, 0.0743401972579153, 2.7096904727120696, 0.2286808638839291, 0.017280835608559, 2.9426917014928526, 0.2402940184223344, 0.0178388482159135, 2.9677000671585536, 0.712788534676431, 0.0253395640241029, 3.1358679486953083, 0.2016127139739195, 0.0181098981848237, 3.229443448155534, -0.067821324378164, 0.0191630029289059, 3.2522710842731195, 1.3794040121139208, 0.047414341098433, 3.375523925157254, 0.2404668177665251, 0.0200293333435554, 3.671437726464823, 0.0533532941904988, 0.01777881321992, 3.7242604611360846, 0.0187095128284746, 0.0192046238805156, 3.8374515018434496, 0.4158586189288001, 0.0215102445301643, 3.9610296823610396, 0.2607445900657613, 0.024073136881426, 4.0510827388698445, 0.8201651490459112, 0.0306921474238362, 4.1743786682537465, 0.9644103725256616, 0.0477151302818306, 4.42711898908376, 0.7435562550162254, 0.0286345097948723, 4.559178111240401, 0.2147333086132079, 0.0222541138096847, 4.606817091704148, 0.5036559030287271, 0.0206009021891396, 4.703097117341506, 0.0445089588065546, 0.0131776133816906, 4.8064082789589895, 0.3614117012809125, 0.0228767693099956, 4.968061367180734, 0.1626789280364457, 0.0224479751538054, 5.395959969734884, 0.2870748426388566, 0.0257020801355494, 5.420397530969112, 0.093102685764304, 0.0233058745032217, 2.585956709090944, 0.0009525264692048, 0.0176289769702124, 3.86195864241219, 0.1580119397515662, 0.0262770314308349, 5.1968105942615175]|253413.0852972644497640|      0.06250000|[35407, 5057, 8, 648]                                                      |  | used quadratic model with 5058 points | iterate failure | actual_k=8
       9|[0.5955527365473055, 0.0326596391559627, 1.8866611197219434, 0.6542268916134558, 0.0338888143939984, 1.9964502567442675, 1.2976223235766373, 0.0525202729086311, 2.1121553681188137, -0.0230632852597964, 0.0234098951311518, 2.160544441642778, 1.2242939925942684, 0.0458739502556596, 2.212188473248545, 0.2167815923019409, 0.0196291750490812, 2.2793670833394177, 1.3310608886158295, 0.0561314297835216, 2.373112778388913, 4.500910707649735, 0.1138711528860821, 2.478830141609216, 0.6511899535465878, 0.0394432392988714, 2.561151538045188, 4.385631611495967, 0.1034295303943807, 2.7279888489139807, 0.2272063586987237, 0.0203755208785608, 2.9413955446050104, 0.2416500781317879, 0.0226249907571105, 2.970906989979453, 0.7094733705668942, 0.0356812145675824, 3.138288315152615, 0.1998435312464199, 0.0234973579726396, 3.2304333563412944, -0.0672194193792657, 0.018721751510024, 3.2510732847666763, 1.3802547374000533, 0.0543913134671605, 3.3756809681265567, 0.2386455169638347, 0.0253254566777567, 3.6699017378642727, 0.0530419194985076, 0.0178205636764244, 3.725242949556949, 0.0182539791670665, 0.0191598400308532, 3.836752798651107, 0.4162350812764749, 0.0279777213379728, 3.959144585027911, 0.2594509780178631, 0.0246531396124401, 4.0519292532654045, 0.8203958622089407, 0.0399017365880978, 4.175026021652171, 0.9606834481999879, 0.0504820189873853, 4.427051162069808, 0.7402673648536205, 0.037241436241142, 4.559015463635667, 0.2127515780000936, 0.0217834583026559, 4.6097513145772036, 0.5018377061895499, 0.0321694189848892, 4.706662266158346, 0.0438036795130496, 0.0169909486742472, 4.807500413301914, 0.3618085239723464, 0.0289408583631357, 4.968571721810008, 0.1636137747352598, 0.0230669444227717, 5.393990503713403, 0.2851043500946083, 0.0297632712953355, 5.4221862541235515, 0.0902727756006889, 0.0242020217882231, 2.5835581098039984, 0.0021381455209482, 0.0180692789656711, 3.863202449759042, 0.1588368789181741, 0.0272463886609532, 5.196279603869516]|222652.0950374845706392|      0.12500000|[39832, 5690, 9, 729]                                                      |  | used quadratic model with 5058 points | iterate success | actual_k=8
      10|[0.5713502387288232, 0.049413098174236, 1.8775247621551665, 0.6504492040507703, 0.0476517464943475, 1.9812797536329771, 1.2990492694866664, 0.069547484154228, 2.0958563596170063, -0.0352465583937807, 0.0276238313574557, 2.1599249050070988, 1.2135010470872463, 0.0596994036799888, 2.2080050495978356, 0.2114129486560501, 0.0136820522270738, 2.2841755445223297, 1.3190220261605363, 0.0772827784556055, 2.3509772019763284, 4.499307498915103, 0.163434202132935, 2.4794718255422543, 0.6338452141198376, 0.0661411916781267, 2.5699131588488524, 4.3905126490731305, 0.1265270936416144, 2.7515924922597206, 0.2234366454489034, 0.0150376214114369, 2.9473979728791, 0.2375227243256366, 0.0320357862156256, 2.96655430051119, 0.7085380066732192, 0.0514158444284438, 3.12762972890927, 0.1932194812274607, 0.0363795815588739, 3.2314918244449706, -0.0755431506683061, 0.0306231825622786, 3.2509503410653067, 1.3751612171260852, 0.0734356051743914, 3.3751089420802556, 0.2416574490358945, 0.0398138209541105, 3.6594343906263345, 0.0534316954092262, 0.0129747065867325, 3.7255105534932924, 0.013941044432006, 0.0298650833931371, 3.837277430872712, 0.4056832023462735, 0.0471818291629866, 3.9625568840333725, 0.2435389616263288, 0.040447865318009, 4.053507806551571, 0.8127845807873268, 0.0586520624176451, 4.190572794688322, 0.9517403094499208, 0.0665766324957714, 4.41290557139998, 0.7346575931909507, 0.0520163545786226, 4.557222072780475, 0.2041960987847682, 0.0304965164645578, 4.604814592619983, 0.5027919597848919, 0.0534189286531922, 4.705483315842406, 0.0390697665734217, 0.0218202432261133, 4.815338275997048, 0.3634272872719387, 0.051316726693339, 4.975922411096994, 0.1677428500887788, 0.0446212021414956, 5.399747335905853, 0.3014329169226598, 0.0357291891137461, 5.416595233715167, 0.0964161521636583, 0.0140675621944483, 2.5880851927260715, -0.0129547485496837, 0.0352570094533128, 3.856612668891809, 0.15847593244379, 0.0195797096991048, 5.184909920373673]|194914.4785033157386351|      0.25000000|[44257, 6323, 10, 810]                                                     |  | used quadratic model with 5058 points | iterate success | actual_k=8
      11|[0.5713502387288232, 0.049413098174236, 1.8775247621551665, 0.6504492040507703, 0.0476517464943475, 1.9812797536329771, 1.2990492694866664, 0.069547484154228, 2.0958563596170063, -0.0352465583937807, 0.0276238313574557, 2.1599249050070988, 1.2135010470872463, 0.0596994036799888, 2.2080050495978356, 0.2114129486560501, 0.0136820522270738, 2.2841755445223297, 1.3190220261605363, 0.0772827784556055, 2.3509772019763284, 4.499307498915103, 0.163434202132935, 2.4794718255422543, 0.6338452141198376, 0.0661411916781267, 2.5699131588488524, 4.3905126490731305, 0.1265270936416144, 2.7515924922597206, 0.2234366454489034, 0.0150376214114369, 2.9473979728791, 0.2375227243256366, 0.0320357862156256, 2.96655430051119, 0.7085380066732192, 0.0514158444284438, 3.12762972890927, 0.1932194812274607, 0.0363795815588739, 3.2314918244449706, -0.0755431506683061, 0.0306231825622786, 3.2509503410653067, 1.3751612171260852, 0.0734356051743914, 3.3751089420802556, 0.2416574490358945, 0.0398138209541105, 3.6594343906263345, 0.0534316954092262, 0.0129747065867325, 3.7255105534932924, 0.013941044432006, 0.0298650833931371, 3.837277430872712, 0.4056832023462735, 0.0471818291629866, 3.9625568840333725, 0.2435389616263288, 0.040447865318009, 4.053507806551571, 0.8127845807873268, 0.0586520624176451, 4.190572794688322, 0.9517403094499208, 0.0665766324957714, 4.41290557139998, 0.7346575931909507, 0.0520163545786226, 4.557222072780475, 0.2041960987847682, 0.0304965164645578, 4.604814592619983, 0.5027919597848919, 0.0534189286531922, 4.705483315842406, 0.0390697665734217, 0.0218202432261133, 4.815338275997048, 0.3634272872719387, 0.051316726693339, 4.975922411096994, 0.1677428500887788, 0.0446212021414956, 5.399747335905853, 0.3014329169226598, 0.0357291891137461, 5.416595233715167, 0.0964161521636583, 0.0140675621944483, 2.5880851927260715, -0.0129547485496837, 0.0352570094533128, 3.856612668891809, 0.15847593244379, 0.0195797096991048, 5.184909920373673]|194914.4785033157386351|      0.12500000|[48683, 6955, 11, 891]                                                     |  | used quadratic model with 5058 points | iterate failure | actual_k=8
