k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.50000000|[126, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
       2|[0.8886912731169141, 0.8893892720516196, 0.8873405543667294, 0.8875997611103167, 0.8877212225133317, 0.8874382515819427, 0.8878340773421154, 0.8877507888810974, 0.8870592391550807, 0.888659045162836, 1.0412324752710067, 0.6539638385388529, 0.988741642052711, 0.9880738042096763, 0.988246147371297, 0.9885005506534461, 0.974579511042432, 0.965096117026511, 0.9795497961843043, 0.9946767645504558, 0.9910592599845237, 0.991753097530376]|  1.3729269504547119|      1.00000000|[251, 0, 0, 4]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       3|[0.8886912731169141, 0.8893892720516196, 0.8873405543667294, 0.8875997611103167, 0.8877212225133317, 0.8874382515819427, 0.8878340773421154, 0.8877507888810974, 0.8870592391550807, 0.888659045162836, 1.0412324752710067, 0.6539638385388529, 0.988741642052711, 0.9880738042096763, 0.988246147371297, 0.9885005506534461, 0.974579511042432, 0.965096117026511, 0.9795497961843043, 0.9946767645504558, 0.9910592599845237, 0.991753097530376]|  1.3729269504547119|      0.50000000|[376, 0, 0, 6]                                                             |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
       4|[0.7770234944804758, 0.7781269251883027, 0.7740769977121926, 0.7747550028761061, 0.7750331102308828, 0.7742975705337456, 0.7751118466512543, 0.7751976784416089, 0.773640548190498, 0.7767961022253966, 1.073772193491301, 0.309352937358609, 0.9763082340672823, 0.9750103472368469, 0.9752954786810586, 0.975776758429048, 0.9471050615606927, 0.9276716267943338, 0.9573999723413255, 0.9885169033423775, 0.9811022978344506, 0.9825946792022838]|  1.2271870374679565|      1.00000000|[501, 0, 0, 8]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       5|[0.7770234944804758, 0.7781269251883027, 0.7740769977121926, 0.7747550028761061, 0.7750331102308828, 0.7742975705337456, 0.7751118466512543, 0.7751976784416089, 0.773640548190498, 0.7767961022253966, 1.073772193491301, 0.309352937358609, 0.9763082340672823, 0.9750103472368469, 0.9752954786810586, 0.975776758429048, 0.9471050615606927, 0.9276716267943338, 0.9573999723413255, 0.9885169033423775, 0.9811022978344506, 0.9825946792022838]|  1.2271870374679565|      0.50000000|[626, 0, 0, 10]                                                            |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
       6|[0.6637902698518788, 0.6659624581100416, 0.6594944460702169, 0.6607235575564322, 0.6610875698218488, 0.6597818842579924, 0.6609359460947885, 0.6611381984721666, 0.6590150662941021, 0.6637667308074069, 1.0964880591127555, -0.0307476131222263, 0.9626586817404569, 0.9604758343439203, 0.9606917269667291, 0.9616459653867045, 0.9170837208981012, 0.886996546413952, 0.9332543835079037, 0.9814376371495221, 0.9700144584500442, 0.972567074349804]|  1.0930489301681519|      1.00000000|[751, 0, 0, 12]                                                            |  | trying linear partial model with 65 points | iterate success | actual_k=0
       7|[0.6637902698518788, 0.6659624581100416, 0.6594944460702169, 0.6607235575564322, 0.6610875698218488, 0.6597818842579924, 0.6609359460947885, 0.6611381984721666, 0.6590150662941021, 0.6637667308074069, 1.0964880591127555, -0.0307476131222263, 0.9626586817404569, 0.9604758343439203, 0.9606917269667291, 0.9616459653867045, 0.9170837208981012, 0.886996546413952, 0.9332543835079037, 0.9814376371495221, 0.9700144584500442, 0.972567074349804]|  1.0930489301681519|      0.50000000|[876, 0, 0, 14]                                                            |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
       8|[0.5481740178771003, 0.5511203026191749, 0.5421345837067404, 0.5442972629476219, 0.5444866818834349, 0.5426217977187169, 0.5441514945988394, 0.5444938227078695, 0.5419895563052758, 0.5480027816637576, 1.1086995571659017, -0.3609564829846279, 0.9473473633721975, 0.9441138113804733, 0.9443607130031612, 0.9455680073440555, 0.8837746593666534, 0.841895906046742, 0.9060253890948433, 0.9732587693933349, 0.9575836431344121, 0.9610806953054247]|  0.9720300436019897|      1.00000000|[1001, 0, 0, 16]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
       9|[0.5481740178771003, 0.5511203026191749, 0.5421345837067404, 0.5442972629476219, 0.5444866818834349, 0.5426217977187169, 0.5441514945988394, 0.5444938227078695, 0.5419895563052758, 0.5480027816637576, 1.1086995571659017, -0.3609564829846279, 0.9473473633721975, 0.9441138113804733, 0.9443607130031612, 0.9455680073440555, 0.8837746593666534, 0.841895906046742, 0.9060253890948433, 0.9732587693933349, 0.9575836431344121, 0.9610806953054247]|  0.9720300436019897|      0.50000000|[1126, 0, 0, 18]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      10|[0.5481740178771003, 0.5511203026191749, 0.5421345837067404, 0.5442972629476219, 0.5444866818834349, 0.5426217977187169, 0.5441514945988394, 0.5444938227078695, 0.5419895563052758, 0.5480027816637576, 1.1086995571659017, -0.3609564829846279, 0.9473473633721975, 0.9441138113804733, 0.9443607130031612, 0.9455680073440555, 0.8837746593666534, 0.841895906046742, 0.9060253890948433, 0.9732587693933349, 0.9575836431344121, 0.9610806953054247]|  0.9720300436019897|      0.25000000|[1251, 0, 0, 20]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      11|[0.4888414238582066, 0.4923621314227996, 0.4820584898232479, 0.4846846445589953, 0.4850332530807538, 0.4826129357209432, 0.4842268042758518, 0.4850144826222087, 0.4821451936586219, 0.4887536312495163, 1.1088587229431903, -0.5201517646229501, 0.9386218092131088, 0.9349331009547222, 0.935146704462165, 0.9364344734500543, 0.8650274301263507, 0.8166551434655642, 0.8907688760265399, 0.9684668975744224, 0.9505108209104033, 0.9546177481867472]|  0.9163182377815247|      0.50000000|[1376, 0, 0, 22]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      12|[0.4888414238582066, 0.4923621314227996, 0.4820584898232479, 0.4846846445589953, 0.4850332530807538, 0.4826129357209432, 0.4842268042758518, 0.4850144826222087, 0.4821451936586219, 0.4887536312495163, 1.1088587229431903, -0.5201517646229501, 0.9386218092131088, 0.9349331009547222, 0.935146704462165, 0.9364344734500543, 0.8650274301263507, 0.8166551434655642, 0.8907688760265399, 0.9684668975744224, 0.9505108209104033, 0.9546177481867472]|  0.9163182377815247|      0.25000000|[1501, 0, 0, 24]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      13|[0.429118437082016, 0.4332034252719097, 0.4216104230962372, 0.424730806473462, 0.425249773001208, 0.4222511958933134, 0.4238201294123865, 0.4251491638323506, 0.421985403808558, 0.4291633500098236, 1.1059821608753968, -0.6772672388057613, 0.929336246022422, 0.9252155741345832, 0.9252862443897665, 0.9266641231402527, 0.8451683262978847, 0.7899743150263899, 0.8745947325374329, 0.9633672538007856, 0.9430555096839445, 0.9476878695845292]|  0.8636775016784668|      0.50000000|[1626, 0, 0, 26]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      14|[0.429118437082016, 0.4332034252719097, 0.4216104230962372, 0.424730806473462, 0.425249773001208, 0.4222511958933134, 0.4238201294123865, 0.4251491638323506, 0.421985403808558, 0.4291633500098236, 1.1059821608753968, -0.6772672388057613, 0.929336246022422, 0.9252155741345832, 0.9252862443897665, 0.9266641231402527, 0.8451683262978847, 0.7899743150263899, 0.8745947325374329, 0.9633672538007856, 0.9430555096839445, 0.9476878695845292]|  0.8636775016784668|      0.25000000|[1751, 0, 0, 28]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      15|[0.3692105904099767, 0.3739492185520156, 0.3609754897681023, 0.364669601826408, 0.3654085916424815, 0.3616678105986195, 0.3631761998438833, 0.3651953896599776, 0.3617549560690186, 0.3693749443452842, 1.0999571180886074, -0.8329926470494842, 0.9194375537086228, 0.914923712561629, 0.9148562619632943, 0.9162370513841912, 0.8240975012135869, 0.7617064756713635, 0.8574753549129829, 0.9578940068799529, 0.9351641693687794, 0.9403558582713689]|  0.8140817284584045|      0.50000000|[1876, 0, 0, 30]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      16|[0.3692105904099767, 0.3739492185520156, 0.3609754897681023, 0.364669601826408, 0.3654085916424815, 0.3616678105986195, 0.3631761998438833, 0.3651953896599776, 0.3617549560690186, 0.3693749443452842, 1.0999571180886074, -0.8329926470494842, 0.9194375537086228, 0.914923712561629, 0.9148562619632943, 0.9162370513841912, 0.8240975012135869, 0.7617064756713635, 0.8574753549129829, 0.9578940068799529, 0.9351641693687794, 0.9403558582713689]|  0.8140817284584045|      0.25000000|[2001, 0, 0, 32]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
