k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0]                                                                      |  1.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.8132651301015609, 0.5818933133838979]                                        |  0.0156678442735872|      2.00000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=0
       2|[0.8132651301015609, 0.5818933133838979]                                        |  0.0156678442735872|      1.00000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[0.8132651301015609, 0.5818933133838979]                                        |  0.0156678442735872|      0.50000000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.8132651301015609, 0.5818933133838979]                                        |  0.0156678442735872|      0.25000000|[20, 0, 3, 7]                                                              |  | used linear model with 5 points | actual_k=0
       5|[0.8132651301015609, 0.5818933133838979]                                        |  0.0156678442735872|      0.12500000|[24, 0, 4, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[0.7409463290864712, 0.6838491421517514]                                        |  0.0008935013854268|      0.25000000|[29, 0, 5, 11]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       7|[0.7409463290864712, 0.6838491421517514]                                        |  0.0008935013854268|      0.12500000|[34, 0, 6, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[0.7409463290864712, 0.6838491421517514]                                        |  0.0008935013854268|      0.06250000|[39, 0, 6, 14]                                                             |  | used linear model with 5 points | actual_k=0
       9|[0.7409463290864712, 0.6838491421517514]                                        |  0.0008935013854268|      0.03125000|[43, 0, 6, 15]                                                             |  | used linear model with 5 points | actual_k=0
      10|[0.7178618968707435, 0.7049126530005505]                                        |  0.0002429914555063|      0.06250000|[47, 0, 7, 17]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
      11|[0.7178618968707435, 0.7049126530005505]                                        |  0.0002429914555063|      0.03125000|[52, 0, 7, 18]                                                             |  | used linear model with 5 points | actual_k=0
      12|[0.7178618968707435, 0.7049126530005505]                                        |  0.0002429914555063|      0.01562500|[56, 0, 7, 19]                                                             |  | used linear model with 5 points | actual_k=0
      13|[0.7062174055867033, 0.715331215652659]                                         |  0.0001008221215112|      0.03125000|[60, 0, 8, 21]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
