k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5185144566780103, 1.0544844308085646, -0.3988109138083726, 0.7284123824169235, 1.0323849521276651, 1.4416222299296906, 1.4022217454590387, 0.6291861458821224]|144.8166198730468750|      2.00000000|[7, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[0.5185144566780103, 1.0544844308085646, -0.3988109138083726, 0.7284123824169235, 1.0323849521276651, 1.4416222299296906, 1.4022217454590387, 0.6291861458821224]|144.8166198730468750|      1.00000000|[19, 0, 0, 7]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[0.5999052674295942, 0.768090084073247, -0.2790176555315239, 0.706368661506577, 1.0312009380739593, 0.6485500434610129, 1.8200139934540718, 0.9341487770336485]|118.3395919799804688|      2.00000000|[27, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=0
       4|[0.5999052674295942, 0.768090084073247, -0.2790176555315239, 0.706368661506577, 1.0312009380739593, 0.6485500434610129, 1.8200139934540718, 0.9341487770336485]|118.3395919799804688|      1.00000000|[39, 0, 0, 15]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[0.8346300434025826, 0.4166090943887847, -0.3500059243564145, 0.2478394378644445, 1.1799488939242253, 0.2100470854711192, 2.3965418913881877, 0.690670247059443]|102.0015029907226562|      2.00000000|[49, 0, 0, 19]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | iterate success | actual_k=0
       6|[0.8346300434025826, 0.4166090943887847, -0.3500059243564145, 0.2478394378644445, 1.1799488939242253, 0.2100470854711192, 2.3965418913881877, 0.690670247059443]|102.0015029907226562|      1.00000000|[61, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[0.8346300434025826, 0.4166090943887847, -0.3500059243564145, 0.2478394378644445, 1.1799488939242253, 0.2100470854711192, 2.3965418913881877, 0.690670247059443]|102.0015029907226562|      0.50000000|[73, 0, 0, 29]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.6195216675051958, 0.5450200022181304, -0.6727471404234984, 0.2363408362639846, 1.3243381155128024, 0.2713047442640504, 2.3749876634058684, 0.9312520048183083]| 70.9111022949218750|      1.00000000|[79, 0, 0, 31]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       9|[0.6195216675051958, 0.5450200022181304, -0.6727471404234984, 0.2363408362639846, 1.3243381155128024, 0.2713047442640504, 2.3749876634058684, 0.9312520048183083]| 70.9111022949218750|      0.50000000|[91, 0, 0, 36]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[0.7337814146315396, 0.6204770716532736, -0.6626044125485109, 0.3149518399048795, 1.0472836542385702, 0.4582106803145486, 2.0845138672120425, 0.7612509862372754]| 58.2542724609375000|      1.00000000|[99, 0, 0, 39]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=0
