k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 400000.0, 25000.0]                                                        |4515242701191391.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.8183562167754987, 399999.6184987084, 24999.093654425436]                     |3735956031577850.5000000000000000|      2.00000000|[4, 0, 1, 2]                                                               |  | used linear model with 4 points | iterate success | actual_k=0
       2|[1.0412000467492581, 399998.1741175559, 25000.23811559716]                      |1221508970504623.5000000000000000|      4.00000000|[8, 0, 2, 4]                                                               |  | used linear model with 4 points | iterate success | actual_k=0
       3|[1.0412000467492581, 399998.1741175559, 25000.23811559716]                      |1221508970504623.5000000000000000|      2.00000000|[12, 0, 3, 6]                                                              |  | used linear model with 4 points | iterate failure | actual_k=0
       4|[0.2238202659125418, 399999.9916803399, 25000.069723732762]                     |55875648451002.8125000000000000|      4.00000000|[16, 0, 4, 8]                                                              |  | used linear model with 4 points | iterate success | actual_k=0
       5|[0.2238202659125418, 399999.9916803399, 25000.069723732762]                     |55875648451002.8125000000000000|      2.00000000|[20, 0, 5, 10]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
       6|[0.2238202659125418, 399999.9916803399, 25000.069723732762]                     |55875648451002.8125000000000000|      1.00000000|[24, 0, 6, 12]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
       7|[0.2238202659125418, 399999.9916803399, 25000.069723732762]                     |55875648451002.8125000000000000|      0.50000000|[28, 0, 7, 14]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
       8|[0.0514902708143743, 400000.4045597088, 24999.846490671694]                     |2827834388450.9267578125000000|      1.00000000|[32, 0, 8, 16]                                                             |  | used linear model with 4 points | iterate success | actual_k=0
       9|[0.0514902708143743, 400000.4045597088, 24999.846490671694]                     |2827834388450.9267578125000000|      0.50000000|[36, 0, 9, 18]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
      10|[0.0514902708143743, 400000.4045597088, 24999.846490671694]                     |2827834388450.9267578125000000|      0.25000000|[40, 0, 10, 20]                                                            |  | used linear model with 4 points | iterate failure | actual_k=0
      11|[0.0514902708143743, 400000.4045597088, 24999.846490671694]                     |2827834388450.9267578125000000|      0.12500000|[44, 0, 11, 22]                                                            |  | used linear model with 4 points | iterate failure | actual_k=0
      12|[0.0514902708143743, 400000.4045597088, 24999.846490671694]                     |2827834388450.9267578125000000|      0.06250000|[48, 0, 12, 24]                                                            |  | used linear model with 4 points | iterate failure | actual_k=0
      13|[0.0250872645840932, 400000.37359727785, 24999.79905166734]                     |630831640801.9218750000000000|      0.12500000|[52, 0, 13, 26]                                                            |  | used linear model with 4 points | iterate success | actual_k=0
      14|[0.0250872645840932, 400000.37359727785, 24999.79905166734]                     |630831640801.9218750000000000|      0.06250000|[56, 0, 14, 28]                                                            |  | used linear model with 4 points | iterate failure | actual_k=0
      15|[0.0250872645840932, 400000.37359727785, 24999.79905166734]                     |630831640801.9218750000000000|      0.03125000|[60, 0, 15, 30]                                                            |  | used linear model with 4 points | iterate failure | actual_k=0
