k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.23670794622091, 0.1430674845146977, 0.0238716480903219, -0.0657458469466802, 0.8867467949098865, 0.0742463890319436, 0.3381181577206767, -0.1065708374443257, -0.0330913063505103]|15102.8720703125000000|      2.00000000|[61, 4, 0, 4]                                                              |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 46 points | iterate success | actual_k=1
       2|[0.23670794622091, 0.1430674845146977, 0.0238716480903219, -0.0657458469466802, 0.8867467949098865, 0.0742463890319436, 0.3381181577206767, -0.1065708374443257, -0.0330913063505103]|15102.8720703125000000|      1.00000000|[121, 8, 0, 8]                                                             |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 46 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.23670794622091, 0.1430674845146977, 0.0238716480903219, -0.0657458469466802, 0.8867467949098865, 0.0742463890319436, 0.3381181577206767, -0.1065708374443257, -0.0330913063505103]|15102.8720703125000000|      0.50000000|[181, 12, 0, 12]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 46 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.23670794622091, 0.1430674845146977, 0.0238716480903219, -0.0657458469466802, 0.8867467949098865, 0.0742463890319436, 0.3381181577206767, -0.1065708374443257, -0.0330913063505103]|15102.8720703125000000|      0.25000000|[241, 16, 0, 16]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 46 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.23670794622091, 0.1430674845146977, 0.0238716480903219, -0.0657458469466802, 0.8867467949098865, 0.0742463890319436, 0.3381181577206767, -0.1065708374443257, -0.0330913063505103]|15102.8720703125000000|      0.12500000|[301, 20, 0, 20]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 46 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.2530606263281803, 0.1572198997688602, 0.0162726288044088, -0.0043334545750825, 0.8702146327876984, -0.0250734558226915, 0.3122607183751788, -0.1201517510046019, -0.0147261323559256]|1062.3018798828125000|      0.25000000|[331, 22, 0, 22]                                                           |  | trying quadratic partial model with 16 points | iterate success | actual_k=1
       7|[0.2530606263281803, 0.1572198997688602, 0.0162726288044088, -0.0043334545750825, 0.8702146327876984, -0.0250734558226915, 0.3122607183751788, -0.1201517510046019, -0.0147261323559256]|1062.3018798828125000|      0.12500000|[391, 26, 0, 26]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 46 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.2530606263281803, 0.1572198997688602, 0.0162726288044088, -0.0043334545750825, 0.8702146327876984, -0.0250734558226915, 0.3122607183751788, -0.1201517510046019, -0.0147261323559256]|1062.3018798828125000|      0.06250000|[451, 30, 0, 30]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 46 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.2530606263281803, 0.1572198997688602, 0.0162726288044088, -0.0043334545750825, 0.8702146327876984, -0.0250734558226915, 0.3122607183751788, -0.1201517510046019, -0.0147261323559256]|1062.3018798828125000|      0.03125000|[511, 34, 0, 34]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 46 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.2516365879315003, 0.1580237019869816, 0.0175233554009223, 0.0073580683692922, 0.8687065809561095, 0.0034577134987996, 0.3140574982008335, -0.1229973607146216, -0.0175553964508559]|347.5432091284467901|      0.06250000|[556, 37, 1, 38]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
      11|[0.2516365879315003, 0.1580237019869816, 0.0175233554009223, 0.0073580683692922, 0.8687065809561095, 0.0034577134987996, 0.3140574982008335, -0.1229973607146216, -0.0175553964508559]|347.5432091284467901|      0.03125000|[617, 41, 1, 42]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 46 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.2512646659881524, 0.1722006808064251, 0.0041826932940799, 0.0095070677306115, 0.8857943323956091, 0.0014388457187637, 0.3132827228613408, -0.1207157047706752, -0.0004974752740947]|200.6066589355468750|      0.06250000|[647, 43, 1, 44]                                                           |  | trying quadratic partial model with 16 points | iterate success | actual_k=1
      13|[0.2512646659881524, 0.1722006808064251, 0.0041826932940799, 0.0095070677306115, 0.8857943323956091, 0.0014388457187637, 0.3132827228613408, -0.1207157047706752, -0.0004974752740947]|200.6066589355468750|      0.03125000|[707, 47, 1, 48]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 46 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.2390392196370928, 0.1786596049797001, 0.0031981393764003, 0.0082954695628505, 0.9075179789143046, 0.0042997973152794, 0.3228278691331179, -0.1144050652808208, -0.0136089242129779]|134.8477783203125000|      0.06250000|[767, 51, 1, 52]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 46 points | iterate success | actual_k=1
      15|[0.2390392196370928, 0.1786596049797001, 0.0031981393764003, 0.0082954695628505, 0.9075179789143046, 0.0042997973152794, 0.3228278691331179, -0.1144050652808208, -0.0136089242129779]|134.8477783203125000|      0.03125000|[828, 55, 2, 57]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 47 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
