k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[61, 4, 1, 2]                                                              |  | used linear model with 65 points | iterate failure | actual_k=4
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[122, 8, 2, 4]                                                             |  | used linear model with 65 points | iterate failure | actual_k=4
       3|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.12500000|[183, 12, 3, 6]                                                            |  | used linear model with 65 points | iterate failure | actual_k=4
       4|[119.98850010468361, -0.0191791004695625, 0.8648986744942998, 110.0089867031212, 0.1826148665911974, 0.8163309800054483, 100.00933821272793, 0.2712760371717329, 0.7158480452876557, 88.00334225749047, 0.325962455195376, 0.6998892259752357, 85.99639802029984, 0.3632775124220937, 0.651793756635205, 83.9965338423759, 0.4724340565994797, 0.5346073921074161, 79.99966944542147, 0.6560887396452417, 0.3430491110079553, 76.00421429317494, 0.8807809169603246, 0.1238816809880711, 886.3681634603449, 910.0209131951057, 922.520578781616, 926.4635366303515, 935.5663397357746, 952.8352733871413, 975.7228751096584]|1933.7874259174391227|      0.25000000|[244, 16, 4, 8]                                                            |  | used linear model with 65 points | iterate success | actual_k=4
       5|[119.98850010468361, -0.0191791004695625, 0.8648986744942998, 110.0089867031212, 0.1826148665911974, 0.8163309800054483, 100.00933821272793, 0.2712760371717329, 0.7158480452876557, 88.00334225749047, 0.325962455195376, 0.6998892259752357, 85.99639802029984, 0.3632775124220937, 0.651793756635205, 83.9965338423759, 0.4724340565994797, 0.5346073921074161, 79.99966944542147, 0.6560887396452417, 0.3430491110079553, 76.00421429317494, 0.8807809169603246, 0.1238816809880711, 886.3681634603449, 910.0209131951057, 922.520578781616, 926.4635366303515, 935.5663397357746, 952.8352733871413, 975.7228751096584]|1933.7874259174391227|      0.12500000|[305, 20, 5, 10]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       6|[119.98850010468361, -0.0191791004695625, 0.8648986744942998, 110.0089867031212, 0.1826148665911974, 0.8163309800054483, 100.00933821272793, 0.2712760371717329, 0.7158480452876557, 88.00334225749047, 0.325962455195376, 0.6998892259752357, 85.99639802029984, 0.3632775124220937, 0.651793756635205, 83.9965338423759, 0.4724340565994797, 0.5346073921074161, 79.99966944542147, 0.6560887396452417, 0.3430491110079553, 76.00421429317494, 0.8807809169603246, 0.1238816809880711, 886.3681634603449, 910.0209131951057, 922.520578781616, 926.4635366303515, 935.5663397357746, 952.8352733871413, 975.7228751096584]|1933.7874259174391227|      0.06250000|[366, 24, 6, 12]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       7|[119.98960086794322, 0.0142036001098493, 0.8666466575592937, 110.01024149692543, 0.1386788736636396, 0.800408314980821, 100.0098807855888, 0.2734749952522041, 0.7198184157978939, 88.00913866980424, 0.3434744584637854, 0.7071599222838949, 85.9985611339459, 0.3673795551531947, 0.6570677262370311, 84.00011878694689, 0.4675971371536415, 0.5344290508445189, 80.00385367361744, 0.6534858096785215, 0.3452251223007282, 76.00306186074367, 0.88402015674432, 0.1259571510473254, 886.3737956585237, 910.0192236846934, 922.5223241987132, 926.4602672515076, 935.5650386243684, 952.832591513692, 975.7225111387436]|1083.9598464639248050|      0.12500000|[427, 28, 7, 14]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
       8|[119.98960086794322, 0.0142036001098493, 0.8666466575592937, 110.01024149692543, 0.1386788736636396, 0.800408314980821, 100.0098807855888, 0.2734749952522041, 0.7198184157978939, 88.00913866980424, 0.3434744584637854, 0.7071599222838949, 85.9985611339459, 0.3673795551531947, 0.6570677262370311, 84.00011878694689, 0.4675971371536415, 0.5344290508445189, 80.00385367361744, 0.6534858096785215, 0.3452251223007282, 76.00306186074367, 0.88402015674432, 0.1259571510473254, 886.3737956585237, 910.0192236846934, 922.5223241987132, 926.4602672515076, 935.5650386243684, 952.832591513692, 975.7225111387436]|1083.9598464639248050|      0.06250000|[488, 32, 8, 16]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       9|[119.98848982331987, -0.0324187366908567, 0.8480210058171068, 110.00925518913081, 0.1263520976382237, 0.7944878388543868, 100.0039934831604, 0.2528633248399656, 0.714601588253397, 88.00531950073731, 0.3614472735638765, 0.7145234096709028, 85.9968606819898, 0.3739893336566419, 0.6577002972691014, 84.00304358801866, 0.4690595604813591, 0.5291932755659902, 80.00440526828332, 0.6459983728419983, 0.3527343176089809, 76.00668937210507, 0.8861121209442144, 0.1278360084988123, 886.3712683694438, 910.0197058764721, 922.5297971460063, 926.4597877642684, 935.5613274472685, 952.8307430107047, 975.7268869306615]|660.1745204275457581|      0.12500000|[549, 36, 9, 18]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
      10|[119.98848982331987, -0.0324187366908567, 0.8480210058171068, 110.00925518913081, 0.1263520976382237, 0.7944878388543868, 100.0039934831604, 0.2528633248399656, 0.714601588253397, 88.00531950073731, 0.3614472735638765, 0.7145234096709028, 85.9968606819898, 0.3739893336566419, 0.6577002972691014, 84.00304358801866, 0.4690595604813591, 0.5291932755659902, 80.00440526828332, 0.6459983728419983, 0.3527343176089809, 76.00668937210507, 0.8861121209442144, 0.1278360084988123, 886.3712683694438, 910.0197058764721, 922.5297971460063, 926.4597877642684, 935.5613274472685, 952.8307430107047, 975.7268869306615]|660.1745204275457581|      0.06250000|[610, 40, 10, 20]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
      11|[119.98848982331987, -0.0324187366908567, 0.8480210058171068, 110.00925518913081, 0.1263520976382237, 0.7944878388543868, 100.0039934831604, 0.2528633248399656, 0.714601588253397, 88.00531950073731, 0.3614472735638765, 0.7145234096709028, 85.9968606819898, 0.3739893336566419, 0.6577002972691014, 84.00304358801866, 0.4690595604813591, 0.5291932755659902, 80.00440526828332, 0.6459983728419983, 0.3527343176089809, 76.00668937210507, 0.8861121209442144, 0.1278360084988123, 886.3712683694438, 910.0197058764721, 922.5297971460063, 926.4597877642684, 935.5613274472685, 952.8307430107047, 975.7268869306615]|660.1745204275457581|      0.03125000|[671, 44, 11, 22]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
