k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.50000000|[78, 26, 1, 8]                                                             |  | used linear model with 104 points | iterate failure | actual_k=4
       2|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.25000000|[157, 51, 2, 16]                                                           |  | used linear model with 104 points | iterate failure | actual_k=4
       3|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.12500000|[236, 76, 3, 24]                                                           |  | used linear model with 104 points | iterate failure | actual_k=4
       4|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.06250000|[315, 101, 4, 32]                                                          |  | used linear model with 104 points | iterate failure | actual_k=4
       5|[1.0229605757781965, 0.0173649739959123, 1.8874881333890485, 0.015071994343243, 0.0221477904542622, 2.003159629256302, 0.4336191775332005, 0.0316430805220801, 2.116358332922052, 0.8027609719527735, 0.0167837496651966, 2.160818946338421, 0.2280565370346704, 0.021926065374345, 2.2222048415701092, 2.690583817410708, 0.0132144737009134, 2.285579624795567, 0.8112009823121208, 0.020521950315378, 2.3888953194177254, 2.2718677122568103, 0.0212498857432565, 2.4915822086025945, 14.349097818312032, 0.047058821713508, 2.55640789355859, 12.153912378385911, 0.0514019080893694, 2.698964039767682, 0.2718213173953416, 0.0212446121342276, 2.9474331891898897, 0.2423992773192062, 0.0209388589096639, 2.9741933637701647, 1.1682617431000633, 0.0161193551374098, 3.131873034521745, 0.175246343934094, 0.0155433955363464, 3.2262821954889884, 0.1154674877475866, 0.0173229151117627, 3.2456153651148627, 3.7387869327051413, 0.029037179586996, 3.385910908223536, 0.8328506152164104, 0.0207306765766982, 3.664892411317986, 0.158617358415216, 0.0159989816392861, 3.715315258474928, 0.3944572703068648, 0.0188681590150565, 3.8402293207570017, 0.9243294793618335, 0.0236095134904877, 3.9653136239672624, 0.252771772897165, 0.0225156816567367, 4.052197523955723, 2.082223677198394, 0.016685442202294, 4.177031523782304, 1.9449387500613102, 0.0201183194766946, 4.419795656018665, 1.4837571023347411, 0.0144091076241929, 4.5554473835762614, 0.4834368944325309, 0.0271097296464831, 4.607941122361073, 0.4887358078289375, 0.0139119608948983, 4.703237720877772, 0.3347760589870906, 0.0143168287428461, 4.8006841105876505, 0.8433055648053686, 0.0188584829453519, 4.965746506083202, 0.4634139153891375, 0.010506506240926, 5.397102862654767, 0.489160079853481, 0.0216895606596351, 5.419368387515881, 0.9863901007898811, 0.0171447152243601, 2.581999918288387, -0.0229905528017738, 0.024760777398, 3.8681579451962564, 0.2603945294335132, 0.0229857885971046, 5.192713164804715]|2467040.3115675994195044|      0.12500000|[393, 127, 5, 40]                                                          |  | used linear model with 104 points | iterate success | actual_k=4
       6|[1.0229605757781965, 0.0173649739959123, 1.8874881333890485, 0.015071994343243, 0.0221477904542622, 2.003159629256302, 0.4336191775332005, 0.0316430805220801, 2.116358332922052, 0.8027609719527735, 0.0167837496651966, 2.160818946338421, 0.2280565370346704, 0.021926065374345, 2.2222048415701092, 2.690583817410708, 0.0132144737009134, 2.285579624795567, 0.8112009823121208, 0.020521950315378, 2.3888953194177254, 2.2718677122568103, 0.0212498857432565, 2.4915822086025945, 14.349097818312032, 0.047058821713508, 2.55640789355859, 12.153912378385911, 0.0514019080893694, 2.698964039767682, 0.2718213173953416, 0.0212446121342276, 2.9474331891898897, 0.2423992773192062, 0.0209388589096639, 2.9741933637701647, 1.1682617431000633, 0.0161193551374098, 3.131873034521745, 0.175246343934094, 0.0155433955363464, 3.2262821954889884, 0.1154674877475866, 0.0173229151117627, 3.2456153651148627, 3.7387869327051413, 0.029037179586996, 3.385910908223536, 0.8328506152164104, 0.0207306765766982, 3.664892411317986, 0.158617358415216, 0.0159989816392861, 3.715315258474928, 0.3944572703068648, 0.0188681590150565, 3.8402293207570017, 0.9243294793618335, 0.0236095134904877, 3.9653136239672624, 0.252771772897165, 0.0225156816567367, 4.052197523955723, 2.082223677198394, 0.016685442202294, 4.177031523782304, 1.9449387500613102, 0.0201183194766946, 4.419795656018665, 1.4837571023347411, 0.0144091076241929, 4.5554473835762614, 0.4834368944325309, 0.0271097296464831, 4.607941122361073, 0.4887358078289375, 0.0139119608948983, 4.703237720877772, 0.3347760589870906, 0.0143168287428461, 4.8006841105876505, 0.8433055648053686, 0.0188584829453519, 4.965746506083202, 0.4634139153891375, 0.010506506240926, 5.397102862654767, 0.489160079853481, 0.0216895606596351, 5.419368387515881, 0.9863901007898811, 0.0171447152243601, 2.581999918288387, -0.0229905528017738, 0.024760777398, 3.8681579451962564, 0.2603945294335132, 0.0229857885971046, 5.192713164804715]|2467040.3115675994195044|      0.06250000|[471, 153, 6, 48]                                                          |  | used linear model with 104 points | iterate failure | actual_k=4
       7|[1.0221972612444132, 0.0191290293480765, 1.8849009285061227, 0.008742460875257, 0.0186946189745748, 2.0040242503512427, 0.4295688882391704, 0.0348124104481773, 2.1161052861043244, 0.8057502766262884, 0.0152739246925652, 2.167202764063593, 0.2258526102818418, 0.0345778847133041, 2.209056978800999, 2.697300667101353, 0.0413281509129397, 2.292817698036558, 0.8059485277606289, 0.0260183019273053, 2.38467080719518, 2.2747737230548326, 0.025449304669013, 2.4954308796077043, 14.355361513135152, 0.0597852366513761, 2.5534441387052937, 12.158594733494485, 0.0632700530484393, 2.708637904291775, 0.2745049729228002, 0.0220069458511941, 2.9487609878835856, 0.2492373889375473, 0.0228031521338462, 2.978796294311439, 1.1698512708078403, 0.018777840912135, 3.136916981205134, 0.1731502111295166, 0.0184974992223363, 3.221545801287686, 0.1197279323077448, 0.0135235370249226, 3.2466474372638694, 3.7304160392345724, 0.0310561428711969, 3.3798580506187568, 0.8333444687582434, 0.0259575238488866, 3.6638232689383807, 0.1572169673543125, 0.0137436848029364, 3.725463564742636, 0.4003626833658339, 0.0089692822717183, 3.8486214329965924, 0.9262544040567625, 0.0215885075884472, 3.964919268179085, 0.249618393543117, 0.0259541424218933, 4.04965857481964, 2.0881520190295038, 0.0183268502324087, 4.17043537599096, 1.9470664049340904, 0.0080250262637437, 4.412914287890028, 1.4698422346973499, 0.0135317870433014, 4.561859611102377, 0.4779947717257874, 0.0235159608742121, 4.604319134160073, 0.4885775624471237, 0.0066095502531302, 4.6984700113720095, 0.3244701782305203, 0.0107520495626427, 4.802723920846132, 0.8493100651943088, 0.0276752563375291, 4.961940543695573, 0.465286778078354, 0.0121391226517151, 5.39585950022529, 0.491742606394183, 0.0223055007096434, 5.413191543261046, 0.9895256170217813, 0.028208616570864, 2.593409023781656, -0.0221093193087313, 0.0288104105069283, 3.8654656975899635, 0.2557001759027378, 0.0220777124247671, 5.197319309782169]|2174118.6685979510657489|      0.12500000|[551, 177, 7, 56]                                                          |  | used linear model with 104 points | iterate success | actual_k=4
       8|[1.0221972612444132, 0.0191290293480765, 1.8849009285061227, 0.008742460875257, 0.0186946189745748, 2.0040242503512427, 0.4295688882391704, 0.0348124104481773, 2.1161052861043244, 0.8057502766262884, 0.0152739246925652, 2.167202764063593, 0.2258526102818418, 0.0345778847133041, 2.209056978800999, 2.697300667101353, 0.0413281509129397, 2.292817698036558, 0.8059485277606289, 0.0260183019273053, 2.38467080719518, 2.2747737230548326, 0.025449304669013, 2.4954308796077043, 14.355361513135152, 0.0597852366513761, 2.5534441387052937, 12.158594733494485, 0.0632700530484393, 2.708637904291775, 0.2745049729228002, 0.0220069458511941, 2.9487609878835856, 0.2492373889375473, 0.0228031521338462, 2.978796294311439, 1.1698512708078403, 0.018777840912135, 3.136916981205134, 0.1731502111295166, 0.0184974992223363, 3.221545801287686, 0.1197279323077448, 0.0135235370249226, 3.2466474372638694, 3.7304160392345724, 0.0310561428711969, 3.3798580506187568, 0.8333444687582434, 0.0259575238488866, 3.6638232689383807, 0.1572169673543125, 0.0137436848029364, 3.725463564742636, 0.4003626833658339, 0.0089692822717183, 3.8486214329965924, 0.9262544040567625, 0.0215885075884472, 3.964919268179085, 0.249618393543117, 0.0259541424218933, 4.04965857481964, 2.0881520190295038, 0.0183268502324087, 4.17043537599096, 1.9470664049340904, 0.0080250262637437, 4.412914287890028, 1.4698422346973499, 0.0135317870433014, 4.561859611102377, 0.4779947717257874, 0.0235159608742121, 4.604319134160073, 0.4885775624471237, 0.0066095502531302, 4.6984700113720095, 0.3244701782305203, 0.0107520495626427, 4.802723920846132, 0.8493100651943088, 0.0276752563375291, 4.961940543695573, 0.465286778078354, 0.0121391226517151, 5.39585950022529, 0.491742606394183, 0.0223055007096434, 5.413191543261046, 0.9895256170217813, 0.028208616570864, 2.593409023781656, -0.0221093193087313, 0.0288104105069283, 3.8654656975899635, 0.2557001759027378, 0.0220777124247671, 5.197319309782169]|2174118.6685979510657489|      0.06250000|[630, 202, 8, 64]                                                          |  | used linear model with 104 points | iterate failure | actual_k=4
       9|[1.035403015111304, 0.0229971107457938, 1.889776208740662, 0.0181222220401105, 0.0122589279575951, 1.9986851084246777, 0.4380280093251459, 0.0362933347571229, 2.1266786098363424, 0.7964837839358245, 0.01991997037758, 2.1627587711039338, 0.2308538400431203, 0.0386820298415589, 2.2112896043855743, 2.7036596795515, 0.0461422270826077, 2.2911719790966534, 0.8007750262098534, 0.0224089791247988, 2.394682201565827, 2.2593993310268683, 0.03025810576979, 2.4929044313781423, 14.35857136168899, 0.0691303742195594, 2.5478849538177863, 12.152595185528462, 0.0687568348728211, 2.724250319084468, 0.2750692152452966, 0.0238762265727363, 2.9395105627114395, 0.2519320497157363, 0.0239448874635312, 2.98071210159136, 1.1767696007578117, 0.0180754718705671, 3.1475912031574693, 0.1723282688115304, 0.0229556933927083, 3.2291510314762606, 0.1158139657114653, 0.0085848984842043, 3.2492091536955203, 3.7349132884299974, 0.0406404509428906, 3.3777149434128493, 0.8277870622957957, 0.0321796600285435, 3.6613337901133765, 0.1472189458159474, 0.0115423869492011, 3.726273640660578, 0.4056763965670228, 0.0017130474036438, 3.8494431394532977, 0.9192719839982653, 0.0291984460979121, 3.9640400561501345, 0.2461961955808185, 0.0212575932722618, 4.054812384927341, 2.0878093704082032, 0.0198548785624654, 4.16570028681642, 1.9410789019851922, 0.0270755971513998, 4.407233454304742, 1.4715462386646938, 0.0123060044820395, 4.559363631599261, 0.4766679955231006, 0.0190236199144619, 4.601821467680027, 0.4918776169494115, 0.0018683740253878, 4.701692482792917, 0.3347831507317911, 0.0126437719968364, 4.807022910970489, 0.8510093985224254, 0.0204190244526389, 4.961818517772694, 0.4615801558488649, 0.0184742263825974, 5.403692073304691, 0.4955015562844555, 0.0263552279053398, 5.411765418967927, 0.9940070343250644, 0.0382252890100157, 2.604122333588979, -0.0177283098916107, 0.0280255801852065, 3.8694761960126685, 0.2677539688771028, 0.0202359319844782, 5.191061219843802]|1944546.5393900261260569|      0.12500000|[709, 227, 9, 72]                                                          |  | used linear model with 104 points | iterate success | actual_k=4
      10|[1.035403015111304, 0.0229971107457938, 1.889776208740662, 0.0181222220401105, 0.0122589279575951, 1.9986851084246777, 0.4380280093251459, 0.0362933347571229, 2.1266786098363424, 0.7964837839358245, 0.01991997037758, 2.1627587711039338, 0.2308538400431203, 0.0386820298415589, 2.2112896043855743, 2.7036596795515, 0.0461422270826077, 2.2911719790966534, 0.8007750262098534, 0.0224089791247988, 2.394682201565827, 2.2593993310268683, 0.03025810576979, 2.4929044313781423, 14.35857136168899, 0.0691303742195594, 2.5478849538177863, 12.152595185528462, 0.0687568348728211, 2.724250319084468, 0.2750692152452966, 0.0238762265727363, 2.9395105627114395, 0.2519320497157363, 0.0239448874635312, 2.98071210159136, 1.1767696007578117, 0.0180754718705671, 3.1475912031574693, 0.1723282688115304, 0.0229556933927083, 3.2291510314762606, 0.1158139657114653, 0.0085848984842043, 3.2492091536955203, 3.7349132884299974, 0.0406404509428906, 3.3777149434128493, 0.8277870622957957, 0.0321796600285435, 3.6613337901133765, 0.1472189458159474, 0.0115423869492011, 3.726273640660578, 0.4056763965670228, 0.0017130474036438, 3.8494431394532977, 0.9192719839982653, 0.0291984460979121, 3.9640400561501345, 0.2461961955808185, 0.0212575932722618, 4.054812384927341, 2.0878093704082032, 0.0198548785624654, 4.16570028681642, 1.9410789019851922, 0.0270755971513998, 4.407233454304742, 1.4715462386646938, 0.0123060044820395, 4.559363631599261, 0.4766679955231006, 0.0190236199144619, 4.601821467680027, 0.4918776169494115, 0.0018683740253878, 4.701692482792917, 0.3347831507317911, 0.0126437719968364, 4.807022910970489, 0.8510093985224254, 0.0204190244526389, 4.961818517772694, 0.4615801558488649, 0.0184742263825974, 5.403692073304691, 0.4955015562844555, 0.0263552279053398, 5.411765418967927, 0.9940070343250644, 0.0382252890100157, 2.604122333588979, -0.0177283098916107, 0.0280255801852065, 3.8694761960126685, 0.2677539688771028, 0.0202359319844782, 5.191061219843802]|1944546.5393900261260569|      0.06250000|[787, 253, 10, 80]                                                         |  | used linear model with 104 points | iterate failure | actual_k=4
      11|[1.0351478663958975, 0.0312798112440729, 1.8793846370231548, 0.0145119511226511, 0.0159474076400206, 1.997849544372159, 0.4437824321485368, 0.0370528461438164, 2.118942963328139, 0.7918053088160355, 0.0228436391831394, 2.167025350907022, 0.2276145217831615, 0.0453697953532587, 2.211993372940331, 2.708686518652733, 0.0337781799328929, 2.2913222001982727, 0.7968084113725347, 0.0225239065924684, 2.3975856565263896, 2.2490403149978406, 0.0353349269194496, 2.4893519477539927, 14.356300126540582, 0.0883320479571313, 2.5367695137351385, 12.15237016354789, 0.0892440277875404, 2.738227769803557, 0.2719793010241723, 0.0212606725302162, 2.939709813041956, 0.2483510295953117, 0.0194449640375318, 2.9810464385039217, 1.1793932005949936, 0.0382909000785766, 3.143789042730814, 0.1736857462512421, 0.0254793298944737, 3.2357908285987493, 0.1269466361775725, 0.0055091974950253, 3.2497506665766545, 3.74337645977183, 0.0409129976796058, 3.37900707930606, 0.8252202166248793, 0.0363856779680671, 3.6586600078833666, 0.1447941993642411, 0.0082925766464434, 3.7210007295646865, 0.4053705672455491, 0.0003243399884973, 3.8446482993045046, 0.9139422851505901, 0.031941460893134, 3.966392347351057, 0.2465673980040002, 0.0196735155374157, 4.051584804327462, 2.088155364436311, 0.0278490637425154, 4.16963029132965, 1.9385252375611808, 0.0303082116598905, 4.411934582016542, 1.4719436192169106, 0.0328033464780524, 4.567882776251008, 0.4788481450479123, 0.0203437748020489, 4.6027845049090335, 0.4900049115584786, 0.0024262362535269, 4.704902174190625, 0.3262070335502447, 0.0147435380870804, 4.800530840858702, 0.8536337866120176, 0.0172229942601906, 4.960647917417336, 0.4604162126956572, 0.0185224529993091, 5.398227651578889, 0.4888078419647922, 0.0325946431206553, 5.41449094175578, 0.9837770022168895, 0.0489313102540842, 2.6060365463869415, -0.0157465410183388, 0.0238492933394839, 3.870964749946976, 0.2654079201810192, 0.0210946044481053, 5.192764849682066]|1720985.4627086617983878|      0.12500000|[866, 278, 11, 88]                                                         |  | used linear model with 104 points | iterate success | actual_k=4
