k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]                                                  |  0.7790700756449387|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]                                                  |  0.7790700756449387|      0.50000000|[9, 4, 0, 4]                                                               |  | trying linear partial model with 4 points | trying linear partial model with 5 points | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[1.1078554376165886, 1.6039290317434522, 1.0837978131689023, 1.0399487101796285, 0.9781928666170067, 1.2690752100762257]|  0.5150721073150635|      1.00000000|[14, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[1.1078554376165886, 1.6039290317434522, 1.0837978131689023, 1.0399487101796285, 0.9781928666170067, 1.2690752100762257]|  0.5150721073150635|      0.50000000|[22, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.1078554376165886, 1.6039290317434522, 1.0837978131689023, 1.0399487101796285, 0.9781928666170067, 1.2690752100762257]|  0.5150721073150635|      0.25000000|[30, 15, 0, 15]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[1.1078554376165886, 1.6039290317434522, 1.0837978131689023, 1.0399487101796285, 0.9781928666170067, 1.2690752100762257]|  0.5150721073150635|      0.12500000|[38, 19, 0, 19]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.1108547117500405, 1.6521528984875398, 1.0162577814450127, 0.975118513425448, 1.0043157913788896, 1.331070738433972]|  0.5003492832183838|      0.25000000|[43, 21, 0, 21]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[1.256861592133841, 1.5588044858986152, 0.953644229440299, 0.8243071532862968, 1.02534407706678, 1.257849479860528]|  0.3999973237514496|      0.50000000|[48, 23, 0, 23]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[1.256861592133841, 1.5588044858986152, 0.953644229440299, 0.8243071532862968, 1.02534407706678, 1.257849479860528]|  0.3999973237514496|      0.25000000|[57, 27, 0, 27]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[1.3036547370200329, 1.6427149652973951, 1.002578096591573, 0.9161437895579767, 1.14602540603039, 1.42481342435822]|  0.3373449742794037|      0.50000000|[62, 29, 0, 29]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[1.3036547370200329, 1.6427149652973951, 1.002578096591573, 0.9161437895579767, 1.14602540603039, 1.42481342435822]|  0.3373449742794037|      0.25000000|[71, 33, 0, 33]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[1.4306810518383166, 1.6441146328826175, 1.1121072049163987, 0.84667651571319, 1.3139391964620293, 1.3881393524359658]|  0.3036496937274933|      0.50000000|[78, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | iterate success | actual_k=1
      12|[1.4306810518383166, 1.6441146328826175, 1.1121072049163987, 0.84667651571319, 1.3139391964620293, 1.3881393524359658]|  0.3036496937274933|      0.25000000|[86, 41, 0, 41]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[1.4306810518383166, 1.6441146328826175, 1.1121072049163987, 0.84667651571319, 1.3139391964620293, 1.3881393524359658]|  0.3036496937274933|      0.12500000|[95, 46, 0, 46]                                                            |  | trying linear partial model with 4 points | trying linear partial model with 5 points | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[1.4306810518383166, 1.6441146328826175, 1.1121072049163987, 0.84667651571319, 1.3139391964620293, 1.3881393524359658]|  0.3036496937274933|      0.06250000|[104, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[1.4306810518383166, 1.6441146328826175, 1.1121072049163987, 0.84667651571319, 1.3139391964620293, 1.3881393524359658]|  0.3036496937274933|      0.03125000|[113, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[1.4306810518383166, 1.6441146328826175, 1.1121072049163987, 0.84667651571319, 1.3139391964620293, 1.3881393524359658]|  0.3036496937274933|      0.01562500|[122, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[1.4195724743591054, 1.6525482484154943, 1.1169785251805304, 0.8498312609611417, 1.3179204952298262, 1.3878541474950843]|  0.3022992312908173|      0.03125000|[126, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
