k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.50000000|[113, 16, 1, 3]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.25000000|[226, 32, 2, 6]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       3|[0.0414130776206303, 0.0315843849010278, 0.0202631716194328, -0.0375893497319773, -0.0028773068869886, 0.0195480260922512, 0.0374650681887575, -0.0182046118091173, -0.0018709858125926, -0.0426514173517845, -0.0227570667039608, 0.0234021175427846, 0.0546293439862399, 0.0040997850163438, -0.0270905270405162, -0.0320626270415966, -0.0296152455037706, -0.0390253580737374, -0.0275461885646301, 0.0013180349456188, 0.0152861289935273, 0.0133785351577068, 0.0209574651093617, -0.0205467382522208, -0.044796950689564, 0.0158535238531526, -0.0133985695703367, 0.0061562895952424, -0.0053881076379013, 0.0040416604285933, 0.0540581823466757, 0.0091529703932158, -0.0133772580331134, 0.0021399004927066, 0.0622403143702324, -0.0666771680191614, 0.0138803804627451, -0.0775329535955111, -0.0133009539935268, 0.042535227684133, -0.00157347633523, -0.0441194838577136, -0.0315935712904024, 0.0163047579619876, -0.0841661132844579, 0.0288832694691939, -0.0308050127941764, -0.0210101631526355, 0.011162283706223, 0.0144236354009638, -0.0133413451509343, -0.0156976752703251, 0.0878966194310994, 0.0084002040021463, 0.0168584331434687, 0.0105157797737978, 0.0078973970392712]|74255.0739151357265655|      0.50000000|[339, 48, 3, 9]                                                            |  | used linear model with 129 points | iterate success | actual_k=8
       4|[0.0414130776206303, 0.0315843849010278, 0.0202631716194328, -0.0375893497319773, -0.0028773068869886, 0.0195480260922512, 0.0374650681887575, -0.0182046118091173, -0.0018709858125926, -0.0426514173517845, -0.0227570667039608, 0.0234021175427846, 0.0546293439862399, 0.0040997850163438, -0.0270905270405162, -0.0320626270415966, -0.0296152455037706, -0.0390253580737374, -0.0275461885646301, 0.0013180349456188, 0.0152861289935273, 0.0133785351577068, 0.0209574651093617, -0.0205467382522208, -0.044796950689564, 0.0158535238531526, -0.0133985695703367, 0.0061562895952424, -0.0053881076379013, 0.0040416604285933, 0.0540581823466757, 0.0091529703932158, -0.0133772580331134, 0.0021399004927066, 0.0622403143702324, -0.0666771680191614, 0.0138803804627451, -0.0775329535955111, -0.0133009539935268, 0.042535227684133, -0.00157347633523, -0.0441194838577136, -0.0315935712904024, 0.0163047579619876, -0.0841661132844579, 0.0288832694691939, -0.0308050127941764, -0.0210101631526355, 0.011162283706223, 0.0144236354009638, -0.0133413451509343, -0.0156976752703251, 0.0878966194310994, 0.0084002040021463, 0.0168584331434687, 0.0105157797737978, 0.0078973970392712]|74255.0739151357265655|      0.25000000|[452, 64, 4, 12]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       5|[0.017817299282661, 0.1245932627286132, 0.0191337533192103, -0.0266647238004302, -0.0006463085865764, 0.0475961156294015, 0.0214719096846709, -0.0239135379440608, 0.0202940637495071, 0.0186740775374215, -0.0411682386262151, 0.0340021313680624, 0.0250217495849995, -0.0252483778728593, -0.0625061928414141, -0.0210429345358781, -0.0426278209413824, -0.0533130845606781, -0.0188376942094409, 0.0268598570500936, 0.0147554631066393, -0.0275565691274878, 0.0067614505897638, -0.0178157678427831, -0.0680127963128657, 0.0021281289640079, 0.0245440242121935, 0.0194526061187969, -0.0307475678599176, -0.0164659643923579, 0.1354323679516032, 0.0075694625138128, -0.0898494570574741, -0.0608490144040967, 0.0679888276027396, -0.0507827184138297, -0.0135367970139267, -0.0973642809567689, -0.0078051956132582, 0.0357435191740525, -0.0171172776059755, -0.0659746367213553, -0.01419453933427, 0.059388936614138, -0.117861600467377, -0.0042498279061179, -0.0737805447445636, -0.0372731201613429, 0.079036729941597, 0.078484661547442, 0.006674800001743, 0.0002572974638118, 0.1323769806616127, 0.0179312252896565, 0.0090031055337605, -0.0195167873258943, 0.0255646800989147]|40503.1544492116881884|      0.50000000|[565, 80, 5, 15]                                                           |  | used linear model with 129 points | iterate success | actual_k=8
       6|[0.017817299282661, 0.1245932627286132, 0.0191337533192103, -0.0266647238004302, -0.0006463085865764, 0.0475961156294015, 0.0214719096846709, -0.0239135379440608, 0.0202940637495071, 0.0186740775374215, -0.0411682386262151, 0.0340021313680624, 0.0250217495849995, -0.0252483778728593, -0.0625061928414141, -0.0210429345358781, -0.0426278209413824, -0.0533130845606781, -0.0188376942094409, 0.0268598570500936, 0.0147554631066393, -0.0275565691274878, 0.0067614505897638, -0.0178157678427831, -0.0680127963128657, 0.0021281289640079, 0.0245440242121935, 0.0194526061187969, -0.0307475678599176, -0.0164659643923579, 0.1354323679516032, 0.0075694625138128, -0.0898494570574741, -0.0608490144040967, 0.0679888276027396, -0.0507827184138297, -0.0135367970139267, -0.0973642809567689, -0.0078051956132582, 0.0357435191740525, -0.0171172776059755, -0.0659746367213553, -0.01419453933427, 0.059388936614138, -0.117861600467377, -0.0042498279061179, -0.0737805447445636, -0.0372731201613429, 0.079036729941597, 0.078484661547442, 0.006674800001743, 0.0002572974638118, 0.1323769806616127, 0.0179312252896565, 0.0090031055337605, -0.0195167873258943, 0.0255646800989147]|40503.1544492116881884|      0.25000000|[678, 96, 6, 18]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       7|[0.0764109001133917, 0.1031933997428211, -0.0460426514778022, -0.0110704662944034, -0.025952537588469, 0.0764523766687862, 0.0502830278870368, -0.0396076812021565, 0.0499843532564073, 0.0071981290938854, -0.0433506830859648, 0.0250740703865143, 0.0272112937902989, -0.0483507572560456, -0.0599468736009981, -0.0609731783324671, -0.0324246864984654, -0.0154922154906002, -0.0707861723343155, 0.0429434264205442, 0.0466231836623972, -0.0407129882026232, -0.0103820265585274, -0.0185353302833164, -0.0859293680896043, -0.0370271057078559, -0.0136503550078096, 0.0234414117402901, -0.1147707265791727, -0.0529822477957007, 0.1734237872582366, 0.0065008108996334, -0.1267260943346915, -0.0814279406251112, 0.0737849559131618, -0.0439271891020353, -0.0242869681378684, -0.0668795074938624, 0.0085747803542643, 0.0461992516402027, -0.0348926644785417, -0.0947950538351974, -0.0055609374506378, 0.1390058378924339, -0.1281669333865853, -0.0158901465540458, -0.0694499337989837, 0.0143589013427135, 0.1522090010530244, -0.0003960091356923, -0.0318944635513042, -0.0296565920562489, 0.1226474930539004, 0.0063734441166592, 0.002855695123961, -0.0258363488100529, -0.0083755951651166]|17557.2122060793008131|      0.50000000|[791, 112, 7, 21]                                                          |  | used linear model with 129 points | iterate success | actual_k=8
       8|[0.0764109001133917, 0.1031933997428211, -0.0460426514778022, -0.0110704662944034, -0.025952537588469, 0.0764523766687862, 0.0502830278870368, -0.0396076812021565, 0.0499843532564073, 0.0071981290938854, -0.0433506830859648, 0.0250740703865143, 0.0272112937902989, -0.0483507572560456, -0.0599468736009981, -0.0609731783324671, -0.0324246864984654, -0.0154922154906002, -0.0707861723343155, 0.0429434264205442, 0.0466231836623972, -0.0407129882026232, -0.0103820265585274, -0.0185353302833164, -0.0859293680896043, -0.0370271057078559, -0.0136503550078096, 0.0234414117402901, -0.1147707265791727, -0.0529822477957007, 0.1734237872582366, 0.0065008108996334, -0.1267260943346915, -0.0814279406251112, 0.0737849559131618, -0.0439271891020353, -0.0242869681378684, -0.0668795074938624, 0.0085747803542643, 0.0461992516402027, -0.0348926644785417, -0.0947950538351974, -0.0055609374506378, 0.1390058378924339, -0.1281669333865853, -0.0158901465540458, -0.0694499337989837, 0.0143589013427135, 0.1522090010530244, -0.0003960091356923, -0.0318944635513042, -0.0296565920562489, 0.1226474930539004, 0.0063734441166592, 0.002855695123961, -0.0258363488100529, -0.0083755951651166]|17557.2122060793008131|      0.25000000|[904, 128, 8, 24]                                                          |  | used linear model with 129 points | iterate failure | actual_k=8
       9|[0.0764109001133917, 0.1031933997428211, -0.0460426514778022, -0.0110704662944034, -0.025952537588469, 0.0764523766687862, 0.0502830278870368, -0.0396076812021565, 0.0499843532564073, 0.0071981290938854, -0.0433506830859648, 0.0250740703865143, 0.0272112937902989, -0.0483507572560456, -0.0599468736009981, -0.0609731783324671, -0.0324246864984654, -0.0154922154906002, -0.0707861723343155, 0.0429434264205442, 0.0466231836623972, -0.0407129882026232, -0.0103820265585274, -0.0185353302833164, -0.0859293680896043, -0.0370271057078559, -0.0136503550078096, 0.0234414117402901, -0.1147707265791727, -0.0529822477957007, 0.1734237872582366, 0.0065008108996334, -0.1267260943346915, -0.0814279406251112, 0.0737849559131618, -0.0439271891020353, -0.0242869681378684, -0.0668795074938624, 0.0085747803542643, 0.0461992516402027, -0.0348926644785417, -0.0947950538351974, -0.0055609374506378, 0.1390058378924339, -0.1281669333865853, -0.0158901465540458, -0.0694499337989837, 0.0143589013427135, 0.1522090010530244, -0.0003960091356923, -0.0318944635513042, -0.0296565920562489, 0.1226474930539004, 0.0063734441166592, 0.002855695123961, -0.0258363488100529, -0.0083755951651166]|17557.2122060793008131|      0.12500000|[1017, 144, 9, 27]                                                         |  | used linear model with 129 points | iterate failure | actual_k=8
      10|[0.0421041823920411, 0.1045578500028494, -0.027856419905719, -0.0120086880945685, -0.0026361535760979, 0.109592001352562, 0.0262723629751164, -0.0390376310817564, 0.0713519031489876, -0.0005182092104207, -0.0345205193627353, 0.0134944381980643, 0.0249810925740351, -0.0422913828178406, -0.0556845910776731, -0.0814671618679258, -0.0489425156685555, -0.0214689167858772, -0.0833308966566217, 0.0436065590043615, 0.0622738310785766, -0.0251791536441849, -0.0024967618525676, -0.0519698542205257, -0.0947557776960237, -0.0307282798904738, -0.0008402195930958, 0.0212147001640483, -0.1276037875544042, -0.0639834858537457, 0.1722898284462493, 0.0145687661370576, -0.1219902858598707, -0.0726001393057811, 0.0798739735017738, -0.037479236945383, -0.019028615869244, -0.0606497309284595, -0.0131729192549604, 0.0768490836710169, -0.0062027756615524, -0.10473966080913, -0.0307752313790322, 0.1758281813249627, -0.1290682444580041, -0.0455585337033336, -0.0873824129621225, 0.0213785951706788, 0.174267974868563, 0.0196119986092868, -0.0313809404852843, -0.0485839084596701, 0.1342120781582847, 0.0130452159443128, 0.0170561825637897, -0.0062191517758431, 0.0007284306813353]|3733.2083445857629158|      0.25000000|[1130, 160, 10, 30]                                                        |  | used linear model with 129 points | iterate success | actual_k=8
      11|[0.0421041823920411, 0.1045578500028494, -0.027856419905719, -0.0120086880945685, -0.0026361535760979, 0.109592001352562, 0.0262723629751164, -0.0390376310817564, 0.0713519031489876, -0.0005182092104207, -0.0345205193627353, 0.0134944381980643, 0.0249810925740351, -0.0422913828178406, -0.0556845910776731, -0.0814671618679258, -0.0489425156685555, -0.0214689167858772, -0.0833308966566217, 0.0436065590043615, 0.0622738310785766, -0.0251791536441849, -0.0024967618525676, -0.0519698542205257, -0.0947557776960237, -0.0307282798904738, -0.0008402195930958, 0.0212147001640483, -0.1276037875544042, -0.0639834858537457, 0.1722898284462493, 0.0145687661370576, -0.1219902858598707, -0.0726001393057811, 0.0798739735017738, -0.037479236945383, -0.019028615869244, -0.0606497309284595, -0.0131729192549604, 0.0768490836710169, -0.0062027756615524, -0.10473966080913, -0.0307752313790322, 0.1758281813249627, -0.1290682444580041, -0.0455585337033336, -0.0873824129621225, 0.0213785951706788, 0.174267974868563, 0.0196119986092868, -0.0313809404852843, -0.0485839084596701, 0.1342120781582847, 0.0130452159443128, 0.0170561825637897, -0.0062191517758431, 0.0007284306813353]|3733.2083445857629158|      0.12500000|[1243, 176, 11, 33]                                                        |  | used linear model with 129 points | iterate failure | actual_k=8
