k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.50000000|[7, 2, 1, 3]                                                               |  | used linear model with 9 points | iterate failure | actual_k=1
       2|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.25000000|[14, 4, 2, 6]                                                              |  | used linear model with 9 points | iterate failure | actual_k=1
       3|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.12500000|[21, 6, 3, 9]                                                              |  | used linear model with 9 points | iterate failure | actual_k=1
       4|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.06250000|[28, 8, 4, 12]                                                             |  | used linear model with 9 points | iterate failure | actual_k=1
       5|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.03125000|[35, 10, 5, 15]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       6|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.01562500|[42, 12, 6, 18]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       7|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.00781250|[49, 14, 7, 21]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       8|[1000.0002911452165, 999.9998814254304, 399.9999038588495, 39.99999307281972, 0.6991060128384702, 0.3027165821909161, 0.022737217624577]|3186990.9148684665560722|      0.01562500|[56, 16, 8, 24]                                                            |  | used linear model with 9 points | iterate success | actual_k=1
       9|[1000.000497174079, 1000.0068779711064, 399.99685519709647, 39.998014398781734, 0.7032033363021172, 0.3045569577633174, 0.0100186487402455]|2221847.0531170442700386|      0.03125000|[63, 18, 9, 27]                                                            |  | used linear model with 9 points | iterate success | actual_k=1
      10|[1000.0037376419544, 1000.0085983721555, 400.0005701328122, 40.002642971571404, 0.6865550915566951, 0.3089442388798975, -0.0151103258913964]|1550692.3515928804408759|      0.06250000|[70, 20, 10, 30]                                                           |  | used linear model with 9 points | iterate success | actual_k=1
      11|[1000.0037376419544, 1000.0085983721555, 400.0005701328122, 40.002642971571404, 0.6865550915566951, 0.3089442388798975, -0.0151103258913964]|1550692.3515928804408759|      0.03125000|[77, 22, 11, 33]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      12|[1000.0020057490351, 1000.0219770208868, 399.99918374880366, 40.022344309850915, 0.6981704958855398, 0.3118952036700139, -0.0312622361035881]|1423911.4849382333923131|      0.06250000|[84, 24, 12, 36]                                                           |  | used linear model with 9 points | iterate success | actual_k=1
      13|[1000.0020057490351, 1000.0219770208868, 399.99918374880366, 40.022344309850915, 0.6981704958855398, 0.3118952036700139, -0.0312622361035881]|1423911.4849382333923131|      0.03125000|[91, 26, 13, 39]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      14|[1000.0064131369529, 1000.0050847726392, 399.99757848974986, 40.01278072555059, 0.7011873337555674, 0.2884804483424868, -0.0357786840224926]|1369018.3610528798308223|      0.06250000|[98, 28, 14, 42]                                                           |  | used linear model with 9 points | iterate success | actual_k=1
      15|[1000.0064131369529, 1000.0050847726392, 399.99757848974986, 40.01278072555059, 0.7011873337555674, 0.2884804483424868, -0.0357786840224926]|1369018.3610528798308223|      0.03125000|[105, 30, 15, 45]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      16|[1000.0064131369529, 1000.0050847726392, 399.99757848974986, 40.01278072555059, 0.7011873337555674, 0.2884804483424868, -0.0357786840224926]|1369018.3610528798308223|      0.01562500|[112, 32, 16, 48]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      17|[1000.013284090359, 1000.001144713412, 399.9956017201034, 40.01262523802004, 0.7091938377895632, 0.2963461234166866, -0.0429551602993373]|1340828.2490819178055972|      0.03125000|[119, 34, 17, 51]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      18|[1000.013284090359, 1000.001144713412, 399.9956017201034, 40.01262523802004, 0.7091938377895632, 0.2963461234166866, -0.0429551602993373]|1340828.2490819178055972|      0.01562500|[126, 36, 18, 54]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      19|[1000.0076128184799, 1000.001230531923, 400.00362614259376, 40.01161159003475, 0.7170124320193833, 0.2901790833657856, -0.0498390762048585]|1308361.0406053687911481|      0.03125000|[133, 38, 19, 57]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      20|[1000.0076128184799, 1000.001230531923, 400.00362614259376, 40.01161159003475, 0.7170124320193833, 0.2901790833657856, -0.0498390762048585]|1308361.0406053687911481|      0.01562500|[140, 40, 20, 60]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      21|[1000.0076128184799, 1000.001230531923, 400.00362614259376, 40.01161159003475, 0.7170124320193833, 0.2901790833657856, -0.0498390762048585]|1308361.0406053687911481|      0.00781250|[147, 42, 21, 63]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      22|[1000.0082171808427, 999.9996378124098, 400.0042051582128, 40.01057422644984, 0.7230174186011376, 0.2872645019658064, -0.0533272155452315]|1291153.5560041903518140|      0.01562500|[154, 44, 22, 66]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      23|[1000.0094856265232, 999.9912936148121, 400.01124490595254, 40.01345206282859, 0.7328701318075688, 0.2912573596664935, -0.054758011267305]|1273312.2346657232847065|      0.03125000|[161, 46, 23, 69]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      24|[1000.0156654368365, 1000.0043476699092, 400.01546458492226, 40.026168530604, 0.7508922053371904, 0.2757685255972999, -0.0596314834990797]|1221600.6678032130002975|      0.06250000|[168, 48, 24, 72]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
