k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.50000000|[5, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.3138007903719618, 9.930940958229597, 1.3830925641560872]                     |  0.1813132166862488|      1.00000000|[10, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[0.3138007903719618, 9.930940958229597, 1.3830925641560872]                     |  0.1813132166862488|      0.50000000|[15, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.3138007903719618, 9.930940958229597, 1.3830925641560872]                     |  0.1813132166862488|      0.25000000|[20, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.3138007903719618, 9.930940958229597, 1.3830925641560872]                     |  0.1813132166862488|      0.12500000|[24, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.4317503256737201, 9.945120258071084, 1.3442099899344064]                     |  0.1086834743618965|      0.25000000|[28, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[0.4317503256737201, 9.945120258071084, 1.3442099899344064]                     |  0.1086834743618965|      0.12500000|[33, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.5385097360892604, 9.882308493874513, 1.3274138425713777]                     |  0.0808885842561722|      0.25000000|[38, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.5385097360892604, 9.882308493874513, 1.3274138425713777]                     |  0.0808885842561722|      0.12500000|[42, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.5385097360892604, 9.882308493874513, 1.3274138425713777]                     |  0.0808885842561722|      0.06250000|[47, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[0.5385097360892604, 9.882308493874513, 1.3274138425713777]                     |  0.0808885842561722|      0.03125000|[52, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.5424475260750171, 9.883348282489733, 1.2964303768248908]                     |  0.0689107403159142|      0.06250000|[57, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[0.5424475260750171, 9.883348282489733, 1.2964303768248908]                     |  0.0689107403159142|      0.03125000|[62, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.552080698551252, 9.890544591687615, 1.2675863545330606]                      |  0.0606763847172260|      0.06250000|[67, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[0.6142724900655796, 9.885579514436168, 1.2638743367360172]                     |  0.0513787567615509|      0.12500000|[72, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
