k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.50000000|[9, 0, 1, 3]                                                               |  | used linear model with 9 points | iterate failure | actual_k=0
       2|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.25000000|[18, 0, 2, 6]                                                              |  | used linear model with 9 points | iterate failure | actual_k=0
       3|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.12500000|[27, 0, 3, 9]                                                              |  | used linear model with 9 points | iterate failure | actual_k=0
       4|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.06250000|[36, 0, 4, 12]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       5|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.03125000|[45, 0, 5, 15]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       6|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.01562500|[54, 0, 6, 18]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       7|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.00781250|[63, 0, 7, 21]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       8|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.00390625|[72, 0, 8, 24]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       9|[0.498761337966153, 1.4979550475411318, -0.9991453957728434, 0.0117604159566625, 0.0223902431139591]|  0.4630672038765798|      0.00781250|[81, 0, 9, 27]                                                             |  | used linear model with 9 points | iterate success | actual_k=0
      10|[0.498761337966153, 1.4979550475411318, -0.9991453957728434, 0.0117604159566625, 0.0223902431139591]|  0.4630672038765798|      0.00390625|[90, 0, 10, 30]                                                            |  | used linear model with 9 points | iterate failure | actual_k=0
      11|[0.498761337966153, 1.4979550475411318, -0.9991453957728434, 0.0117604159566625, 0.0223902431139591]|  0.4630672038765798|      0.00195312|[99, 0, 11, 33]                                                            |  | used linear model with 9 points | iterate failure | actual_k=0
      12|[0.498761337966153, 1.4979550475411318, -0.9991453957728434, 0.0117604159566625, 0.0223902431139591]|  0.4630672038765798|      0.00097656|[108, 0, 12, 36]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      13|[0.498761337966153, 1.4979550475411318, -0.9991453957728434, 0.0117604159566625, 0.0223902431139591]|  0.4630672038765798|      0.00048828|[117, 0, 13, 39]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      14|[0.4986613716106445, 1.4977639468056048, -0.9992450306496674, 0.0121804849746955, 0.0224645447098907]|  0.3811772427661064|      0.00097656|[126, 0, 14, 42]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      15|[0.498398325392201, 1.4981122351885625, -0.9998477026191857, 0.0128107111792651, 0.0224118414472187]|  0.2809414049182581|      0.00195312|[135, 0, 15, 45]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      16|[0.4986370397057205, 1.4980125366035402, -0.999958277559242, 0.0147397009416491, 0.0222912403960627]|  0.1445348392821366|      0.00390625|[144, 0, 16, 48]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      17|[0.4986370397057205, 1.4980125366035402, -0.999958277559242, 0.0147397009416491, 0.0222912403960627]|  0.1445348392821366|      0.00195312|[153, 0, 17, 51]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
