k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6159853247290369, 0.0439055303133568, 0.1162036034816858, 0.7769430203171869, 0.0009371367681421, 0.0131245582464447, -0.0066707348057375, -0.0212168507982232, -0.003981554739151, -0.001824310207232, 0.0024186702948216, -0.0107831211320539, 0.0008039933192477, 0.0006845443994513, -0.0060010478224252, 0.0060582212886172, -0.0095100366335203, -0.0080978520184616, -0.0086040923566483, 0.0070423073961285, 0.0061511089638717, 0.0170367633529623]| 13.1525669097900391|      2.00000000|[111, 16, 0, 2]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       2|[1.8799068220335626, 0.2031938942400157, 0.2436672897379828, 2.2889072110883997, 0.1539244010247004, 0.0791330784706458, -0.0693039980280361, -0.0328485377224151, 0.0513204634338186, -0.0501038627372312, 0.0027658081678068, -0.0089965672434543, -0.0445628210749121, -0.109252073470536, -0.0006597125694289, -0.0264855827334035, -0.0385594239340915, -0.0123778340308285, -0.0404771861972103, -0.0274906559419807, -0.0025581734428782, 0.1558015887559833]| 12.2683887481689453|      4.00000000|[220, 32, 0, 4]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       3|[1.8799068220335626, 0.2031938942400157, 0.2436672897379828, 2.2889072110883997, 0.1539244010247004, 0.0791330784706458, -0.0693039980280361, -0.0328485377224151, 0.0513204634338186, -0.0501038627372312, 0.0027658081678068, -0.0089965672434543, -0.0445628210749121, -0.109252073470536, -0.0006597125694289, -0.0264855827334035, -0.0385594239340915, -0.0123778340308285, -0.0404771861972103, -0.0274906559419807, -0.0025581734428782, 0.1558015887559833]| 12.2683887481689453|      2.00000000|[329, 48, 0, 6]                                                            |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       4|[1.8799068220335626, 0.2031938942400157, 0.2436672897379828, 2.2889072110883997, 0.1539244010247004, 0.0791330784706458, -0.0693039980280361, -0.0328485377224151, 0.0513204634338186, -0.0501038627372312, 0.0027658081678068, -0.0089965672434543, -0.0445628210749121, -0.109252073470536, -0.0006597125694289, -0.0264855827334035, -0.0385594239340915, -0.0123778340308285, -0.0404771861972103, -0.0274906559419807, -0.0025581734428782, 0.1558015887559833]| 12.2683887481689453|      1.00000000|[439, 64, 0, 8]                                                            |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       5|[1.8799068220335626, 0.2031938942400157, 0.2436672897379828, 2.2889072110883997, 0.1539244010247004, 0.0791330784706458, -0.0693039980280361, -0.0328485377224151, 0.0513204634338186, -0.0501038627372312, 0.0027658081678068, -0.0089965672434543, -0.0445628210749121, -0.109252073470536, -0.0006597125694289, -0.0264855827334035, -0.0385594239340915, -0.0123778340308285, -0.0404771861972103, -0.0274906559419807, -0.0025581734428782, 0.1558015887559833]| 12.2683887481689453|      0.50000000|[548, 80, 0, 10]                                                           |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       6|[1.5766938358704987, 0.1800408684878888, 0.1888833825795745, 1.8988631146405925, 0.1528499602927593, 0.0857477599776916, -0.0703161029221968, -0.018186128064671, 0.0597797478004336, -0.0448898823689786, -0.0049025329690198, -0.0184424103870302, -0.0491714141281169, -0.1163490425815921, -0.0037143575724531, -0.0277269995327135, -0.0529563519141647, 0.025136426065996, -0.0296242403644589, -0.0314557480239981, -0.0097581310018893, 0.1556012678996459]| 12.1449365615844727|      1.00000000|[657, 96, 0, 12]                                                           |  | trying linear partial model with 57 points | iterate success | actual_k=8
       7|[1.5766938358704987, 0.1800408684878888, 0.1888833825795745, 1.8988631146405925, 0.1528499602927593, 0.0857477599776916, -0.0703161029221968, -0.018186128064671, 0.0597797478004336, -0.0448898823689786, -0.0049025329690198, -0.0184424103870302, -0.0491714141281169, -0.1163490425815921, -0.0037143575724531, -0.0277269995327135, -0.0529563519141647, 0.025136426065996, -0.0296242403644589, -0.0314557480239981, -0.0097581310018893, 0.1556012678996459]| 12.1449365615844727|      0.50000000|[767, 112, 0, 14]                                                          |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       8|[1.5766938358704987, 0.1800408684878888, 0.1888833825795745, 1.8988631146405925, 0.1528499602927593, 0.0857477599776916, -0.0703161029221968, -0.018186128064671, 0.0597797478004336, -0.0448898823689786, -0.0049025329690198, -0.0184424103870302, -0.0491714141281169, -0.1163490425815921, -0.0037143575724531, -0.0277269995327135, -0.0529563519141647, 0.025136426065996, -0.0296242403644589, -0.0314557480239981, -0.0097581310018893, 0.1556012678996459]| 12.1449365615844727|      0.25000000|[876, 128, 0, 16]                                                          |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       9|[1.5766938358704987, 0.1800408684878888, 0.1888833825795745, 1.8988631146405925, 0.1528499602927593, 0.0857477599776916, -0.0703161029221968, -0.018186128064671, 0.0597797478004336, -0.0448898823689786, -0.0049025329690198, -0.0184424103870302, -0.0491714141281169, -0.1163490425815921, -0.0037143575724531, -0.0277269995327135, -0.0529563519141647, 0.025136426065996, -0.0296242403644589, -0.0314557480239981, -0.0097581310018893, 0.1556012678996459]| 12.1449365615844727|      0.12500000|[985, 144, 0, 18]                                                          |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      10|[1.5766938358704987, 0.1800408684878888, 0.1888833825795745, 1.8988631146405925, 0.1528499602927593, 0.0857477599776916, -0.0703161029221968, -0.018186128064671, 0.0597797478004336, -0.0448898823689786, -0.0049025329690198, -0.0184424103870302, -0.0491714141281169, -0.1163490425815921, -0.0037143575724531, -0.0277269995327135, -0.0529563519141647, 0.025136426065996, -0.0296242403644589, -0.0314557480239981, -0.0097581310018893, 0.1556012678996459]| 12.1449365615844727|      0.06250000|[1095, 160, 0, 20]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      11|[1.5766938358704987, 0.1800408684878888, 0.1888833825795745, 1.8988631146405925, 0.1528499602927593, 0.0857477599776916, -0.0703161029221968, -0.018186128064671, 0.0597797478004336, -0.0448898823689786, -0.0049025329690198, -0.0184424103870302, -0.0491714141281169, -0.1163490425815921, -0.0037143575724531, -0.0277269995327135, -0.0529563519141647, 0.025136426065996, -0.0296242403644589, -0.0314557480239981, -0.0097581310018893, 0.1556012678996459]| 12.1449365615844727|      0.03125000|[1204, 176, 0, 22]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      12|[1.5766938358704987, 0.1800408684878888, 0.1888833825795745, 1.8988631146405925, 0.1528499602927593, 0.0857477599776916, -0.0703161029221968, -0.018186128064671, 0.0597797478004336, -0.0448898823689786, -0.0049025329690198, -0.0184424103870302, -0.0491714141281169, -0.1163490425815921, -0.0037143575724531, -0.0277269995327135, -0.0529563519141647, 0.025136426065996, -0.0296242403644589, -0.0314557480239981, -0.0097581310018893, 0.1556012678996459]| 12.1449365615844727|      0.01562500|[1314, 192, 0, 24]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      13|[1.5652860880075459, 0.1780350950561878, 0.1869981339326839, 1.888765508706876, 0.1525672473320282, 0.0865897458035494, -0.0698029013446348, -0.0176830707510298, 0.0590369018116312, -0.0447670154128128, -0.0046192253159185, -0.0184214327562698, -0.0488671045174191, -0.1167554698258646, -0.0042869641501758, -0.0286630632050826, -0.053264273889684, 0.0243090609220344, -0.0295560923760887, -0.031035447900853, -0.0095666714546245, 0.1553713407064545]| 12.1448307037353516|      0.03125000|[1424, 208, 0, 26]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
