k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[43, 6, 1, 4]                                                              |  | used linear model with 49 points | iterate failure | actual_k=2
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[86, 12, 2, 8]                                                             |  | used linear model with 49 points | iterate failure | actual_k=2
       3|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.12500000|[129, 18, 3, 12]                                                           |  | used linear model with 49 points | iterate failure | actual_k=2
       4|[119.9958698396575, 0.0010062678865816, 0.8771654835726231, 110.00388297686179, 0.1960398013943441, 0.8039191881759409, 100.03938437749196, 0.282667740639432, 0.6942641486740614, 87.98206489411024, 0.3313482588159917, 0.698021271220012, 86.01546942788029, 0.3444609235768246, 0.6351509936781521, 83.99210020505573, 0.4834756148060069, 0.5301151110334164, 79.98895023497757, 0.6508945546623729, 0.3490195114565328, 75.98409828785799, 0.8966552026012347, 0.1481339999109803, 886.3817694993203, 910.0189380466439, 922.5217882947996, 926.4791010185581, 935.5681614546252, 952.8298199148513, 975.7336719754711]|1951.9525642514101946|      0.25000000|[172, 24, 4, 16]                                                           |  | used linear model with 49 points | iterate success | actual_k=2
       5|[119.9958698396575, 0.0010062678865816, 0.8771654835726231, 110.00388297686179, 0.1960398013943441, 0.8039191881759409, 100.03938437749196, 0.282667740639432, 0.6942641486740614, 87.98206489411024, 0.3313482588159917, 0.698021271220012, 86.01546942788029, 0.3444609235768246, 0.6351509936781521, 83.99210020505573, 0.4834756148060069, 0.5301151110334164, 79.98895023497757, 0.6508945546623729, 0.3490195114565328, 75.98409828785799, 0.8966552026012347, 0.1481339999109803, 886.3817694993203, 910.0189380466439, 922.5217882947996, 926.4791010185581, 935.5681614546252, 952.8298199148513, 975.7336719754711]|1951.9525642514101946|      0.12500000|[215, 30, 5, 20]                                                           |  | used linear model with 49 points | iterate failure | actual_k=2
       6|[119.9958698396575, 0.0010062678865816, 0.8771654835726231, 110.00388297686179, 0.1960398013943441, 0.8039191881759409, 100.03938437749196, 0.282667740639432, 0.6942641486740614, 87.98206489411024, 0.3313482588159917, 0.698021271220012, 86.01546942788029, 0.3444609235768246, 0.6351509936781521, 83.99210020505573, 0.4834756148060069, 0.5301151110334164, 79.98895023497757, 0.6508945546623729, 0.3490195114565328, 75.98409828785799, 0.8966552026012347, 0.1481339999109803, 886.3817694993203, 910.0189380466439, 922.5217882947996, 926.4791010185581, 935.5681614546252, 952.8298199148513, 975.7336719754711]|1951.9525642514101946|      0.06250000|[258, 36, 6, 24]                                                           |  | used linear model with 49 points | iterate failure | actual_k=2
       7|[119.99765809146639, 0.0028612669800809, 0.880768104198485, 109.99845141471387, 0.153712665076765, 0.7805386770485607, 100.03564476841855, 0.2802179674935117, 0.7093957094502464, 87.98415641929353, 0.3328319165019936, 0.7072326560576963, 86.01083952058413, 0.3614979692547369, 0.6227708825017447, 83.9971790756941, 0.4781230977647391, 0.5327332117022496, 79.97854825812081, 0.6446792972276854, 0.3465098133468857, 75.99093045505518, 0.8930722509637169, 0.1459924254619595, 886.3886318302604, 910.0297099298493, 922.5202931540915, 926.4742744572854, 935.5570129890216, 952.8314724800326, 975.7445967265604]|1184.3550946752163782|      0.12500000|[301, 42, 7, 28]                                                           |  | used linear model with 49 points | iterate success | actual_k=2
       8|[119.98594013794707, -0.0443283546980934, 0.8913365180080678, 110.01685490666597, 0.1366173379673006, 0.7673028822974698, 100.02572281378136, 0.244511046733238, 0.6750641448127158, 88.01000939615732, 0.3924841813164925, 0.7003951830247125, 86.00372171732464, 0.3746777857927158, 0.6296929557055363, 83.95518469120462, 0.4581174660729629, 0.5200338389762896, 79.97531856447911, 0.6452044999718258, 0.3631659310149792, 75.97092631603918, 0.9038642789834171, 0.1540716017967786, 886.3959374085827, 910.0116703035362, 922.5299057612524, 926.490439704255, 935.5613305875395, 952.8632747532746, 975.7615528661729]|653.9047732617394786|      0.25000000|[344, 48, 8, 32]                                                           |  | used linear model with 49 points | iterate success | actual_k=2
       9|[119.98594013794707, -0.0443283546980934, 0.8913365180080678, 110.01685490666597, 0.1366173379673006, 0.7673028822974698, 100.02572281378136, 0.244511046733238, 0.6750641448127158, 88.01000939615732, 0.3924841813164925, 0.7003951830247125, 86.00372171732464, 0.3746777857927158, 0.6296929557055363, 83.95518469120462, 0.4581174660729629, 0.5200338389762896, 79.97531856447911, 0.6452044999718258, 0.3631659310149792, 75.97092631603918, 0.9038642789834171, 0.1540716017967786, 886.3959374085827, 910.0116703035362, 922.5299057612524, 926.490439704255, 935.5613305875395, 952.8632747532746, 975.7615528661729]|653.9047732617394786|      0.12500000|[387, 54, 9, 36]                                                           |  | used linear model with 49 points | iterate failure | actual_k=2
      10|[119.98594013794707, -0.0443283546980934, 0.8913365180080678, 110.01685490666597, 0.1366173379673006, 0.7673028822974698, 100.02572281378136, 0.244511046733238, 0.6750641448127158, 88.01000939615732, 0.3924841813164925, 0.7003951830247125, 86.00372171732464, 0.3746777857927158, 0.6296929557055363, 83.95518469120462, 0.4581174660729629, 0.5200338389762896, 79.97531856447911, 0.6452044999718258, 0.3631659310149792, 75.97092631603918, 0.9038642789834171, 0.1540716017967786, 886.3959374085827, 910.0116703035362, 922.5299057612524, 926.490439704255, 935.5613305875395, 952.8632747532746, 975.7615528661729]|653.9047732617394786|      0.06250000|[430, 60, 10, 40]                                                          |  | used linear model with 49 points | iterate failure | actual_k=2
      11|[119.98594013794707, -0.0443283546980934, 0.8913365180080678, 110.01685490666597, 0.1366173379673006, 0.7673028822974698, 100.02572281378136, 0.244511046733238, 0.6750641448127158, 88.01000939615732, 0.3924841813164925, 0.7003951830247125, 86.00372171732464, 0.3746777857927158, 0.6296929557055363, 83.95518469120462, 0.4581174660729629, 0.5200338389762896, 79.97531856447911, 0.6452044999718258, 0.3631659310149792, 75.97092631603918, 0.9038642789834171, 0.1540716017967786, 886.3959374085827, 910.0116703035362, 922.5299057612524, 926.490439704255, 935.5613305875395, 952.8632747532746, 975.7615528661729]|653.9047732617394786|      0.03125000|[473, 66, 11, 44]                                                          |  | used linear model with 49 points | iterate failure | actual_k=2
