k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 2.0]                                                                      | 43.3723807176344280|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.8967178992191923, 1.005347896167558]                                         | 34.8979911804199219|      2.00000000|[5, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[0.297429112616744, -0.9027540272769328]                                        | 18.4576129913330078|      4.00000000|[10, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[0.297429112616744, -0.9027540272769328]                                        | 18.4576129913330078|      2.00000000|[15, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.2865121115401917, -2.902724231826864]                                        | 11.9041109085083008|      4.00000000|[20, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[0.2865121115401917, -2.902724231826864]                                        | 11.9041109085083008|      2.00000000|[24, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       6|[0.2865121115401917, -2.902724231826864]                                        | 11.9041109085083008|      1.00000000|[28, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.2865121115401917, -2.902724231826864]                                        | 11.9041109085083008|      0.50000000|[33, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[-0.1599056478516117, -3.1279156706064097]                                      | 10.4479179382324219|      1.00000000|[38, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[-0.1599056478516117, -3.1279156706064097]                                      | 10.4479179382324219|      0.50000000|[42, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[-0.1599056478516117, -3.1279156706064097]                                      | 10.4479179382324219|      0.25000000|[47, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
