k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |772166.1146731314947829|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.963505026856827, 1.0068705169646956, 1.075318043409507, 0.9380988397998978, 0.9227363538525747, 0.8292670745299504, 0.6155195730218654, 0.1021293244292265]|67903.4295780500397086|      2.00000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       2|[0.963505026856827, 1.0068705169646956, 1.075318043409507, 0.9380988397998978, 0.9227363538525747, 0.8292670745299504, 0.6155195730218654, 0.1021293244292265]|67903.4295780500397086|      1.00000000|[34, 0, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       3|[0.963505026856827, 1.0068705169646956, 1.075318043409507, 0.9380988397998978, 0.9227363538525747, 0.8292670745299504, 0.6155195730218654, 0.1021293244292265]|67903.4295780500397086|      0.50000000|[51, 0, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       4|[1.0288002460106818, 0.983266345461304, 1.1250297435978074, 0.8825355815255123, 0.8740156624387591, 0.6727432417440034, 0.4466454537734127, -0.3270896924885088]|1791.6282831459229783|      1.00000000|[68, 0, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       5|[1.0288002460106818, 0.983266345461304, 1.1250297435978074, 0.8825355815255123, 0.8740156624387591, 0.6727432417440034, 0.4466454537734127, -0.3270896924885088]|1791.6282831459229783|      0.50000000|[85, 0, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=0
       6|[1.0288002460106818, 0.983266345461304, 1.1250297435978074, 0.8825355815255123, 0.8740156624387591, 0.6727432417440034, 0.4466454537734127, -0.3270896924885088]|1791.6282831459229783|      0.25000000|[102, 0, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       7|[1.0288002460106818, 0.983266345461304, 1.1250297435978074, 0.8825355815255123, 0.8740156624387591, 0.6727432417440034, 0.4466454537734127, -0.3270896924885088]|1791.6282831459229783|      0.12500000|[119, 0, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       8|[1.0530393805157516, 0.9632093497026076, 1.1088293576387913, 0.9061347128417505, 0.8798695786447609, 0.6954652533770747, 0.516126549874309, -0.2352331254260699]|1160.5976464219859281|      0.25000000|[136, 0, 8, 16]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       9|[0.9779460432483124, 0.8493361892388205, 1.0198877408619724, 1.0761326257389352, 0.939683675260024, 0.6691357526559772, 0.4899690573570168, -0.2813721464694273]|202.6257880935247044|      0.50000000|[153, 0, 9, 18]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
      10|[0.9779460432483124, 0.8493361892388205, 1.0198877408619724, 1.0761326257389352, 0.939683675260024, 0.6691357526559772, 0.4899690573570168, -0.2813721464694273]|202.6257880935247044|      0.25000000|[170, 0, 10, 20]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      11|[0.9779460432483124, 0.8493361892388205, 1.0198877408619724, 1.0761326257389352, 0.939683675260024, 0.6691357526559772, 0.4899690573570168, -0.2813721464694273]|202.6257880935247044|      0.12500000|[187, 0, 11, 22]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      12|[0.9779460432483124, 0.8493361892388205, 1.0198877408619724, 1.0761326257389352, 0.939683675260024, 0.6691357526559772, 0.4899690573570168, -0.2813721464694273]|202.6257880935247044|      0.06250000|[204, 0, 12, 24]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      13|[0.9779460432483124, 0.8493361892388205, 1.0198877408619724, 1.0761326257389352, 0.939683675260024, 0.6691357526559772, 0.4899690573570168, -0.2813721464694273]|202.6257880935247044|      0.03125000|[221, 0, 13, 26]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      14|[0.9779460432483124, 0.8493361892388205, 1.0198877408619724, 1.0761326257389352, 0.939683675260024, 0.6691357526559772, 0.4899690573570168, -0.2813721464694273]|202.6257880935247044|      0.01562500|[238, 0, 14, 28]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      15|[0.9779460432483124, 0.8493361892388205, 1.0198877408619724, 1.0761326257389352, 0.939683675260024, 0.6691357526559772, 0.4899690573570168, -0.2813721464694273]|202.6257880935247044|      0.00781250|[255, 0, 15, 30]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      16|[0.9779460432483124, 0.8493361892388205, 1.0198877408619724, 1.0761326257389352, 0.939683675260024, 0.6691357526559772, 0.4899690573570168, -0.2813721464694273]|202.6257880935247044|      0.00390625|[272, 0, 16, 32]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      17|[0.9779460432483124, 0.8493361892388205, 1.0198877408619724, 1.0761326257389352, 0.939683675260024, 0.6691357526559772, 0.4899690573570168, -0.2813721464694273]|202.6257880935247044|      0.00195312|[289, 0, 17, 34]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      18|[0.9779460432483124, 0.8493361892388205, 1.0198877408619724, 1.0761326257389352, 0.939683675260024, 0.6691357526559772, 0.4899690573570168, -0.2813721464694273]|202.6257880935247044|      0.00097656|[306, 0, 18, 36]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      19|[0.9779188487777524, 0.8496922119129041, 1.0201666470011441, 1.0760802156740885, 0.9394081896400516, 0.6690542035929055, 0.4894731888485933, -0.2820180714102717]|202.5327376973329478|      0.00195312|[323, 0, 19, 38]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      20|[0.9779188487777524, 0.8496922119129041, 1.0201666470011441, 1.0760802156740885, 0.9394081896400516, 0.6690542035929055, 0.4894731888485933, -0.2820180714102717]|202.5327376973329478|      0.00097656|[340, 0, 20, 40]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      21|[0.9779188487777524, 0.8496922119129041, 1.0201666470011441, 1.0760802156740885, 0.9394081896400516, 0.6690542035929055, 0.4894731888485933, -0.2820180714102717]|202.5327376973329478|      0.00048828|[357, 0, 21, 42]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      22|[0.9779738369796157, 0.8498340817618378, 1.0201086628906268, 1.0760979928948873, 0.9393546040882762, 0.6691415282473656, 0.4896024925475638, -0.2815886844252966]|202.5186997783728202|      0.00097656|[374, 0, 22, 44]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      23|[0.9779738369796157, 0.8498340817618378, 1.0201086628906268, 1.0760979928948873, 0.9393546040882762, 0.6691415282473656, 0.4896024925475638, -0.2815886844252966]|202.5186997783728202|      0.00048828|[391, 0, 23, 46]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      24|[0.9779738369796157, 0.8498340817618378, 1.0201086628906268, 1.0760979928948873, 0.9393546040882762, 0.6691415282473656, 0.4896024925475638, -0.2815886844252966]|202.5186997783728202|      0.00024414|[408, 0, 24, 48]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      25|[0.9779851956660529, 0.8498526438922668, 1.0200967664426686, 1.0760740167470522, 0.9393805531228715, 0.6690955394036475, 0.4894666326360761, -0.2817814756323065]|202.5029859016600824|      0.00048828|[425, 0, 25, 50]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      26|[0.9779851956660529, 0.8498526438922668, 1.0200967664426686, 1.0760740167470522, 0.9393805531228715, 0.6690955394036475, 0.4894666326360761, -0.2817814756323065]|202.5029859016600824|      0.00024414|[442, 0, 26, 52]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      27|[0.9780760565925495, 0.849822892159365, 1.0201206868443127, 1.0760199438395557, 0.9392693823315575, 0.6689491578383093, 0.4893812359637201, -0.2817047383721309]|202.4896040292322823|      0.00048828|[459, 0, 27, 54]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      28|[0.9783219217916302, 0.849854773627712, 1.0200658592404903, 1.0759369972046782, 0.9393129824166581, 0.6687210809287902, 0.4892075010464565, -0.2814167064658653]|202.4724362414291932|      0.00097656|[476, 0, 28, 56]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
