k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.024727152227312, -0.0435919032404352, 0.2497092682460569, 0.0130941846745036, 1.5385930147892757, -0.0142658601830732, 1.1528241912189416, 0.0399494945680605, 0.2139602203348266, 0.0189669539896834, 0.4404333467402736, -0.091056368026163, 0.181160174345689, 0.0444304741334291, 0.1212615420328226, -0.1630885835895182, 1.4798095675915328, 0.1211122873039543, 1.0850226941200316, 0.0676260501163816, 0.0793703579662284, -0.1217874429544354, 0.109734419395066, 0.0535576992442434, 0.3832388293118916, 0.2184442209507207, 0.0149219940477974, 0.2290229787455769, 0.1163244642921367, -0.0628189732681441, 0.5542401095810534, 0.3327973682537149, -0.0345704377270574, 0.0385725148753231, 0.2095931958604138, -0.0774007396328517, 0.1602546015675836, -0.0486329707230571, 0.0993876414219559, 0.2799430225022521, 0.3843411071352107, -0.1358182196941868, 0.233820873497096, 0.1649714598068625, 0.4285715232637558, 0.1250212058175846, 0.279470452406108, 0.0472359022522998, 0.2144728813292625, -0.072469606626494, 0.2091212364768418, 0.2826963109791386, 0.1125521223817034, -0.0462614626368837, 0.5290850356127549, 0.0098805561988583, -0.0068916101486889, 0.0298257375772658, 0.3227854664796757, -0.1842130689313289, -0.0944383564339142, -0.1035958102977886, 0.1927546069349433, 0.0109901800031314, 0.3960977658732535, 0.1186853966587052]|108665.9453125000000000|      2.00000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[4.177508922002644, 0.0872644784725462, -0.2048943644625715, -0.3367159444142097, 1.2799568340081442, 0.1484946975970332, 1.1920712311095725, 0.3740842212003908, 0.0322167205299526, -0.4709456112020319, 0.6601511951946997, -0.0859820946183999, -0.0432475144861294, 0.1004300477778334, -0.0735195746310152, 0.0403615204025835, 1.2880397433630948, -0.0349956123424382, 1.5169404751740696, 0.2710408972358849, 0.2989684849633945, 0.0935341569802151, 0.3801645120483637, -0.5098949998456347, 0.4616233496609978, 0.5319443843092283, 0.2789325237250218, 0.1686484446178301, 0.4146267849992789, -0.3247931324013841, 0.1237092426129401, 0.2302701788316939, -0.4132438172974012, -0.1510720918747088, -0.0999918742604785, 0.0990870221682634, 0.1694932805857454, -0.2285062687538257, 0.300680761027225, 0.2409834722844464, 0.7919655150531517, -0.4422028066754551, 0.1096323729746459, 0.117018657679597, 0.5495523223773936, -0.0649100989945643, 0.13700577643074, 0.0742858649565178, 0.6698666384763581, 0.007886594035726, 0.0090636925383489, -0.0230635000010322, 0.1420611711970437, 0.1763350709179458, 0.5637382045703629, 0.0287304414830567, 0.0895173905566457, 0.1872342649573471, 0.1428066505188818, -0.7194671308717571, -0.0131015176920163, 0.1585721595806997, -0.0626890867714884, -0.1812760426341966, 0.4116601723297474, 0.0569148296176617]|65471.3085937500000000|      4.00000000|[53, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       3|[4.452993735087425, 0.163112178782375, -0.5943765385424573, -0.4551021248004036, 1.4542700628103957, -0.141732210600459, 0.6805563305463737, 1.0094909942588528, 0.4314333533249128, 0.2261116186101339, 0.121650849129279, -0.2890644667525513, -0.0635569868127113, 0.4666761760751434, 0.6403442824512668, -1.0342820722317398, 1.0684610463111683, -0.6592770317050716, 1.2127399860211199, 0.3977492769867737, 0.1376722207762675, 0.6831754617758021, 0.7583422874702597, -1.1905478468042654, -0.0989310431130595, 0.8751163798732721, 0.4111636909943712, 0.4299477279231215, -0.3966956742935692, -0.2983387416401294, 0.7732779122408249, 0.3746186054698383, -0.411632889370792, -0.43292425136125, -0.3853008219130113, 0.8754002974271037, -0.477355679581327, 0.1121175482478837, 0.6965893341172441, 0.7987533912843238, 0.7680225274294116, 0.5120648651521953, 0.0934990860647573, -0.0437114668744571, -0.6557282325635231, 0.3551423576736564, 0.3570441432569514, -0.4090150141558433, 1.125041704772223, -0.206894933506383, 0.0224322429125303, 0.7100446198263206, -0.0980437385216242, 0.7035574728088732, 0.1635112312130189, 0.5537785807036876, -0.0925433424551512, -0.3568215787872368, 1.1492422206946582, -0.8509678328529446, -0.6372602830032917, 0.898090594695461, -0.2803256074991409, 0.2534136896578688, 0.8116013117779277, -0.3701762864117062]|14559.3183593750000000|      8.00000000|[80, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | iterate success | actual_k=2
       4|[4.452993735087425, 0.163112178782375, -0.5943765385424573, -0.4551021248004036, 1.4542700628103957, -0.141732210600459, 0.6805563305463737, 1.0094909942588528, 0.4314333533249128, 0.2261116186101339, 0.121650849129279, -0.2890644667525513, -0.0635569868127113, 0.4666761760751434, 0.6403442824512668, -1.0342820722317398, 1.0684610463111683, -0.6592770317050716, 1.2127399860211199, 0.3977492769867737, 0.1376722207762675, 0.6831754617758021, 0.7583422874702597, -1.1905478468042654, -0.0989310431130595, 0.8751163798732721, 0.4111636909943712, 0.4299477279231215, -0.3966956742935692, -0.2983387416401294, 0.7732779122408249, 0.3746186054698383, -0.411632889370792, -0.43292425136125, -0.3853008219130113, 0.8754002974271037, -0.477355679581327, 0.1121175482478837, 0.6965893341172441, 0.7987533912843238, 0.7680225274294116, 0.5120648651521953, 0.0934990860647573, -0.0437114668744571, -0.6557282325635231, 0.3551423576736564, 0.3570441432569514, -0.4090150141558433, 1.125041704772223, -0.206894933506383, 0.0224322429125303, 0.7100446198263206, -0.0980437385216242, 0.7035574728088732, 0.1635112312130189, 0.5537785807036876, -0.0925433424551512, -0.3568215787872368, 1.1492422206946582, -0.8509678328529446, -0.6372602830032917, 0.898090594695461, -0.2803256074991409, 0.2534136896578688, 0.8116013117779277, -0.3701762864117062]|14559.3183593750000000|      4.00000000|[166, 26, 0, 13]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 75 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[4.452993735087425, 0.163112178782375, -0.5943765385424573, -0.4551021248004036, 1.4542700628103957, -0.141732210600459, 0.6805563305463737, 1.0094909942588528, 0.4314333533249128, 0.2261116186101339, 0.121650849129279, -0.2890644667525513, -0.0635569868127113, 0.4666761760751434, 0.6403442824512668, -1.0342820722317398, 1.0684610463111683, -0.6592770317050716, 1.2127399860211199, 0.3977492769867737, 0.1376722207762675, 0.6831754617758021, 0.7583422874702597, -1.1905478468042654, -0.0989310431130595, 0.8751163798732721, 0.4111636909943712, 0.4299477279231215, -0.3966956742935692, -0.2983387416401294, 0.7732779122408249, 0.3746186054698383, -0.411632889370792, -0.43292425136125, -0.3853008219130113, 0.8754002974271037, -0.477355679581327, 0.1121175482478837, 0.6965893341172441, 0.7987533912843238, 0.7680225274294116, 0.5120648651521953, 0.0934990860647573, -0.0437114668744571, -0.6557282325635231, 0.3551423576736564, 0.3570441432569514, -0.4090150141558433, 1.125041704772223, -0.206894933506383, 0.0224322429125303, 0.7100446198263206, -0.0980437385216242, 0.7035574728088732, 0.1635112312130189, 0.5537785807036876, -0.0925433424551512, -0.3568215787872368, 1.1492422206946582, -0.8509678328529446, -0.6372602830032917, 0.898090594695461, -0.2803256074991409, 0.2534136896578688, 0.8116013117779277, -0.3701762864117062]|14559.3183593750000000|      2.00000000|[254, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[4.452993735087425, 0.163112178782375, -0.5943765385424573, -0.4551021248004036, 1.4542700628103957, -0.141732210600459, 0.6805563305463737, 1.0094909942588528, 0.4314333533249128, 0.2261116186101339, 0.121650849129279, -0.2890644667525513, -0.0635569868127113, 0.4666761760751434, 0.6403442824512668, -1.0342820722317398, 1.0684610463111683, -0.6592770317050716, 1.2127399860211199, 0.3977492769867737, 0.1376722207762675, 0.6831754617758021, 0.7583422874702597, -1.1905478468042654, -0.0989310431130595, 0.8751163798732721, 0.4111636909943712, 0.4299477279231215, -0.3966956742935692, -0.2983387416401294, 0.7732779122408249, 0.3746186054698383, -0.411632889370792, -0.43292425136125, -0.3853008219130113, 0.8754002974271037, -0.477355679581327, 0.1121175482478837, 0.6965893341172441, 0.7987533912843238, 0.7680225274294116, 0.5120648651521953, 0.0934990860647573, -0.0437114668744571, -0.6557282325635231, 0.3551423576736564, 0.3570441432569514, -0.4090150141558433, 1.125041704772223, -0.206894933506383, 0.0224322429125303, 0.7100446198263206, -0.0980437385216242, 0.7035574728088732, 0.1635112312130189, 0.5537785807036876, -0.0925433424551512, -0.3568215787872368, 1.1492422206946582, -0.8509678328529446, -0.6372602830032917, 0.898090594695461, -0.2803256074991409, 0.2534136896578688, 0.8116013117779277, -0.3701762864117062]|14559.3183593750000000|      1.00000000|[343, 54, 0, 27]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[4.452993735087425, 0.163112178782375, -0.5943765385424573, -0.4551021248004036, 1.4542700628103957, -0.141732210600459, 0.6805563305463737, 1.0094909942588528, 0.4314333533249128, 0.2261116186101339, 0.121650849129279, -0.2890644667525513, -0.0635569868127113, 0.4666761760751434, 0.6403442824512668, -1.0342820722317398, 1.0684610463111683, -0.6592770317050716, 1.2127399860211199, 0.3977492769867737, 0.1376722207762675, 0.6831754617758021, 0.7583422874702597, -1.1905478468042654, -0.0989310431130595, 0.8751163798732721, 0.4111636909943712, 0.4299477279231215, -0.3966956742935692, -0.2983387416401294, 0.7732779122408249, 0.3746186054698383, -0.411632889370792, -0.43292425136125, -0.3853008219130113, 0.8754002974271037, -0.477355679581327, 0.1121175482478837, 0.6965893341172441, 0.7987533912843238, 0.7680225274294116, 0.5120648651521953, 0.0934990860647573, -0.0437114668744571, -0.6557282325635231, 0.3551423576736564, 0.3570441432569514, -0.4090150141558433, 1.125041704772223, -0.206894933506383, 0.0224322429125303, 0.7100446198263206, -0.0980437385216242, 0.7035574728088732, 0.1635112312130189, 0.5537785807036876, -0.0925433424551512, -0.3568215787872368, 1.1492422206946582, -0.8509678328529446, -0.6372602830032917, 0.898090594695461, -0.2803256074991409, 0.2534136896578688, 0.8116013117779277, -0.3701762864117062]|14559.3183593750000000|      0.50000000|[431, 68, 0, 34]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[4.508942692298605, 0.307824934800838, -0.5648746588716294, -0.4059489954724315, 1.4970477175888455, -0.1915776199340219, 0.6222240955129352, 0.987071558126361, 0.4052165418345434, 0.2820834763900225, 0.0752578524492807, -0.2873623928058412, -0.1856359806213434, 0.4430254779632308, 0.6705127905409722, -0.9846772913282319, 0.9960235779079711, -0.5727041150595324, 1.386762148044931, 0.3043263748676564, 0.1521175345211255, 0.6464707096791985, 0.8159217410620871, -1.1783398247816803, -0.1738123373152771, 0.8944669699384844, 0.3618781648501742, 0.3641069665985509, -0.2601398402870487, -0.2995420775812441, 0.7294205641612235, 0.4516790440965266, -0.4246834286574683, -0.4730166864878569, -0.4688969859759189, 0.9029401007298649, -0.4568980382111482, 0.0491807396846405, 0.6926350347007372, 0.6806878967295928, 0.7514147465539865, 0.4497301166173437, 0.0452884300775002, -0.1084400464059737, -0.6522737146173131, 0.3397965932679398, 0.255870176995821, -0.3761850947421125, 1.1235260794327289, -0.2335138569134111, 0.0517512279099897, 0.7813036280252196, -0.1709226132242079, 0.8386180601473276, 0.1490695430225511, 0.5699264243979164, -0.0200951842162935, -0.3997077669087389, 1.1041170484428917, -0.8531856029121774, -0.6183467501102816, 0.8714988790073912, -0.2699366241873251, 0.2292579327618792, 0.7972681064655412, -0.4117138329688284]|8213.4912109375000000|      1.00000000|[457, 72, 0, 36]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[4.508942692298605, 0.307824934800838, -0.5648746588716294, -0.4059489954724315, 1.4970477175888455, -0.1915776199340219, 0.6222240955129352, 0.987071558126361, 0.4052165418345434, 0.2820834763900225, 0.0752578524492807, -0.2873623928058412, -0.1856359806213434, 0.4430254779632308, 0.6705127905409722, -0.9846772913282319, 0.9960235779079711, -0.5727041150595324, 1.386762148044931, 0.3043263748676564, 0.1521175345211255, 0.6464707096791985, 0.8159217410620871, -1.1783398247816803, -0.1738123373152771, 0.8944669699384844, 0.3618781648501742, 0.3641069665985509, -0.2601398402870487, -0.2995420775812441, 0.7294205641612235, 0.4516790440965266, -0.4246834286574683, -0.4730166864878569, -0.4688969859759189, 0.9029401007298649, -0.4568980382111482, 0.0491807396846405, 0.6926350347007372, 0.6806878967295928, 0.7514147465539865, 0.4497301166173437, 0.0452884300775002, -0.1084400464059737, -0.6522737146173131, 0.3397965932679398, 0.255870176995821, -0.3761850947421125, 1.1235260794327289, -0.2335138569134111, 0.0517512279099897, 0.7813036280252196, -0.1709226132242079, 0.8386180601473276, 0.1490695430225511, 0.5699264243979164, -0.0200951842162935, -0.3997077669087389, 1.1041170484428917, -0.8531856029121774, -0.6183467501102816, 0.8714988790073912, -0.2699366241873251, 0.2292579327618792, 0.7972681064655412, -0.4117138329688284]|8213.4912109375000000|      0.50000000|[545, 86, 0, 43]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[4.508942692298605, 0.307824934800838, -0.5648746588716294, -0.4059489954724315, 1.4970477175888455, -0.1915776199340219, 0.6222240955129352, 0.987071558126361, 0.4052165418345434, 0.2820834763900225, 0.0752578524492807, -0.2873623928058412, -0.1856359806213434, 0.4430254779632308, 0.6705127905409722, -0.9846772913282319, 0.9960235779079711, -0.5727041150595324, 1.386762148044931, 0.3043263748676564, 0.1521175345211255, 0.6464707096791985, 0.8159217410620871, -1.1783398247816803, -0.1738123373152771, 0.8944669699384844, 0.3618781648501742, 0.3641069665985509, -0.2601398402870487, -0.2995420775812441, 0.7294205641612235, 0.4516790440965266, -0.4246834286574683, -0.4730166864878569, -0.4688969859759189, 0.9029401007298649, -0.4568980382111482, 0.0491807396846405, 0.6926350347007372, 0.6806878967295928, 0.7514147465539865, 0.4497301166173437, 0.0452884300775002, -0.1084400464059737, -0.6522737146173131, 0.3397965932679398, 0.255870176995821, -0.3761850947421125, 1.1235260794327289, -0.2335138569134111, 0.0517512279099897, 0.7813036280252196, -0.1709226132242079, 0.8386180601473276, 0.1490695430225511, 0.5699264243979164, -0.0200951842162935, -0.3997077669087389, 1.1041170484428917, -0.8531856029121774, -0.6183467501102816, 0.8714988790073912, -0.2699366241873251, 0.2292579327618792, 0.7972681064655412, -0.4117138329688284]|8213.4912109375000000|      0.25000000|[634, 100, 0, 50]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 41 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 54 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
