k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.50000000|[9, 0, 1, 3]                                                               |  | used linear model with 9 points | iterate failure | actual_k=0
       2|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.25000000|[18, 0, 2, 6]                                                              |  | used linear model with 9 points | iterate failure | actual_k=0
       3|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.12500000|[27, 0, 3, 9]                                                              |  | used linear model with 9 points | iterate failure | actual_k=0
       4|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.06250000|[36, 0, 4, 12]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       5|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.03125000|[45, 0, 5, 15]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       6|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.01562500|[54, 0, 6, 18]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       7|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00781250|[63, 0, 7, 21]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       8|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00390625|[72, 0, 8, 24]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       9|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00195312|[81, 0, 9, 27]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
      10|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00097656|[90, 0, 10, 30]                                                            |  | used linear model with 9 points | iterate failure | actual_k=0
      11|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00048828|[99, 0, 11, 33]                                                            |  | used linear model with 9 points | iterate failure | actual_k=0
      12|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00024414|[108, 0, 12, 36]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      13|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00012207|[117, 0, 13, 39]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      14|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00006104|[126, 0, 14, 42]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      15|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00003052|[135, 0, 15, 45]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      16|[-6.5424137093e-06, 2.462947063e-05, 0.999995164311198, 0.0500039720492795, 15.159495342009748, 7.999999987904083, 13072.900014867766]| 28.6051484192552081|      0.00006104|[144, 0, 16, 48]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      17|[-6.5424137093e-06, 2.462947063e-05, 0.999995164311198, 0.0500039720492795, 15.159495342009748, 7.999999987904083, 13072.900014867766]| 28.6051484192552081|      0.00003052|[153, 0, 17, 51]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      18|[-6.5424137093e-06, 2.462947063e-05, 0.999995164311198, 0.0500039720492795, 15.159495342009748, 7.999999987904083, 13072.900014867766]| 28.6051484192552081|      0.00001526|[162, 0, 18, 54]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      19|[-6.9343107041e-06, 1.01663169657e-05, 0.9999943648145022, 0.0500057495895347, 15.159497437007344, 7.999999711152765, 13072.90001096523]| 28.2950316632343970|      0.00003052|[171, 0, 19, 57]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      20|[-6.9343107041e-06, 1.01663169657e-05, 0.9999943648145022, 0.0500057495895347, 15.159497437007344, 7.999999711152765, 13072.90001096523]| 28.2950316632343970|      0.00001526|[180, 0, 20, 60]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      21|[-6.9343107041e-06, 1.01663169657e-05, 0.9999943648145022, 0.0500057495895347, 15.159497437007344, 7.999999711152765, 13072.90001096523]| 28.2950316632343970|      0.00000763|[189, 0, 21, 63]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      22|[-7.8973493078e-06, 1.7552118173e-05, 0.9999931346916499, 0.0500054899822798, 15.159497248739223, 8.000000485167302, 13072.900011682876]| 27.8999856966436575|      0.00001526|[198, 0, 22, 66]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      23|[-7.8973493078e-06, 1.7552118173e-05, 0.9999931346916499, 0.0500054899822798, 15.159497248739223, 8.000000485167302, 13072.900011682876]| 27.8999856966436575|      0.00000763|[207, 0, 23, 69]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      24|[-7.8973493078e-06, 1.7552118173e-05, 0.9999931346916499, 0.0500054899822798, 15.159497248739223, 8.000000485167302, 13072.900011682876]| 27.8999856966436575|      0.00000381|[216, 0, 24, 72]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
