k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.50000000|[7, 2, 1, 3]                                                               |  | used linear model with 9 points | iterate failure | actual_k=1
       2|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.25000000|[14, 4, 2, 6]                                                              |  | used linear model with 9 points | iterate failure | actual_k=1
       3|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.12500000|[21, 6, 3, 9]                                                              |  | used linear model with 9 points | iterate failure | actual_k=1
       4|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.06250000|[28, 8, 4, 12]                                                             |  | used linear model with 9 points | iterate failure | actual_k=1
       5|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.03125000|[35, 10, 5, 15]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       6|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.01562500|[42, 12, 6, 18]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       7|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00781250|[49, 14, 7, 21]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       8|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00390625|[56, 16, 8, 24]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       9|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00195312|[63, 18, 9, 27]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
      10|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00097656|[70, 20, 10, 30]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      11|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00048828|[77, 22, 11, 33]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      12|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00024414|[84, 24, 12, 36]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      13|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00012207|[91, 26, 13, 39]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      14|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00006104|[98, 28, 14, 42]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      15|[-1.88709888163e-05, 4.13776013907e-05, 0.9999938159190525, 0.0500099782836308, 17.067947075834716, 8.000038024679299, 13642.299995171179]| 28.9542307615068388|      0.00012207|[105, 30, 15, 45]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      16|[-1.88709888163e-05, 4.13776013907e-05, 0.9999938159190525, 0.0500099782836308, 17.067947075834716, 8.000038024679299, 13642.299995171179]| 28.9542307615068388|      0.00006104|[112, 32, 16, 48]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      17|[-1.88709888163e-05, 4.13776013907e-05, 0.9999938159190525, 0.0500099782836308, 17.067947075834716, 8.000038024679299, 13642.299995171179]| 28.9542307615068388|      0.00003052|[119, 34, 17, 51]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      18|[-1.88709888163e-05, 4.13776013907e-05, 0.9999938159190525, 0.0500099782836308, 17.067947075834716, 8.000038024679299, 13642.299995171179]| 28.9542307615068388|      0.00001526|[126, 36, 18, 54]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      19|[-2.01721207028e-05, 2.68398104088e-05, 0.9999942615150491, 0.0500073135897804, 17.0679468292793, 8.000034573189044, 13642.29999589063]| 27.5886197301225096|      0.00003052|[133, 38, 19, 57]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      20|[-2.01721207028e-05, 2.68398104088e-05, 0.9999942615150491, 0.0500073135897804, 17.0679468292793, 8.000034573189044, 13642.29999589063]| 27.5886197301225096|      0.00001526|[140, 40, 20, 60]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      21|[-2.01721207028e-05, 2.68398104088e-05, 0.9999942615150491, 0.0500073135897804, 17.0679468292793, 8.000034573189044, 13642.29999589063]| 27.5886197301225096|      0.00000763|[147, 42, 21, 63]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      22|[-1.91953209789e-05, 2.85227327748e-05, 0.9999958832061124, 0.0500109035154778, 17.067946847624484, 8.000032856272636, 13642.300001886937]| 27.5114723005883626|      0.00001526|[154, 44, 22, 66]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      23|[-1.91953209789e-05, 2.85227327748e-05, 0.9999958832061124, 0.0500109035154778, 17.067946847624484, 8.000032856272636, 13642.300001886937]| 27.5114723005883626|      0.00000763|[161, 46, 23, 69]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
