k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[15.0, 6.0]                                                                     |-2641.3632314451997445|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[15.0, 6.0]                                                                     |-2641.3632314451997445|      0.50000000|[7, 2, 1, 3]                                                               |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[15.0, 6.0]                                                                     |-2641.3632314451997445|      0.25000000|[14, 4, 1, 5]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[15.0, 6.0]                                                                     |-2641.3632314451997445|      0.12500000|[20, 6, 1, 7]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[15.0, 6.0]                                                                     |-2641.3632314451997445|      0.06250000|[26, 8, 2, 10]                                                             |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[14.9929704821701, 5.937896571116571]                                           |-2678.5458984375000000|      0.12500000|[33, 10, 2, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[14.975231904305645, 5.814161600896561]                                         |-2753.7290039062500000|      0.25000000|[39, 12, 2, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[14.975231904305645, 5.814161600896561]                                         |-2753.7290039062500000|      0.12500000|[45, 14, 3, 17]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[14.975231904305645, 5.814161600896561]                                         |-2753.7290039062500000|      0.06250000|[52, 16, 3, 19]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[14.971348725638931, 5.751782350152084]                                         |-2791.7321777343750000|      0.12500000|[58, 18, 3, 21]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
