k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0073377968183675, 1.0617639374650762, 0.3196312114738989, 1.1568927136240723, 0.9130516833364627, 1.8588302619052728, 0.890842052277987, 1.335092601745072]| 93.1020208355526933|      2.00000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       2|[0.0073377968183675, 1.0617639374650762, 0.3196312114738989, 1.1568927136240723, 0.9130516833364627, 1.8588302619052728, 0.890842052277987, 1.335092601745072]| 93.1020208355526933|      1.00000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       3|[0.0073377968183675, 1.0617639374650762, 0.3196312114738989, 1.1568927136240723, 0.9130516833364627, 1.8588302619052728, 0.890842052277987, 1.335092601745072]| 93.1020208355526933|      0.50000000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       4|[0.0073377968183675, 1.0617639374650762, 0.3196312114738989, 1.1568927136240723, 0.9130516833364627, 1.8588302619052728, 0.890842052277987, 1.335092601745072]| 93.1020208355526933|      0.25000000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       5|[-0.0247134504905768, 1.0161948192127257, 0.2956348833888526, 1.0327116812436743, 0.8816356856117111, 1.7701976229780452, 0.8956445959158064, 1.1492602944856007]| 50.0630528543090918|      0.50000000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate success | actual_k=1
       6|[-0.0247134504905768, 1.0161948192127257, 0.2956348833888526, 1.0327116812436743, 0.8816356856117111, 1.7701976229780452, 0.8956445959158064, 1.1492602944856007]| 50.0630528543090918|      0.25000000|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       7|[-0.1154725337471104, 0.9026143074418416, 0.2659601258435391, 0.889346150729614, 0.8641182797119459, 1.8985902051133035, 0.8952932941219296, 1.0932571561130062]| 48.4825637764992052|      0.50000000|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
       8|[-0.1154725337471104, 0.9026143074418416, 0.2659601258435391, 0.889346150729614, 0.8641182797119459, 1.8985902051133035, 0.8952932941219296, 1.0932571561130062]| 48.4825637764992052|      0.25000000|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       9|[-0.1154725337471104, 0.9026143074418416, 0.2659601258435391, 0.889346150729614, 0.8641182797119459, 1.8985902051133035, 0.8952932941219296, 1.0932571561130062]| 48.4825637764992052|      0.12500000|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
      10|[-0.1253974521084248, 0.8533894844635004, 0.2609096786481563, 0.9263610749908636, 0.863886261900712, 1.8992113739223135, 0.9123046853412543, 1.2001120766789861]| 41.3354372232036553|      0.25000000|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      11|[-0.1253974521084248, 0.8533894844635004, 0.2609096786481563, 0.9263610749908636, 0.863886261900712, 1.8992113739223135, 0.9123046853412543, 1.2001120766789861]| 41.3354372232036553|      0.12500000|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      12|[-0.1885240944146677, 0.8047675836225454, 0.2327962161640219, 0.8619802157146951, 0.853998793372061, 1.9567637565927791, 0.9242794583622913, 1.1720542435140884]| 38.8280835772237367|      0.25000000|[192, 12, 12, 24]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      13|[-0.1885240944146677, 0.8047675836225454, 0.2327962161640219, 0.8619802157146951, 0.853998793372061, 1.9567637565927791, 0.9242794583622913, 1.1720542435140884]| 38.8280835772237367|      0.12500000|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      14|[-0.1885240944146677, 0.8047675836225454, 0.2327962161640219, 0.8619802157146951, 0.853998793372061, 1.9567637565927791, 0.9242794583622913, 1.1720542435140884]| 38.8280835772237367|      0.06250000|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      15|[-0.2046013846410155, 0.7769571560917321, 0.2304425355587263, 0.8780475477519024, 0.8558687992065888, 1.9682630512754231, 0.9278795501837178, 1.2216723906701783]| 36.6800006567646406|      0.12500000|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      16|[-0.2636239692234791, 0.7227423391104777, 0.1988253595782527, 0.812360482762509, 0.843633129732446, 2.0268979473873103, 0.9340391105384166, 1.2054875529601938]| 34.0763485142918938|      0.25000000|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      17|[-0.2636239692234791, 0.7227423391104777, 0.1988253595782527, 0.812360482762509, 0.843633129732446, 2.0268979473873103, 0.9340391105384166, 1.2054875529601938]| 34.0763485142918938|      0.12500000|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      18|[-0.2636239692234791, 0.7227423391104777, 0.1988253595782527, 0.812360482762509, 0.843633129732446, 2.0268979473873103, 0.9340391105384166, 1.2054875529601938]| 34.0763485142918938|      0.06250000|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      19|[-0.2802427656573365, 0.6954490244267577, 0.1975631544428721, 0.8345261512439632, 0.8442329239781292, 2.0436782088321293, 0.9346353549504974, 1.2514216157343419]| 32.2951393982477271|      0.12500000|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
