k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|5073.7863710104329584|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0437449266985395, -0.011136921854132, 0.2247025707356297, 0.0090088594427431, 0.1766838818710348, 0.1507445718557759, 0.0585054843220895, 0.067753839574382, -0.05765569176572, -0.0239709804253138, 0.2399546817559985, 0.1269854415790774, 0.2821255953235955, 0.122551093407398, -0.0388144201727753, -0.1354384410555518, -0.2202742580350931, -0.0201454383333884, -0.0949929234201559, 0.2363699634394939, 0.2547438400065139, 0.0535681435219727, 0.09527400782392, -0.046379563855005, -0.0418277365295769, -0.0645276428394486, 0.1390791892583779, -0.0292518033684964, -0.084582686294346, -0.1130021240571607, 0.1252233030771116, -0.0866242359850511, 0.2335801890872086, 0.0795356102309248, -0.1812333735513756, 0.1055214105755641, 0.0487295578229295, -0.125121195780467, -0.0423770951183856, 0.1276666194927198, 0.0556083184159252, 0.20204974525324, -0.0482677412566115, 0.2829344226454329, 0.0350302842693525, -0.1606944172710493, -0.2420603583687991, 0.1503886784181822, -0.2055800462761604, 0.1162940121258602]|4564.3084445498898276|      2.00000000|[57, 8, 1, 5]                                                              |  | used linear model with 65 points | iterate success | actual_k=2
       2|[0.0445490247335043, -0.1340754478016651, 0.3178066769874294, -0.4490379149611168, 0.4260691077544072, 0.5310181913169348, -0.0936453755681104, -0.0449269543273147, -0.4093381461205646, -0.4863508762818067, 0.7198436953056533, 0.2352094066066795, 0.6952519399308118, 0.4701154713451221, 0.1123066309779255, -0.4848704560042332, -0.3123042039919823, -0.1965848680120236, -0.5512424455821786, 0.226414381690141, 0.6276527241403542, 0.3616751190334145, -0.0251503382761691, -0.1635054676293457, -0.2556073079496357, 0.0253288033846923, -0.0109175097376563, 0.1801465165152494, 0.1102358024404621, -0.0707386297878384, 0.2587846937857227, -0.0120068769314962, 0.5345513380764303, -0.102396912103954, -0.7374025849779214, 0.1908051890640963, 0.3685177655443274, -0.0987690133716294, -0.0288443270653117, 0.4114714941785895, 0.105712567356209, 0.7732886217965245, 0.0636651118348111, 0.8614275481406437, -0.1736413947744605, -0.3639604142784376, -0.3894541750858984, 0.5821537456679303, -0.5430284943033425, 0.4444225241484636]|3904.2131040978797500|      4.00000000|[114, 16, 2, 10]                                                           |  | used linear model with 65 points | iterate success | actual_k=2
       3|[0.2749821226913038, -0.1643935187852833, -0.2873760105059819, -1.070636927866785, 1.4790418556540406, -0.0938867472487047, -0.4112331441108683, -0.1146648870669871, 0.3224832762831644, -0.42153245565541, 0.1714351503812619, -0.3201012520828815, 0.8974060504206793, 1.5641683967685955, -0.1473314937632256, -1.2219773906709244, -0.6509536446882751, 0.2850037897406374, -0.6039417351723206, 0.3778881697169904, 1.391547404772008, 0.3116706240116051, -0.0431511793357083, -0.7739895763928035, -0.2863508245778935, 0.3002721003164907, 0.3872967681519267, 0.2147151362810849, 0.0411972367810684, -1.0802496084947562, 0.5316126405208237, 0.6692146613855959, 1.903297719452703, -0.3850737425432387, -1.5218099780987502, 0.7715895713405426, 1.0805294542424546, -0.3007714993438628, 0.044494056901322, 0.1216019530960868, 0.4648689718712695, 1.3447602548493331, 0.0499314822033174, 1.5879088233469274, 0.1740371789409675, 0.3119975947196516, -0.1700139845454653, 1.4518930864501245, -1.6146333599398448, -0.1907430477291456]|3495.6025132035465504|      8.00000000|[171, 24, 3, 15]                                                           |  | used linear model with 65 points | iterate success | actual_k=2
       4|[0.2749821226913038, -0.1643935187852833, -0.2873760105059819, -1.070636927866785, 1.4790418556540406, -0.0938867472487047, -0.4112331441108683, -0.1146648870669871, 0.3224832762831644, -0.42153245565541, 0.1714351503812619, -0.3201012520828815, 0.8974060504206793, 1.5641683967685955, -0.1473314937632256, -1.2219773906709244, -0.6509536446882751, 0.2850037897406374, -0.6039417351723206, 0.3778881697169904, 1.391547404772008, 0.3116706240116051, -0.0431511793357083, -0.7739895763928035, -0.2863508245778935, 0.3002721003164907, 0.3872967681519267, 0.2147151362810849, 0.0411972367810684, -1.0802496084947562, 0.5316126405208237, 0.6692146613855959, 1.903297719452703, -0.3850737425432387, -1.5218099780987502, 0.7715895713405426, 1.0805294542424546, -0.3007714993438628, 0.044494056901322, 0.1216019530960868, 0.4648689718712695, 1.3447602548493331, 0.0499314822033174, 1.5879088233469274, 0.1740371789409675, 0.3119975947196516, -0.1700139845454653, 1.4518930864501245, -1.6146333599398448, -0.1907430477291456]|3495.6025132035465504|      4.00000000|[228, 32, 4, 20]                                                           |  | used linear model with 65 points | iterate failure | actual_k=2
       5|[0.2749821226913038, -0.1643935187852833, -0.2873760105059819, -1.070636927866785, 1.4790418556540406, -0.0938867472487047, -0.4112331441108683, -0.1146648870669871, 0.3224832762831644, -0.42153245565541, 0.1714351503812619, -0.3201012520828815, 0.8974060504206793, 1.5641683967685955, -0.1473314937632256, -1.2219773906709244, -0.6509536446882751, 0.2850037897406374, -0.6039417351723206, 0.3778881697169904, 1.391547404772008, 0.3116706240116051, -0.0431511793357083, -0.7739895763928035, -0.2863508245778935, 0.3002721003164907, 0.3872967681519267, 0.2147151362810849, 0.0411972367810684, -1.0802496084947562, 0.5316126405208237, 0.6692146613855959, 1.903297719452703, -0.3850737425432387, -1.5218099780987502, 0.7715895713405426, 1.0805294542424546, -0.3007714993438628, 0.044494056901322, 0.1216019530960868, 0.4648689718712695, 1.3447602548493331, 0.0499314822033174, 1.5879088233469274, 0.1740371789409675, 0.3119975947196516, -0.1700139845454653, 1.4518930864501245, -1.6146333599398448, -0.1907430477291456]|3495.6025132035465504|      2.00000000|[285, 40, 5, 25]                                                           |  | used linear model with 65 points | iterate failure | actual_k=2
       6|[0.2749821226913038, -0.1643935187852833, -0.2873760105059819, -1.070636927866785, 1.4790418556540406, -0.0938867472487047, -0.4112331441108683, -0.1146648870669871, 0.3224832762831644, -0.42153245565541, 0.1714351503812619, -0.3201012520828815, 0.8974060504206793, 1.5641683967685955, -0.1473314937632256, -1.2219773906709244, -0.6509536446882751, 0.2850037897406374, -0.6039417351723206, 0.3778881697169904, 1.391547404772008, 0.3116706240116051, -0.0431511793357083, -0.7739895763928035, -0.2863508245778935, 0.3002721003164907, 0.3872967681519267, 0.2147151362810849, 0.0411972367810684, -1.0802496084947562, 0.5316126405208237, 0.6692146613855959, 1.903297719452703, -0.3850737425432387, -1.5218099780987502, 0.7715895713405426, 1.0805294542424546, -0.3007714993438628, 0.044494056901322, 0.1216019530960868, 0.4648689718712695, 1.3447602548493331, 0.0499314822033174, 1.5879088233469274, 0.1740371789409675, 0.3119975947196516, -0.1700139845454653, 1.4518930864501245, -1.6146333599398448, -0.1907430477291456]|3495.6025132035465504|      1.00000000|[342, 48, 6, 30]                                                           |  | used linear model with 65 points | iterate failure | actual_k=2
       7|[0.3829554078240728, -0.2028589849673361, -0.2552161302134081, -1.056008578052947, 1.6242685222096958, -0.094330815495331, -0.4180049566403746, -0.236373891379052, 0.1518150124984943, -0.4605923253548536, 0.2642519271176857, -0.3777514093209898, 1.0397104182112988, 1.5219289278520514, -0.2505906857421271, -1.263910814279481, -0.7992876367285688, 0.0107542742660225, -0.8769280621736718, 0.6003246186617427, 1.5936840628790891, 0.374448463209733, 0.0995240220263033, -0.6673975620721198, -0.5154465526394805, 0.3332692889312344, 0.4972358727591401, 0.2919976331318533, 0.0115100705411797, -1.0593194249948459, 0.4365212924537234, 0.6451878218890197, 2.0430175752898254, -0.2287224089296087, -1.6753069332545554, 0.876894532383983, 1.1345886342094889, -0.3420274106043359, -0.0460323062142787, 0.3920788746652848, 0.3127510139721541, 1.3643980138133385, 0.1022582097686264, 1.834650408462449, -0.0821847180146332, 0.0960525418194322, -0.4244451585525084, 1.5488433337188876, -1.8210210255361523, -0.0832320183729681]|3242.6302096151180194|      2.00000000|[399, 56, 7, 35]                                                           |  | used linear model with 65 points | iterate success | actual_k=2
       8|[0.2644849044002411, -0.0184986606950299, -0.039339550577092, -1.2447003010729984, 1.6997384853599458, 0.0443034917407498, -0.5680205064063041, 0.1135700446884471, 0.1305543370483438, -0.7024868880790941, 0.1785347520134829, -0.0312000886764972, 1.271682591591472, 1.7165369563299804, -0.2075780328836596, -1.575824797211277, -1.0480051770785435, -0.0325086711975922, -0.9637339226507384, 0.7982695412110751, 1.735037357979105, 0.8097916083376931, 0.7663303947668172, -0.5181913969462622, -0.9525281749704491, -0.3079039735575563, 0.8024409062400882, 0.7285454889167932, -0.2360653691039791, -1.2947503008183123, 0.5188025721764914, 0.3841021232360376, 2.5761640917346282, -0.2820271139156308, -1.9076176383155388, 0.7422484122248241, 1.2328346335031002, -0.292276583307558, 0.0022921166561223, 0.4045719443923004, 0.3454977452298818, 0.9962714794895835, 0.2825146387081357, 2.2180011590485744, -0.2167647884952398, -0.3853350756408412, -1.141835692837165, 1.5991268421596305, -1.794481141688887, -0.1099034287911571]|2983.1837834331549857|      4.00000000|[456, 64, 8, 40]                                                           |  | used linear model with 65 points | iterate success | actual_k=2
       9|[0.2644849044002411, -0.0184986606950299, -0.039339550577092, -1.2447003010729984, 1.6997384853599458, 0.0443034917407498, -0.5680205064063041, 0.1135700446884471, 0.1305543370483438, -0.7024868880790941, 0.1785347520134829, -0.0312000886764972, 1.271682591591472, 1.7165369563299804, -0.2075780328836596, -1.575824797211277, -1.0480051770785435, -0.0325086711975922, -0.9637339226507384, 0.7982695412110751, 1.735037357979105, 0.8097916083376931, 0.7663303947668172, -0.5181913969462622, -0.9525281749704491, -0.3079039735575563, 0.8024409062400882, 0.7285454889167932, -0.2360653691039791, -1.2947503008183123, 0.5188025721764914, 0.3841021232360376, 2.5761640917346282, -0.2820271139156308, -1.9076176383155388, 0.7422484122248241, 1.2328346335031002, -0.292276583307558, 0.0022921166561223, 0.4045719443923004, 0.3454977452298818, 0.9962714794895835, 0.2825146387081357, 2.2180011590485744, -0.2167647884952398, -0.3853350756408412, -1.141835692837165, 1.5991268421596305, -1.794481141688887, -0.1099034287911571]|2983.1837834331549857|      2.00000000|[513, 72, 9, 45]                                                           |  | used linear model with 65 points | iterate failure | actual_k=2
      10|[0.9567535928892728, 0.5409402451805595, 0.0484513987917462, -1.5331877111549195, 1.8290086448909086, 0.1782226652790247, -0.1748618528973694, 0.2044824591829185, 0.0341207770097282, -0.7650403402917855, 0.2005353036494551, -0.017875829110528, 0.8310064663615522, 1.6892959363984261, -0.3621725432932555, -1.9265061454331667, -1.1451325248547832, -0.4216455863870692, -0.8521978043207132, 1.128776628019403, 1.9028243512758958, 0.9212414075237831, 1.1748807910114616, -0.3558830332602264, -0.8991767221644037, -0.3227032886905064, 1.147439860328324, 0.8254799906097587, -0.2553561800309767, -1.0132091991538121, 1.018641061555453, 0.0606133881458384, 3.0606578777919102, 0.1179445141223033, -1.8823590046862055, 0.8947041321616929, 1.0262133789063579, -0.2411945365497295, 0.142576720142457, 0.9946168674627016, 0.607077099824296, 1.5115921695608097, 0.246863561592611, 2.5690853050331324, -0.4696964162501964, -0.5419833095715564, -1.2394628632703009, 1.4343611309014606, -1.7982336836323751, 0.1475267080372621]|2815.7785150636977960|      4.00000000|[570, 80, 10, 50]                                                          |  | used linear model with 65 points | iterate success | actual_k=2
      11|[0.9567535928892728, 0.5409402451805595, 0.0484513987917462, -1.5331877111549195, 1.8290086448909086, 0.1782226652790247, -0.1748618528973694, 0.2044824591829185, 0.0341207770097282, -0.7650403402917855, 0.2005353036494551, -0.017875829110528, 0.8310064663615522, 1.6892959363984261, -0.3621725432932555, -1.9265061454331667, -1.1451325248547832, -0.4216455863870692, -0.8521978043207132, 1.128776628019403, 1.9028243512758958, 0.9212414075237831, 1.1748807910114616, -0.3558830332602264, -0.8991767221644037, -0.3227032886905064, 1.147439860328324, 0.8254799906097587, -0.2553561800309767, -1.0132091991538121, 1.018641061555453, 0.0606133881458384, 3.0606578777919102, 0.1179445141223033, -1.8823590046862055, 0.8947041321616929, 1.0262133789063579, -0.2411945365497295, 0.142576720142457, 0.9946168674627016, 0.607077099824296, 1.5115921695608097, 0.246863561592611, 2.5690853050331324, -0.4696964162501964, -0.5419833095715564, -1.2394628632703009, 1.4343611309014606, -1.7982336836323751, 0.1475267080372621]|2815.7785150636977960|      2.00000000|[627, 88, 11, 55]                                                          |  | used linear model with 65 points | iterate failure | actual_k=2
      12|[1.142635683030043, 0.5635227499206168, -0.1125958966868164, -1.4871105698823492, 2.0032859613288783, 0.5639679294596267, 0.1753483648586707, 0.2507431353911624, -0.3132042071528215, -1.1058859093614053, -0.1481621398131406, 0.1801855074179295, 0.6926593721485231, 1.6339130979461227, -0.5549207341217983, -1.7071340017665015, -1.3533537471183361, -0.1205777620538113, -1.229106213599267, 1.4291601236332907, 2.312105902335004, 1.1661365982328682, 1.6098145952491523, 0.2305483540860691, -1.0823313846421911, -0.4420776618238709, 1.2725283513510952, 1.1402863727342387, -0.2017489206643354, -1.165376481092019, 0.8702245083463511, -0.2898822025344945, 3.410497814772308, 0.7273903693713473, -2.088321750561386, 0.9561450187213602, 0.640951716359172, -0.1336635732225386, 0.1574889203064213, 1.2038964991259025, 0.9431807608557108, 2.11691328658521, 0.7192048490260133, 2.3711065253006507, -0.5534589034124827, -0.4323416231434236, -1.5286304914162119, 1.4533508961287869, -2.059288129507104, 0.0443198739792738]|2635.5630525021374524|      4.00000000|[684, 96, 12, 60]                                                          |  | used linear model with 65 points | iterate success | actual_k=2
      13|[1.142635683030043, 0.5635227499206168, -0.1125958966868164, -1.4871105698823492, 2.0032859613288783, 0.5639679294596267, 0.1753483648586707, 0.2507431353911624, -0.3132042071528215, -1.1058859093614053, -0.1481621398131406, 0.1801855074179295, 0.6926593721485231, 1.6339130979461227, -0.5549207341217983, -1.7071340017665015, -1.3533537471183361, -0.1205777620538113, -1.229106213599267, 1.4291601236332907, 2.312105902335004, 1.1661365982328682, 1.6098145952491523, 0.2305483540860691, -1.0823313846421911, -0.4420776618238709, 1.2725283513510952, 1.1402863727342387, -0.2017489206643354, -1.165376481092019, 0.8702245083463511, -0.2898822025344945, 3.410497814772308, 0.7273903693713473, -2.088321750561386, 0.9561450187213602, 0.640951716359172, -0.1336635732225386, 0.1574889203064213, 1.2038964991259025, 0.9431807608557108, 2.11691328658521, 0.7192048490260133, 2.3711065253006507, -0.5534589034124827, -0.4323416231434236, -1.5286304914162119, 1.4533508961287869, -2.059288129507104, 0.0443198739792738]|2635.5630525021374524|      2.00000000|[741, 104, 13, 65]                                                         |  | used linear model with 65 points | iterate failure | actual_k=2
