k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.50000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.25000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.12500000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       4|[0.0017993558969799, 0.0421973746782487, 0.0355669220842287, 0.0480032790596908, 0.024264092188843, 0.0223284842736755, 0.0069794023344666, 0.0636021366606082, 0.0372753370782453, 0.0369015902945153, 0.0382700336891064, 0.0295769896712876]| 19.3057648181820731|      0.25000000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate success | actual_k=4
       5|[0.0017993558969799, 0.0421973746782487, 0.0355669220842287, 0.0480032790596908, 0.024264092188843, 0.0223284842736755, 0.0069794023344666, 0.0636021366606082, 0.0372753370782453, 0.0369015902945153, 0.0382700336891064, 0.0295769896712876]| 19.3057648181820731|      0.12500000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       6|[0.0017993558969799, 0.0421973746782487, 0.0355669220842287, 0.0480032790596908, 0.024264092188843, 0.0223284842736755, 0.0069794023344666, 0.0636021366606082, 0.0372753370782453, 0.0369015902945153, 0.0382700336891064, 0.0295769896712876]| 19.3057648181820731|      0.06250000|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       7|[0.0083670489928965, 0.0399887315034468, 0.0465133306455881, 0.0347998788294338, 0.0342489223963819, 0.0242851943312893, 0.0056969867163364, 0.0456155124378382, 0.0478938811884335, 0.0051232286180433, 0.0319795896197927, -0.0148438099497248]| 18.0291184452169659|      0.12500000|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=4
       8|[0.0083670489928965, 0.0399887315034468, 0.0465133306455881, 0.0347998788294338, 0.0342489223963819, 0.0242851943312893, 0.0056969867163364, 0.0456155124378382, 0.0478938811884335, 0.0051232286180433, 0.0319795896197927, -0.0148438099497248]| 18.0291184452169659|      0.06250000|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
       9|[0.0131480986885303, 0.0754665450278065, 0.0471623725943733, 0.0762642490036545, 0.0520613881919059, 0.0273150458520073, 0.0166263119577336, 0.0458925346594558, 0.0414315041660955, 0.0122748419641491, 0.0163119188367453, -0.003860803328233]| 15.5379747419890926|      0.12500000|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate success | actual_k=4
      10|[0.0131480986885303, 0.0754665450278065, 0.0471623725943733, 0.0762642490036545, 0.0520613881919059, 0.0273150458520073, 0.0166263119577336, 0.0458925346594558, 0.0414315041660955, 0.0122748419641491, 0.0163119188367453, -0.003860803328233]| 15.5379747419890926|      0.06250000|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      11|[0.0131480986885303, 0.0754665450278065, 0.0471623725943733, 0.0762642490036545, 0.0520613881919059, 0.0273150458520073, 0.0166263119577336, 0.0458925346594558, 0.0414315041660955, 0.0122748419641491, 0.0163119188367453, -0.003860803328233]| 15.5379747419890926|      0.03125000|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
