k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6286225483480322, -0.1177670321794497, 0.6348970177082819, -0.133620185796434, 0.5958817619614138, 0.2503549474291787, 1.283266426078744, -0.1086121696118674, -0.036083386193139, 0.0151951608439063, 1.598497005283837, 0.2011654597670378, 0.2835841563269696, 0.2169714658856386, 1.340750394513444, 0.0359780877249878, 4.493662395299766, 0.1433426899746715, 4.585932315078227, 0.1465550829083584, 0.1324660175139412, 0.1057081729453373, 0.2577924901918013, 0.2485482690097158, 0.6517060320155363, 0.1424763330295149, 0.4432180062695722, 0.1261327051416654, -0.0419908176324234, -0.1763326959382431, 1.2359992059140543, 0.1601253669495982, 0.0713833007866738, -0.1181608506702049, 0.0442071637320816, 0.0613892279253881, -0.118829809784943, -0.0120617365423929, 0.2442508528522612, 0.0245086564012519, 0.4433404403330585, -0.0330615696365983, 0.6774905559205615, 0.1148807876560628, 1.1538253280817181, 0.0485456931068207, 0.6587888277663865, 0.0946415810549224, 0.3239407996213147, 0.1525478414358176, 0.4403936272898531, 0.1050845516643051, 0.2476363899326742, 0.1679040959949638, 0.4697939721384129, -0.0080129027274443, 0.2228983650005803, -0.0239291412339766, 0.1328807165704915, 0.0008198821597369, 0.0967478056261832, -0.0373160491188093, -0.0485829414165645, -0.0030493426647178, 0.129353435869238, -0.2048652414888008]|155775.5156250000000000|      2.00000000|[29, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[0.7734745152892523, 0.0792167732628208, 0.6670967317642205, 0.0840311625135436, 0.2531098845816313, 0.3371562092283677, 1.2176218529126506, 0.0832233737266215, -0.3408221705540637, -0.0758645338673943, 1.532559066423241, -0.0609263081080084, 0.2405919707282901, 0.4059233168815629, 1.3476079843464728, 0.0829495999579637, 4.4709614963912365, 0.5239284170557448, 4.331760175999279, 0.2585135056042199, 0.2211159452736699, -0.2647389741894828, 0.3885679062159021, -0.1625728524048656, 0.8390350277798329, 0.2880566990060747, 0.5000536640202291, 0.2183188403363209, 0.1794454005956836, -0.4853191797058175, 0.918903533094635, -0.1484451228373772, -0.032924251081676, -0.2723633736333028, -0.2318902257016045, -0.0309154693741575, -0.2600303697171514, -0.1530244434437961, 0.3979889265311806, 0.2338647934841011, 0.4325707286939697, 0.30642968212449, 0.592292762500169, 0.3648751867144499, 0.7805007158884525, -0.1707408794607024, 0.8716631192239195, 0.3632667508131164, 0.3255259285167607, -0.1581557960637684, 1.333073410629326, -0.1929067550464925, -0.0132992143426839, -0.1698383025552389, 0.3888951859183342, -0.1812627039208811, 0.2143534039634183, -0.0357721506288155, 0.2513577068960489, -0.1273359883694035, 0.5474355549849215, 0.0378219984627013, 0.2024502614796925, 0.1715133650067289, -0.2496821745414084, -0.5990715816811489]|74150.7265625000000000|      4.00000000|[57, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       3|[0.2081761842685869, 0.0762098514246362, 1.5482473615883765, 0.4575807352760164, 1.5541662595023225, 0.936724692992092, 0.6971815893728163, 0.1966137940264393, 0.3647362263534295, -0.4752823119191795, 0.7525236327503789, -0.1551487341023597, 0.4146626919413472, -0.0930568861500891, 1.4657663418381202, -0.3039347353810727, 3.4539205412487988, 0.6958765101223229, 4.683858048441323, -0.6445267916209978, 0.0405397416965775, 0.0388976921123906, -0.1411447091167412, -0.7359115024005469, 0.0674370418224935, 0.383739046295469, 0.1905232073769786, -0.1391448102501381, 0.1547032802614944, -0.2011483389253747, 0.7874454081850496, -0.1010057488972357, -0.6376181006616972, -0.6952487592950899, -1.156365695661137, -0.0445841846062394, -0.646652982938714, -0.1023758460502916, 0.7953771542975983, 0.4513986373212988, 1.180373445355117, 0.5675951397050454, 0.6890643588564493, 0.0612490076793303, 0.5525825792941764, -0.1458310920683155, 0.6657781966083771, 0.3118608802114995, -0.192654920382464, 0.5146706556401064, 0.7244317855650714, -0.0942549331578897, 0.6975489521277226, -0.9501226675615735, 0.1092140007917073, 0.1568803542069046, 0.1120120091660641, -0.697942005457822, 0.1742530664723327, -0.2581743451005341, 0.5467145310877826, -0.4042940254426047, 0.8687975337183584, 0.9394621215826571, 0.3271089408001532, -0.4604964093536942]|23994.9257812500000000|      8.00000000|[85, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | iterate success | actual_k=2
       4|[0.2081761842685869, 0.0762098514246362, 1.5482473615883765, 0.4575807352760164, 1.5541662595023225, 0.936724692992092, 0.6971815893728163, 0.1966137940264393, 0.3647362263534295, -0.4752823119191795, 0.7525236327503789, -0.1551487341023597, 0.4146626919413472, -0.0930568861500891, 1.4657663418381202, -0.3039347353810727, 3.4539205412487988, 0.6958765101223229, 4.683858048441323, -0.6445267916209978, 0.0405397416965775, 0.0388976921123906, -0.1411447091167412, -0.7359115024005469, 0.0674370418224935, 0.383739046295469, 0.1905232073769786, -0.1391448102501381, 0.1547032802614944, -0.2011483389253747, 0.7874454081850496, -0.1010057488972357, -0.6376181006616972, -0.6952487592950899, -1.156365695661137, -0.0445841846062394, -0.646652982938714, -0.1023758460502916, 0.7953771542975983, 0.4513986373212988, 1.180373445355117, 0.5675951397050454, 0.6890643588564493, 0.0612490076793303, 0.5525825792941764, -0.1458310920683155, 0.6657781966083771, 0.3118608802114995, -0.192654920382464, 0.5146706556401064, 0.7244317855650714, -0.0942549331578897, 0.6975489521277226, -0.9501226675615735, 0.1092140007917073, 0.1568803542069046, 0.1120120091660641, -0.697942005457822, 0.1742530664723327, -0.2581743451005341, 0.5467145310877826, -0.4042940254426047, 0.8687975337183584, 0.9394621215826571, 0.3271089408001532, -0.4604964093536942]|23994.9257812500000000|      4.00000000|[169, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[0.0987999104216565, 0.6310514346283902, 1.10046615422627, 1.8084128004556261, 1.0622133721052047, 1.2367686030355327, 0.0714601386269261, -0.3557750083909555, 0.2060339461874929, 0.1613148257255343, -0.1543002534200514, -0.4457047508294186, 0.3079748497318334, -0.5141001587284983, 1.7174497171480063, -0.4401303555484801, 2.976399657650492, 0.3808880727807337, 4.8127780473393935, -1.7527401945307843, -0.480200845734422, 0.332651841994971, -0.6600227867356772, -1.478958222593338, 0.3529376927901307, 0.6932522443195407, 0.3505818251128213, -0.1325636155630949, 0.0134750337028521, -0.2097177227987445, 0.6877247032269647, 0.0931235081734288, -1.160481481217152, -0.747482127906405, -0.3986562709824231, 0.7096496614016052, -0.5122926793308149, -0.0835075471880791, 0.3351955300397467, 0.4560921015268472, 2.1874971341578835, 0.8349112198102318, 0.6699146514946732, -0.7189916536756905, -0.2866212348530476, -0.301742688272213, 0.0020905676479162, 0.2985712477696036, -0.2963460919248663, 1.691098698605998, 0.825936928968008, 0.4592002619902723, 0.5588782609283952, -1.1378724664319009, 0.0150644523077926, 1.1546321334851015, -0.2695089781460844, -0.8354640463171277, 0.5768044338848878, -0.2079678107227635, 0.4137185575284952, 0.145396982798691, 1.0119229555907034, 0.9083777239815365, 0.4918991550081121, -0.334347217572355]|6148.8940429687500000|      8.00000000|[197, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       6|[0.0987999104216565, 0.6310514346283902, 1.10046615422627, 1.8084128004556261, 1.0622133721052047, 1.2367686030355327, 0.0714601386269261, -0.3557750083909555, 0.2060339461874929, 0.1613148257255343, -0.1543002534200514, -0.4457047508294186, 0.3079748497318334, -0.5141001587284983, 1.7174497171480063, -0.4401303555484801, 2.976399657650492, 0.3808880727807337, 4.8127780473393935, -1.7527401945307843, -0.480200845734422, 0.332651841994971, -0.6600227867356772, -1.478958222593338, 0.3529376927901307, 0.6932522443195407, 0.3505818251128213, -0.1325636155630949, 0.0134750337028521, -0.2097177227987445, 0.6877247032269647, 0.0931235081734288, -1.160481481217152, -0.747482127906405, -0.3986562709824231, 0.7096496614016052, -0.5122926793308149, -0.0835075471880791, 0.3351955300397467, 0.4560921015268472, 2.1874971341578835, 0.8349112198102318, 0.6699146514946732, -0.7189916536756905, -0.2866212348530476, -0.301742688272213, 0.0020905676479162, 0.2985712477696036, -0.2963460919248663, 1.691098698605998, 0.825936928968008, 0.4592002619902723, 0.5588782609283952, -1.1378724664319009, 0.0150644523077926, 1.1546321334851015, -0.2695089781460844, -0.8354640463171277, 0.5768044338848878, -0.2079678107227635, 0.4137185575284952, 0.145396982798691, 1.0119229555907034, 0.9083777239815365, 0.4918991550081121, -0.334347217572355]|6148.8940429687500000|      4.00000000|[281, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[0.0987999104216565, 0.6310514346283902, 1.10046615422627, 1.8084128004556261, 1.0622133721052047, 1.2367686030355327, 0.0714601386269261, -0.3557750083909555, 0.2060339461874929, 0.1613148257255343, -0.1543002534200514, -0.4457047508294186, 0.3079748497318334, -0.5141001587284983, 1.7174497171480063, -0.4401303555484801, 2.976399657650492, 0.3808880727807337, 4.8127780473393935, -1.7527401945307843, -0.480200845734422, 0.332651841994971, -0.6600227867356772, -1.478958222593338, 0.3529376927901307, 0.6932522443195407, 0.3505818251128213, -0.1325636155630949, 0.0134750337028521, -0.2097177227987445, 0.6877247032269647, 0.0931235081734288, -1.160481481217152, -0.747482127906405, -0.3986562709824231, 0.7096496614016052, -0.5122926793308149, -0.0835075471880791, 0.3351955300397467, 0.4560921015268472, 2.1874971341578835, 0.8349112198102318, 0.6699146514946732, -0.7189916536756905, -0.2866212348530476, -0.301742688272213, 0.0020905676479162, 0.2985712477696036, -0.2963460919248663, 1.691098698605998, 0.825936928968008, 0.4592002619902723, 0.5588782609283952, -1.1378724664319009, 0.0150644523077926, 1.1546321334851015, -0.2695089781460844, -0.8354640463171277, 0.5768044338848878, -0.2079678107227635, 0.4137185575284952, 0.145396982798691, 1.0119229555907034, 0.9083777239815365, 0.4918991550081121, -0.334347217572355]|6148.8940429687500000|      2.00000000|[365, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[-0.1550221187664261, 0.4863162346661667, 1.1143646952715, 1.5838659199039182, 1.7043820733568622, 1.4627316524308664, 0.3579363316119074, -0.4107142039876757, 0.4020243880011077, 0.0644287487708241, 0.1438785735934322, -0.5926548840622979, 0.6522985920018156, -0.2851470052023416, 2.247533705831566, -0.4520529493940136, 2.904412386429078, 0.3075136709829017, 4.4458822773375966, -2.074692883552947, -1.0132462165213567, 0.3797484511115562, -0.5920642537547763, -1.4912104725455944, 0.2215133130566286, 0.5313860766678786, 0.5577957103175669, -0.2313845551287296, -0.1944388580774925, -0.2122089642914385, 0.377519132897785, -0.2448041126838865, -1.210656055981304, -0.7664846324053721, -0.4316766055157871, 0.2788656882067962, -0.7073009340553423, 0.1599740754924585, 0.0538241023025211, 0.2834369628856174, 1.9934108806264275, 0.7261658219896214, 0.6457834913195983, -0.7451682361813291, -0.2483633262166818, -0.2555375067991378, 0.106845398842992, 0.5443410013273586, -0.3736017578681216, 1.8540847287058289, 0.5747980407670823, 0.5667891189173441, 0.7722162265894942, -1.2644444423354515, -0.2389217688572902, 1.0957675522520367, 0.0477964590850961, -0.9434757388296354, 0.5948853781454891, -0.1446059315297383, 0.7228242752357268, 0.4634354611867006, 1.3050202305358398, 0.1326023868697151, 0.5887664613861077, -0.5500334305059237]|4285.4033203125000000|      4.00000000|[393, 56, 0, 28]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[-0.1550221187664261, 0.4863162346661667, 1.1143646952715, 1.5838659199039182, 1.7043820733568622, 1.4627316524308664, 0.3579363316119074, -0.4107142039876757, 0.4020243880011077, 0.0644287487708241, 0.1438785735934322, -0.5926548840622979, 0.6522985920018156, -0.2851470052023416, 2.247533705831566, -0.4520529493940136, 2.904412386429078, 0.3075136709829017, 4.4458822773375966, -2.074692883552947, -1.0132462165213567, 0.3797484511115562, -0.5920642537547763, -1.4912104725455944, 0.2215133130566286, 0.5313860766678786, 0.5577957103175669, -0.2313845551287296, -0.1944388580774925, -0.2122089642914385, 0.377519132897785, -0.2448041126838865, -1.210656055981304, -0.7664846324053721, -0.4316766055157871, 0.2788656882067962, -0.7073009340553423, 0.1599740754924585, 0.0538241023025211, 0.2834369628856174, 1.9934108806264275, 0.7261658219896214, 0.6457834913195983, -0.7451682361813291, -0.2483633262166818, -0.2555375067991378, 0.106845398842992, 0.5443410013273586, -0.3736017578681216, 1.8540847287058289, 0.5747980407670823, 0.5667891189173441, 0.7722162265894942, -1.2644444423354515, -0.2389217688572902, 1.0957675522520367, 0.0477964590850961, -0.9434757388296354, 0.5948853781454891, -0.1446059315297383, 0.7228242752357268, 0.4634354611867006, 1.3050202305358398, 0.1326023868697151, 0.5887664613861077, -0.5500334305059237]|4285.4033203125000000|      2.00000000|[477, 68, 0, 34]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[-0.1550221187664261, 0.4863162346661667, 1.1143646952715, 1.5838659199039182, 1.7043820733568622, 1.4627316524308664, 0.3579363316119074, -0.4107142039876757, 0.4020243880011077, 0.0644287487708241, 0.1438785735934322, -0.5926548840622979, 0.6522985920018156, -0.2851470052023416, 2.247533705831566, -0.4520529493940136, 2.904412386429078, 0.3075136709829017, 4.4458822773375966, -2.074692883552947, -1.0132462165213567, 0.3797484511115562, -0.5920642537547763, -1.4912104725455944, 0.2215133130566286, 0.5313860766678786, 0.5577957103175669, -0.2313845551287296, -0.1944388580774925, -0.2122089642914385, 0.377519132897785, -0.2448041126838865, -1.210656055981304, -0.7664846324053721, -0.4316766055157871, 0.2788656882067962, -0.7073009340553423, 0.1599740754924585, 0.0538241023025211, 0.2834369628856174, 1.9934108806264275, 0.7261658219896214, 0.6457834913195983, -0.7451682361813291, -0.2483633262166818, -0.2555375067991378, 0.106845398842992, 0.5443410013273586, -0.3736017578681216, 1.8540847287058289, 0.5747980407670823, 0.5667891189173441, 0.7722162265894942, -1.2644444423354515, -0.2389217688572902, 1.0957675522520367, 0.0477964590850961, -0.9434757388296354, 0.5948853781454891, -0.1446059315297383, 0.7228242752357268, 0.4634354611867006, 1.3050202305358398, 0.1326023868697151, 0.5887664613861077, -0.5500334305059237]|4285.4033203125000000|      1.00000000|[562, 80, 1, 41]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 44 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 72 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
