k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[37, 12, 1, 4]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[74, 24, 1, 7]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[100.03272673397191, 0.1035879770412257, 0.1913726535827477, 0.9383055901032923, 100.02387093495774, 0.0391655220612277, 0.2441451971317313, 0.8291899826021629, 100.04946022584471, -0.0243878100924097, 0.3057829797520585, 0.76034836733328, 99.92604382130462, 0.1749916860725833, 0.3301048613924282, 0.547995960120226, 100.04159116372533, 0.294920138351914, 0.537822519522135, 0.3030868877322207, 99.94980841182402, 0.6374693764048902, 0.64566931362196, 0.0137274541219277, 299.98234690838495, 299.9439472629659, 300.016469849391, 300.0827332014586, 300.0001481738399]|437.6346740722656250|      0.50000000|[98, 32, 1, 9]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       4|[100.07573501698366, 0.2216955101007067, 0.2830311094970507, 0.7319834596376043, 99.99142718920486, 0.0783566953655458, 0.3380432934518749, 0.7770583912696688, 99.86701918622332, 0.077339849298808, 0.3328215231860614, 0.8382613816426374, 99.9755031593627, 0.3028143273247095, 0.332957523817059, 0.4281588678667094, 100.12441495955298, 0.2665238982078333, 0.4069838821285642, 0.3362561675085847, 99.94655102983785, 0.7961546723626924, 0.7402988764144552, 0.0567001328986018, 299.9344865274691, 299.91978908954076, 300.04727075603887, 300.0220766743839, 300.1271865677945]|311.6763851375119430|      1.00000000|[122, 40, 2, 12]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
       5|[100.07573501698366, 0.2216955101007067, 0.2830311094970507, 0.7319834596376043, 99.99142718920486, 0.0783566953655458, 0.3380432934518749, 0.7770583912696688, 99.86701918622332, 0.077339849298808, 0.3328215231860614, 0.8382613816426374, 99.9755031593627, 0.3028143273247095, 0.332957523817059, 0.4281588678667094, 100.12441495955298, 0.2665238982078333, 0.4069838821285642, 0.3362561675085847, 99.94655102983785, 0.7961546723626924, 0.7402988764144552, 0.0567001328986018, 299.9344865274691, 299.91978908954076, 300.04727075603887, 300.0220766743839, 300.1271865677945]|311.6763851375119430|      0.50000000|[160, 52, 3, 16]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 26 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[100.07573501698366, 0.2216955101007067, 0.2830311094970507, 0.7319834596376043, 99.99142718920486, 0.0783566953655458, 0.3380432934518749, 0.7770583912696688, 99.86701918622332, 0.077339849298808, 0.3328215231860614, 0.8382613816426374, 99.9755031593627, 0.3028143273247095, 0.332957523817059, 0.4281588678667094, 100.12441495955298, 0.2665238982078333, 0.4069838821285642, 0.3362561675085847, 99.94655102983785, 0.7961546723626924, 0.7402988764144552, 0.0567001328986018, 299.9344865274691, 299.91978908954076, 300.04727075603887, 300.0220766743839, 300.1271865677945]|311.6763851375119430|      0.25000000|[197, 64, 4, 20]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 26 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[100.07573501698366, 0.2216955101007067, 0.2830311094970507, 0.7319834596376043, 99.99142718920486, 0.0783566953655458, 0.3380432934518749, 0.7770583912696688, 99.86701918622332, 0.077339849298808, 0.3328215231860614, 0.8382613816426374, 99.9755031593627, 0.3028143273247095, 0.332957523817059, 0.4281588678667094, 100.12441495955298, 0.2665238982078333, 0.4069838821285642, 0.3362561675085847, 99.94655102983785, 0.7961546723626924, 0.7402988764144552, 0.0567001328986018, 299.9344865274691, 299.91978908954076, 300.04727075603887, 300.0220766743839, 300.1271865677945]|311.6763851375119430|      0.12500000|[233, 76, 4, 23]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[100.08135856370933, 0.2036977716568765, 0.2877999181242722, 0.7320815080712606, 99.98664142794223, 0.1170515083351544, 0.3003411240622664, 0.753557111165827, 99.86488644552537, 0.1002489832956193, 0.3171399285099119, 0.8448100091027506, 99.97396432954568, 0.2672563175116938, 0.3081565522358554, 0.4026521110096674, 100.12800586317456, 0.3397860829544743, 0.4460602405078903, 0.3399188211200236, 99.94314722040805, 0.7924037181862064, 0.7308770362194361, 0.0724579773206097, 299.9222851187696, 299.8933421409788, 300.05792276334984, 300.00980310727095, 300.12466134560424]|214.2213897705078125|      0.25000000|[257, 84, 4, 25]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       9|[100.08135856370933, 0.2036977716568765, 0.2877999181242722, 0.7320815080712606, 99.98664142794223, 0.1170515083351544, 0.3003411240622664, 0.753557111165827, 99.86488644552537, 0.1002489832956193, 0.3171399285099119, 0.8448100091027506, 99.97396432954568, 0.2672563175116938, 0.3081565522358554, 0.4026521110096674, 100.12800586317456, 0.3397860829544743, 0.4460602405078903, 0.3399188211200236, 99.94314722040805, 0.7924037181862064, 0.7308770362194361, 0.0724579773206097, 299.9222851187696, 299.8933421409788, 300.05792276334984, 300.00980310727095, 300.12466134560424]|214.2213897705078125|      0.12500000|[293, 96, 4, 28]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[100.10989999767298, 0.2136991972993439, 0.2653683813041405, 0.7512979322505317, 100.00393737401888, 0.1296072616684943, 0.3288264139460572, 0.7307194350731263, 99.83154788155932, 0.0909668422578972, 0.3003774752137668, 0.832179041382757, 99.9896478624028, 0.2568241725399621, 0.3150284227043332, 0.4247886384471906, 100.1030048338644, 0.3167654545815535, 0.4240060890400867, 0.2876113355780396, 99.91026702186699, 0.7603502136521711, 0.7657105098417831, 0.0834132235252728, 299.90428863435613, 299.91447434984457, 300.0615133315652, 300.00482885826256, 300.094820208167]|179.1240269292414098|      0.25000000|[317, 104, 5, 31]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
