k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0, 10.0, 0.0, 0.0, 0.0, 0.0]                                    |1607.3529257951240652|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.410382825541003, 9.38679374034585, 9.756782451155987, 9.787296916449526, 0.3035052117713014, 0.1905878794171707, 0.1514230942319162, -0.1434021829211131]|1570.6206299997870701|      2.00000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=4
       2|[8.674643433212676, 8.37601984436619, 8.745737581589553, 8.759188544504367, 0.8656863046199073, 0.231588327525336, -0.0487300720150292, -0.1473031035710285]|1471.9549220362948745|      4.00000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=4
       3|[8.228993029519726, 5.89342576704232, 6.775367541036089, 6.949886825947388, 1.0655839879588223, 0.4107184972373789, 1.4254621846547926, -0.63402894869358]|837.1663488451872581|      8.00000000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate success | actual_k=4
       4|[4.304184704033556, 1.5696078051041713, 2.9985830879573085, 6.235795110711436, 1.395797046098964, -1.6719385107746403, 1.4425945768860924, 2.6339452956629863]|266.8644051667658914|     16.00000000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate success | actual_k=4
       5|[4.304184704033556, 1.5696078051041713, 2.9985830879573085, 6.235795110711436, 1.395797046098964, -1.6719385107746403, 1.4425945768860924, 2.6339452956629863]|266.8644051667658914|      8.00000000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       6|[2.90961082930192, -2.4390550490088767, 1.2883544185155011, 5.442340438543061, 2.1047266266548106, 0.1132503375948855, 2.1256311304233773, -3.5527593282386283]|107.9652406246452898|     16.00000000|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate success | actual_k=4
       7|[2.90961082930192, -2.4390550490088767, 1.2883544185155011, 5.442340438543061, 2.1047266266548106, 0.1132503375948855, 2.1256311304233773, -3.5527593282386283]|107.9652406246452898|      8.00000000|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       8|[2.90961082930192, -2.4390550490088767, 1.2883544185155011, 5.442340438543061, 2.1047266266548106, 0.1132503375948855, 2.1256311304233773, -3.5527593282386283]|107.9652406246452898|      4.00000000|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
       9|[3.750016358289373, -2.2112373674066554, 1.1229420107863317, 2.4823516987149543, 2.123227078172478, 1.1961599938290977, 4.367511419508226, -4.056604766243124]| 62.4879962315491682|      8.00000000|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate success | actual_k=4
      10|[3.750016358289373, -2.2112373674066554, 1.1229420107863317, 2.4823516987149543, 2.123227078172478, 1.1961599938290977, 4.367511419508226, -4.056604766243124]| 62.4879962315491682|      4.00000000|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      11|[3.750016358289373, -2.2112373674066554, 1.1229420107863317, 2.4823516987149543, 2.123227078172478, 1.1961599938290977, 4.367511419508226, -4.056604766243124]| 62.4879962315491682|      2.00000000|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      12|[4.147383601846033, -2.192106500867248, 0.4616504660726014, 1.6947687120430834, 1.5810223903439595, 0.1729309453115411, 3.186928668402926, -3.8343873631261474]| 27.3694500325559460|      4.00000000|[156, 48, 12, 24]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      13|[4.147383601846033, -2.192106500867248, 0.4616504660726014, 1.6947687120430834, 1.5810223903439595, 0.1729309453115411, 3.186928668402926, -3.8343873631261474]| 27.3694500325559460|      2.00000000|[169, 52, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      14|[4.147383601846033, -2.192106500867248, 0.4616504660726014, 1.6947687120430834, 1.5810223903439595, 0.1729309453115411, 3.186928668402926, -3.8343873631261474]| 27.3694500325559460|      1.00000000|[182, 56, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      15|[4.329220494688094, -2.0930127267751533, -0.2716625073368119, 1.3824452407025678, 1.6588082483680213, -0.1712731992782119, 2.7427827967375213, -3.8397922163396587]| 17.4256508734059530|      2.00000000|[195, 60, 15, 30]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      16|[4.329220494688094, -2.0930127267751533, -0.2716625073368119, 1.3824452407025678, 1.6588082483680213, -0.1712731992782119, 2.7427827967375213, -3.8397922163396587]| 17.4256508734059530|      1.00000000|[208, 64, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      17|[4.35985477075154, -2.347085576602989, 0.1338885956271548, 1.082521538724718, 1.8634253855252798, -0.7711044551257387, 2.35420347338722, -3.482828625560976]| 14.8421061145734861|      2.00000000|[221, 68, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
