k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[20.0, 2.0, 2.0, 2.0, 0.2]                                                      |10940.0863686848952057|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[20.0, 2.0, 2.0, 2.0, 0.2]                                                      |10940.0863686848952057|      0.50000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       2|[20.021732930782672, 1.9562582510179591, 1.9768335317882417, 1.9995318510430424, 0.6970688430215028]|5027.8170349757847362|      1.00000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=4
       3|[20.021732930782672, 1.9562582510179591, 1.9768335317882417, 1.9995318510430424, 0.6970688430215028]|5027.8170349757847362|      0.50000000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       4|[20.021732930782672, 1.9562582510179591, 1.9768335317882417, 1.9995318510430424, 0.6970688430215028]|5027.8170349757847362|      0.25000000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       5|[20.05779178330017, 2.0035376401437266, 2.0088164595872295, 2.015828787887226, 0.4569107269855942]|4784.3067418829186863|      0.50000000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate success | actual_k=4
       6|[20.05779178330017, 2.0035376401437266, 2.0088164595872295, 2.015828787887226, 0.4569107269855942]|4784.3067418829186863|      0.25000000|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       7|[20.05779178330017, 2.0035376401437266, 2.0088164595872295, 2.015828787887226, 0.4569107269855942]|4784.3067418829186863|      0.12500000|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       8|[20.04798766765352, 2.048077710189304, 2.0147531049884138, 2.0220701991581285, 0.5729747718205479]|3981.0404496404871679|      0.25000000|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate success | actual_k=4
       9|[20.04798766765352, 2.048077710189304, 2.0147531049884138, 2.0220701991581285, 0.5729747718205479]|3981.0404496404871679|      0.12500000|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
      10|[19.976472111750414, 2.147591811435922, 2.0080625425946614, 2.0293524501072566, 0.595550734987532]|3877.7059309210808351|      0.25000000|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      11|[20.016120308009484, 2.3457204935095834, 2.127357920379117, 1.9653951546235353, 0.5376618494668362]|3319.9613959504531522|      0.50000000|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      12|[20.016120308009484, 2.3457204935095834, 2.127357920379117, 1.9653951546235353, 0.5376618494668362]|3319.9613959504531522|      0.25000000|[156, 48, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      13|[20.016120308009484, 2.3457204935095834, 2.127357920379117, 1.9653951546235353, 0.5376618494668362]|3319.9613959504531522|      0.12500000|[169, 52, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      14|[20.016120308009484, 2.3457204935095834, 2.127357920379117, 1.9653951546235353, 0.5376618494668362]|3319.9613959504531522|      0.06250000|[182, 56, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      15|[20.033393306584227, 2.396752898242444, 2.1367830385264974, 1.9889413227293198, 0.5186794285764311]|3202.9272557683307241|      0.12500000|[195, 60, 15, 30]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      16|[20.033393306584227, 2.396752898242444, 2.1367830385264974, 1.9889413227293198, 0.5186794285764311]|3202.9272557683307241|      0.06250000|[208, 64, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      17|[20.033393306584227, 2.396752898242444, 2.1367830385264974, 1.9889413227293198, 0.5186794285764311]|3202.9272557683307241|      0.03125000|[221, 68, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      18|[20.033393306584227, 2.396752898242444, 2.1367830385264974, 1.9889413227293198, 0.5186794285764311]|3202.9272557683307241|      0.01562500|[234, 72, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
