k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[58, 20, 0, 5]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 47 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[113, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[119.96915417421715, -0.0065745781134624, 0.9241075959039075, 110.00520721628024, 0.1476221356297322, 0.8319774792302601, 99.99218627631478, 0.1978042309699948, 0.7412430541327513, 87.97449916410662, 0.3570628932609218, 0.6736665860855501, 86.02425969539584, 0.3184815276523532, 0.664076821370345, 84.01366515852247, 0.5277866339322775, 0.5219573497882327, 80.02506573316123, 0.649650017927784, 0.2316933660263928, 76.03998070203338, 0.954048605115907, 0.1463160180847418, 886.3835210191913, 909.9619843298989, 922.4608556261844, 926.4569987286295, 935.5505987570886, 952.8965132941482, 975.7490422881112]|1754.2915039062500000|      0.50000000|[136, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       4|[119.96915417421715, -0.0065745781134624, 0.9241075959039075, 110.00520721628024, 0.1476221356297322, 0.8319774792302601, 99.99218627631478, 0.1978042309699948, 0.7412430541327513, 87.97449916410662, 0.3570628932609218, 0.6736665860855501, 86.02425969539584, 0.3184815276523532, 0.664076821370345, 84.01366515852247, 0.5277866339322775, 0.5219573497882327, 80.02506573316123, 0.649650017927784, 0.2316933660263928, 76.03998070203338, 0.954048605115907, 0.1463160180847418, 886.3835210191913, 909.9619843298989, 922.4608556261844, 926.4569987286295, 935.5505987570886, 952.8965132941482, 975.7490422881112]|1754.2915039062500000|      0.25000000|[192, 68, 0, 17]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 36 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[119.9444281715651, -0.0437710662145178, 0.9216690114388773, 110.04952041571764, 0.0350288670536384, 0.8189083195122603, 99.97185171845375, 0.2230008333621597, 0.7265276655582872, 87.9687887300411, 0.3404870787746134, 0.6773259911238483, 86.06020293975065, 0.3664094972173014, 0.7072698527472597, 83.92907440778939, 0.4831261673078548, 0.591669273586881, 79.99835467566753, 0.6193481426119803, 0.2300773024934483, 76.07907152723641, 0.9429929929064597, 0.254220600840448, 886.4086044863171, 909.9809159930747, 922.4964101441882, 926.4492899566266, 935.5856398290249, 952.935547802372, 975.8172072247477]|921.4185791015625000|      0.50000000|[216, 76, 0, 19]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       6|[119.9444281715651, -0.0437710662145178, 0.9216690114388773, 110.04952041571764, 0.0350288670536384, 0.8189083195122603, 99.97185171845375, 0.2230008333621597, 0.7265276655582872, 87.9687887300411, 0.3404870787746134, 0.6773259911238483, 86.06020293975065, 0.3664094972173014, 0.7072698527472597, 83.92907440778939, 0.4831261673078548, 0.591669273586881, 79.99835467566753, 0.6193481426119803, 0.2300773024934483, 76.07907152723641, 0.9429929929064597, 0.254220600840448, 886.4086044863171, 909.9809159930747, 922.4964101441882, 926.4492899566266, 935.5856398290249, 952.935547802372, 975.8172072247477]|921.4185791015625000|      0.25000000|[269, 96, 0, 24]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 44 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[119.9444281715651, -0.0437710662145178, 0.9216690114388773, 110.04952041571764, 0.0350288670536384, 0.8189083195122603, 99.97185171845375, 0.2230008333621597, 0.7265276655582872, 87.9687887300411, 0.3404870787746134, 0.6773259911238483, 86.06020293975065, 0.3664094972173014, 0.7072698527472597, 83.92907440778939, 0.4831261673078548, 0.591669273586881, 79.99835467566753, 0.6193481426119803, 0.2300773024934483, 76.07907152723641, 0.9429929929064597, 0.254220600840448, 886.4086044863171, 909.9809159930747, 922.4964101441882, 926.4492899566266, 935.5856398290249, 952.935547802372, 975.8172072247477]|921.4185791015625000|      0.12500000|[322, 116, 0, 29]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[119.9444281715651, -0.0437710662145178, 0.9216690114388773, 110.04952041571764, 0.0350288670536384, 0.8189083195122603, 99.97185171845375, 0.2230008333621597, 0.7265276655582872, 87.9687887300411, 0.3404870787746134, 0.6773259911238483, 86.06020293975065, 0.3664094972173014, 0.7072698527472597, 83.92907440778939, 0.4831261673078548, 0.591669273586881, 79.99835467566753, 0.6193481426119803, 0.2300773024934483, 76.07907152723641, 0.9429929929064597, 0.254220600840448, 886.4086044863171, 909.9809159930747, 922.4964101441882, 926.4492899566266, 935.5856398290249, 952.935547802372, 975.8172072247477]|921.4185791015625000|      0.06250000|[377, 136, 0, 34]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[119.93686152519344, -0.0530659202280624, 0.9047700504667913, 110.04214493866922, 0.0545771180493013, 0.8175457754600381, 99.9611958497285, 0.1949244329990959, 0.7239662095651066, 87.97506988780145, 0.3418099683432612, 0.6871034044172385, 86.05921807124304, 0.3851056560333296, 0.7089096889154691, 83.93598656613047, 0.4769572614585924, 0.5990901560859008, 79.99306157666372, 0.6420447698193346, 0.2232663036321936, 76.06850994535884, 0.937893488760525, 0.2676125850894669, 886.3913736738026, 909.9780393092481, 922.4888880581105, 926.4570614565397, 935.5837202140183, 952.9235186400604, 975.8219354333435]|303.6651916503906250|      0.12500000|[399, 144, 0, 36]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      10|[119.93686152519344, -0.0530659202280624, 0.9047700504667913, 110.04214493866922, 0.0545771180493013, 0.8175457754600381, 99.9611958497285, 0.1949244329990959, 0.7239662095651066, 87.97506988780145, 0.3418099683432612, 0.6871034044172385, 86.05921807124304, 0.3851056560333296, 0.7089096889154691, 83.93598656613047, 0.4769572614585924, 0.5990901560859008, 79.99306157666372, 0.6420447698193346, 0.2232663036321936, 76.06850994535884, 0.937893488760525, 0.2676125850894669, 886.3913736738026, 909.9780393092481, 922.4888880581105, 926.4570614565397, 935.5837202140183, 952.9235186400604, 975.8219354333435]|303.6651916503906250|      0.06250000|[452, 164, 0, 41]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 44 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
