k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.05822461907202, 149.93356385468508, -100.25895883847598, 100.16979674319197, 200.112936957858]|84651.4608566704991972|      2.00000000|[7, 2, 1, 3]                                                               |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       2|[47.56059576539215, 149.59748192596356, -99.51119339443254, 99.66061167394983, 199.2042377998482]|79869.5000000000000000|      4.00000000|[14, 4, 1, 5]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[44.252995024578084, 150.9278147815374, -98.70831834534381, 100.11830996897056, 197.64350215309923]|70057.7198186645982787|      8.00000000|[20, 6, 2, 8]                                                              |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       4|[38.14853938208297, 148.18610141434044, -98.76408852026087, 99.1813064257346, 201.92573792060386]|52581.6835937500000000|     16.00000000|[27, 8, 2, 10]                                                             |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[31.990813806843118, 142.22196616446936, -106.83450555497444, 107.22385053641759, 194.66644321830628]|35911.8593750000000000|     32.00000000|[33, 10, 2, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[22.77374721780963, 127.14048945744278, -109.13784672163283, 127.73212044693507, 177.7637739446064]|17295.0585937500000000|     64.00000000|[39, 12, 2, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[6.966011628405045, 87.45689619685871, -126.70851333803381, 117.86380375444722, 134.5756283282911]|2385.6948242187500000|    128.00000000|[45, 14, 2, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[6.966011628405045, 87.45689619685871, -126.70851333803381, 117.86380375444722, 134.5756283282911]|2385.6948242187500000|     64.00000000|[54, 17, 3, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[6.966011628405045, 87.45689619685871, -126.70851333803381, 117.86380375444722, 134.5756283282911]|2385.6948242187500000|     32.00000000|[64, 20, 3, 23]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[6.966011628405045, 87.45689619685871, -126.70851333803381, 117.86380375444722, 134.5756283282911]|2385.6948242187500000|     16.00000000|[73, 23, 3, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[-3.288582600038767, 88.06962442237952, -120.53320638864645, 116.49130162837471, 145.0851327564928]|1830.2841628195931207|     32.00000000|[79, 25, 4, 29]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
      12|[-3.288582600038767, 88.06962442237952, -120.53320638864645, 116.49130162837471, 145.0851327564928]|1830.2841628195931207|     16.00000000|[89, 28, 4, 32]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[-3.288582600038767, 88.06962442237952, -120.53320638864645, 116.49130162837471, 145.0851327564928]|1830.2841628195931207|      8.00000000|[98, 31, 4, 35]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[2.5597980995447553, 90.63155984097901, -123.68306890858764, 114.331340129154, 148.02551751550283]|1102.9306640625000000|     16.00000000|[104, 33, 4, 37]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[2.5597980995447553, 90.63155984097901, -123.68306890858764, 114.331340129154, 148.02551751550283]|1102.9306640625000000|      8.00000000|[114, 36, 5, 41]                                                           |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[2.5597980995447553, 90.63155984097901, -123.68306890858764, 114.331340129154, 148.02551751550283]|1102.9306640625000000|      4.00000000|[123, 39, 5, 44]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[2.449409084570658, 91.49647268699634, -121.42678133220531, 112.65249803887694, 150.73298785564398]|910.0190429687500000|      8.00000000|[129, 41, 5, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[2.168146387337756, 95.15534035168697, -118.30769827259579, 107.37635735581117, 154.33399314128044]|553.8670043945312500|     16.00000000|[135, 43, 5, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[1.1578189057083035, 106.07755794208336, -107.85940304716594, 103.23804008505383, 151.26937924443936]| 12.3763418197631836|     32.00000000|[141, 45, 5, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
