k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.50000000|[111, 16, 0, 2]                                                            |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       2|[0.8883194636109544, 0.8897675744104907, 0.8863878531900086, 0.8894330340884627, 0.8879196051773391, 0.8867909194316016, 0.8893636886747462, 0.888214309860301, 0.8832501285972679, 0.893368584548827, 1.0429933095638555, 0.6531100143400339, 0.9894373811703989, 0.9891029993054988, 0.9876082442026616, 0.9860040886241357, 0.9757299935361018, 0.9642856504978234, 0.9806278727124194, 0.9954721358688652, 0.9919014837016962, 0.993580965252588]|  1.3729593753814697|      1.00000000|[220, 32, 0, 4]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       3|[0.8883194636109544, 0.8897675744104907, 0.8863878531900086, 0.8894330340884627, 0.8879196051773391, 0.8867909194316016, 0.8893636886747462, 0.888214309860301, 0.8832501285972679, 0.893368584548827, 1.0429933095638555, 0.6531100143400339, 0.9894373811703989, 0.9891029993054988, 0.9876082442026616, 0.9860040886241357, 0.9757299935361018, 0.9642856504978234, 0.9806278727124194, 0.9954721358688652, 0.9919014837016962, 0.993580965252588]|  1.3729593753814697|      0.50000000|[329, 48, 0, 6]                                                            |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       4|[0.7736484998257472, 0.780444028477224, 0.773660642689991, 0.777569463464699, 0.777626318209067, 0.773780054395953, 0.7749652137501252, 0.7693137544107786, 0.7712995383375886, 0.7819595314052463, 1.0766000798693134, 0.3096159173961968, 0.9793255028500744, 0.9778017881938379, 0.9754960301425758, 0.9734641714474853, 0.9450551140971174, 0.9279986468478468, 0.9587253401736695, 0.9868225923703499, 0.9840128918654913, 0.9867452049998414]|  1.2272661924362183|      1.00000000|[439, 64, 0, 8]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       5|[0.7736484998257472, 0.780444028477224, 0.773660642689991, 0.777569463464699, 0.777626318209067, 0.773780054395953, 0.7749652137501252, 0.7693137544107786, 0.7712995383375886, 0.7819595314052463, 1.0766000798693134, 0.3096159173961968, 0.9793255028500744, 0.9778017881938379, 0.9754960301425758, 0.9734641714474853, 0.9450551140971174, 0.9279986468478468, 0.9587253401736695, 0.9868225923703499, 0.9840128918654913, 0.9867452049998414]|  1.2272661924362183|      0.50000000|[548, 80, 0, 10]                                                           |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       6|[0.6559137454441542, 0.6706032796386443, 0.6612527639323184, 0.6637631084901058, 0.660008977556249, 0.6649438173838177, 0.6670227592315512, 0.6451511558372973, 0.657493104361008, 0.6671232119145141, 1.0907803066064723, -0.0283965632713516, 0.9612186614054072, 0.9582657342302036, 0.9622191553314068, 0.9527276119050261, 0.9130709977853915, 0.8862514555177176, 0.9307578584279378, 0.9762549094179062, 0.973872025611636, 0.9785032784084277]|  1.0931681394577026|      1.00000000|[657, 96, 0, 12]                                                           |  | trying linear partial model with 57 points | iterate success | actual_k=8
       7|[0.6559137454441542, 0.6706032796386443, 0.6612527639323184, 0.6637631084901058, 0.660008977556249, 0.6649438173838177, 0.6670227592315512, 0.6451511558372973, 0.657493104361008, 0.6671232119145141, 1.0907803066064723, -0.0283965632713516, 0.9612186614054072, 0.9582657342302036, 0.9622191553314068, 0.9527276119050261, 0.9130709977853915, 0.8862514555177176, 0.9307578584279378, 0.9762549094179062, 0.973872025611636, 0.9785032784084277]|  1.0931681394577026|      0.50000000|[767, 112, 0, 14]                                                          |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       8|[0.5308093211621723, 0.5580766262029296, 0.5423993118257601, 0.5536366349558661, 0.5470224266556758, 0.5439405723527566, 0.5426217887391137, 0.5306053655377906, 0.5367198661223296, 0.5509152846186891, 1.1157237200617431, -0.3535823949210055, 0.9415701947659055, 0.9439972925293639, 0.945368579410766, 0.9364821813774504, 0.8809291859231815, 0.8392293077260001, 0.9117063722072625, 0.9686947753248605, 0.9670894107890259, 0.9674440546971207]|  0.9722384214401245|      1.00000000|[876, 128, 0, 16]                                                          |  | trying linear partial model with 57 points | iterate success | actual_k=8
       9|[0.5308093211621723, 0.5580766262029296, 0.5423993118257601, 0.5536366349558661, 0.5470224266556758, 0.5439405723527566, 0.5426217887391137, 0.5306053655377906, 0.5367198661223296, 0.5509152846186891, 1.1157237200617431, -0.3535823949210055, 0.9415701947659055, 0.9439972925293639, 0.945368579410766, 0.9364821813774504, 0.8809291859231815, 0.8392293077260001, 0.9117063722072625, 0.9686947753248605, 0.9670894107890259, 0.9674440546971207]|  0.9722384214401245|      0.50000000|[985, 144, 0, 18]                                                          |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      10|[0.5308093211621723, 0.5580766262029296, 0.5423993118257601, 0.5536366349558661, 0.5470224266556758, 0.5439405723527566, 0.5426217887391137, 0.5306053655377906, 0.5367198661223296, 0.5509152846186891, 1.1157237200617431, -0.3535823949210055, 0.9415701947659055, 0.9439972925293639, 0.945368579410766, 0.9364821813774504, 0.8809291859231815, 0.8392293077260001, 0.9117063722072625, 0.9686947753248605, 0.9670894107890259, 0.9674440546971207]|  0.9722384214401245|      0.25000000|[1095, 160, 0, 20]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      11|[0.4743644831971944, 0.5022264258001385, 0.4822243774211644, 0.4946917189426637, 0.4908830644415939, 0.4833142483082957, 0.4834204575323566, 0.4694465333245748, 0.475636180416421, 0.4905959231267242, 1.1167846489586064, -0.5142910011597541, 0.9336803426617917, 0.933592274999449, 0.9355049177261288, 0.9276372541048923, 0.8617010812417499, 0.8112016226022011, 0.896914919178914, 0.9657994004341597, 0.9589674435744618, 0.9615823324571157]|  0.9165405631065369|      0.50000000|[1204, 176, 0, 22]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      12|[0.4743644831971944, 0.5022264258001385, 0.4822243774211644, 0.4946917189426637, 0.4908830644415939, 0.4833142483082957, 0.4834204575323566, 0.4694465333245748, 0.475636180416421, 0.4905959231267242, 1.1167846489586064, -0.5142910011597541, 0.9336803426617917, 0.933592274999449, 0.9355049177261288, 0.9276372541048923, 0.8617010812417499, 0.8112016226022011, 0.896914919178914, 0.9657994004341597, 0.9589674435744618, 0.9615823324571157]|  0.9165405631065369|      0.25000000|[1314, 192, 0, 24]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      13|[0.4166388555497398, 0.4395267692606445, 0.422084425726275, 0.433889933553765, 0.4339219000088032, 0.4223394988792491, 0.4195548304908978, 0.4079570099402433, 0.4154952623787451, 0.4304427757142282, 1.1133488593908487, -0.6690395013968378, 0.9257891860882668, 0.9231587563795356, 0.9245612163790643, 0.9174768906258469, 0.8418193589723371, 0.7847562140368831, 0.8800573235728358, 0.9607623784516796, 0.9515841156172423, 0.9542684138612441]|  0.8639068007469177|      0.50000000|[1424, 208, 0, 26]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
