k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0]                                                                 |  6.5000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0]                                                                 |  6.5000000000000000|      0.50000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       2|[1.393412675085111, 0.6921566742714533, 1.021423209067851]                      |  3.1595091275783140|      1.00000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       3|[1.393412675085111, 0.6921566742714533, 1.021423209067851]                      |  3.1595091275783140|      0.50000000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[1.7974785778174658, 0.5147849776115958, 1.2565189926818723]                    |  1.1592989343784887|      1.00000000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       5|[1.7974785778174658, 0.5147849776115958, 1.2565189926818723]                    |  1.1592989343784887|      0.50000000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[1.7974785778174658, 0.5147849776115958, 1.2565189926818723]                    |  1.1592989343784887|      0.25000000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[1.7974785778174658, 0.5147849776115958, 1.2565189926818723]                    |  1.1592989343784887|      0.12500000|[28, 7, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[1.7634180059601077, 0.4458314194895753, 1.1579782180397837]                    |  1.0000177985414713|      0.25000000|[32, 8, 8, 16]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       9|[1.7634180059601077, 0.4458314194895753, 1.1579782180397837]                    |  1.0000177985414713|      0.12500000|[36, 9, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[1.7634180059601077, 0.4458314194895753, 1.1579782180397837]                    |  1.0000177985414713|      0.06250000|[40, 10, 10, 20]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[1.8161187147207882, 0.4130930895157566, 1.1655338150808712]                    |  0.9048147729391079|      0.12500000|[44, 11, 11, 22]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      12|[1.8161187147207882, 0.4130930895157566, 1.1655338150808712]                    |  0.9048147729391079|      0.06250000|[48, 12, 12, 24]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[1.8235387932170692, 0.3709517208772108, 1.1199783819869007]                    |  0.8287752824311851|      0.12500000|[52, 13, 13, 26]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      14|[1.8235387932170692, 0.3709517208772108, 1.1199783819869007]                    |  0.8287752824311851|      0.06250000|[56, 14, 14, 28]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      15|[1.8684869046546089, 0.3284192475786538, 1.1287479882098765]                    |  0.7663549089966952|      0.12500000|[60, 15, 15, 30]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
