k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.7612897577305423, 0.2332711905767302, 0.751316137719424, 0.7511629278149012, 0.2706227608537614, 0.6921891849451416, 0.6800312955705261, 0.9087617721395328, 1.0507603675404051, 0.6278200679172311]| 31.2737810587648717|      2.00000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       2|[0.7612897577305423, 0.2332711905767302, 0.751316137719424, 0.7511629278149012, 0.2706227608537614, 0.6921891849451416, 0.6800312955705261, 0.9087617721395328, 1.0507603675404051, 0.6278200679172311]| 31.2737810587648717|      1.00000000|[34, 0, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       3|[0.7612897577305423, 0.2332711905767302, 0.751316137719424, 0.7511629278149012, 0.2706227608537614, 0.6921891849451416, 0.6800312955705261, 0.9087617721395328, 1.0507603675404051, 0.6278200679172311]| 31.2737810587648717|      0.50000000|[51, 0, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       4|[0.6548215735410431, 0.2067696205191196, 0.6400838268379347, 0.9523898737894958, 0.1330918467086668, 0.8466961125349417, 1.0090027437724232, 0.7927224688338514, 0.9726535533409724, 0.7483278713269794]| 24.4909933666620603|      1.00000000|[68, 0, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       5|[0.6548215735410431, 0.2067696205191196, 0.6400838268379347, 0.9523898737894958, 0.1330918467086668, 0.8466961125349417, 1.0090027437724232, 0.7927224688338514, 0.9726535533409724, 0.7483278713269794]| 24.4909933666620603|      0.50000000|[85, 0, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=0
       6|[0.6548215735410431, 0.2067696205191196, 0.6400838268379347, 0.9523898737894958, 0.1330918467086668, 0.8466961125349417, 1.0090027437724232, 0.7927224688338514, 0.9726535533409724, 0.7483278713269794]| 24.4909933666620603|      0.25000000|[102, 0, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       7|[0.7696263221528046, 0.2611934779126413, 0.7594636409645296, 0.9996791980737292, 0.2010505581415609, 0.874485382202067, 0.8777047334700777, 0.8376122431263262, 1.0183409490733473, 0.8043445276713008]|  5.6164919578315402|      0.50000000|[119, 0, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       8|[0.7696263221528046, 0.2611934779126413, 0.7594636409645296, 0.9996791980737292, 0.2010505581415609, 0.874485382202067, 0.8777047334700777, 0.8376122431263262, 1.0183409490733473, 0.8043445276713008]|  5.6164919578315402|      0.25000000|[136, 0, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       9|[0.8650285621779183, 0.2940483787306998, 0.8610419874653773, 0.8883633889115649, 0.2493581924141074, 0.860199669111591, 0.9298648015702398, 0.9543384230889737, 0.9326562938574041, 0.8625197387433544]|  2.4700755974979560|      0.50000000|[153, 0, 9, 18]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
      10|[0.8650285621779183, 0.2940483787306998, 0.8610419874653773, 0.8883633889115649, 0.2493581924141074, 0.860199669111591, 0.9298648015702398, 0.9543384230889737, 0.9326562938574041, 0.8625197387433544]|  2.4700755974979560|      0.25000000|[170, 0, 10, 20]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      11|[0.8650285621779183, 0.2940483787306998, 0.8610419874653773, 0.8883633889115649, 0.2493581924141074, 0.860199669111591, 0.9298648015702398, 0.9543384230889737, 0.9326562938574041, 0.8625197387433544]|  2.4700755974979560|      0.12500000|[187, 0, 11, 22]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
