k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.50000000|[2, 1, 1, 2]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       2|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.25000000|[4, 2, 2, 4]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       3|[0.8043220743733642, 0.2555961099207071]                                        |  1.3529022886225144|      0.50000000|[6, 3, 3, 6]                                                               |  | used linear model with 3 points | iterate success | actual_k=1
       4|[0.4253133711921186, -0.0705210514076573]                                       |  0.1000385990880644|      1.00000000|[9, 3, 4, 8]                                                               |  | used linear model with 3 points | iterate success | actual_k=1
       5|[0.4253133711921186, -0.0705210514076573]                                       |  0.1000385990880644|      0.50000000|[11, 4, 5, 10]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       6|[-0.0694158896340234, -0.1429293277468929]                                      |  0.0015185375378538|      1.00000000|[14, 4, 6, 12]                                                             |  | used linear model with 3 points | iterate success | actual_k=1
       7|[-0.0694158896340234, -0.1429293277468929]                                      |  0.0015185375378538|      0.50000000|[16, 5, 7, 14]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       8|[-0.0694158896340234, -0.1429293277468929]                                      |  0.0015185375378538|      0.25000000|[18, 6, 7, 15]                                                             |  | used linear model with 3 points | actual_k=1
       9|[-0.0694158896340234, -0.1429293277468929]                                      |  0.0015185375378538|      0.12500000|[19, 7, 7, 16]                                                             |  | used linear model with 3 points | actual_k=1
      10|[-0.0694158896340234, -0.1429293277468929]                                      |  0.0015185375378538|      0.06250000|[20, 8, 7, 17]                                                             |  | used linear model with 3 points | actual_k=1
      11|[-0.0412251480817143, -0.0871482190206322]                                      |  0.0002075235225189|      0.12500000|[22, 8, 8, 19]                                                             |  | used linear model with 3 points | iterate success | actual_k=1
      12|[-0.0412251480817143, -0.0871482190206322]                                      |  0.0002075235225189|      0.06250000|[24, 9, 8, 20]                                                             |  | used linear model with 3 points | actual_k=1
