k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.50000000|[25, 8, 1, 3]                                                              |  | used linear model with 33 points | iterate failure | actual_k=4
       2|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.25000000|[50, 16, 2, 6]                                                             |  | used linear model with 33 points | iterate failure | actual_k=4
       3|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.12500000|[75, 24, 3, 9]                                                             |  | used linear model with 33 points | iterate failure | actual_k=4
       4|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.06250000|[100, 32, 4, 12]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       5|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.03125000|[125, 40, 5, 15]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       6|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.01562500|[150, 48, 6, 18]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       7|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00781250|[175, 56, 7, 21]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       8|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00390625|[200, 64, 8, 24]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       9|[107.46987182256665, 0.0938682265550353, 0.9086127217798665, 102.3999284424639, 0.1823289399421574, 0.8172254571072646, 97.44078078402676, 0.2831478616857724, 0.7155803147632882, 96.30046413425141, 0.3053296582602743, 0.6942666344272553, 93.98996727601087, 0.3564993011693311, 0.6424937150759285, 89.72071356428664, 0.4685801915467701, 0.5336115464009359, 83.70989133823399, 0.6578865486072478, 0.3425958032297381, 78.30949955881499, 0.8772252235905216, 0.1234265810874267, 886.3703369947749, 910.0109199568533, 922.5193758959091, 926.4591215519854, 935.5600280904252, 952.8303412883556, 975.7306323658694]|  0.5852053143696941|      0.00781250|[225, 72, 9, 27]                                                           |  | used linear model with 33 points | iterate success | actual_k=4
      10|[107.46987182256665, 0.0938682265550353, 0.9086127217798665, 102.3999284424639, 0.1823289399421574, 0.8172254571072646, 97.44078078402676, 0.2831478616857724, 0.7155803147632882, 96.30046413425141, 0.3053296582602743, 0.6942666344272553, 93.98996727601087, 0.3564993011693311, 0.6424937150759285, 89.72071356428664, 0.4685801915467701, 0.5336115464009359, 83.70989133823399, 0.6578865486072478, 0.3425958032297381, 78.30949955881499, 0.8772252235905216, 0.1234265810874267, 886.3703369947749, 910.0109199568533, 922.5193758959091, 926.4591215519854, 935.5600280904252, 952.8303412883556, 975.7306323658694]|  0.5852053143696941|      0.00390625|[250, 80, 10, 30]                                                          |  | used linear model with 33 points | iterate failure | actual_k=4
      11|[107.46987182256665, 0.0938682265550353, 0.9086127217798665, 102.3999284424639, 0.1823289399421574, 0.8172254571072646, 97.44078078402676, 0.2831478616857724, 0.7155803147632882, 96.30046413425141, 0.3053296582602743, 0.6942666344272553, 93.98996727601087, 0.3564993011693311, 0.6424937150759285, 89.72071356428664, 0.4685801915467701, 0.5336115464009359, 83.70989133823399, 0.6578865486072478, 0.3425958032297381, 78.30949955881499, 0.8772252235905216, 0.1234265810874267, 886.3703369947749, 910.0109199568533, 922.5193758959091, 926.4591215519854, 935.5600280904252, 952.8303412883556, 975.7306323658694]|  0.5852053143696941|      0.00195312|[275, 88, 11, 33]                                                          |  | used linear model with 33 points | iterate failure | actual_k=4
      12|[107.46978085876584, 0.0941101988766439, 0.908694908527264, 102.39992454758611, 0.1824582517582836, 0.8169824220195444, 97.44038531999121, 0.2841170633146433, 0.7152333016293507, 96.30081754532597, 0.3052892518269941, 0.694048975607112, 93.98986553672957, 0.357278497108644, 0.642658495239033, 89.72050052163712, 0.4680497250648296, 0.5334751265198765, 83.71050372882742, 0.6578805216446806, 0.3426705188403146, 78.3093454320459, 0.877605008071917, 0.1233935285059494, 886.3702352324441, 910.0106054943548, 922.5194263492816, 926.4593536072064, 935.5605311560914, 952.8308362470387, 975.7303644435013]|  0.4284310042038263|      0.00390625|[300, 96, 12, 36]                                                          |  | used linear model with 33 points | iterate success | actual_k=4
      13|[107.46978085876584, 0.0941101988766439, 0.908694908527264, 102.39992454758611, 0.1824582517582836, 0.8169824220195444, 97.44038531999121, 0.2841170633146433, 0.7152333016293507, 96.30081754532597, 0.3052892518269941, 0.694048975607112, 93.98986553672957, 0.357278497108644, 0.642658495239033, 89.72050052163712, 0.4680497250648296, 0.5334751265198765, 83.71050372882742, 0.6578805216446806, 0.3426705188403146, 78.3093454320459, 0.877605008071917, 0.1233935285059494, 886.3702352324441, 910.0106054943548, 922.5194263492816, 926.4593536072064, 935.5605311560914, 952.8308362470387, 975.7303644435013]|  0.4284310042038263|      0.00195312|[325, 104, 13, 39]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      14|[107.46978085876584, 0.0941101988766439, 0.908694908527264, 102.39992454758611, 0.1824582517582836, 0.8169824220195444, 97.44038531999121, 0.2841170633146433, 0.7152333016293507, 96.30081754532597, 0.3052892518269941, 0.694048975607112, 93.98986553672957, 0.357278497108644, 0.642658495239033, 89.72050052163712, 0.4680497250648296, 0.5334751265198765, 83.71050372882742, 0.6578805216446806, 0.3426705188403146, 78.3093454320459, 0.877605008071917, 0.1233935285059494, 886.3702352324441, 910.0106054943548, 922.5194263492816, 926.4593536072064, 935.5605311560914, 952.8308362470387, 975.7303644435013]|  0.4284310042038263|      0.00097656|[350, 112, 14, 42]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      15|[107.46957835618733, 0.0940558599289963, 0.9088552655765805, 102.3996682302771, 0.1830995417294205, 0.8171877498645755, 97.4404458437218, 0.2839483753256187, 0.7150450828882214, 96.3006802898584, 0.3053677097047635, 0.69401454925097, 93.99001244542178, 0.3573048426975418, 0.6425753197953925, 89.72043162644532, 0.4679640737474399, 0.5337412494470294, 83.71046070719082, 0.6580229846493544, 0.3425940538600114, 78.30932949464517, 0.8776254511997198, 0.1234243111913811, 886.3701465264544, 910.0103320965857, 922.5193009049381, 926.4593391434008, 935.5603718422744, 952.8309079697112, 975.7303836004181]|  0.3534869093476732|      0.00195312|[375, 120, 15, 45]                                                         |  | used linear model with 33 points | iterate success | actual_k=4
      16|[107.46957835618733, 0.0940558599289963, 0.9088552655765805, 102.3996682302771, 0.1830995417294205, 0.8171877498645755, 97.4404458437218, 0.2839483753256187, 0.7150450828882214, 96.3006802898584, 0.3053677097047635, 0.69401454925097, 93.99001244542178, 0.3573048426975418, 0.6425753197953925, 89.72043162644532, 0.4679640737474399, 0.5337412494470294, 83.71046070719082, 0.6580229846493544, 0.3425940538600114, 78.30932949464517, 0.8776254511997198, 0.1234243111913811, 886.3701465264544, 910.0103320965857, 922.5193009049381, 926.4593391434008, 935.5603718422744, 952.8309079697112, 975.7303836004181]|  0.3534869093476732|      0.00097656|[400, 128, 16, 48]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      17|[107.46956700992659, 0.0943115261725851, 0.9086984452041712, 102.3999279878799, 0.1831703536463273, 0.816879849815866, 97.44048118307587, 0.2840702900619783, 0.7153702382470281, 96.30112584433685, 0.305493316791846, 0.6939266065117508, 93.99009796210368, 0.3572216691912811, 0.6423685816340201, 89.72056375221858, 0.4677887016922143, 0.533592913001545, 83.71024659964314, 0.6580313328170299, 0.3425101593072912, 78.30928608853769, 0.8773862536188843, 0.1234784202179428, 886.3701246259723, 910.0102371958991, 922.519487638152, 926.4591755451257, 935.5605677619, 952.8309348409249, 975.7303774595882]|  0.3243940930373183|      0.00195312|[425, 136, 17, 51]                                                         |  | used linear model with 33 points | iterate success | actual_k=4
      18|[107.46956700992659, 0.0943115261725851, 0.9086984452041712, 102.3999279878799, 0.1831703536463273, 0.816879849815866, 97.44048118307587, 0.2840702900619783, 0.7153702382470281, 96.30112584433685, 0.305493316791846, 0.6939266065117508, 93.99009796210368, 0.3572216691912811, 0.6423685816340201, 89.72056375221858, 0.4677887016922143, 0.533592913001545, 83.71024659964314, 0.6580313328170299, 0.3425101593072912, 78.30928608853769, 0.8773862536188843, 0.1234784202179428, 886.3701246259723, 910.0102371958991, 922.519487638152, 926.4591755451257, 935.5605677619, 952.8309348409249, 975.7303774595882]|  0.3243940930373183|      0.00097656|[450, 144, 18, 54]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      19|[107.46956700992659, 0.0943115261725851, 0.9086984452041712, 102.3999279878799, 0.1831703536463273, 0.816879849815866, 97.44048118307587, 0.2840702900619783, 0.7153702382470281, 96.30112584433685, 0.305493316791846, 0.6939266065117508, 93.99009796210368, 0.3572216691912811, 0.6423685816340201, 89.72056375221858, 0.4677887016922143, 0.533592913001545, 83.71024659964314, 0.6580313328170299, 0.3425101593072912, 78.30928608853769, 0.8773862536188843, 0.1234784202179428, 886.3701246259723, 910.0102371958991, 922.519487638152, 926.4591755451257, 935.5605677619, 952.8309348409249, 975.7303774595882]|  0.3243940930373183|      0.00048828|[475, 152, 19, 57]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
