k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       2|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      0.25000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       3|[0.129049751646018, 0.1257117596239672, 0.1462338491892911, 0.1221897685055437, 0.0643681564776242, 0.0677477001306565, 0.0118429944304975, 0.0742547791537857, -0.0674635453550808, -0.0399167986311733]|  1.4689768293211116|      0.50000000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       4|[0.129049751646018, 0.1257117596239672, 0.1462338491892911, 0.1221897685055437, 0.0643681564776242, 0.0677477001306565, 0.0118429944304975, 0.0742547791537857, -0.0674635453550808, -0.0399167986311733]|  1.4689768293211116|      0.25000000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       5|[0.129049751646018, 0.1257117596239672, 0.1462338491892911, 0.1221897685055437, 0.0643681564776242, 0.0677477001306565, 0.0118429944304975, 0.0742547791537857, -0.0674635453550808, -0.0399167986311733]|  1.4689768293211116|      0.12500000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       6|[0.0860345898901605, 0.1586642122883397, 0.1913391040991388, 0.1474785681288435, 0.0455832879234784, 0.0356637298766125, 0.009496826606186, 0.087872217342093, 0.008391287574832, 0.0119260126033061]|  0.9625251987036795|      0.25000000|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate success | actual_k=1
       7|[0.0860345898901605, 0.1586642122883397, 0.1913391040991388, 0.1474785681288435, 0.0455832879234784, 0.0356637298766125, 0.009496826606186, 0.087872217342093, 0.008391287574832, 0.0119260126033061]|  0.9625251987036795|      0.12500000|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       8|[0.0860345898901605, 0.1586642122883397, 0.1913391040991388, 0.1474785681288435, 0.0455832879234784, 0.0356637298766125, 0.009496826606186, 0.087872217342093, 0.008391287574832, 0.0119260126033061]|  0.9625251987036795|      0.06250000|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       9|[0.0871650011750863, 0.1481473852306258, 0.1884498624429998, 0.1737180803680099, 0.0544018550940769, 0.0524648851262323, -0.01095570786228, 0.0411542697168384, 0.0184573197227069, 0.0059875738605001]|  0.8087132980537430|      0.12500000|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
      10|[0.0871650011750863, 0.1481473852306258, 0.1884498624429998, 0.1737180803680099, 0.0544018550940769, 0.0524648851262323, -0.01095570786228, 0.0411542697168384, 0.0184573197227069, 0.0059875738605001]|  0.8087132980537430|      0.06250000|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      11|[0.0871650011750863, 0.1481473852306258, 0.1884498624429998, 0.1737180803680099, 0.0544018550940769, 0.0524648851262323, -0.01095570786228, 0.0411542697168384, 0.0184573197227069, 0.0059875738605001]|  0.8087132980537430|      0.03125000|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
