k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      0.50000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       2|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      0.25000000|[34, 0, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       3|[0.203930152208113, 0.0381535972790688, 0.1348105186262588, 0.0115843422344969, 0.0553842605158973, 0.1053472824203349, 0.0149763831000218, -0.0013891185976118, -0.0033991784969565, 0.0071284293567364]|  0.5160273266112607|      0.50000000|[51, 0, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       4|[0.203930152208113, 0.0381535972790688, 0.1348105186262588, 0.0115843422344969, 0.0553842605158973, 0.1053472824203349, 0.0149763831000218, -0.0013891185976118, -0.0033991784969565, 0.0071284293567364]|  0.5160273266112607|      0.25000000|[68, 0, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       5|[0.203930152208113, 0.0381535972790688, 0.1348105186262588, 0.0115843422344969, 0.0553842605158973, 0.1053472824203349, 0.0149763831000218, -0.0013891185976118, -0.0033991784969565, 0.0071284293567364]|  0.5160273266112607|      0.12500000|[85, 0, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=0
       6|[0.203930152208113, 0.0381535972790688, 0.1348105186262588, 0.0115843422344969, 0.0553842605158973, 0.1053472824203349, 0.0149763831000218, -0.0013891185976118, -0.0033991784969565, 0.0071284293567364]|  0.5160273266112607|      0.06250000|[102, 0, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       7|[0.214915522008025, 0.0201966498906636, 0.1185911849149902, -0.0128425571153376, 0.0678021672407415, 0.0714490067115629, 0.0073164798326807, 0.0287046388798628, 0.0142771619469927, 0.0119575722249335]|  0.3995349633981427|      0.12500000|[119, 0, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       8|[0.214915522008025, 0.0201966498906636, 0.1185911849149902, -0.0128425571153376, 0.0678021672407415, 0.0714490067115629, 0.0073164798326807, 0.0287046388798628, 0.0142771619469927, 0.0119575722249335]|  0.3995349633981427|      0.06250000|[136, 0, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       9|[0.2257627385750172, 0.0316914609159107, 0.1152942052967959, -0.0058554207659394, 0.0461151112497835, 0.016487694181792, 0.0124359028961725, 0.0280260830159998, 0.0199473156139911, 0.0051111704288156]|  0.2144044404819280|      0.12500000|[153, 0, 9, 18]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
      10|[0.2257627385750172, 0.0316914609159107, 0.1152942052967959, -0.0058554207659394, 0.0461151112497835, 0.016487694181792, 0.0124359028961725, 0.0280260830159998, 0.0199473156139911, 0.0051111704288156]|  0.2144044404819280|      0.06250000|[170, 0, 10, 20]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      11|[0.1949317482380398, 0.0173975496983197, 0.0985833434738374, 0.002469503580637, 0.0101203940000104, 0.0085625144066753, -0.0060531668484579, 0.007235885932543, 0.0061728456251295, -0.0038657280377338]|  0.1007594546885414|      0.12500000|[187, 0, 11, 22]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
