k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[98.0, 36.0, 270.0]                                                             |235144.3534117177186999|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[98.68491372175296, 36.1512852545069, 269.28725462784854]                       |231811.1250000000000000|      2.00000000|[7, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       2|[100.05710552649526, 36.47697140812372, 267.8691509009158]                      |225215.5468750000000000|      4.00000000|[13, 0, 0, 4]                                                              |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       3|[102.82330717130519, 37.05297867911968, 265.0378359971987]                      |212307.9843750000000000|      8.00000000|[19, 0, 0, 6]                                                              |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       4|[108.35853925185044, 38.113927206134996, 259.3601961673463]                     |187631.6406250000000000|     16.00000000|[25, 0, 0, 8]                                                              |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       5|[119.70154301174355, 40.92457547477885, 248.4314944140263]                      |142854.6562500000000000|     32.00000000|[31, 0, 0, 10]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       6|[120.84704821507157, 43.366965213625534, 216.54540731960964]                    |87519.9687500000000000|     64.00000000|[37, 0, 0, 12]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       7|[173.24643707470113, 58.81531731461218, 183.2039546742723]                      |6662.6440429687500000|    128.00000000|[43, 0, 0, 14]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       8|[173.24643707470113, 58.81531731461218, 183.2039546742723]                      |6662.6440429687500000|     64.00000000|[53, 0, 0, 18]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[215.73959935884776, 15.532468726063144, 162.78518445777985]                    |4163.3012695312500000|    128.00000000|[63, 0, 0, 22]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | iterate success | actual_k=0
      10|[215.73959935884776, 15.532468726063144, 162.78518445777985]                    |4163.3012695312500000|     64.00000000|[73, 0, 0, 26]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[219.25035952615787, 60.602245987882526, 208.08849273231556]                    |1161.7253417968750000|    128.00000000|[81, 0, 0, 29]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | iterate success | actual_k=0
      12|[219.25035952615787, 60.602245987882526, 208.08849273231556]                    |1161.7253417968750000|     64.00000000|[91, 0, 0, 33]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
