k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.658630856801738, -1.1227996040946704, 0.5097108150646974, -0.7090145123775966, 0.2926226299240314, 0.1047486222452472, 0.1618998650167975]|89163.8906250000000000|      2.00000000|[33, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       2|[10.94064281381159, 0.1331430517399725, 0.1029050875147733, -0.2328293487121916, 0.0374509572669544, 0.5967093529555269, -0.1203628391945787]|43244.6523437500000000|      4.00000000|[65, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       3|[10.94064281381159, 0.1331430517399725, 0.1029050875147733, -0.2328293487121916, 0.0374509572669544, 0.5967093529555269, -0.1203628391945787]|43244.6523437500000000|      2.00000000|[97, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[10.94064281381159, 0.1331430517399725, 0.1029050875147733, -0.2328293487121916, 0.0374509572669544, 0.5967093529555269, -0.1203628391945787]|43244.6523437500000000|      1.00000000|[129, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[10.94064281381159, 0.1331430517399725, 0.1029050875147733, -0.2328293487121916, 0.0374509572669544, 0.5967093529555269, -0.1203628391945787]|43244.6523437500000000|      0.50000000|[161, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[10.94064281381159, 0.1331430517399725, 0.1029050875147733, -0.2328293487121916, 0.0374509572669544, 0.5967093529555269, -0.1203628391945787]|43244.6523437500000000|      0.25000000|[193, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[10.94064281381159, 0.1331430517399725, 0.1029050875147733, -0.2328293487121916, 0.0374509572669544, 0.5967093529555269, -0.1203628391945787]|43244.6523437500000000|      0.12500000|[225, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[10.94064281381159, 0.1331430517399725, 0.1029050875147733, -0.2328293487121916, 0.0374509572669544, 0.5967093529555269, -0.1203628391945787]|43244.6523437500000000|      0.06250000|[257, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[10.940743183886775, 0.1337082975785323, 0.1033640854566578, -0.2591938236190469, 0.0371938044139344, 0.5982559383063513, -0.0637221634135824]|31961.5351562500000000|      0.12500000|[289, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      10|[10.940743183886775, 0.1337082975785323, 0.1033640854566578, -0.2591938236190469, 0.0371938044139344, 0.5982559383063513, -0.0637221634135824]|31961.5351562500000000|      0.06250000|[321, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
