k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.0]                                                               |85962.4290304600144736|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.0]                                                               |85962.4290304600144736|      0.50000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[100.0, 0.0, 0.0]                                                               |85962.4290304600144736|      0.25000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[100.0, 0.0, 0.0]                                                               |85962.4290304600144736|      0.12500000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[100.02360955248623, -0.0436662534932765, -0.1147207363002015]                  |10706.4433593750000000|      0.25000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[100.06758176535263, -0.2378578084492407, -0.2659030252080553]                  |1989.3576660156250000|      0.50000000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       6|[100.06758176535263, -0.2378578084492407, -0.2659030252080553]                  |1989.3576660156250000|      0.25000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[100.06758176535263, -0.2378578084492407, -0.2659030252080553]                  |1989.3576660156250000|      0.12500000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[100.06758176535263, -0.2378578084492407, -0.2659030252080553]                  |1989.3576660156250000|      0.06250000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[100.04785847352018, -0.2414252740336163, -0.2067040813948715]                  |1862.9289550781250000|      0.12500000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      10|[100.04785847352018, -0.2414252740336163, -0.2067040813948715]                  |1862.9289550781250000|      0.06250000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[100.04785847352018, -0.2414252740336163, -0.2067040813948715]                  |1862.9289550781250000|      0.03125000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[100.04785847352018, -0.2414252740336163, -0.2067040813948715]                  |1862.9289550781250000|      0.01562500|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[100.05285359115595, -0.2524522840597728, -0.2165830729774114]                  |1852.4123535156250000|      0.03125000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      14|[100.05285359115595, -0.2524522840597728, -0.2165830729774114]                  |1852.4123535156250000|      0.01562500|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[100.0619686300244, -0.2634676526179054, -0.2102808236206133]                   |1839.4370117187500000|      0.03125000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
