k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8]|1687370.1489277461078018|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.8775977667208423, 1.3451609406545044, -0.8389133033401723, 0.7538576066798192, -0.7315977683644058, 1.2706173006174268, -1.0777480602872829, 0.6524549826860936, -0.9819604627363561, 1.139285616657381, -1.1638240243940938, 0.7618240936955379, -0.8452073833064705, 1.0589562658385283, -1.2331716217198763, 0.811491819966952, -0.651723613895469, 1.180393861064724, -1.299580829947064, 0.7343467744482762, -0.7803212706280964, 1.2613571347386088, -1.1114357561316615, 0.6143892311913663, -0.9235159185057924, 1.1855338123206542, -1.1140266398666274, 0.7537198508866486, -0.7937620273704415, 1.1488837179124034, -1.1375016068948853, 0.731667471894895, -0.9593572159947862, 1.1707673148733981, -1.196705427555673, 0.8784613702493923, -0.7092330836588617, 1.1852299196310843, -1.2939930472019663, 0.7543179167551285, -0.7996876715052871, 1.247553739666947, -1.1805410653491037, 0.8040934121757151, -0.562445553097595, 1.1469186233200743, -1.1606380872753697, 0.7907537095147391, -0.9263597841483181, 1.027790731260723, -1.0764264572937174, 0.8072692954022858, -0.675767183673005, 1.2238186300977978, -1.0724758542861828, 0.8241080987321969, -0.801577668160394, 1.1738333846792093, -1.368678857152914, 0.6954344944514669, -0.8821128231428413, 1.2269773483950321, -1.1153190416369152, 0.7778446971254271, -0.7960562596071992, 1.241210243343899, -1.203184845555156, 0.6069724819056495, -0.9091727774632047, 1.1736428272837143, -1.207062535365388, 0.6351196476841443, -0.6798375676098289, 0.9804201801901685, -1.2623917557254993, 0.7710273476145507, -0.766536259597825, 1.1884465638646586, -1.2478880249597488, 0.571601586054536, -0.9583567435649267, 1.1803466844246098, -1.1245114634302344, 0.6401642639948679, -0.7880121476499972, 1.0751904277294067, -1.3023389432743309, 0.6091535221955608, -0.7605529754285487, 1.275719850127027, -1.255476348581674, 0.8248336804326222, -0.8196910169915961, 1.1619389540328025, -1.2731586200529188, 0.7705190188481726, -0.8451250100988952, 1.2403359549813397, -1.1401834267853364, 0.8118147371474141]|1570843.6250000000000000|      2.00000000|[25, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | iterate success | actual_k=4
       2|[-0.6334009961483064, 1.3574161444299728, -1.05465210783198, 0.6039706313227524, -0.3761507244714991, 1.278109499150176, -1.2607537022795765, 0.6427649609632118, -0.6689083986822305, 1.122939987474868, -0.8682581355160524, 1.170717379784274, -1.0969675848135763, 0.9579927853971462, -1.3807741128667916, 0.5084938725893666, -0.5357233807604951, 0.9756095304352016, -1.3860483378699289, 0.6242764902118769, -0.7032693619375542, 1.1459585815364237, -1.104654011140855, 0.3532234300365368, -0.910858924413372, 1.2142453027862852, -0.8806857530317009, 0.7280031296549795, -0.6556931749438267, 1.2754809308177957, -0.8783748796843949, 0.7120296602763296, -1.2888260684359756, 0.7126458797341826, -1.4019074739250972, 0.9797272704690759, -0.9021001891299467, 1.042389490745793, -1.2304693754518239, 0.8952171006508274, -0.6378668123413531, 0.8758154348034685, -1.0313990900857781, 0.8676782540496509, -0.9212257248234526, 1.3714550727238963, -0.8184054012099781, 0.9346435422264452, -1.1492315396686066, 0.9294685847326635, -1.0436851638542064, 0.6106172251551013, -0.4515054542966037, 0.98756303626192, -1.0015292534518394, 0.8321060174437478, -0.8199397253857417, 1.1759051060538337, -0.965501098138924, 0.3697141154904933, -0.7924314233078126, 1.1376245320549452, -0.9789789972973905, 0.5939559081034638, -0.4396571599885088, 1.230698710031004, -1.4714788077852472, 0.6714187160730624, -0.992415809489456, 1.0109369114846762, -1.254118345187253, 0.538785237791773, -0.8851182074897475, 0.6359951054022306, -1.5169294562435909, 0.9179124240351868, -0.831306983987702, 1.2825087159978785, -1.0436853150893364, 0.3810817129392137, -0.9384876648052881, 1.0806218057927524, -1.4243405642345, 0.493154482765897, -0.9304113626762713, 1.430762754416853, -1.263624611887231, 0.4063521833385319, -0.8043893414492437, 1.090946300095827, -1.0760626318801856, 0.7426617229092319, -0.8936466078567328, 0.8434804298608305, -1.510473276960966, 0.6438106094390825, -0.6388609215393879, 1.2433646875614717, -0.8565303917745569, 0.551791295220783]|1411853.6250000000000000|      4.00000000|[49, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       3|[-1.2871607300913794, 0.213082477705687, -1.382446947507581, 0.2397618578761506, -0.3114212284030456, 0.9726393084231355, -0.9964234930239394, 1.0725465560358438, -0.0342341397873333, 1.1469039154326586, -1.0669053556129304, 0.5889002712580569, -1.5185374415338995, 1.0792172759981489, -1.7794949128722874, 0.9223546281724877, 0.1123805347285211, 0.5018348149906199, -1.3888858530951533, 0.8840196522284945, -0.3454840396621641, 1.2828335730044746, -1.062590073144705, 0.9477557367547582, -0.9457888183291202, 0.9372474439234466, -0.8042721456208981, 0.2091073821595361, -0.4359716345113372, 1.6459931402490668, -0.3493023866060457, 0.4563727447337634, -1.2717337087842024, -0.041690744886284, -1.3197843279984909, -0.008103901624856, -0.9085687258609375, 1.104756271650992, -1.4292150166756028, -0.1231252043865501, -0.7576693586628955, 0.973068568678954, -0.6041474405564541, 1.112883584018415, -0.8803857610328564, 1.0521153908600356, -0.7875120929642212, 1.227717985674322, -1.5212767932882405, 1.2916510322345611, -0.624577548521696, 0.5423873814954627, -0.0280398821616358, 1.5628424899807156, -1.4805376289046694, 1.0992410550742746, -0.7669545051310905, 0.4824125065235794, -1.0993854891502184, -0.3131156608658902, -0.0891769440254027, 1.3888838911307455, -0.2815399754623267, 0.4362283734279416, -0.6210423713178075, 1.1602644346645437, -0.8366117791447558, 0.5359920117628698, -0.7287565997305356, 1.0824308319645084, -0.8678015137454449, 0.8699475273822816, -0.6716472947030196, 0.0387883168410877, -1.8293763541845767, 0.7617502027451009, -0.8621877427748157, 0.9482110428617863, -0.9692004119993185, -0.3332474085546984, -1.3895263135641223, 0.8684085142758803, -1.7189594294106472, 0.3485653230498058, -1.2290819650776386, 1.28098664009209, -1.416070179532524, 0.564867080941546, -0.466560011020929, 0.9435815823371615, -1.1106099646661294, 0.559315344985072, -0.6471125968308646, 0.3606252829139658, -1.7188752572225563, 0.0151668866594846, -0.3089084715131515, 1.0711384522680056, -0.4914900883983774, 0.0566847202396235]|1280481.5000000000000000|      8.00000000|[73, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       4|[-1.2871607300913794, 0.213082477705687, -1.382446947507581, 0.2397618578761506, -0.3114212284030456, 0.9726393084231355, -0.9964234930239394, 1.0725465560358438, -0.0342341397873333, 1.1469039154326586, -1.0669053556129304, 0.5889002712580569, -1.5185374415338995, 1.0792172759981489, -1.7794949128722874, 0.9223546281724877, 0.1123805347285211, 0.5018348149906199, -1.3888858530951533, 0.8840196522284945, -0.3454840396621641, 1.2828335730044746, -1.062590073144705, 0.9477557367547582, -0.9457888183291202, 0.9372474439234466, -0.8042721456208981, 0.2091073821595361, -0.4359716345113372, 1.6459931402490668, -0.3493023866060457, 0.4563727447337634, -1.2717337087842024, -0.041690744886284, -1.3197843279984909, -0.008103901624856, -0.9085687258609375, 1.104756271650992, -1.4292150166756028, -0.1231252043865501, -0.7576693586628955, 0.973068568678954, -0.6041474405564541, 1.112883584018415, -0.8803857610328564, 1.0521153908600356, -0.7875120929642212, 1.227717985674322, -1.5212767932882405, 1.2916510322345611, -0.624577548521696, 0.5423873814954627, -0.0280398821616358, 1.5628424899807156, -1.4805376289046694, 1.0992410550742746, -0.7669545051310905, 0.4824125065235794, -1.0993854891502184, -0.3131156608658902, -0.0891769440254027, 1.3888838911307455, -0.2815399754623267, 0.4362283734279416, -0.6210423713178075, 1.1602644346645437, -0.8366117791447558, 0.5359920117628698, -0.7287565997305356, 1.0824308319645084, -0.8678015137454449, 0.8699475273822816, -0.6716472947030196, 0.0387883168410877, -1.8293763541845767, 0.7617502027451009, -0.8621877427748157, 0.9482110428617863, -0.9692004119993185, -0.3332474085546984, -1.3895263135641223, 0.8684085142758803, -1.7189594294106472, 0.3485653230498058, -1.2290819650776386, 1.28098664009209, -1.416070179532524, 0.564867080941546, -0.466560011020929, 0.9435815823371615, -1.1106099646661294, 0.559315344985072, -0.6471125968308646, 0.3606252829139658, -1.7188752572225563, 0.0151668866594846, -0.3089084715131515, 1.0711384522680056, -0.4914900883983774, 0.0566847202396235]|1280481.5000000000000000|      4.00000000|[194, 64, 1, 17]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 62 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 74 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 86 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 98 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[-1.493015966497346, 0.0577194516087011, -1.590718250966076, 0.3365512421201822, 0.2389956740225089, 0.8326332908790033, -0.2655141539856841, 1.1016365023540597, -0.0882297468520142, 1.1376434148213668, -0.9470056794899422, -0.4040450157329366, -1.2327131867550112, 0.614549082870334, -1.5142822559456155, 1.105199949496208, -0.2859986942661226, -0.0312342707667183, -1.3660205614820529, 0.6828221312327984, 0.2652169855554943, 0.8478819205859526, -0.3554006581840099, 1.3957449392252794, -1.0256612487522527, 1.13910017160499, -0.9334941981111685, 0.0957524934061863, -0.4702687353462327, 1.2077895287296745, -0.646908361339508, 0.0925539476398062, -1.7328377163035564, 0.0818089296788469, -1.4324971080381814, -0.3212185995214814, -1.3139021685335386, 1.2522683382235695, -1.1927590496836438, -0.3286055699679799, -0.617510127903943, 0.9367230431448249, -0.066375683943917, 0.4411037188369488, -0.5661855474146933, 1.2057680682486993, -0.6504704070586729, 0.6257739447998621, -1.5341430134747231, 0.8576374089515604, -0.1428404070759703, 0.2738396808822177, 0.273393677965001, 1.6465707328571964, -1.631818205632887, 1.6554657903387282, -0.0869948624531901, 0.7689041067526954, -1.88856650670056, 0.0449638463466243, -0.0142774190857991, 0.7998235618474566, -0.7316006619266344, 0.6648253850771062, -0.9035460815001339, 1.177974865324689, -0.0979324457724029, 0.2416875765694909, -0.515518127472042, 0.2578432440046641, -0.0511017993175997, 1.0529365941610451, -1.0328112624858332, 0.4304788502467653, -1.1403613766314287, 0.2891523233236805, -1.5070099848201224, 0.826476679904986, -1.161547942605369, -0.0071864658613479, -1.2809650815016038, 1.0145425458440742, -1.346554712654744, 0.5761343475096604, -0.1329481785987643, 1.1929275552560845, -1.2326687666648581, 0.4679345746793531, -0.918468132948602, 0.8816408486913953, -0.6226175866634804, 0.9591277481237336, -0.4572440284868912, 0.5984968897439018, -1.8122125679311836, -0.0208533520306183, -0.6631501241931418, 1.2320653943940951, -1.0236951266188223, 0.6516321934173388]|1178705.2500000000000000|      8.00000000|[231, 76, 2, 21]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 26 points | iterate success | actual_k=4
       6|[-1.493015966497346, 0.0577194516087011, -1.590718250966076, 0.3365512421201822, 0.2389956740225089, 0.8326332908790033, -0.2655141539856841, 1.1016365023540597, -0.0882297468520142, 1.1376434148213668, -0.9470056794899422, -0.4040450157329366, -1.2327131867550112, 0.614549082870334, -1.5142822559456155, 1.105199949496208, -0.2859986942661226, -0.0312342707667183, -1.3660205614820529, 0.6828221312327984, 0.2652169855554943, 0.8478819205859526, -0.3554006581840099, 1.3957449392252794, -1.0256612487522527, 1.13910017160499, -0.9334941981111685, 0.0957524934061863, -0.4702687353462327, 1.2077895287296745, -0.646908361339508, 0.0925539476398062, -1.7328377163035564, 0.0818089296788469, -1.4324971080381814, -0.3212185995214814, -1.3139021685335386, 1.2522683382235695, -1.1927590496836438, -0.3286055699679799, -0.617510127903943, 0.9367230431448249, -0.066375683943917, 0.4411037188369488, -0.5661855474146933, 1.2057680682486993, -0.6504704070586729, 0.6257739447998621, -1.5341430134747231, 0.8576374089515604, -0.1428404070759703, 0.2738396808822177, 0.273393677965001, 1.6465707328571964, -1.631818205632887, 1.6554657903387282, -0.0869948624531901, 0.7689041067526954, -1.88856650670056, 0.0449638463466243, -0.0142774190857991, 0.7998235618474566, -0.7316006619266344, 0.6648253850771062, -0.9035460815001339, 1.177974865324689, -0.0979324457724029, 0.2416875765694909, -0.515518127472042, 0.2578432440046641, -0.0511017993175997, 1.0529365941610451, -1.0328112624858332, 0.4304788502467653, -1.1403613766314287, 0.2891523233236805, -1.5070099848201224, 0.826476679904986, -1.161547942605369, -0.0071864658613479, -1.2809650815016038, 1.0145425458440742, -1.346554712654744, 0.5761343475096604, -0.1329481785987643, 1.1929275552560845, -1.2326687666648581, 0.4679345746793531, -0.918468132948602, 0.8816408486913953, -0.6226175866634804, 0.9591277481237336, -0.4572440284868912, 0.5984968897439018, -1.8122125679311836, -0.0208533520306183, -0.6631501241931418, 1.2320653943940951, -1.0236951266188223, 0.6516321934173388]|1178705.2500000000000000|      4.00000000|[351, 116, 3, 32]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 85 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 109 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[-1.06069718435349, -0.2484263474140196, -1.3811647943966885, -0.2106088999637105, 0.2444207700282886, 1.0891955847745058, -0.1907720237084887, 0.8910631948616765, -0.5820765848322563, 0.7262132315365575, -0.7320436626894629, -0.3987700800669214, -1.6359579017778756, 0.3580970101452793, -1.2709123802583198, 1.1511000341716962, -0.9788315054270325, -0.70506494221863, -1.3947848075747733, 1.1736859806046573, 0.7331139023345934, 0.6997210617830377, -1.0987021809342514, 0.6510485277747993, -1.468893861950575, 0.8125507495761711, -1.2497641398422294, 0.315531077095221, 0.0061894504974771, 0.6433366602674181, -0.2279938232356953, 0.0227169598121358, -1.7282227097046212, 0.3201343391458471, -0.8181709407796531, -0.1358891268051803, -1.5824567996477348, 1.1209581420807777, -1.3305528885642728, 0.0522336084077435, -0.9176749673771112, 0.8423589659352774, 0.1187407850930446, -0.5089377313166538, -0.167401659755895, 1.2130394362092152, -0.2574139694155604, 0.401575364547505, -1.4718205851512354, 0.7780060870452676, 0.169161851996415, 0.3811101119695408, -0.1813848173528826, 1.5653760766003006, -1.2768154827019975, 0.871639733899465, 0.1784818997784706, 0.3523193323819065, -2.118133356012041, -0.2840299359550185, 0.0812922140726152, 0.4131565658547202, -1.065029029893092, 1.1449483742165236, -1.4609811818656824, 1.0773146994397118, 0.0360657350947159, 0.7797398367270512, -0.5747749651544665, 0.9197623942330212, 0.1187904717934716, 1.237210654104253, -0.7504716213094519, 0.0296492971178755, -1.1933152453007667, 0.3540292504361587, -0.7926637564679101, 0.922246449290674, -1.5352473004361071, 0.3752055775574078, -1.334274140358378, 0.1264363462219432, -0.9476876840964915, 0.5206128811222953, -0.1970512873371638, 0.8006438597709435, -1.1157075813715986, 0.6711602100183497, -1.6077453214023982, 0.9165973420901933, -0.594816126884792, -0.1324685703104723, -0.6580174885922846, -0.3284758031486589, -1.5890434945397938, 0.3065963889674237, -0.1348632176292287, 1.2583274031791156, -1.5946957583637138, 0.8153071041237563]|1026805.5000000000000000|      8.00000000|[376, 124, 3, 34]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
       8|[-1.06069718435349, -0.2484263474140196, -1.3811647943966885, -0.2106088999637105, 0.2444207700282886, 1.0891955847745058, -0.1907720237084887, 0.8910631948616765, -0.5820765848322563, 0.7262132315365575, -0.7320436626894629, -0.3987700800669214, -1.6359579017778756, 0.3580970101452793, -1.2709123802583198, 1.1511000341716962, -0.9788315054270325, -0.70506494221863, -1.3947848075747733, 1.1736859806046573, 0.7331139023345934, 0.6997210617830377, -1.0987021809342514, 0.6510485277747993, -1.468893861950575, 0.8125507495761711, -1.2497641398422294, 0.315531077095221, 0.0061894504974771, 0.6433366602674181, -0.2279938232356953, 0.0227169598121358, -1.7282227097046212, 0.3201343391458471, -0.8181709407796531, -0.1358891268051803, -1.5824567996477348, 1.1209581420807777, -1.3305528885642728, 0.0522336084077435, -0.9176749673771112, 0.8423589659352774, 0.1187407850930446, -0.5089377313166538, -0.167401659755895, 1.2130394362092152, -0.2574139694155604, 0.401575364547505, -1.4718205851512354, 0.7780060870452676, 0.169161851996415, 0.3811101119695408, -0.1813848173528826, 1.5653760766003006, -1.2768154827019975, 0.871639733899465, 0.1784818997784706, 0.3523193323819065, -2.118133356012041, -0.2840299359550185, 0.0812922140726152, 0.4131565658547202, -1.065029029893092, 1.1449483742165236, -1.4609811818656824, 1.0773146994397118, 0.0360657350947159, 0.7797398367270512, -0.5747749651544665, 0.9197623942330212, 0.1187904717934716, 1.237210654104253, -0.7504716213094519, 0.0296492971178755, -1.1933152453007667, 0.3540292504361587, -0.7926637564679101, 0.922246449290674, -1.5352473004361071, 0.3752055775574078, -1.334274140358378, 0.1264363462219432, -0.9476876840964915, 0.5206128811222953, -0.1970512873371638, 0.8006438597709435, -1.1157075813715986, 0.6711602100183497, -1.6077453214023982, 0.9165973420901933, -0.594816126884792, -0.1324685703104723, -0.6580174885922846, -0.3284758031486589, -1.5890434945397938, 0.3065963889674237, -0.1348632176292287, 1.2583274031791156, -1.5946957583637138, 0.8153071041237563]|1026805.5000000000000000|      4.00000000|[499, 164, 6, 47]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 26 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 38 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 50 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 62 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 75 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 88 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 112 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[-1.0443790211003856, -0.3390561295565504, -1.6203490602384465, -0.8645965763013983, 0.0638686539671653, 1.4394906422889204, -0.2435139579347795, 0.601127558767568, -0.476033938333642, 0.801243483008079, -1.066859423732828, -0.3330736557882225, -2.0270642052882475, -0.0210344110007957, -1.0796328292591888, 0.9011781281169482, -0.9567557878669524, -0.5899801510428603, -1.0957220811111779, 1.3719953759479913, 0.8244957101072399, 0.3550851910355804, -0.9743781298412149, 0.6035446324807651, -1.2609731540487512, -0.2635917172780976, -1.44765365132833, -0.4802178185423638, 0.4651757716349738, 0.8195109021530584, -0.092265557881035, -0.7323154450138919, -1.57033484258085, 0.1327652956400264, -0.3064695587462305, 0.1744180223417618, -1.3127447281534566, -0.1815714728914521, -1.5847333106540489, 0.1961861070286099, -0.4286314366236716, 0.8454179658872495, 0.1647317534001349, -0.2096082653192671, -0.2960088993897905, 1.2897342763861404, -0.3773894166994121, -0.4655966098312466, -0.9260471501945478, 0.3609592416204533, 0.8678649587164464, 0.0427362475169534, -0.5776629752084785, 1.5080815327221466, -0.9043596367112152, 0.8292474544988829, 0.3992593273022587, -0.11214056395831, -2.3605883916554777, -0.1004905907594306, 0.088706207998564, 0.1115460577061254, -1.1064797514679354, 0.9671983797551893, -1.9947385204701116, 1.2335344724772936, -0.9608135843061877, 0.8952437533278832, -0.4659282797427299, 0.6926985968457575, -0.5888841951357664, 1.145747429458908, -0.5886929394139231, 0.0903469642501605, -1.485784818205978, 0.4600856623341995, -0.9402135903321353, 1.4377295229279123, -1.2178212028338882, 0.7714252849793816, -0.935621130773189, 0.1783296267559029, -0.7595240223350579, -0.1339346595393724, -0.737112945601357, 0.7637412511990529, -0.7517953961763539, 0.4466791765968673, -1.5807752615620339, 0.4848664224669594, -1.6255176110261504, -0.1891013393181429, -1.1930382329993516, 0.0651256953836816, -2.3424351414223494, -0.063964065399529, 0.3321000197955648, 0.9231814898811663, -1.2929691989913912, 0.9281465934328765]|879826.6250000000000000|      8.00000000|[559, 184, 6, 52]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | iterate success | actual_k=4
      10|[-1.0443790211003856, -0.3390561295565504, -1.6203490602384465, -0.8645965763013983, 0.0638686539671653, 1.4394906422889204, -0.2435139579347795, 0.601127558767568, -0.476033938333642, 0.801243483008079, -1.066859423732828, -0.3330736557882225, -2.0270642052882475, -0.0210344110007957, -1.0796328292591888, 0.9011781281169482, -0.9567557878669524, -0.5899801510428603, -1.0957220811111779, 1.3719953759479913, 0.8244957101072399, 0.3550851910355804, -0.9743781298412149, 0.6035446324807651, -1.2609731540487512, -0.2635917172780976, -1.44765365132833, -0.4802178185423638, 0.4651757716349738, 0.8195109021530584, -0.092265557881035, -0.7323154450138919, -1.57033484258085, 0.1327652956400264, -0.3064695587462305, 0.1744180223417618, -1.3127447281534566, -0.1815714728914521, -1.5847333106540489, 0.1961861070286099, -0.4286314366236716, 0.8454179658872495, 0.1647317534001349, -0.2096082653192671, -0.2960088993897905, 1.2897342763861404, -0.3773894166994121, -0.4655966098312466, -0.9260471501945478, 0.3609592416204533, 0.8678649587164464, 0.0427362475169534, -0.5776629752084785, 1.5080815327221466, -0.9043596367112152, 0.8292474544988829, 0.3992593273022587, -0.11214056395831, -2.3605883916554777, -0.1004905907594306, 0.088706207998564, 0.1115460577061254, -1.1064797514679354, 0.9671983797551893, -1.9947385204701116, 1.2335344724772936, -0.9608135843061877, 0.8952437533278832, -0.4659282797427299, 0.6926985968457575, -0.5888841951357664, 1.145747429458908, -0.5886929394139231, 0.0903469642501605, -1.485784818205978, 0.4600856623341995, -0.9402135903321353, 1.4377295229279123, -1.2178212028338882, 0.7714252849793816, -0.935621130773189, 0.1783296267559029, -0.7595240223350579, -0.1339346595393724, -0.737112945601357, 0.7637412511990529, -0.7517953961763539, 0.4466791765968673, -1.5807752615620339, 0.4848664224669594, -1.6255176110261504, -0.1891013393181429, -1.1930382329993516, 0.0651256953836816, -2.3424351414223494, -0.063964065399529, 0.3321000197955648, 0.9231814898811663, -1.2929691989913912, 0.9281465934328765]|879826.6250000000000000|      4.00000000|[681, 224, 8, 64]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 74 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 86 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 99 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 111 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
