k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.99764389452003, -1.1139980097485191, -0.0365861869011284, -0.3107838218861423, 0.740134886048526, -0.4807036609251324, 0.1630014886587752]|69365.6796875000000000|      2.00000000|[31, 2, 0, 2]                                                              |  | trying quadratic partial model with 16 points | iterate success | actual_k=1
       2|[10.704480941368045, -1.0355694828439879, 0.0161502386191702, 1.4014946504889907, 0.1323348199372436, -0.0471276377466446, 0.2092893876674066]|21156.2890625000000000|      4.00000000|[61, 4, 0, 4]                                                              |  | trying quadratic partial model with 16 points | iterate success | actual_k=1
       3|[10.704480941368045, -1.0355694828439879, 0.0161502386191702, 1.4014946504889907, 0.1323348199372436, -0.0471276377466446, 0.2092893876674066]|21156.2890625000000000|      2.00000000|[106, 7, 0, 7]                                                             |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[10.704480941368045, -1.0355694828439879, 0.0161502386191702, 1.4014946504889907, 0.1323348199372436, -0.0471276377466446, 0.2092893876674066]|21156.2890625000000000|      1.00000000|[151, 10, 0, 10]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[10.704480941368045, -1.0355694828439879, 0.0161502386191702, 1.4014946504889907, 0.1323348199372436, -0.0471276377466446, 0.2092893876674066]|21156.2890625000000000|      0.50000000|[196, 13, 0, 13]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[10.704480941368045, -1.0355694828439879, 0.0161502386191702, 1.4014946504889907, 0.1323348199372436, -0.0471276377466446, 0.2092893876674066]|21156.2890625000000000|      0.25000000|[241, 16, 0, 16]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[10.704480941368045, -1.0355694828439879, 0.0161502386191702, 1.4014946504889907, 0.1323348199372436, -0.0471276377466446, 0.2092893876674066]|21156.2890625000000000|      0.12500000|[286, 19, 0, 19]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[10.703451288478776, -1.0335920774091896, 0.0164193592665747, 1.4207471635845552, 0.1334934056020314, -0.0440125455599269, 0.085846073242599]|9365.6337890625000000|      0.25000000|[316, 21, 0, 21]                                                           |  | trying quadratic partial model with 16 points | iterate success | actual_k=1
       9|[10.703451288478776, -1.0335920774091896, 0.0164193592665747, 1.4207471635845552, 0.1334934056020314, -0.0440125455599269, 0.085846073242599]|9365.6337890625000000|      0.12500000|[361, 24, 0, 24]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[10.703451288478776, -1.0335920774091896, 0.0164193592665747, 1.4207471635845552, 0.1334934056020314, -0.0440125455599269, 0.085846073242599]|9365.6337890625000000|      0.06250000|[406, 27, 0, 27]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[10.703451288478776, -1.0335920774091896, 0.0164193592665747, 1.4207471635845552, 0.1334934056020314, -0.0440125455599269, 0.085846073242599]|9365.6337890625000000|      0.03125000|[451, 30, 0, 30]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[10.707034685796277, -1.0266848822523225, 0.0293002068803282, 1.4300460548083502, 0.1305527793140518, -0.0378448626805304, 0.1106843342610924]|8294.9365234375000000|      0.06250000|[481, 32, 0, 32]                                                           |  | trying quadratic partial model with 16 points | iterate success | actual_k=1
