k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[105.0, 96.0, 230.0]                                                            |63019.3221809944880079|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[104.91432170353876, 96.64438222989455, 229.24011134281946]                     |61660.3906250000000000|      2.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[105.73042456162285, 97.49007902835577, 227.6218489876683]                      |58377.8398437500000000|      4.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[105.15438232037938, 96.4112926826238, 223.81338533987469]                      |55326.1132812500000000|      8.00000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[109.38337896196676, 100.23923153431498, 218.2042435558621]                     |43340.4140625000000000|     16.00000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[112.79473484107055, 115.83922604270394, 219.20565376368822]                    |32040.2656250000000000|     32.00000000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       6|[132.32851848336952, 139.81483544884537, 210.9836436554485]                     |8141.6948242187500000|     64.00000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[132.32851848336952, 139.81483544884537, 210.9836436554485]                     |8141.6948242187500000|     32.00000000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[136.95110010757514, 167.44941308022243, 195.52525246286476]                    |2499.1186523437500000|     64.00000000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       9|[136.95110010757514, 167.44941308022243, 195.52525246286476]                    |2499.1186523437500000|     32.00000000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[136.95110010757514, 167.44941308022243, 195.52525246286476]                    |2499.1186523437500000|     16.00000000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[136.95110010757514, 167.44941308022243, 195.52525246286476]                    |2499.1186523437500000|      8.00000000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[130.877213704024, 167.01150787406186, 200.71332946568324]                      |2163.1381835937500000|     16.00000000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      13|[130.877213704024, 167.01150787406186, 200.71332946568324]                      |2163.1381835937500000|      8.00000000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[130.877213704024, 167.01150787406186, 200.71332946568324]                      |2163.1381835937500000|      4.00000000|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[130.877213704024, 167.01150787406186, 200.71332946568324]                      |2163.1381835937500000|      2.00000000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
