k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.072683909284599, 1.1137581911225438, 0.2750749468053619, 1.109625459368945, 0.9203658376553003, 1.8990013326612996, 0.9174649509900766, 1.2696945037029956]| 82.6891591778014714|      2.00000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       2|[0.072683909284599, 1.1137581911225438, 0.2750749468053619, 1.109625459368945, 0.9203658376553003, 1.8990013326612996, 0.9174649509900766, 1.2696945037029956]| 82.6891591778014714|      1.00000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       3|[0.072683909284599, 1.1137581911225438, 0.2750749468053619, 1.109625459368945, 0.9203658376553003, 1.8990013326612996, 0.9174649509900766, 1.2696945037029956]| 82.6891591778014714|      0.50000000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       4|[0.072683909284599, 1.1137581911225438, 0.2750749468053619, 1.109625459368945, 0.9203658376553003, 1.8990013326612996, 0.9174649509900766, 1.2696945037029956]| 82.6891591778014714|      0.25000000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       5|[0.0394050010986118, 1.0307126280659027, 0.2604442042742312, 1.004367023139262, 0.884174941075099, 1.7394480999461228, 0.9187003531834776, 1.1414992993531372]| 51.8811009192313861|      0.50000000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate success | actual_k=2
       6|[0.0394050010986118, 1.0307126280659027, 0.2604442042742312, 1.004367023139262, 0.884174941075099, 1.7394480999461228, 0.9187003531834776, 1.1414992993531372]| 51.8811009192313861|      0.25000000|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       7|[-0.0902821444320775, 0.8581543045187366, 0.3268054915159143, 0.957794508273168, 0.822327527219957, 1.8101590944259294, 0.916454453028622, 1.1190971060460144]| 47.7510848327035760|      0.50000000|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
       8|[-0.0902821444320775, 0.8581543045187366, 0.3268054915159143, 0.957794508273168, 0.822327527219957, 1.8101590944259294, 0.916454453028622, 1.1190971060460144]| 47.7510848327035760|      0.25000000|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       9|[-0.0902821444320775, 0.8581543045187366, 0.3268054915159143, 0.957794508273168, 0.822327527219957, 1.8101590944259294, 0.916454453028622, 1.1190971060460144]| 47.7510848327035760|      0.12500000|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
      10|[-0.1015294966110911, 0.8839861502542655, 0.3056435752790529, 0.9755293590924274, 0.8079906725742235, 1.9246839383055845, 0.899680902044117, 1.140684692827257]| 43.9823057754382916|      0.25000000|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      11|[-0.1015294966110911, 0.8839861502542655, 0.3056435752790529, 0.9755293590924274, 0.8079906725742235, 1.9246839383055845, 0.899680902044117, 1.140684692827257]| 43.9823057754382916|      0.12500000|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[-0.1457880656918392, 0.7953487961882706, 0.3011002349216779, 0.9469700679126036, 0.8041157128338157, 1.8708760536615274, 0.9107206045401833, 1.18474311629823]| 42.7130894571617787|      0.25000000|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      13|[-0.1457880656918392, 0.7953487961882706, 0.3011002349216779, 0.9469700679126036, 0.8041157128338157, 1.8708760536615274, 0.9107206045401833, 1.18474311629823]| 42.7130894571617787|      0.12500000|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[-0.175499501018919, 0.8437467781638355, 0.2694762868282504, 0.9203788747088948, 0.819785037055426, 1.9649628166696704, 0.9044617783049247, 1.1453009979254891]| 41.2961929955134650|      0.25000000|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      15|[-0.175499501018919, 0.8437467781638355, 0.2694762868282504, 0.9203788747088948, 0.819785037055426, 1.9649628166696704, 0.9044617783049247, 1.1453009979254891]| 41.2961929955134650|      0.12500000|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[-0.175499501018919, 0.8437467781638355, 0.2694762868282504, 0.9203788747088948, 0.819785037055426, 1.9649628166696704, 0.9044617783049247, 1.1453009979254891]| 41.2961929955134650|      0.06250000|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      17|[-0.1897578670105705, 0.8054417931337583, 0.2676599054555822, 0.9316057303678364, 0.8281118735531214, 1.9452606800908925, 0.9071858664541861, 1.1858152490446063]| 38.7083986124210710|      0.12500000|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      18|[-0.2650764574090705, 0.751537845702378, 0.2153487909676818, 0.9186259689185209, 0.8296939628680335, 1.9978479397920945, 0.8964081099613527, 1.2212759958070447]| 35.6832033075824100|      0.25000000|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      19|[-0.2650764574090705, 0.751537845702378, 0.2153487909676818, 0.9186259689185209, 0.8296939628680335, 1.9978479397920945, 0.8964081099613527, 1.2212759958070447]| 35.6832033075824100|      0.12500000|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      20|[-0.2650764574090705, 0.751537845702378, 0.2153487909676818, 0.9186259689185209, 0.8296939628680335, 1.9978479397920945, 0.8964081099613527, 1.2212759958070447]| 35.6832033075824100|      0.06250000|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      21|[-0.284383181362816, 0.7266921199033247, 0.203189023977876, 0.880513083831248, 0.8187975033186378, 2.002647275911009, 0.9034230310376236, 1.1877385122823398]| 34.2279916792000378|      0.12500000|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      22|[-0.3463519339723278, 0.6963957852849458, 0.1678141104354432, 0.9120217628689639, 0.8370204470194982, 2.0844576022077153, 0.920859481893772, 1.2237077972560344]| 32.8852192903907152|      0.25000000|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      23|[-0.3463519339723278, 0.6963957852849458, 0.1678141104354432, 0.9120217628689639, 0.8370204470194982, 2.0844576022077153, 0.920859481893772, 1.2237077972560344]| 32.8852192903907152|      0.12500000|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      24|[-0.3463519339723278, 0.6963957852849458, 0.1678141104354432, 0.9120217628689639, 0.8370204470194982, 2.0844576022077153, 0.920859481893772, 1.2237077972560344]| 32.8852192903907152|      0.06250000|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      25|[-0.3679530135038604, 0.6640244198564214, 0.1571151478471974, 0.8782188192520285, 0.8406215032902404, 2.0597395560688123, 0.9294947941723266, 1.2028244728944104]| 30.4733000970276677|      0.12500000|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      26|[-0.4128572496712912, 0.573821745771246, 0.1306842124802463, 0.853969532676684, 0.8118692468793102, 2.091770354660245, 0.9499416086748655, 1.2465820823799851]| 29.0926143852043424|      0.25000000|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      27|[-0.4128572496712912, 0.573821745771246, 0.1306842124802463, 0.853969532676684, 0.8118692468793102, 2.091770354660245, 0.9499416086748655, 1.2465820823799851]| 29.0926143852043424|      0.12500000|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      28|[-0.4707596647268991, 0.5789724510941411, 0.1129006765125314, 0.8397430127637185, 0.7750611798659036, 2.1700067335305815, 0.9199477542535163, 1.1886878990279381]| 26.3584546955423455|      0.25000000|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      29|[-0.4707596647268991, 0.5789724510941411, 0.1129006765125314, 0.8397430127637185, 0.7750611798659036, 2.1700067335305815, 0.9199477542535163, 1.1886878990279381]| 26.3584546955423455|      0.12500000|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      30|[-0.4707596647268991, 0.5789724510941411, 0.1129006765125314, 0.8397430127637185, 0.7750611798659036, 2.1700067335305815, 0.9199477542535163, 1.1886878990279381]| 26.3584546955423455|      0.06250000|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      31|[-0.494835327079086, 0.5388380712331424, 0.1092306240009437, 0.8157126689210976, 0.7795829292861998, 2.164767049453334, 0.9207116064825652, 1.2214969427135902]| 24.7937941744542485|      0.12500000|[465, 62, 31, 62]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      32|[-0.5353225098813209, 0.5011174880430604, 0.0686418690010691, 0.8306436550631393, 0.7757188486343133, 2.2632883942671933, 0.9504848393446498, 1.2122919248076176]| 22.9381434935015740|      0.25000000|[480, 64, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      33|[-0.5353225098813209, 0.5011174880430604, 0.0686418690010691, 0.8306436550631393, 0.7757188486343133, 2.2632883942671933, 0.9504848393446498, 1.2122919248076176]| 22.9381434935015740|      0.12500000|[495, 66, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      34|[-0.5353225098813209, 0.5011174880430604, 0.0686418690010691, 0.8306436550631393, 0.7757188486343133, 2.2632883942671933, 0.9504848393446498, 1.2122919248076176]| 22.9381434935015740|      0.06250000|[510, 68, 34, 68]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      35|[-0.5523429107843494, 0.4561031132915051, 0.0628140195082894, 0.8043525059746353, 0.7809352310211025, 2.246130674939632, 0.9683482303108932, 1.1973127741581033]| 21.5000419665438969|      0.12500000|[525, 70, 35, 70]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      36|[-0.5523429107843494, 0.4561031132915051, 0.0628140195082894, 0.8043525059746353, 0.7809352310211025, 2.246130674939632, 0.9683482303108932, 1.1973127741581033]| 21.5000419665438969|      0.06250000|[540, 72, 36, 72]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
