k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.2729288623206394, 9.359236934068749, 1.7175879942214363]                     |  0.4907744228839874|      2.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[0.2729288623206394, 9.359236934068749, 1.7175879942214363]                     |  0.4907744228839874|      1.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[0.2729288623206394, 9.359236934068749, 1.7175879942214363]                     |  0.4907744228839874|      0.50000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.2729288623206394, 9.359236934068749, 1.7175879942214363]                     |  0.4907744228839874|      0.25000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[0.2905261955274189, 9.362282767451466, 1.4682266965768052]                     |  0.2226677089929581|      0.50000000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       6|[0.2905261955274189, 9.362282767451466, 1.4682266965768052]                     |  0.2226677089929581|      0.25000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[0.502460568588084, 9.25856057006771, 1.3856099471535321]                       |  0.1343686282634735|      0.50000000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       8|[0.502460568588084, 9.25856057006771, 1.3856099471535321]                       |  0.1343686282634735|      0.25000000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[0.5207569366270526, 9.037452695177844, 1.270386032195437]                      |  0.0868301764130592|      0.50000000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      10|[0.5207569366270526, 9.037452695177844, 1.270386032195437]                      |  0.0868301764130592|      0.25000000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[0.5207569366270526, 9.037452695177844, 1.270386032195437]                      |  0.0868301764130592|      0.12500000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[0.60401071340542, 8.946634430725831, 1.2492708363862075]                       |  0.0674964636564255|      0.25000000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      13|[0.60401071340542, 8.946634430725831, 1.2492708363862075]                       |  0.0674964636564255|      0.12500000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[0.610207768134023, 9.042543763621236, 1.1693458942451627]                      |  0.0553479455411434|      0.25000000|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      15|[0.610207768134023, 9.042543763621236, 1.1693458942451627]                      |  0.0553479455411434|      0.12500000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
