k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.50000000|[187, 0, 0, 3]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.25000000|[373, 0, 0, 6]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.12500000|[559, 0, 0, 9]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.06250000|[745, 0, 0, 12]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.03125000|[931, 0, 0, 15]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[4.13604795708055, 0.0374987287358644, 0.1732300012287673, 0.0176135030512993, 1.658425143564788, 0.0274387525904945, 1.1915246942953035, 0.0185754270062306, 0.2983412263622023, 0.0179292384325075, 0.3309778072430272, 0.0152118617031163, 0.0847548207651065, 0.0225056170171965, 0.2508083372455298, 0.0190638736759689, 1.3927523537080881, 0.0209796962752327, 1.1755140756649296, 0.0243126662089707, 0.0874845444236707, 0.0130953214286352, 0.132098731212743, 0.0264484280614794, 0.3000649271866248, 0.0221485126690696, 0.1079332327445412, 0.0263744759334923, 0.1171470475120254, 0.0175755022935916, 0.5407337221792727, 0.0185127619298928, 0.0101443333108181, 0.0189149679526024, 0.0906225266694669, 0.0170475308697723, 0.108546153299869, 0.0198493357615377, 0.0395326506276252, 0.0231507341601667, 0.0995932419606469, 0.0157377991301822, 0.2910707085793244, 0.0139532499150189, 0.4236657711308991, 0.0197183224240844, 0.1642852506334971, 0.0216256151810695, 0.0718556666549381, 0.0177397186007634, 0.3101101559698817, 0.0212630620188028, 0.1416404642037986, 0.023255342311194, 0.2888342853009359, 0.0151614211646129, 0.0603651238016911, 0.0164754806826919, 0.1464742812232587, 0.0210400916314574, 0.1929619337676657, 0.0224779429863726, 0.1523309848590249, 0.0216609286889235, 0.3920804366786638, 0.0215904942843419]|188878.5000000000000000|      0.06250000|[1056, 0, 0, 17]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
       7|[4.13604795708055, 0.0374987287358644, 0.1732300012287673, 0.0176135030512993, 1.658425143564788, 0.0274387525904945, 1.1915246942953035, 0.0185754270062306, 0.2983412263622023, 0.0179292384325075, 0.3309778072430272, 0.0152118617031163, 0.0847548207651065, 0.0225056170171965, 0.2508083372455298, 0.0190638736759689, 1.3927523537080881, 0.0209796962752327, 1.1755140756649296, 0.0243126662089707, 0.0874845444236707, 0.0130953214286352, 0.132098731212743, 0.0264484280614794, 0.3000649271866248, 0.0221485126690696, 0.1079332327445412, 0.0263744759334923, 0.1171470475120254, 0.0175755022935916, 0.5407337221792727, 0.0185127619298928, 0.0101443333108181, 0.0189149679526024, 0.0906225266694669, 0.0170475308697723, 0.108546153299869, 0.0198493357615377, 0.0395326506276252, 0.0231507341601667, 0.0995932419606469, 0.0157377991301822, 0.2910707085793244, 0.0139532499150189, 0.4236657711308991, 0.0197183224240844, 0.1642852506334971, 0.0216256151810695, 0.0718556666549381, 0.0177397186007634, 0.3101101559698817, 0.0212630620188028, 0.1416404642037986, 0.023255342311194, 0.2888342853009359, 0.0151614211646129, 0.0603651238016911, 0.0164754806826919, 0.1464742812232587, 0.0210400916314574, 0.1929619337676657, 0.0224779429863726, 0.1523309848590249, 0.0216609286889235, 0.3920804366786638, 0.0215904942843419]|188878.5000000000000000|      0.03125000|[1242, 0, 0, 20]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[4.137750429669976, 0.0562691009854508, 0.1696679445722765, 0.0150165988179166, 1.6601327260150536, 0.0327685743875609, 1.190104508016439, 0.028221110053122, 0.2989153035988863, 0.009828414466345, 0.329548589107607, 0.0205416562055821, 0.0852446961381581, 0.0229481846464163, 0.2524973936284305, 0.0179421414869418, 1.3973978073075566, 0.0254928016519208, 1.1723575694345756, 0.0316398465568617, 0.0896083557031186, 0.0100959719240738, 0.1305258442655371, 0.0274763817496128, 0.3002324020706207, 0.0215709842929952, 0.1099033873127628, 0.0241435693764326, 0.1162505768156567, 0.0154128374461274, 0.5395158935904584, 0.0195109315670628, 0.0100831957073582, 0.0162406425653564, 0.0899740353549046, 0.0134767833259011, 0.1098608394402798, 0.0205734536750614, 0.0436386254909253, 0.0194969975944524, 0.0994574076589635, 0.0148750141669039, 0.2900672735955913, 0.0118183890318731, 0.4209396171954968, 0.0242734338971063, 0.162234195536105, 0.0218498753182933, 0.0683687205862111, 0.0196083807856853, 0.3117361967013778, 0.0165724396537707, 0.1403060403573002, 0.0216408707734671, 0.2926948570074106, 0.0167254051154481, 0.0655533970109541, 0.0175045642337361, 0.143089540949778, 0.0200505026479017, 0.1980472674737939, 0.0204824421497052, 0.1532756479397195, 0.0245874629355509, 0.390986016885092, 0.0210787121426641]|154143.7031250000000000|      0.06250000|[1367, 0, 0, 22]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
       9|[4.137750429669976, 0.0562691009854508, 0.1696679445722765, 0.0150165988179166, 1.6601327260150536, 0.0327685743875609, 1.190104508016439, 0.028221110053122, 0.2989153035988863, 0.009828414466345, 0.329548589107607, 0.0205416562055821, 0.0852446961381581, 0.0229481846464163, 0.2524973936284305, 0.0179421414869418, 1.3973978073075566, 0.0254928016519208, 1.1723575694345756, 0.0316398465568617, 0.0896083557031186, 0.0100959719240738, 0.1305258442655371, 0.0274763817496128, 0.3002324020706207, 0.0215709842929952, 0.1099033873127628, 0.0241435693764326, 0.1162505768156567, 0.0154128374461274, 0.5395158935904584, 0.0195109315670628, 0.0100831957073582, 0.0162406425653564, 0.0899740353549046, 0.0134767833259011, 0.1098608394402798, 0.0205734536750614, 0.0436386254909253, 0.0194969975944524, 0.0994574076589635, 0.0148750141669039, 0.2900672735955913, 0.0118183890318731, 0.4209396171954968, 0.0242734338971063, 0.162234195536105, 0.0218498753182933, 0.0683687205862111, 0.0196083807856853, 0.3117361967013778, 0.0165724396537707, 0.1403060403573002, 0.0216408707734671, 0.2926948570074106, 0.0167254051154481, 0.0655533970109541, 0.0175045642337361, 0.143089540949778, 0.0200505026479017, 0.1980472674737939, 0.0204824421497052, 0.1532756479397195, 0.0245874629355509, 0.390986016885092, 0.0210787121426641]|154143.7031250000000000|      0.03125000|[1553, 0, 0, 25]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[4.136982700193323, 0.0711969219563487, 0.1750127208384231, 0.0111085957450579, 1.6566403674428865, 0.0402210162933375, 1.1896507972333736, 0.0315868974896227, 0.2951113964833443, 0.0149783243006051, 0.3245276398815653, 0.0184511757555291, 0.0814947606174929, 0.0257018396885505, 0.254586985862366, 0.0096609738425879, 1.3999666934816846, 0.0302241138984358, 1.1765946898741086, 0.03504795924669, 0.0914654191770848, 0.0092956826041745, 0.1337090974234916, 0.0262719658001999, 0.2967315571437784, 0.0211087655892633, 0.1057098098570849, 0.0228294276854984, 0.1201995993003148, 0.0164374340071268, 0.5421361057822446, 0.0219866900036029, 0.0129876136919466, 0.020596553995727, 0.0904538386643581, 0.0146643715645978, 0.1133318517186802, 0.0176890209106885, 0.0394000122840299, 0.0200731641939409, 0.0957930847309498, 0.0150215966575995, 0.2905476088534951, 0.0182858385413441, 0.4214442511933987, 0.0249791935742, 0.1586655607563174, 0.0271815243144431, 0.064555515438108, 0.0216743971244436, 0.3112483377630116, 0.0183978934728971, 0.1349780751127429, 0.0238565434486997, 0.2919553472609939, 0.0143847611687558, 0.0610984710690001, 0.0196723718660489, 0.143884510329648, 0.015633795756567, 0.1969597046260927, 0.0195542176059681, 0.150749135068878, 0.0255991949416298, 0.3917806038646731, 0.0279787040101489]|137914.2812500000000000|      0.06250000|[1678, 0, 0, 27]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
