k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.0]                                                               |85962.4290304600144736|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.0]                                                               |85962.4290304600144736|      0.50000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       2|[100.22919420725592, -0.4430846124932111, 0.0338532351788214]                   |8422.3002566574250523|      1.00000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       3|[100.22919420725592, -0.4430846124932111, 0.0338532351788214]                   |8422.3002566574250523|      0.50000000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[100.22919420725592, -0.4430846124932111, 0.0338532351788214]                   |8422.3002566574250523|      0.25000000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[100.22364033136122, -0.5718757162545713, -0.1803476192883747]                  |2069.4597001882016230|      0.50000000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       6|[100.22364033136122, -0.5718757162545713, -0.1803476192883747]                  |2069.4597001882016230|      0.25000000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[100.22364033136122, -0.5718757162545713, -0.1803476192883747]                  |2069.4597001882016230|      0.12500000|[28, 7, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[100.22236709455395, -0.5309257954528349, -0.0622523913815533]                  |1577.4398360434302049|      0.25000000|[32, 8, 8, 16]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       9|[100.22236709455395, -0.5309257954528349, -0.0622523913815533]                  |1577.4398360434302049|      0.12500000|[36, 9, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[100.22236709455395, -0.5309257954528349, -0.0622523913815533]                  |1577.4398360434302049|      0.06250000|[40, 10, 10, 20]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[100.22236709455395, -0.5309257954528349, -0.0622523913815533]                  |1577.4398360434302049|      0.03125000|[44, 11, 11, 22]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[100.21898608349373, -0.5617154674858158, -0.0663909128943908]                  |1500.3291261191634476|      0.06250000|[48, 12, 12, 24]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      13|[100.21898608349373, -0.5617154674858158, -0.0663909128943908]                  |1500.3291261191634476|      0.03125000|[52, 13, 13, 26]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      14|[100.21898608349373, -0.5617154674858158, -0.0663909128943908]                  |1500.3291261191634476|      0.01562500|[56, 14, 14, 28]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      15|[100.21898608349373, -0.5617154674858158, -0.0663909128943908]                  |1500.3291261191634476|      0.00781250|[60, 15, 15, 30]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
