k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.50000000|[129, 0, 1, 3]                                                             |  | used linear model with 129 points | iterate failure | actual_k=0
       2|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.25000000|[258, 0, 2, 6]                                                             |  | used linear model with 129 points | iterate failure | actual_k=0
       3|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.12500000|[387, 0, 3, 9]                                                             |  | used linear model with 129 points | iterate failure | actual_k=0
       4|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.06250000|[516, 0, 4, 12]                                                            |  | used linear model with 129 points | iterate failure | actual_k=0
       5|[4.06708182434197, 0.0656760017274334, 4.069694901366227, 0.1637850737131176, 0.0163355057449128, 0.1565957849936898, 1.1598513791696508, 0.0191937621339367, 1.157061828551578, 0.2701186260801182, 0.016071598475418, 0.2578837128514597, 0.30351512364675, 0.0201146095880778, 0.313191206421441, 0.0689030743955481, 0.0176418295659845, 0.0828171696782967, 0.2254078849597023, 0.0138188306889986, 0.2239970727001904, 1.367933492846497, 0.0170576647379041, 1.36514153788791, 0.2570525453775735, 0.0200989158980014, 0.2533783433116107, 1.161500074361371, 0.0209984240688143, 1.1579283172766508, 0.0484078990194903, 0.0232923307728623, 0.0386897368341193, 0.1262130725089621, 0.0171894389685793, 0.1188337613426919, 0.2943802022313008, 0.0146426043561552, 0.2948448355320425, 0.0907692626223489, 0.0166661770386434, 0.0859745285584388, 0.1072432909721104, 0.0226916687714758, 0.1064505204406357, 0.5388816036036109, 0.0204290587691959, 0.5414876341480083, 0.0081508008869428, 0.024584379901009, 0.0009666734446566, 0.0869545056824473, 0.0215348695455013, 0.086716537815696, 0.0977243800003186, 0.0274127133283085, 0.1081089823586196, 0.0201495776137183, 0.0212247472308217, 0.0215559105870575, 0.0996401569253653, 0.0253003463274717, 0.09542740551622, 0.2716658532432173, 0.0160419951659612, 0.2771295886831472, 0.3947367760533473, 0.0260382008791738, 0.3956966140903117, 0.128618730934198, 0.0237903583569931, 0.1306636096208682, 0.0296591700303217, 0.0203435662743107, 0.03642855429346, 0.2896613536992801, 0.0182444360821506, 0.2921680765138221, 0.0885023139985406, 0.0229084516960106, 0.0886879058004309, 0.2657275324740578, 0.0125126160339431, 0.2813345462742195, 0.0576013937731772, 0.0162464416212601, 0.057291108806764, 0.1527494917605614, 0.0221427963838957, 0.1490414339014801, 0.1657511580102602, 0.0242096426239667, 0.1737727866718936, 0.1415135024631339, 0.0214444923181841, 0.1442000414946227, 0.3856874634260338, 0.0149576147149183, 0.384599231475911]|45400.4762539329167339|      0.12500000|[645, 0, 5, 15]                                                            |  | used linear model with 129 points | iterate success | actual_k=0
       6|[4.066977883904823, 0.161141060734927, 4.0742480675918875, 0.1797645312733361, 0.0115791336945962, 0.1613551400106714, 1.157984087111318, 0.0072937813511705, 1.159805561290935, 0.2728555378333835, 0.0163590984205239, 0.2610336194966858, 0.3093971865027902, 0.0257510776695336, 0.3232693048668289, 0.0705401479665007, 0.0343781280501106, 0.1033360118996285, 0.2289121601038798, 0.0212772260725275, 0.218048735153387, 1.372011336516345, 0.0071704896714835, 1.374848817638728, 0.2655736752332499, 0.0226010139148886, 0.2521380662514523, 1.1802138927072685, 0.0179730577909294, 1.1465488215261215, 0.0472235192847245, 0.0268408115317459, 0.0403154378916298, 0.1344233560786086, 0.005243691205277, 0.1173897833279902, 0.2897391074851589, 0.0026157932039246, 0.292819521021412, 0.0855016825051962, 0.0260166259096774, 0.0988186515296542, 0.1121391037678673, 0.0401068811912042, 0.1116925337007318, 0.5292247414021934, 0.0389282823670495, 0.5265041476382329, 0.0172133018759265, 0.0245295648803653, -0.0102409971168809, 0.0936387285325487, 0.0218414283973467, 0.0897753774877601, 0.101053357991837, 0.0339531271358786, 0.1100298093753748, 0.0109389904847893, 0.0064162298513129, 0.0304075772765824, 0.0912789893687693, 0.021761574292086, 0.0948044702477231, 0.2662864763340399, 0.0093146777777131, 0.2873001192523382, 0.3939292894839286, 0.0332448562896592, 0.4050654750685748, 0.1380332915480981, 0.033512878988055, 0.122790388548591, 0.038399193660434, 0.0294173838035748, 0.0300725931116743, 0.2999814173712473, 0.0231947229221582, 0.288438258121006, 0.0723696465105302, 0.0191177752942096, 0.077338676435935, 0.2661942228232746, 0.0155634935109897, 0.291030908231699, 0.0631565941098428, 0.017546226540143, 0.0568958620162613, 0.1573522958119151, 0.0247363010591649, 0.1399249328868186, 0.1670473933844666, 0.0296155489696926, 0.1856531789467012, 0.1378142776492492, 0.0182673256252601, 0.1407145578525878, 0.3840391646269909, 0.0105165461646565, 0.3847066880696672]|18089.1563561412986019|      0.25000000|[774, 0, 6, 18]                                                            |  | used linear model with 129 points | iterate success | actual_k=0
       7|[4.027555013003435, 0.3534728535360286, 4.076862169056894, 0.1770331506102064, 0.0205923734449675, 0.1715173015615915, 1.1733927339159207, -0.0200021652413592, 1.1621298928411783, 0.2606666148961724, -0.0092322635635238, 0.2714081991702831, 0.3180347350408645, 0.0305039962084374, 0.3005433797324107, 0.0749533519954774, 0.0621202622268227, 0.0999396524200312, 0.2592260880967559, -0.0021513390167458, 0.2192506770380308, 1.3813191893380254, -0.020393649622156, 1.3736952556152333, 0.2823436536248479, 0.013570109113206, 0.2466761053112581, 1.192461236548514, 0.0206550492862991, 1.141032120127263, 0.0634455582282824, 0.0309064218706247, 0.0430469037630017, 0.1245258777051805, 0.0209545218051937, 0.1231223615641479, 0.269157576464486, -0.0182050725811908, 0.2624927388260315, 0.1065080862945432, 0.0431338997261462, 0.1094850041763552, 0.1314448636162777, 0.0252645299968251, 0.1092234196159289, 0.5190341520045999, 0.0128683111048829, 0.5274259494683298, -0.0084152213380876, 0.0226897811324272, -0.0124694469666, 0.1084511713259797, 0.0374160226597544, 0.0743329899675883, 0.0931617972145402, 0.0265222195628703, 0.1201347841049714, 0.01295559437245, -0.0263866658509138, 0.0190954645044254, 0.0867273346732042, 0.0117568832654972, 0.0989574116163513, 0.265284543195713, 0.0355083592816802, 0.2731465908877015, 0.3886752422997252, 0.0375880959868087, 0.430707152199425, 0.1190149066854705, 0.0292787651240305, 0.1394296911322044, 0.0384273264589598, 0.0080200511120329, 0.0569310400019482, 0.3209071282656807, 0.0178011920019446, 0.2840001228291304, 0.0692930852989705, -0.0031205815714239, 0.0767684288200893, 0.2542508386453848, 0.0297319174284565, 0.3022243324262697, 0.0729190266779725, 0.0560690849050549, 0.0520252766336629, 0.1291790965083279, 0.0374847301761209, 0.140468885133123, 0.1516894628024595, 0.0245949747580466, 0.1740010734851839, 0.1272341782536875, 0.0276553232597761, 0.1475082083695799, 0.3913304433477116, 0.0519180671192795, 0.3755256851839407]|7744.4741946233170893|      0.50000000|[903, 0, 7, 21]                                                            |  | used linear model with 129 points | iterate success | actual_k=0
       8|[3.9534598840650865, 0.7494680580955355, 4.1280825834955275, 0.20119673537355, 0.0234372654225412, 0.162257025313258, 1.208547673984733, -0.0412087848559988, 1.1377521539584916, 0.2770708812914131, -0.0562182948313076, 0.302624411718051, 0.3326609654629914, 0.02396676147309, 0.3410331834216521, 0.1119615953051817, 0.0940608955369, 0.0982369370885605, 0.2881873079123279, -0.0414654409058171, 0.237930604611649, 1.3498477814747964, -0.0206573454763127, 1.2770286788236926, 0.2871131543858289, 0.053153594139978, 0.229050488303419, 1.2052967431072024, 0.0365829146100561, 1.1410422599500043, 0.0523549900211401, 0.0108207117412527, 0.1050435165379941, 0.0979400748334788, -0.0281767459714125, 0.1345998442341883, 0.3130234066695256, -0.0266173533276654, 0.2472521604854852, 0.1213060709689017, 0.0601296969146328, 0.0994423152365318, 0.0899678524920287, 0.0041337138532709, 0.1338626738759242, 0.4860152801861076, 0.0257784185444283, 0.5727496093198989, -0.008105402268574, 0.0396408596183058, -0.0565178827870002, 0.1165777294008385, 0.0577649026467003, 0.0314308006198654, 0.114589326835076, -0.0063495278567107, 0.1270263922941018, 0.0045251601120172, -0.0149072398392904, 0.0161039968453833, 0.1553873291864951, 0.0027395496728094, 0.111121694988951, 0.2494343430762099, 0.0266444465256831, 0.2498831751528381, 0.4135253684834923, 0.0146877749437359, 0.4507593099412688, 0.1779329611625255, 0.0991234100360816, 0.1044021355238843, 0.0125288182835857, -0.0015288649068449, 0.0519280994804207, 0.3495643222328776, 0.0475483327621848, 0.3123025693991365, 0.0762978006442853, -0.0591781087563109, 0.0435950224837686, 0.2959559341741377, 0.0294957686784136, 0.2811023201874006, 0.0753297096436578, 0.0477417954700791, 0.0496975432437207, 0.109741846729202, 0.092894982747358, 0.1630315836028803, 0.1784119156253215, 0.03969023154152, 0.1892048861416399, 0.0890791882929897, 0.0602944630974049, 0.157269777432736, 0.4129318738473929, 0.0624697099787099, 0.3441114114664355]|3200.9233838978148015|      1.00000000|[1032, 0, 8, 24]                                                           |  | used linear model with 129 points | iterate success | actual_k=0
       9|[3.6067971254723283, 1.4471654014948259, 4.113976186498126, 0.2080730721818831, 0.0759170218395151, 0.1020910498025833, 1.2519156783055632, -0.0492806195368181, 1.2403694531088958, 0.2937570423676143, -0.0791409995065675, 0.3527326309140822, 0.3173360299710092, 0.0345838185965197, 0.3764541495819235, 0.2088100381340089, 0.1241538832758352, 0.1117983831058431, 0.1695847066361385, -0.0496723311344518, 0.2148813558755898, 1.3573415569044005, -0.1176579942373781, 1.3464364574170995, 0.2676038240234225, 0.1889159326406527, 0.2382198611946709, 1.2223019639107071, -0.0349064383427122, 1.14175992339602, 0.053500876159741, 0.0801565061478794, 0.1116651524757651, -0.0290704190981258, 0.141238990075029, 0.175987866189188, 0.321249616445884, -0.0833015478165543, 0.2579027634033227, 0.2750825983477777, -0.0237204656901575, 0.1323599969402598, 0.1944254471213712, 0.0113722682786797, 0.0784151617802136, 0.4213999396568057, -0.0152682946084109, 0.5551119944991362, 0.0571896573595196, -0.0042322405814371, -0.0214665579215424, 0.2010514787408141, 0.0769263670771422, 0.0613262793073117, 0.0936224615774547, 0.0192681068621694, 0.2174522921840507, 0.0043312017888603, 0.0693223125090142, 0.0839264818332168, 0.1745588811425067, 0.0040477692112615, 0.1816851403855871, 0.4357251160616405, 0.0733512339236388, 0.2012318733304414, 0.5036145577319951, -0.0262988763204835, 0.3432035503363073, 0.1859265165128643, 0.1697481072347748, 0.1490157902432845, -0.0652479605604525, 0.028679192247727, 0.1201567607564994, 0.3330770614475642, 0.1917069622909668, 0.331374865034005, 0.0624145016147643, -0.0601057820212452, 0.0751692561713388, 0.250280649823596, 0.0013114843827104, 0.184306609376499, 0.0286085492870557, 0.0246670050252127, 0.0496390594831423, 0.1925064034971384, 0.1825629834238205, 0.1633842747621538, 0.17874845243316, 0.1081235948021709, 0.2110354579429387, 0.0800897807690618, 0.0770577203533842, 0.1574916060817375, 0.5232087073660174, -0.020982247751698, 0.3380750390264309]|1213.4248450563811730|      2.00000000|[1161, 0, 9, 27]                                                           |  | used linear model with 129 points | iterate success | actual_k=0
      10|[2.9752266007657013, 2.1733327284625705, 3.9595584968567383, 0.1402716615783823, 0.0057858101413108, -0.0629354001592227, 1.0448398048418572, 0.041741511517459, 0.5775308543657041, 0.5790911187672723, -0.39085716778392, 0.4970494858292714, 0.5215308954399694, -0.0267698659450646, 0.4266950423763475, 0.1357989856022561, 0.1273278133876041, 0.2235060572553249, 0.1805671816721509, 0.0255705480694955, 0.388980657213751, 1.3099750326321935, 0.0611601651073559, 0.9671731121873499, 0.3320375071172353, 0.100456350456728, 0.2971947202301221, 1.2239514073762718, 0.2284038414433258, 1.3171059255268365, 0.1270485413063911, 0.1349437092797072, 0.1055352841183095, -0.3767590671713198, 0.1084438489634955, -0.0799914817784757, 0.0061228906695736, -0.3270086045003366, 0.41296135488785, 0.1334311852985978, 0.0109867453233552, -0.0919266934283932, 0.1546569209516111, -0.0423345485348395, 0.0528907086929287, 0.1753431724492096, -0.386596256576796, 0.7350702617972785, -0.1654376399820575, -0.0460587042797334, 0.174912591675376, 0.2628504458513609, 0.1377144473990552, 0.171234899847403, 0.0086580947268856, 0.1465074603306452, -0.1291244292574934, 0.1501164810126901, 0.0351897816871972, 0.0301584683184216, 0.2927606984336746, -0.2612133748654319, 0.1778707528986, 0.5498116217473035, 0.0001871961713767, 0.3788384007172528, 0.361434285037634, -0.0312980337029639, 0.5409460701022762, 0.0557304851672028, 0.2082072192885211, 0.3244436808662449, 0.0895266221900663, 0.0155097500003055, 0.227002383441002, 0.5262560476064859, 0.2181762074585237, 0.4976276154268717, 0.1053574239698204, 0.1387874966589335, 0.0883409707800219, 0.2658189164119842, -0.0016439922428248, -0.1238124757100229, -0.2064423247940362, 0.076720629891446, 0.009540437471076, 0.2875533542455404, 0.2996836558645996, 0.170244354746842, 0.3033467784842112, -0.1817468780012962, 0.4040340917376315, 0.1101409460380846, -0.1133998151511784, -0.1351091266565471, 0.2099150208664308, -0.2241547671990161, 0.3717100464796891]|560.6627084618477284|      4.00000000|[1290, 0, 10, 30]                                                          |  | used linear model with 129 points | iterate success | actual_k=0
      11|[2.9752266007657013, 2.1733327284625705, 3.9595584968567383, 0.1402716615783823, 0.0057858101413108, -0.0629354001592227, 1.0448398048418572, 0.041741511517459, 0.5775308543657041, 0.5790911187672723, -0.39085716778392, 0.4970494858292714, 0.5215308954399694, -0.0267698659450646, 0.4266950423763475, 0.1357989856022561, 0.1273278133876041, 0.2235060572553249, 0.1805671816721509, 0.0255705480694955, 0.388980657213751, 1.3099750326321935, 0.0611601651073559, 0.9671731121873499, 0.3320375071172353, 0.100456350456728, 0.2971947202301221, 1.2239514073762718, 0.2284038414433258, 1.3171059255268365, 0.1270485413063911, 0.1349437092797072, 0.1055352841183095, -0.3767590671713198, 0.1084438489634955, -0.0799914817784757, 0.0061228906695736, -0.3270086045003366, 0.41296135488785, 0.1334311852985978, 0.0109867453233552, -0.0919266934283932, 0.1546569209516111, -0.0423345485348395, 0.0528907086929287, 0.1753431724492096, -0.386596256576796, 0.7350702617972785, -0.1654376399820575, -0.0460587042797334, 0.174912591675376, 0.2628504458513609, 0.1377144473990552, 0.171234899847403, 0.0086580947268856, 0.1465074603306452, -0.1291244292574934, 0.1501164810126901, 0.0351897816871972, 0.0301584683184216, 0.2927606984336746, -0.2612133748654319, 0.1778707528986, 0.5498116217473035, 0.0001871961713767, 0.3788384007172528, 0.361434285037634, -0.0312980337029639, 0.5409460701022762, 0.0557304851672028, 0.2082072192885211, 0.3244436808662449, 0.0895266221900663, 0.0155097500003055, 0.227002383441002, 0.5262560476064859, 0.2181762074585237, 0.4976276154268717, 0.1053574239698204, 0.1387874966589335, 0.0883409707800219, 0.2658189164119842, -0.0016439922428248, -0.1238124757100229, -0.2064423247940362, 0.076720629891446, 0.009540437471076, 0.2875533542455404, 0.2996836558645996, 0.170244354746842, 0.3033467784842112, -0.1817468780012962, 0.4040340917376315, 0.1101409460380846, -0.1133998151511784, -0.1351091266565471, 0.2099150208664308, -0.2241547671990161, 0.3717100464796891]|560.6627084618477284|      2.00000000|[1419, 0, 11, 33]                                                          |  | used linear model with 129 points | iterate failure | actual_k=0
