k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.50000000|[113, 16, 1, 3]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       2|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.25000000|[226, 32, 2, 6]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       3|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.12500000|[339, 48, 3, 9]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       4|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.06250000|[452, 64, 4, 12]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       5|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.03125000|[565, 80, 5, 15]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       6|[0.597969006385765, 0.0195844563740598, 1.887639699277623, 0.6549265282449431, 0.0209845113232329, 1.998570210445827, 1.2973855913908021, 0.0244496395226994, 2.1187602058771353, -0.0192002166379119, 0.019285223084978, 2.1559975094514114, 1.2309510581921204, 0.0217723514527685, 2.215950231840563, 0.217296429141816, 0.0167163739731805, 2.2793914715428945, 1.3366415824555, 0.0181387683564873, 2.3882766549132013, 4.503636829529852, 0.0372673942503604, 2.485493108318011, 0.6635016073594053, 0.0198863157632193, 2.5631269004422736, 4.389678782862723, 0.0333023312491809, 2.7073359987422227, 0.23001017903983, 0.0214017063211819, 2.9433285050537483, 0.2346261779874636, 0.0205808419118531, 2.9698620551460095, 0.7140637528725382, 0.0178139424989676, 3.124599968414459, 0.2029838833665975, 0.0224476854178455, 3.2259291285077336, -0.0659860121353458, 0.0202864938877893, 3.2537390501223413, 1.3811719317870743, 0.024020988701759, 3.382332894154846, 0.2419544729555987, 0.0202160892055712, 3.6726188554870465, 0.0570105353493525, 0.0169708545829356, 3.719017363771199, 0.0163695012988041, 0.0188906064113198, 3.8362937726238333, 0.4168367828027031, 0.0205592951424375, 3.9609448485533165, 0.2609536058111548, 0.0210761705525666, 4.050924733477121, 0.8183088419196591, 0.0218914381558362, 4.175854552343695, 0.9635294907574664, 0.021008183583954, 4.430885803890641, 0.7460103650400278, 0.0214071973602026, 4.5647967650541625, 0.2137599584967284, 0.0191724453723967, 4.605334588873934, 0.5021513463527008, 0.0182381224352843, 4.705930957064832, 0.0437777119755896, 0.0224953851709474, 4.802894690848037, 0.368845987212964, 0.0215209751998686, 4.968090865345709, 0.1626673205484647, 0.0187929249755698, 5.392728275424275, 0.2918511871328777, 0.017549147977939, 5.41812869139136, 0.1004762860075791, 0.0184619087721032, 2.58903799005177, 0.0008545654746953, 0.0238637050432132, 3.862483499360484, 0.1537856368261368, 0.0229602620923747, 5.199092268086678]|354344.0679894606000744|      0.06250000|[678, 96, 6, 18]                                                           |  | used linear model with 129 points | iterate success | actual_k=8
       7|[0.597969006385765, 0.0195844563740598, 1.887639699277623, 0.6549265282449431, 0.0209845113232329, 1.998570210445827, 1.2973855913908021, 0.0244496395226994, 2.1187602058771353, -0.0192002166379119, 0.019285223084978, 2.1559975094514114, 1.2309510581921204, 0.0217723514527685, 2.215950231840563, 0.217296429141816, 0.0167163739731805, 2.2793914715428945, 1.3366415824555, 0.0181387683564873, 2.3882766549132013, 4.503636829529852, 0.0372673942503604, 2.485493108318011, 0.6635016073594053, 0.0198863157632193, 2.5631269004422736, 4.389678782862723, 0.0333023312491809, 2.7073359987422227, 0.23001017903983, 0.0214017063211819, 2.9433285050537483, 0.2346261779874636, 0.0205808419118531, 2.9698620551460095, 0.7140637528725382, 0.0178139424989676, 3.124599968414459, 0.2029838833665975, 0.0224476854178455, 3.2259291285077336, -0.0659860121353458, 0.0202864938877893, 3.2537390501223413, 1.3811719317870743, 0.024020988701759, 3.382332894154846, 0.2419544729555987, 0.0202160892055712, 3.6726188554870465, 0.0570105353493525, 0.0169708545829356, 3.719017363771199, 0.0163695012988041, 0.0188906064113198, 3.8362937726238333, 0.4168367828027031, 0.0205592951424375, 3.9609448485533165, 0.2609536058111548, 0.0210761705525666, 4.050924733477121, 0.8183088419196591, 0.0218914381558362, 4.175854552343695, 0.9635294907574664, 0.021008183583954, 4.430885803890641, 0.7460103650400278, 0.0214071973602026, 4.5647967650541625, 0.2137599584967284, 0.0191724453723967, 4.605334588873934, 0.5021513463527008, 0.0182381224352843, 4.705930957064832, 0.0437777119755896, 0.0224953851709474, 4.802894690848037, 0.368845987212964, 0.0215209751998686, 4.968090865345709, 0.1626673205484647, 0.0187929249755698, 5.392728275424275, 0.2918511871328777, 0.017549147977939, 5.41812869139136, 0.1004762860075791, 0.0184619087721032, 2.58903799005177, 0.0008545654746953, 0.0238637050432132, 3.862483499360484, 0.1537856368261368, 0.0229602620923747, 5.199092268086678]|354344.0679894606000744|      0.03125000|[791, 112, 7, 21]                                                          |  | used linear model with 129 points | iterate failure | actual_k=8
       8|[0.5995143706174859, 0.0237561724614669, 1.889898834754878, 0.653171215009534, 0.0221194624752372, 2.0025352034688892, 1.2952983173688988, 0.0261880887498689, 2.1159390574559716, -0.01856894894264, 0.016946736078748, 2.1569222582848684, 1.229683465954676, 0.0265529036251246, 2.2119879512830383, 0.2206001505858754, 0.016058168721048, 2.2780571008126818, 1.3406990044960465, 0.0241709031156714, 2.383759713946826, 4.504669583488622, 0.048344253308011, 2.4869602618993367, 0.662851027434716, 0.022027234185535, 2.567247841456555, 4.39147394145526, 0.0456629748783156, 2.711648553546757, 0.2307217604879699, 0.0178482998928432, 2.9422977098001337, 0.232713185585304, 0.0220197427802164, 2.96863758752087, 0.7121351656165047, 0.0158381942796125, 3.127861256960887, 0.2027290472648185, 0.0186888851686243, 3.22477680065016, -0.0691850205219421, 0.0237902358152434, 3.2525969729976185, 1.3749279731277262, 0.0224819262675538, 3.382053409063471, 0.2441458104507024, 0.02289012285655, 3.6703690654280594, 0.0596928085117777, 0.0179311796877645, 3.7183230465181634, 0.020466693241973, 0.0189216946907213, 3.839067735443259, 0.4134189249354276, 0.023473180998366, 3.9610582712955495, 0.2620607230413104, 0.0185865632041857, 4.050026203278738, 0.8179476292271743, 0.0227068412578941, 4.177399183210567, 0.965619215627407, 0.0220171590622063, 4.42836986040555, 0.7431991404687839, 0.0196694650392665, 4.565154064473252, 0.2091663502531661, 0.0186245513895332, 4.611031819462495, 0.4980626933001867, 0.0227563080531592, 4.705025133288145, 0.0443869563021767, 0.0199172508199586, 4.803967289858071, 0.3686700766898983, 0.0219825460314948, 4.974307803510584, 0.1620843423754939, 0.0184363922224924, 5.391090368240288, 0.2872140116583874, 0.0125139584261507, 5.413970886741079, 0.0990749592835321, 0.0184679023242338, 2.5861958390892577, 0.0024081464732245, 0.0200770258800813, 3.8620260261068413, 0.1537390189668047, 0.0214819191951797, 5.199533155825398]|312606.6206083903089166|      0.06250000|[904, 128, 8, 24]                                                          |  | used linear model with 129 points | iterate success | actual_k=8
       9|[0.5995143706174859, 0.0237561724614669, 1.889898834754878, 0.653171215009534, 0.0221194624752372, 2.0025352034688892, 1.2952983173688988, 0.0261880887498689, 2.1159390574559716, -0.01856894894264, 0.016946736078748, 2.1569222582848684, 1.229683465954676, 0.0265529036251246, 2.2119879512830383, 0.2206001505858754, 0.016058168721048, 2.2780571008126818, 1.3406990044960465, 0.0241709031156714, 2.383759713946826, 4.504669583488622, 0.048344253308011, 2.4869602618993367, 0.662851027434716, 0.022027234185535, 2.567247841456555, 4.39147394145526, 0.0456629748783156, 2.711648553546757, 0.2307217604879699, 0.0178482998928432, 2.9422977098001337, 0.232713185585304, 0.0220197427802164, 2.96863758752087, 0.7121351656165047, 0.0158381942796125, 3.127861256960887, 0.2027290472648185, 0.0186888851686243, 3.22477680065016, -0.0691850205219421, 0.0237902358152434, 3.2525969729976185, 1.3749279731277262, 0.0224819262675538, 3.382053409063471, 0.2441458104507024, 0.02289012285655, 3.6703690654280594, 0.0596928085117777, 0.0179311796877645, 3.7183230465181634, 0.020466693241973, 0.0189216946907213, 3.839067735443259, 0.4134189249354276, 0.023473180998366, 3.9610582712955495, 0.2620607230413104, 0.0185865632041857, 4.050026203278738, 0.8179476292271743, 0.0227068412578941, 4.177399183210567, 0.965619215627407, 0.0220171590622063, 4.42836986040555, 0.7431991404687839, 0.0196694650392665, 4.565154064473252, 0.2091663502531661, 0.0186245513895332, 4.611031819462495, 0.4980626933001867, 0.0227563080531592, 4.705025133288145, 0.0443869563021767, 0.0199172508199586, 4.803967289858071, 0.3686700766898983, 0.0219825460314948, 4.974307803510584, 0.1620843423754939, 0.0184363922224924, 5.391090368240288, 0.2872140116583874, 0.0125139584261507, 5.413970886741079, 0.0990749592835321, 0.0184679023242338, 2.5861958390892577, 0.0024081464732245, 0.0200770258800813, 3.8620260261068413, 0.1537390189668047, 0.0214819191951797, 5.199533155825398]|312606.6206083903089166|      0.03125000|[1017, 144, 9, 27]                                                         |  | used linear model with 129 points | iterate failure | actual_k=8
      10|[0.5970191596914857, 0.0243005161482983, 1.8876581504157954, 0.6512149494264798, 0.0232751623266709, 2.001066487650997, 1.2944497036536626, 0.0290081468045564, 2.111787823189939, -0.0187075234067627, 0.0199581924832876, 2.1628720285454963, 1.2317600368189108, 0.0272858383601774, 2.2110687322046805, 0.2239041342647124, 0.0162448940558031, 2.2740404274704042, 1.3438826759110554, 0.0297067710214015, 2.382061271569546, 4.502498346654589, 0.0547379540467144, 2.4880733856857735, 0.6617804378933554, 0.0223402824723527, 2.5687603633728116, 4.39295112442893, 0.0564014150852805, 2.7119478344736354, 0.229390971589002, 0.0134962853906411, 2.93940524053344, 0.2286918670562576, 0.0241788510950359, 2.9674975915951642, 0.7131790704797412, 0.0227021197044245, 3.131080589386733, 0.1992862029908112, 0.0198224175787891, 3.219721453969166, -0.068584477141539, 0.0213191952483902, 3.2537571713969107, 1.3799462078669134, 0.0262182775167185, 3.382210326557173, 0.2419912159323359, 0.0244534185258632, 3.6693194459503404, 0.0600573024827936, 0.0145092220111178, 3.7158978985110185, 0.0245017673282611, 0.0214006457907779, 3.8399648004862863, 0.4136077423797584, 0.0181049958081526, 3.959311755425267, 0.2604451156857893, 0.0172420350552524, 4.050239815305136, 0.8153377221602179, 0.0250002482933679, 4.179418183449959, 0.9681363624599777, 0.0223072562165938, 4.429843112740415, 0.7428861832315382, 0.0195758550285439, 4.566274125792804, 0.2055150559986482, 0.0154783390402702, 4.612634065538456, 0.4979354392953757, 0.0228509404138117, 4.704191631085105, 0.0394249321538561, 0.0147490525427654, 4.807571887362842, 0.3708467041669457, 0.0247030531276971, 4.977862713623063, 0.1630021059616241, 0.0189699612457907, 5.3963257454286175, 0.2875204511695302, 0.0150578155205915, 5.419929243334941, 0.1038293098803138, 0.0139594005635883, 2.593777743468692, 0.0045464430650533, 0.0200153678882928, 3.8564088297581143, 0.1509043411501428, 0.023323937846229, 5.1982475375181885]|291209.8049524106318131|      0.06250000|[1130, 160, 10, 30]                                                        |  | used linear model with 129 points | iterate success | actual_k=8
      11|[0.5970191596914857, 0.0243005161482983, 1.8876581504157954, 0.6512149494264798, 0.0232751623266709, 2.001066487650997, 1.2944497036536626, 0.0290081468045564, 2.111787823189939, -0.0187075234067627, 0.0199581924832876, 2.1628720285454963, 1.2317600368189108, 0.0272858383601774, 2.2110687322046805, 0.2239041342647124, 0.0162448940558031, 2.2740404274704042, 1.3438826759110554, 0.0297067710214015, 2.382061271569546, 4.502498346654589, 0.0547379540467144, 2.4880733856857735, 0.6617804378933554, 0.0223402824723527, 2.5687603633728116, 4.39295112442893, 0.0564014150852805, 2.7119478344736354, 0.229390971589002, 0.0134962853906411, 2.93940524053344, 0.2286918670562576, 0.0241788510950359, 2.9674975915951642, 0.7131790704797412, 0.0227021197044245, 3.131080589386733, 0.1992862029908112, 0.0198224175787891, 3.219721453969166, -0.068584477141539, 0.0213191952483902, 3.2537571713969107, 1.3799462078669134, 0.0262182775167185, 3.382210326557173, 0.2419912159323359, 0.0244534185258632, 3.6693194459503404, 0.0600573024827936, 0.0145092220111178, 3.7158978985110185, 0.0245017673282611, 0.0214006457907779, 3.8399648004862863, 0.4136077423797584, 0.0181049958081526, 3.959311755425267, 0.2604451156857893, 0.0172420350552524, 4.050239815305136, 0.8153377221602179, 0.0250002482933679, 4.179418183449959, 0.9681363624599777, 0.0223072562165938, 4.429843112740415, 0.7428861832315382, 0.0195758550285439, 4.566274125792804, 0.2055150559986482, 0.0154783390402702, 4.612634065538456, 0.4979354392953757, 0.0228509404138117, 4.704191631085105, 0.0394249321538561, 0.0147490525427654, 4.807571887362842, 0.3708467041669457, 0.0247030531276971, 4.977862713623063, 0.1630021059616241, 0.0189699612457907, 5.3963257454286175, 0.2875204511695302, 0.0150578155205915, 5.419929243334941, 0.1038293098803138, 0.0139594005635883, 2.593777743468692, 0.0045464430650533, 0.0200153678882928, 3.8564088297581143, 0.1509043411501428, 0.023323937846229, 5.1982475375181885]|291209.8049524106318131|      0.03125000|[1243, 176, 11, 33]                                                        |  | used linear model with 129 points | iterate failure | actual_k=8
