k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.00346888730044, 149.94115318038234, -100.05884549984349, 100.00001976826279, 199.9999997799823]|84511.8046875000000000|      2.00000000|[29, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[47.01033990004347, 149.82227296911861, -100.17387188433986, 99.99718832860273, 200.0080774866504]|78035.8984375000000000|      4.00000000|[57, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       3|[43.02508388456774, 149.5717561151758, -100.40746239659249, 99.9926404155317, 200.0278407373281]|65876.4921875000000000|      8.00000000|[85, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | iterate success | actual_k=2
       4|[35.05718814927427, 149.0062792242753, -100.81762982261377, 100.05859625199209, 200.1702694830833]|44731.9062500000000000|     16.00000000|[113, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | iterate success | actual_k=2
       5|[19.13238871804255, 147.9265140486341, -101.92865677704877, 100.07755282847714, 200.15886793751795]|15095.8198120365777868|     32.00000000|[141, 20, 1, 11]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=2
       6|[-12.234054075341284, 146.02075410524859, -107.8453751944761, 100.57363607911816, 199.03606336642082]|5921.4916992187500000|     64.00000000|[170, 24, 1, 13]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       7|[-12.234054075341284, 146.02075410524859, -107.8453751944761, 100.57363607911816, 199.03606336642082]|5921.4916992187500000|     32.00000000|[198, 28, 1, 15]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[-12.234054075341284, 146.02075410524859, -107.8453751944761, 100.57363607911816, 199.03606336642082]|5921.4916992187500000|     16.00000000|[226, 32, 1, 17]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[3.7285594778208306, 145.8181122329305, -108.19591105317001, 100.02228311021983, 198.18339734772104]|1950.3352050781250000|     32.00000000|[254, 36, 1, 19]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      10|[3.7285594778208306, 145.8181122329305, -108.19591105317001, 100.02228311021983, 198.18339734772104]|1950.3352050781250000|     16.00000000|[282, 40, 2, 22]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[3.7285594778208306, 145.8181122329305, -108.19591105317001, 100.02228311021983, 198.18339734772104]|1950.3352050781250000|      8.00000000|[311, 44, 2, 24]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      12|[-3.601485386161312, 143.4521532914896, -110.31175497523284, 100.06964812392181, 197.74335004075098]|1395.8392333984375000|     16.00000000|[339, 48, 2, 26]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      13|[-3.601485386161312, 143.4521532914896, -110.31175497523284, 100.06964812392181, 197.74335004075098]|1395.8392333984375000|      8.00000000|[367, 52, 2, 28]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      14|[-3.601485386161312, 143.4521532914896, -110.31175497523284, 100.06964812392181, 197.74335004075098]|1395.8392333984375000|      4.00000000|[395, 56, 2, 30]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      15|[-0.0399519225368379, 142.04661624547268, -111.3668311034834, 99.59401371944767, 197.76639947964742]|902.9982910156250000|      8.00000000|[423, 60, 2, 32]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      16|[1.6267610869467501, 135.58926868528155, -115.66286830951573, 98.59345067033198, 198.0265304851852]|462.1525671576912941|     16.00000000|[451, 64, 3, 35]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=2
      17|[1.6267610869467501, 135.58926868528155, -115.66286830951573, 98.59345067033198, 198.0265304851852]|462.1525671576912941|      8.00000000|[480, 68, 3, 37]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
