k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[54, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[106, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.12500000|[158, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 41 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[119.97913275459362, 0.0390139779339467, 0.8473951619710696, 110.01672588259514, 0.2115459596489826, 0.8001919595758702, 100.02412685964656, 0.2871812455707908, 0.7041223564006278, 88.00709155415065, 0.2980859547752077, 0.7044472923509218, 85.97446879567524, 0.3661240830477193, 0.6556472806818493, 83.99940204948567, 0.5015506251500237, 0.5279366269581054, 79.99927678088426, 0.6804807304907354, 0.3668842228920823, 76.01772943873263, 0.880711827118711, 0.1213294826980161, 886.3617253036102, 909.9825801625759, 922.5445694702618, 926.4868796180083, 935.5417866566327, 952.8467747535758, 975.7233757983196]|2489.2995605468750000|      0.25000000|[185, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       5|[119.97913275459362, 0.0390139779339467, 0.8473951619710696, 110.01672588259514, 0.2115459596489826, 0.8001919595758702, 100.02412685964656, 0.2871812455707908, 0.7041223564006278, 88.00709155415065, 0.2980859547752077, 0.7044472923509218, 85.97446879567524, 0.3661240830477193, 0.6556472806818493, 83.99940204948567, 0.5015506251500237, 0.5279366269581054, 79.99927678088426, 0.6804807304907354, 0.3668842228920823, 76.01772943873263, 0.880711827118711, 0.1213294826980161, 886.3617253036102, 909.9825801625759, 922.5445694702618, 926.4868796180083, 935.5417866566327, 952.8467747535758, 975.7233757983196]|2489.2995605468750000|      0.12500000|[237, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[119.97913275459362, 0.0390139779339467, 0.8473951619710696, 110.01672588259514, 0.2115459596489826, 0.8001919595758702, 100.02412685964656, 0.2871812455707908, 0.7041223564006278, 88.00709155415065, 0.2980859547752077, 0.7044472923509218, 85.97446879567524, 0.3661240830477193, 0.6556472806818493, 83.99940204948567, 0.5015506251500237, 0.5279366269581054, 79.99927678088426, 0.6804807304907354, 0.3668842228920823, 76.01772943873263, 0.880711827118711, 0.1213294826980161, 886.3617253036102, 909.9825801625759, 922.5445694702618, 926.4868796180083, 935.5417866566327, 952.8467747535758, 975.7233757983196]|2489.2995605468750000|      0.06250000|[289, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[119.98010453667887, 0.0440429345783268, 0.8406343550688887, 109.99176215125911, 0.1833376485015832, 0.771420628312741, 100.03050029285875, 0.2957829837900327, 0.6989580330726539, 88.01300039713516, 0.3057177432891331, 0.7020121833619877, 85.96938246662127, 0.3685164364486201, 0.6357497420759637, 83.99986322200525, 0.4896780664794653, 0.5290786438581423, 80.01156860104813, 0.680405264126106, 0.3688663028606765, 76.0184691677373, 0.8823788231420533, 0.123705670329808, 886.3734349185675, 909.9784686449159, 922.5275470875757, 926.4862269627155, 935.5370131940205, 952.8354100867665, 975.7275142081344]|2006.2275390625000000|      0.12500000|[315, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       8|[119.97670120622296, -0.0037046206059876, 0.832721020089467, 109.96815701216875, 0.200614030755393, 0.7512514041504663, 100.00638630959372, 0.2370031256281133, 0.7365006936747509, 88.03875424675778, 0.3328089893362618, 0.7121675144654488, 85.9553643393283, 0.3790310913868586, 0.6486694310564073, 84.00875099130256, 0.5114989869359978, 0.553739367234791, 80.01928409087817, 0.6848171555401646, 0.3777971495093458, 76.01219064188676, 0.8944436820708279, 0.097113635425067, 886.3839591314519, 909.9602719613015, 922.5619405969996, 926.4954238237534, 935.5299552952425, 952.8442647984804, 975.704353587006]|1715.0257568359375000|      0.25000000|[341, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[119.97670120622296, -0.0037046206059876, 0.832721020089467, 109.96815701216875, 0.200614030755393, 0.7512514041504663, 100.00638630959372, 0.2370031256281133, 0.7365006936747509, 88.03875424675778, 0.3328089893362618, 0.7121675144654488, 85.9553643393283, 0.3790310913868586, 0.6486694310564073, 84.00875099130256, 0.5114989869359978, 0.553739367234791, 80.01928409087817, 0.6848171555401646, 0.3777971495093458, 76.01219064188676, 0.8944436820708279, 0.097113635425067, 886.3839591314519, 909.9602719613015, 922.5619405969996, 926.4954238237534, 935.5299552952425, 952.8442647984804, 975.704353587006]|1715.0257568359375000|      0.12500000|[391, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[119.97649808784408, 0.0084936187308449, 0.8537411180147284, 109.99787534397761, 0.1633943982835901, 0.7191905674094514, 99.99484008487623, 0.2339493217444517, 0.7466840173831842, 88.03013467547908, 0.3538403652517504, 0.6839658833582244, 85.92961780743875, 0.3549039058231775, 0.683171350647616, 84.05366210097388, 0.5124580382903735, 0.5556098142386732, 80.0055484684083, 0.6802204724285442, 0.3409032176803247, 76.02036461937718, 0.8764910510229531, 0.0714792788591835, 886.3718210893188, 909.9662188123577, 922.5134018869796, 926.498994416182, 935.550070896613, 952.8518216786077, 975.6947384634861]|966.4030151367187500|      0.25000000|[442, 68, 0, 34]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | iterate success | actual_k=2
