k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[37, 12, 1, 4]                                                             |  | used linear model with 49 points | iterate failure | actual_k=4
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[74, 24, 2, 8]                                                             |  | used linear model with 49 points | iterate failure | actual_k=4
       3|[99.99474232544749, 0.087684194688468, 0.3006138296783554, 0.9121537516625703, 100.0543670044104, 0.0305746422220055, 0.1853702456197942, 0.8230949176449143, 100.02010290130626, 0.0625030527448834, 0.2744942333821345, 0.7989895791327878, 99.90841203518232, 0.1858303248620235, 0.3373414656798756, 0.6486835229591574, 100.01543265257139, 0.1997329892528294, 0.4712767340724832, 0.2538204404724594, 99.98683359385866, 0.5682107353434463, 0.638324147500249, 0.029395851243914, 299.97603441302846, 299.9795276087331, 299.98119698237133, 299.9991676808685, 299.9679124813571]|391.0394739151941508|      0.50000000|[111, 36, 3, 12]                                                           |  | used linear model with 49 points | iterate success | actual_k=4
       4|[99.99474232544749, 0.087684194688468, 0.3006138296783554, 0.9121537516625703, 100.0543670044104, 0.0305746422220055, 0.1853702456197942, 0.8230949176449143, 100.02010290130626, 0.0625030527448834, 0.2744942333821345, 0.7989895791327878, 99.90841203518232, 0.1858303248620235, 0.3373414656798756, 0.6486835229591574, 100.01543265257139, 0.1997329892528294, 0.4712767340724832, 0.2538204404724594, 99.98683359385866, 0.5682107353434463, 0.638324147500249, 0.029395851243914, 299.97603441302846, 299.9795276087331, 299.98119698237133, 299.9991676808685, 299.9679124813571]|391.0394739151941508|      0.25000000|[148, 48, 4, 16]                                                           |  | used linear model with 49 points | iterate failure | actual_k=4
       5|[99.99474232544749, 0.087684194688468, 0.3006138296783554, 0.9121537516625703, 100.0543670044104, 0.0305746422220055, 0.1853702456197942, 0.8230949176449143, 100.02010290130626, 0.0625030527448834, 0.2744942333821345, 0.7989895791327878, 99.90841203518232, 0.1858303248620235, 0.3373414656798756, 0.6486835229591574, 100.01543265257139, 0.1997329892528294, 0.4712767340724832, 0.2538204404724594, 99.98683359385866, 0.5682107353434463, 0.638324147500249, 0.029395851243914, 299.97603441302846, 299.9795276087331, 299.98119698237133, 299.9991676808685, 299.9679124813571]|391.0394739151941508|      0.12500000|[185, 60, 5, 20]                                                           |  | used linear model with 49 points | iterate failure | actual_k=4
       6|[100.02378498899532, 0.1149885964742616, 0.3115989483567394, 0.909508672205683, 100.04816933208568, 0.0876587516223995, 0.2154154031947685, 0.8467319695553392, 100.03046489818577, 0.0626286035397301, 0.2730037684727407, 0.7461198045736012, 99.88395652876697, 0.1340025851431756, 0.3324539665073189, 0.6272030945364475, 100.03425806924325, 0.2192030982174759, 0.4892904336310948, 0.27296545359082, 99.99447228438791, 0.5754858172846472, 0.6206473259243165, 0.0148129851060186, 299.9691815436366, 299.99079892350477, 299.9842952633364, 300.00484246970035, 299.98201467313055]|229.5919297104392172|      0.25000000|[222, 72, 6, 24]                                                           |  | used linear model with 49 points | iterate success | actual_k=4
       7|[100.02378498899532, 0.1149885964742616, 0.3115989483567394, 0.909508672205683, 100.04816933208568, 0.0876587516223995, 0.2154154031947685, 0.8467319695553392, 100.03046489818577, 0.0626286035397301, 0.2730037684727407, 0.7461198045736012, 99.88395652876697, 0.1340025851431756, 0.3324539665073189, 0.6272030945364475, 100.03425806924325, 0.2192030982174759, 0.4892904336310948, 0.27296545359082, 99.99447228438791, 0.5754858172846472, 0.6206473259243165, 0.0148129851060186, 299.9691815436366, 299.99079892350477, 299.9842952633364, 300.00484246970035, 299.98201467313055]|229.5919297104392172|      0.12500000|[259, 84, 7, 28]                                                           |  | used linear model with 49 points | iterate failure | actual_k=4
       8|[100.03411891136612, 0.182635919136222, 0.333841179799057, 0.9053363984742371, 100.05220643429232, 0.1132432456576459, 0.1970498637256527, 0.8610828927425835, 100.01421014190365, 0.1201078343397311, 0.2863576576534593, 0.7583199599997816, 99.87924173651568, 0.1040779709448341, 0.3035230635016866, 0.6388010252195754, 100.04274384300342, 0.206797386344226, 0.460983958220677, 0.2541164810029184, 100.00299992261398, 0.5879683700581083, 0.6170186677127776, 0.0342744310330413, 299.97531817224365, 300.00197032523664, 300.0105313320676, 300.0134621924748, 300.004450333032]|172.1695532165502414|      0.25000000|[296, 96, 8, 32]                                                           |  | used linear model with 49 points | iterate success | actual_k=4
       9|[100.03411891136612, 0.182635919136222, 0.333841179799057, 0.9053363984742371, 100.05220643429232, 0.1132432456576459, 0.1970498637256527, 0.8610828927425835, 100.01421014190365, 0.1201078343397311, 0.2863576576534593, 0.7583199599997816, 99.87924173651568, 0.1040779709448341, 0.3035230635016866, 0.6388010252195754, 100.04274384300342, 0.206797386344226, 0.460983958220677, 0.2541164810029184, 100.00299992261398, 0.5879683700581083, 0.6170186677127776, 0.0342744310330413, 299.97531817224365, 300.00197032523664, 300.0105313320676, 300.0134621924748, 300.004450333032]|172.1695532165502414|      0.12500000|[333, 108, 9, 36]                                                          |  | used linear model with 49 points | iterate failure | actual_k=4
      10|[100.03411891136612, 0.182635919136222, 0.333841179799057, 0.9053363984742371, 100.05220643429232, 0.1132432456576459, 0.1970498637256527, 0.8610828927425835, 100.01421014190365, 0.1201078343397311, 0.2863576576534593, 0.7583199599997816, 99.87924173651568, 0.1040779709448341, 0.3035230635016866, 0.6388010252195754, 100.04274384300342, 0.206797386344226, 0.460983958220677, 0.2541164810029184, 100.00299992261398, 0.5879683700581083, 0.6170186677127776, 0.0342744310330413, 299.97531817224365, 300.00197032523664, 300.0105313320676, 300.0134621924748, 300.004450333032]|172.1695532165502414|      0.06250000|[370, 120, 10, 40]                                                         |  | used linear model with 49 points | iterate failure | actual_k=4
      11|[100.03120815059573, 0.1837041792140316, 0.331982380056364, 0.9040787515715778, 100.05509626265349, 0.1532275447750033, 0.2185504864907242, 0.8647600913889653, 100.01224210511255, 0.0925725490256333, 0.2697344459014285, 0.7482835894364196, 99.88142876154069, 0.1161778465771577, 0.3109706654314777, 0.6445641879652921, 100.03909478625302, 0.1931908121946311, 0.4516660075098861, 0.2500667015608457, 99.99554308283504, 0.5874375429883907, 0.6159764094695865, 0.0342795177734109, 299.9796313749428, 300.0040440562136, 300.00707100618, 300.0078705707853, 300.00666699816776]|125.4641398661066631|      0.12500000|[407, 132, 11, 44]                                                         |  | used linear model with 49 points | iterate success | actual_k=4
      12|[100.03120815059573, 0.1837041792140316, 0.331982380056364, 0.9040787515715778, 100.05509626265349, 0.1532275447750033, 0.2185504864907242, 0.8647600913889653, 100.01224210511255, 0.0925725490256333, 0.2697344459014285, 0.7482835894364196, 99.88142876154069, 0.1161778465771577, 0.3109706654314777, 0.6445641879652921, 100.03909478625302, 0.1931908121946311, 0.4516660075098861, 0.2500667015608457, 99.99554308283504, 0.5874375429883907, 0.6159764094695865, 0.0342795177734109, 299.9796313749428, 300.0040440562136, 300.00707100618, 300.0078705707853, 300.00666699816776]|125.4641398661066631|      0.06250000|[444, 144, 12, 48]                                                         |  | used linear model with 49 points | iterate failure | actual_k=4
      13|[100.03077291518665, 0.2113382503330159, 0.3586851912230067, 0.9102219252673496, 100.05571462082109, 0.1451593001614295, 0.2067207375551615, 0.8470559691521156, 100.00631149397022, 0.1219906216795377, 0.276352559039722, 0.743119095112264, 99.8858090905928, 0.116081154443125, 0.3068090524609804, 0.6363447331697379, 100.03940502630795, 0.1848360247319144, 0.46237373622137, 0.2486998729876143, 99.98694384559592, 0.5808968129023165, 0.6319904493015616, 0.0361548829228304, 299.9810650870365, 299.99863535965613, 299.9984139319237, 300.00566609329746, 300.017775976227]|115.2445304534426072|      0.12500000|[481, 156, 13, 52]                                                         |  | used linear model with 49 points | iterate success | actual_k=4
      14|[100.03077291518665, 0.2113382503330159, 0.3586851912230067, 0.9102219252673496, 100.05571462082109, 0.1451593001614295, 0.2067207375551615, 0.8470559691521156, 100.00631149397022, 0.1219906216795377, 0.276352559039722, 0.743119095112264, 99.8858090905928, 0.116081154443125, 0.3068090524609804, 0.6363447331697379, 100.03940502630795, 0.1848360247319144, 0.46237373622137, 0.2486998729876143, 99.98694384559592, 0.5808968129023165, 0.6319904493015616, 0.0361548829228304, 299.9810650870365, 299.99863535965613, 299.9984139319237, 300.00566609329746, 300.017775976227]|115.2445304534426072|      0.06250000|[518, 168, 14, 56]                                                         |  | used linear model with 49 points | iterate failure | actual_k=4
      15|[100.0359924833919, 0.2093840988350826, 0.3677686832087788, 0.9121349180404928, 100.05002319079408, 0.1850465310532209, 0.2261460105889375, 0.8550733938220221, 100.00585514378989, 0.1027479585568135, 0.2663419911701246, 0.7280686056700154, 99.88338682738748, 0.1197229348857197, 0.3084815147788012, 0.6335748914625241, 100.04558571608698, 0.1812629700339453, 0.4619707341965741, 0.2475649040201872, 99.98084368715472, 0.581562065344619, 0.6527576620711294, 0.0438189447969493, 299.9642528092527, 300.0008419969746, 299.99082416820636, 299.9979827606415, 300.0213746282758]| 97.7154974686427806|      0.12500000|[555, 180, 15, 60]                                                         |  | used linear model with 49 points | iterate success | actual_k=4
      16|[100.0359924833919, 0.2093840988350826, 0.3677686832087788, 0.9121349180404928, 100.05002319079408, 0.1850465310532209, 0.2261460105889375, 0.8550733938220221, 100.00585514378989, 0.1027479585568135, 0.2663419911701246, 0.7280686056700154, 99.88338682738748, 0.1197229348857197, 0.3084815147788012, 0.6335748914625241, 100.04558571608698, 0.1812629700339453, 0.4619707341965741, 0.2475649040201872, 99.98084368715472, 0.581562065344619, 0.6527576620711294, 0.0438189447969493, 299.9642528092527, 300.0008419969746, 299.99082416820636, 299.9979827606415, 300.0213746282758]| 97.7154974686427806|      0.06250000|[592, 192, 16, 64]                                                         |  | used linear model with 49 points | iterate failure | actual_k=4
      17|[100.0359924833919, 0.2093840988350826, 0.3677686832087788, 0.9121349180404928, 100.05002319079408, 0.1850465310532209, 0.2261460105889375, 0.8550733938220221, 100.00585514378989, 0.1027479585568135, 0.2663419911701246, 0.7280686056700154, 99.88338682738748, 0.1197229348857197, 0.3084815147788012, 0.6335748914625241, 100.04558571608698, 0.1812629700339453, 0.4619707341965741, 0.2475649040201872, 99.98084368715472, 0.581562065344619, 0.6527576620711294, 0.0438189447969493, 299.9642528092527, 300.0008419969746, 299.99082416820636, 299.9979827606415, 300.0213746282758]| 97.7154974686427806|      0.03125000|[629, 204, 17, 68]                                                         |  | used linear model with 49 points | iterate failure | actual_k=4
      18|[100.03347581134722, 0.2172574742182038, 0.3728909123177817, 0.9157466797558741, 100.05120682159011, 0.1838427775285228, 0.2233785089051313, 0.8570725006398864, 100.007561256962, 0.1210798917120881, 0.2771538367829888, 0.7330843608924368, 99.87906557766912, 0.1116293495782854, 0.2963160342989375, 0.6261442869117883, 100.04551416558463, 0.1818955392188896, 0.4641403666649389, 0.2486585205722507, 99.97718564209177, 0.587969621788425, 0.6549290174355854, 0.0452187218920446, 299.9617811230398, 300.00112731686147, 299.99413496771876, 299.9973938034493, 300.0224305848434]| 77.2531827223736940|      0.06250000|[666, 216, 18, 72]                                                         |  | used linear model with 49 points | iterate success | actual_k=4
