k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.0512079816535514, 10.131170993130358, 1.9900363191197408]                   |  0.8839029073715210|      2.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[-0.0512079816535514, 10.131170993130358, 1.9900363191197408]                   |  0.8839029073715210|      1.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[-0.0512079816535514, 10.131170993130358, 1.9900363191197408]                   |  0.8839029073715210|      0.50000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[-0.0512079816535514, 10.131170993130358, 1.9900363191197408]                   |  0.8839029073715210|      0.25000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[-0.0512079816535514, 10.131170993130358, 1.9900363191197408]                   |  0.8839029073715210|      0.12500000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[-0.0591536137948579, 10.123356525261514, 1.8655341062004442]                   |  0.7264164686203003|      0.25000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[0.1887067473877549, 10.141285013346428, 1.8382612136253293]                    |  0.6260141730308533|      0.50000000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       8|[0.1887067473877549, 10.141285013346428, 1.8382612136253293]                    |  0.6260141730308533|      0.25000000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[0.0382074228844883, 10.116503851628197, 1.640180807355665]                     |  0.4820363819599152|      0.50000000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      10|[0.0382074228844883, 10.116503851628197, 1.640180807355665]                     |  0.4820363819599152|      0.25000000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[0.0382074228844883, 10.116503851628197, 1.640180807355665]                     |  0.4820363819599152|      0.12500000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[0.1580930351612427, 10.118183905660533, 1.604830879668665]                     |  0.3367353975772858|      0.25000000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      13|[0.2601044796872857, 10.232491709734916, 1.4072773651127282]                    |  0.2205999791622162|      0.50000000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      14|[0.2601044796872857, 10.232491709734916, 1.4072773651127282]                    |  0.2205999791622162|      0.25000000|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[0.2601044796872857, 10.232491709734916, 1.4072773651127282]                    |  0.2205999791622162|      0.12500000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
